ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_157	5.091	12.074	9.60005423438684e-10	1.62240916561138e-07	Enriched	0.459	0.021	2.969	0.003	0.003	0.061	0.012	7.818	0.088	3.638	0.233	0.121	0.006	0.004	0.002	0.004	0.018	0.042	0.002	0.004	0	0	0.006	0.002	0.082	0	0.014	0.005	0	0	0.002	0.006	0	0.004	0	0.03	0.025	0.02	0.001	0	0.014	0.005	0.038	0.053	0.095	0.166	0.074	0.011	0.002	0.018	0.018	0.001	0.013	0.005	0.091	0	0.006	0.001	0.001	0.001	0.003	0	0.027	0	0.012	0.004	0	0.011	0.001	0.001	0.025	0	0	0.051
ASV_119	3.347	11.702	1.17607137713961e-06	9.05443801861687e-05	Enriched	0.482	0.05	0.003	1.695	3.38	0.177	0.128	0	0.246	0.167	7.901	0.012	0	0.002	0.022	0.003	0.006	0.105	0.039	0.003	0.012	0.001	0.006	0.017	0.014	0.162	0.022	0	0.004	0.017	0.011	0.004	0.048	0.01	1.703	0	0	0	0.103	0.075	0.051	0.034	0.048	0.18	0.239	0.192	0.246	0	0	0.194	0.03	0.018	0	0.068	0	0.015	0.01	0.004	0.009	0.001	0.006	0.01	0.122	0.013	0.016	0.031	0.076	0.039	0.016	0.005	0	0.003	0.017	0.097
ASV_126	2.791	10.49	1.6072966896953e-06	9.05443801861687e-05	Enriched	0.196	0.029	0.064	1.24	0.035	0.052	0.021	0.006	0.17	0.066	2.675	0.857	0.259	0.038	0	0.001	0.011	0.026	0.046	0	0.008	0.004	0.003	0.006	0.042	0.52	0.006	0	0.004	0.003	0.003	0.001	0.029	0	0.258	0.031	0.002	0.002	0.019	0.016	0.002	0.01	0.065	0.095	0.07	0.076	0.064	0.022	0.023	0.108	0.033	0.007	0.007	0.091	0.023	0.007	0.013	0.001	0.003	0.02	0.004	0	0.119	0.007	0.014	0.011	0.018	0.073	0.006	0.001	0	0.004	0.012	0.046
ASV_110	2.738	10.954	4.80548483293868e-06	0.000203031734191659	Enriched	0.268	0.044	0.579	0.107	0.917	0.562	1.492	0.041	0.057	0	0.084	2.361	0.593	0.886	0.001	0	0.021	0.009	0.018	0	0.002	0.006	0.003	0.002	0.102	0.015	0.004	0.002	0.012	0	0.029	0	0.01	0.007	0.914	0.005	0.014	0.01	0.063	0.037	0.699	0.081	0.042	0.136	0.02	0.012	0.006	0.072	0.037	0.103	0.012	0.001	0.015	0.004	0.003	0.004	0.006	0.004	0.042	0.003	0.006	0.007	0.031	0.003	0.021	0.049	0.002	0.039	0.007	0.012	0.036	0.004	0.012	0.034
ASV_89	1.997	11.823	2.94637466090628e-05	0.000861443114251128	Enriched	0.451	0.116	0.075	3.913	0.196	2.638	0.063	0	0.038	0.03	1.412	0.254	0.01	0.004	0.125	0.031	0.026	4.252	0.259	0.019	0.066	0.064	0.017	0.035	0.036	0.144	0.228	0.159	0.062	0.035	0.04	0.028	0.316	0.113	0.192	0.049	0.022	0.047	0.097	0.083	0.219	0.152	0.015	0.144	0.066	0.067	0.07	0.009	0.005	0.119	0.229	0.025	0.116	0.692	0.1	0.042	0.168	0.041	0.195	0.026	0.077	0.142	0.198	0.128	0.063	0.208	0.035	0.565	0.036	0.044	0.071	0.15	0.002	0.022
ASV_22	2.172	13.294	3.05837792041821e-05	0.000861443114251128	Enriched	1.191	0.326	0.05	0.176	0.229	2.533	0.152	0.068	0.002	0	0	0.133	0.612	0.073	22.807	0.995	0.298	0.552	0.165	0.831	0.78	0.368	0.061	0.109	0.068	0.358	0.104	1.181	0.066	0.283	0.095	0.096	0.278	0.171	5.607	0.056	0.102	0.054	0.964	0.141	1.038	0.124	0.073	0.014	0.13	0.003	0.004	0.081	0.42	0.026	1.859	0.254	0.29	0.195	0.101	0.325	0.341	1.028	0.452	0.184	0.13	0.055	1.779	0.037	0.532	0.13	0.975	0.193	0.117	0.038	0.125	0.1	0.176	0.048
ASV_125	4.874	12.784	5.0217771377655e-05	0.00121240048040339	Enriched	0.483	0.041	0.078	0.065	0.005	0	0.053	0.008	0.641	14.504	0.442	0.039	0.006	0	0	0	0	0.02	0.032	0.008	0	0.001	0.008	0	0	0.011	0	0	0	0	0	0	0	0	0.005	0.007	0.002	0	0.007	0	0	0	0.009	0.209	0.264	0.649	0.276	0.013	0.014	0.013	0.016	0.003	0.007	0.083	0.022	0	0.006	0	0.001	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_142	3.526	13.398	0.000135267165514811	0.0025518570365896	Enriched	0.717	0.136	1.715	0	0.002	0	0.001	0.008	0.603	20.704	0.22	0.031	0.008	0.033	0.016	0.012	0.007	0	0.034	0.012	0.029	0	0.004	0.002	0.091	0.074	0	0	0.02	0.008	0.014	0	0	0.005	0.025	0.047	0.096	0.044	0	0	0	0	0.008	0.524	0.391	1.961	0.392	0.004	0.005	0	0.052	0.529	0.028	0	0	0.022	0.146	0.883	0.004	0.001	0.004	0	0.058	0.004	0.007	0.016	0.002	0.007	0.007	0	0.009	0.05	0	0.008
ASV_38	1.721	12.592	0.00013589771200773	0.0025518570365896	Enriched	0.66	0.239	0.299	0.138	0.136	0.519	1.529	0.31	2.64	1.36	0.311	3.122	3.283	2.148	0.061	0.01	0.105	0.197	0.087	0.04	0.029	0.024	0.035	0.111	0.185	0.103	0.081	0.104	0.041	0.277	0.153	0.107	0.065	0.032	4.128	0.052	0.034	0.034	0.27	0.125	1.161	0.228	0.216	0.597	0.489	0.437	0.261	0.282	0.314	0.808	0.093	0.059	0.072	0.111	0.042	0.019	0.066	0.017	0.143	0.064	0.071	0.03	0.824	0.033	0.592	0.087	0.123	0.186	0.798	0.081	0.161	0.021	0.065	0.251
ASV_111	2.315	12.292	0.000189584299951086	0.00320397466917336	Enriched	0.487	0.132	0.023	0.116	0.117	0.055	0.078	0.039	0.009	0.004	0	0.025	0.07	0.006	4.438	0.308	0.133	0.251	0.259	8.841	0.462	0.085	0.052	0.387	0.002	0.059	0.002	0.04	0.006	0.006	0.023	0.014	0.002	0.017	0.147	0.009	0.081	0.01	0.139	0.793	0.026	0.052	0.003	0.01	0.091	0.003	0.006	0.027	0.051	0	0.515	0.059	0.165	0.304	0.171	0.169	0.256	0.74	0.215	0.548	0.388	0.007	0.082	0.001	0.021	0	0.041	0.001	0.009	0.009	0.096	0.007	0.023	0.005
ASV_96	-4.236	12.068	0.000520702530194731	0.00799988432753724	Depleted	0.036	0.618	0.003	0.002	0.005	0	0.003	0	0.005	0	0	0	0.005	0	0	0.143	0	0.095	0.547	0.085	0	0	0.001	0.002	0.003	0.162	0	0	0.098	0	0	0.001	0	0	0.043	0.002	0.008	0.002	0.025	0.003	0	0.002	0.002	0	0	0.006	0	0.002	0.002	0	0	0.061	0	0.084	13.151	0.022	0.001	0	0	0.119	0	0	0	0	2.097	8.485	0	0	0	0	0.019	0	0.002	0
ASV_85	-1.425	12.095	0.000695833726425779	0.00979965831382973	Depleted	0.172	0.561	0.223	0.26	0.832	0.55	0.24	0.064	0.043	0.032	0.186	0.147	0.174	0.134	0.244	0.631	0.394	0.141	0.114	0.074	0.087	0.042	0.052	0.252	0.058	0.07	0.165	0.189	0.027	0.055	0.113	0.022	0.01	0.024	0.033	0.334	7.577	1.042	0.772	4.523	0.317	0.279	0.367	0.053	0.161	0.047	0.774	0.309	0.734	1.067	0.131	0.166	0.123	0.217	0.104	0.045	0.074	0.039	0.076	0.372	0.301	0.251	0.168	0.131	0.177	0.04	0.47	0.084	0.017	0.081	0.239	0.027	0.19	0.005
ASV_100	-1.613	10.962	0.00101531181558528	0.0131990536026086	Depleted	0.066	0.219	0.03	0.045	0.091	0.033	0.107	0.006	0.035	0.009	0.349	0.11	0.173	0.192	0.001	0.122	0.25	0.009	0.057	0.025	0.044	0.015	0.028	0.015	0.006	0.081	0.022	0.069	0.037	0.026	0.061	0.004	0.015	0.021	0.102	0.107	0.147	0.007	0.097	1.134	0.063	0.481	1.214	0.002	0.339	0.023	0.1	0.282	0.125	2.678	0.015	0.043	0.029	0.008	0.252	0.018	0.012	0.003	0.03	0.042	0.015	0.01	0.015	0.031	0.321	0.533	0.06	0.01	0.017	0.07	0.006	0.004	0.126	0.054
ASV_116	1.519	11.318	0.00138223485456338	0.0166855493158008	Enriched	0.289	0.12	0.034	0.025	0.101	0.013	0.037	0.152	0.009	0	0.004	0.002	0.005	0.006	0.019	1.611	0.044	0.004	0.265	0.069	0.074	0.06	2.282	0.129	0.014	0.421	0.14	1.359	0.146	0.194	1.683	0.423	0.123	0.099	0.003	0.035	0.091	0.044	0.368	0.187	0.026	0.286	0.045	0.016	0.018	0.009	0.078	0.011	0.069	0.002	0.055	0.192	0.051	0.029	0.058	0.044	0.037	0.01	0.045	0.11	0.16	0.192	0.29	0.112	0.197	0.143	0.281	0.061	0.221	0.223	0.724	0.154	0.006	0
ASV_92	2.515	12.297	0.00159395413245645	0.0179585498923427	Enriched	0.535	0.108	0.014	0.018	0.011	0	0	0.014	0	0	0	0	0	0	0.297	0.003	0.003	0.02	0.021	0.047	0.059	5.609	0.025	0.214	0.528	0.406	0.01	0.104	9.864	0.072	0.094	0.004	0.006	0.218	0.005	0.005	0.011	0.098	0.015	0	0	0	0	0	0.005	0.003	0.002	0	0.03	0.002	0.007	0.006	0.021	0.005	0.003	0.069	0.843	0.15	0.329	0.025	0.045	0	0.046	0.033	0.202	0.175	0.125	1.644	0.054	0.063	0.167	0.034	0	0
ASV_188	1.591	10.447	0.00244794895607641	0.0258564608485571	Enriched	0.162	0.055	0.003	1.264	0.317	0.018	0.053	0	0.303	0.053	1.405	0.061	0.075	0.002	0.093	0.006	0.007	0.589	0.076	0.021	0.098	0.029	0.004	0.017	0.018	0.343	0.142	0	0.002	0.01	0.006	0.006	0.209	0.04	0.068	0.028	0	0.005	0.023	0.032	0	0.003	0.008	0.063	0.061	0.393	0.093	0.004	0.009	0.059	0.129	0.016	0.009	0.101	0.058	0.025	0	0.003	0.301	0.008	0.008	0.017	0.067	0.066	0.044	0.027	0.004	0.014	0.006	0.011	0.013	0.069	0.003	0.347
ASV_108	1.617	10.437	0.00273113747417806	0.0271507195962407	Enriched	0.178	0.057	0	0.112	0.03	0.026	0.004	0.025	0.002	0.004	0.002	0	0	0.01	0.093	0.04	0.129	1.59	0.318	0.266	0.114	0.085	0.029	0.186	0.164	1.779	0.593	0.026	0.062	0.022	0.023	0.04	0.01	0.089	0	0.016	0.031	0.008	0.004	0.01	0.003	0.271	0.012	0	0.002	0.006	0.002	0	0	0	0.039	0.047	0.122	0.098	0.087	0.06	0.084	0.011	0.136	0.052	0.098	0.042	0.207	0.218	0.044	0.065	0.049	0.054	0.014	0.086	0.019	0.241	0	0
ASV_80	-4.03	8.139	0.00338680073133554	0.031798295755317	Depleted	0.002	0.023	0	0.003	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0.01	0.032	0.001	0.001	0.005	0	0	0	0	0.002	0	0	0	0	0	0	0	0.003	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.003	0.821	0	0.001	0	0.046	0.003	0	0	0	0.002	0	0	0	0	0.001	0	0	0	0
ASV_72	-1.517	12.016	0.00406699361038782	0.0361748379029233	Depleted	0.15	0.501	0.069	0.037	0.366	0.033	0.024	0.023	0.409	0.162	0.331	0.337	0.016	0.029	0.013	0.437	0.149	0.071	0.048	0.07	0.033	0.003	0.003	0.006	0.022	0.181	0.863	0.149	0.051	0.27	0.348	0.132	0.05	0.138	0.079	0.115	0.079	0.252	0.252	1.798	0.269	0.247	0.002	5.493	0.225	0.306	8.029	0.013	0.035	0.143	0.042	0.106	0.062	0.305	0.019	0.02	0.056	0.008	0.001	0.008	0.007	0.107	0.061	0.536	0.037	0.054	0.529	0.035	0.034	0.157	0.038	0.036	0.023	0.005
ASV_34	-1.096	11.68	0.00504743909508166	0.04265086035344	Depleted	0.156	0.373	1.006	0.097	0.24	0.055	0.189	0.027	0.114	0.036	0.104	0.082	0.094	0.209	0.06	0.039	0.089	0.012	0.034	0.052	0.03	0.038	0.01	0.065	0.414	0.192	0.471	0.277	0.152	0.157	0.31	0.043	0.029	0.073	0.354	0.465	3.094	0.283	0.36	0.433	0.277	0.476	2.432	0.055	0.059	0.087	0.231	0.464	0.432	0.726	1.294	0.055	0.045	0.05	0.289	0.012	0.087	0.422	0.014	0.009	0.076	0.06	0.186	0.402	0.274	0.455	0.094	0.193	0.031	0.145	0.13	0.151	0.118	0.068
ASV_103	-1.119	10.556	0.00715448353997484	0.0575765580121785	Depleted	0.07	0.17	0.05	0.138	0.24	0.009	0.148	0.062	0.154	0.034	0.071	0.043	0.067	0.192	0.08	0.012	0.014	0.029	0.046	0.003	0.015	0.031	0.032	0.194	0.019	0.052	0.045	0.199	0.014	0.012	0.101	0.085	0.004	0.038	0.094	0.026	0.169	0.091	1.349	1.099	0.038	0.117	0.02	0.047	0.082	0.076	0.695	0.803	0.169	0.121	0.45	0.024	0.006	0.015	0.022	0.004	0.013	0.008	0.052	0.007	0.15	0.032	0.162	0.046	0.179	0.076	0.191	0.022	0.009	0.027	0.032	0.011	0.196	0.014
ASV_86	-1.822	12.328	0.00760032740590438	0.0583843332544473	Depleted	0.15	0.626	0	0.02	0.04	0	0.015	0.056	0	0	0.002	0.08	0.118	1.087	0.171	0.286	0.035	0.426	0.538	0.333	0.059	0.117	0.011	0.031	0	0.233	0.609	0.024	0.135	0.006	0.299	0.114	0.004	0.06	0.038	0	0	0	0.06	0.074	0.003	0.005	0	0	0	0	0.17	0.087	0.102	0.044	1.321	0.143	0.04	0.369	11.881	0.09	0.287	0.242	0.198	0.206	0.021	0.065	0.104	0.348	5.969	2.108	0.045	0.148	0.004	0.085	0.086	0.08	0.012	0.022
ASV_124	-1.304	11.346	0.00837351727712095	0.0604724828106257	Depleted	0.086	0.324	0.153	0.054	0.213	0.007	0.074	0.148	0.414	0.487	0.027	0.072	0.062	0.075	0.112	0.043	0.026	0.134	0.098	0.06	0.047	0	0.013	0.012	0.15	0.048	0.014	0.097	0.088	0.004	0.018	0.056	0.017	0.01	0.02	0.023	0.107	0.022	0.329	0.267	0.002	0.498	0.16	0.073	0.07	0.794	0.091	0.22	0.074	0.015	0.772	0.124	0.013	0.344	0.635	0.015	0.093	0.83	0.01	0.02	0.057	0.005	0.326	0.022	5.237	0.674	0.158	0.015	0.003	0.007	0.344	0.001	0.005	0.166
ASV_154	-1.046	11.047	0.00905824103477675	0.0604724828106257	Depleted	0.094	0.228	0.12	0.079	0.12	0.007	0.047	0.01	0.009	0.021	0.075	0.049	0.058	0.027	0.1	0.489	0.034	0.151	0.213	0.152	0.087	0.092	0.102	0.043	0.052	0.125	0.185	0.062	0.02	0.163	0.273	0.021	0.004	0.041	0.061	0.299	2.937	0.281	0.385	0.475	0.002	0.116	0.068	0.024	0.02	0.038	0.066	0.141	0.286	0.555	0.089	0.071	0.053	0.252	0.122	0.042	0.041	0.029	0.072	0.336	0.074	0.376	0.131	0.509	0.237	0.036	0.049	0.124	0.047	0.237	0.013	0.017	0.232	0.012
ASV_66	2.003	10.641	0.00907584827584055	0.0604724828106257	Enriched	0.176	0.065	0.002	0.354	0.943	0	0.303	3.41	0.002	0	0.002	0.002	0.002	0.025	0.008	0.013	0.414	0.003	0.041	0.016	0.017	0.004	0.068	0	0.003	0.022	0.047	0.002	0	0	0.006	0	0	0.012	0.084	0	0	0.002	0.832	0.798	0	0.426	0	0	0.005	0.003	0.011	0.045	0.002	0	0.013	0.01	0.127	0.022	0.004	0.004	0.004	0.001	0.007	0.009	0.003	0.012	0.015	0.084	0.002	0	0	0	0	0.006	0	0	0.047	0.057
ASV_94	1.231	11.802	0.00930345889394242	0.0604724828106257	Enriched	0.332	0.173	0.304	0.139	0.322	0.228	4.112	0.294	1.114	0.57	0.02	0.28	1.081	0.284	0.022	0.029	0.079	0.004	0.039	0.016	0.069	0.013	0.021	0.075	0.152	0.273	0.018	0.005	0.035	0.024	0.04	0.018	0.008	0.015	1.243	0.082	0.206	0.059	0.39	0.222	0.312	0.467	0.135	0.079	0.264	0.585	0.038	0.188	0.882	0.079	0.036	0.636	0.038	0.024	0.103	0.044	0.075	0.176	0.009	0.017	0.181	0.02	0.494	0.019	0.225	0.114	0.006	0.01	0.011	0.015	0.08	0.043	0.045	0.353
ASV_209	1.293	10.916	0.009690975920119	0.0606583307592634	Enriched	0.168	0.101	0.209	0.074	0.135	0	0.038	0.021	0.343	0.534	0.033	0.178	0.162	2.449	0.053	0.016	0.058	0.014	0.078	0.044	0.09	0.014	0.013	0.005	0.038	0.007	0.004	0.715	0.033	0.008	0.072	0.056	0.046	0.01	0.003	0.035	0.07	0.123	0.364	0.083	0	0.031	0.014	0.049	0.143	0.157	0.121	0.085	0.171	0.057	0.074	0.012	0.047	0.015	0.088	0.01	0.091	0.21	0.001	0.011	0.021	0.015	0.015	0.007	0.62	0.043	1.016	0.014	0.009	0.009	0.091	0.017	0.017	0.002
ASV_174	1.691	11.473	0.0102832930836848	0.0606759532524395	Enriched	0.292	0.131	0.107	0.366	0.263	0.004	6.768	0.156	0.144	0.043	0.038	0.08	0.042	0.004	0	0.004	0.004	0.001	0.046	0.016	0.187	0	0	0.003	0	0.528	0.014	0	0.006	0	0.003	0.034	0.008	0.018	0.742	0.031	0.057	0.013	0.273	0.277	0.036	0.241	0.051	0.522	0.448	0.035	0.36	0.085	0.037	0.004	0	0.003	0	0.006	0.13	0.009	0.012	0.034	0.001	0.001	0.008	0.017	1.068	0.003	0.783	0.278	0	0.007	0.007	0	0.175	0.02	0.03	0.043
ASV_91	1.742	10.028	0.0104118499663949	0.0606759532524395	Enriched	0.133	0.041	0.062	0.034	0.042	0.004	0.088	0	0.002	0.002	0	0.08	0.016	0.01	0	0	0.006	0.001	0.043	0.051	0.014	0.006	0.01	0.012	0	0.007	0.006	0.012	0.008	0.003	0.005	3.474	0.266	0.119	0.013	0.012	0.002	0.012	0.06	0.03	0.051	0.383	0.029	0	0.002	0	0.002	0.325	0.005	0.002	0	0	0	0	0.029	0.009	0.149	0.006	0	0	0.01	0.012	0	0.003	0.058	0.087	0.045	0	0	0.03	0.167	0.056	0.003	0.003
ASV_71	1.333	10.502	0.012109758308836	0.0676269834460006	Enriched	0.176	0.066	0.055	0.03	1.63	2.544	0.04	0.006	0.017	0	0.042	0.049	0.003	0	0.006	0.246	0.016	0.085	0.032	0.012	0.011	0.01	0.011	0.057	0.423	0.074	0.014	0.024	0.01	0.025	0.005	0.034	0.038	0.017	0.255	0.054	0.06	0.064	0.026	0.029	1.034	0.029	0.006	0.006	0.005	0	0.004	0.009	0.009	0.004	0.016	0.355	0.072	0.006	0.013	0.031	0.132	0.021	0.025	0.013	0.109	0	0.064	0.003	0.046	0.043	0.047	0.041	0.02	0.021	0.135	0.021	0.006	0.002
ASV_98	-2.436	9.565	0.0124049496261895	0.0676269834460006	Depleted	0.018	0.069	0.006	0	0	0	0	0	0	0	0	0.004	0.093	0.019	0	0	0	0	0	0	0	0	0	0.003	0	0.044	0.136	0.04	0.004	0.015	0.106	0.026	0.019	0.039	0.025	0	0.006	0.061	0	0	0	0	0.133	0	0.014	0	0	0.009	0.005	0.011	0	0	0	0	0.001	0	0	0	0	0	0.001	0.11	0.058	0.145	0	0	0.045	0.005	0.014	0.115	0.004	0.029	0.011	1.91
ASV_99	1.271	10.972	0.0134479039044621	0.0710217424954403	Enriched	0.242	0.101	3.768	0.039	0.072	0	0.274	0.345	0.083	0.019	0.004	1.079	0.03	0.048	0.002	0.004	0.044	0.014	0.046	0.019	0.045	0.027	0.024	0.576	0.445	0.646	0.097	0.019	0.027	0.024	0.018	0.041	0.002	0.01	0.101	0.117	0.218	0.069	0.054	0.016	0	0.16	0.142	0.111	0.009	0.006	0.004	0.096	0.055	0.029	0.021	0.003	0.026	0.04	0.043	0.009	0.138	0.408	0.042	0.053	1.167	0.01	0.207	0.012	0.441	0.022	0.045	0.007	0.004	0.001	0.035	0.12	0.005	0.003
ASV_58	1.28	12.405	0.0150321521180981	0.0769828396351086	Enriched	0.553	0.269	0.098	0.096	0.152	0.072	0.032	0.341	0.005	0.002	0	0.07	0.006	0.013	0.129	6.756	0.387	0.02	2.062	0.182	0.23	0.134	3.086	1.62	0.056	0.233	0.215	0.142	0.053	0.109	0.567	0.048	0.069	1.261	0.007	0.491	0.282	0.052	0.065	0.709	0.017	0.019	0.109	0.012	0.007	0.026	0	0.011	0.058	0	1.491	1.022	0.322	0.156	0.211	0.143	0.628	0.08	0.079	0.357	0.657	0.378	0.027	0.066	0.262	0.043	0.113	0.038	0.127	0.469	0.78	1.017	0.181	0
ASV_21	-1.495	13.942	0.0155582069292329	0.0773334403247166	Depleted	0.629	1.803	1.106	0.342	0.069	0.018	0.024	0.103	0	0.004	0.002	0.004	0.008	0.008	0.129	2.702	2.134	0.027	0.213	0.096	0.473	2.443	0.159	1.878	0.036	1.056	0.144	0.701	0.107	0.115	0.327	1.663	0.092	4.411	0.162	1.297	19.499	19.178	1.019	0.36	0.057	0.084	1.453	0.002	0.016	0	0.004	0.007	0.055	0	0.689	0.253	1.076	0.047	0.095	0.141	0.325	0.064	0.109	0.176	0.731	1.198	0.507	0.272	0.058	0.148	0.14	0.016	0.114	0.422	0.861	1.792	17.995	0.045
ASV_203	1.078	9.8	0.0187515308421265	0.0892497778792532	Enriched	0.083	0.047	0.5	0.079	0.151	0	0.106	0.672	0.076	0.004	0.004	0.016	0.034	0.153	0.005	0.014	0.018	0.016	0.039	0.011	0.018	0.004	0.035	0.014	0.514	0.022	0.01	0.033	0.049	0.017	0.061	0.003	0.015	0.009	0.023	0.042	0.105	0.062	0.081	0.074	0.002	0.078	0.06	0.01	0.002	0	0.04	0.036	0.016	0.064	0.009	0.044	0.001	0.027	0.064	0.01	0.037	0.013	0.018	0.012	0.014	0.025	0.043	0.012	0.074	0.549	0.016	0.075	0.014	0.041	0.012	0.007	0	0.063
ASV_41	1.103	12.619	0.0190117870038646	0.0892497778792532	Enriched	0.659	0.309	0.006	4.898	0.882	0.039	0.116	0.008	3.732	0.184	4.968	0.168	0.142	0.015	1.021	0.127	0.045	0.295	0.13	0.158	0.53	0.138	0.209	0.251	0.671	0.797	0.15	0.026	0.14	0.435	0.031	0.021	1.291	0.079	0.043	0.026	0.002	0.16	0.084	0.083	0.009	0.04	0.006	0.184	0.234	0.442	0.269	0.011	0.169	0.147	1.721	0.185	0.136	0.195	1.306	0.942	0.662	0.104	0.16	1.046	0.811	0.159	0.15	0.088	0.177	0.276	0.076	0.295	0.124	0.007	0.447	0.407	0.012	0.706
ASV_104	1.278	11.521	0.0204218040796118	0.0932779699852537	Enriched	0.276	0.136	0.048	0.312	0.236	0.026	6.03	0.341	0.144	0.032	0.337	0.018	0.022	0.021	0.004	0.009	0.033	0.007	0.041	0.019	0.03	0.011	0.001	0.012	0	0.266	0.154	0.301	0.002	0.003	0.192	0.095	0.008	0.037	0.312	0.005	0.022	0.01	0.32	0.302	0.069	0.445	0.088	0.071	0.266	0.035	0.273	0.027	0.021	0.042	0.013	0.015	0.16	0.009	0.009	0.003	0.041	0.228	0.003	0.003	0.088	1.579	0.497	0.142	0.098	0.087	0.164	0.008	0.001	0.047	0.014	0.033	0.065	0.003
ASV_48	1.197	13.176	0.0226205321951008	0.100601840551896	Enriched	0.896	0.463	0.093	0.141	0.157	0.151	0.03	0.162	0.064	0.041	0.029	0.01	0.013	0.159	0.346	0.451	2.012	0.048	1.817	0.785	0.22	0.249	18.936	0.53	0.024	0.173	0.209	0.208	0.072	0.018	2.053	0.085	0.128	0.104	0.048	1.578	1.48	0.089	0.087	0.453	1.147	0.238	0.742	0.081	0.082	0.46	0.144	0	0.046	0.024	1.951	0.104	1.107	0.123	0.08	0.053	0.068	0.171	0.136	0.335	0.448	0.199	0.079	0.426	0.093	0.011	0.068	0.029	0.02	0.269	1.092	0.071	4.466	0.02
ASV_106	1.595	10.326	0.0232297439340473	0.100662223714205	Enriched	0.136	0.064	0	0.18	0.297	0	0.131	0.029	0.012	0.011	0.036	0	0	0	0.005	0.003	0.006	0	0	0.056	0.017	0.014	0.006	0.008	3.243	0.055	0.006	0.017	0.004	0	0.115	0.015	0.002	0.007	0.21	0	0	0	0.295	0.205	0	0.103	0	0.01	0.025	0	0.125	0	0	0.007	0.007	0.006	0.021	0	0.01	0.007	0.003	0.055	0.016	0.008	0.052	0	0.027	0.084	1.312	0.043	0.004	0.005	0.003	0.023	0.016	0.003	0.02	0.012
ASV_32	0.962	12.643	0.0244020673960724	0.100927538136715	Enriched	0.671	0.335	0.162	2.552	0.261	0.508	0.108	0.058	0.135	0.068	0.118	0.153	0.606	0.059	0.591	0.03	0.034	3.182	0.352	0.284	0.131	0.635	0.07	0.209	1.989	0.923	5.527	0.949	0.06	0.283	0.46	0.803	0.617	0.228	0.005	0.117	0.087	0.204	0.122	0.077	0.209	0.179	0.585	0.514	0.214	0.242	0.125	0.045	0.083	0.037	0.527	0.124	0.12	0.226	0.071	0.242	0.122	0.101	1.322	0.074	0.148	3.633	0.43	0.258	0.135	0.177	0.417	0.141	0.241	0.544	0.281	0.879	0.016	0
ASV_138	1.399	12.675	0.0244853790745876	0.100927538136715	Enriched	0.68	0.303	0.352	0.074	0.085	0.002	0.379	0.199	0.111	1.599	0.069	0	0.061	0.069	0.002	0	0.009	0.001	0.039	0.038	0.03	0.031	0.004	0.018	0.027	0.041	0.077	0.4	0.035	2.725	0.204	14.66	0.339	0.664	0.079	0.15	0.268	0.013	0.085	0.069	0	1.812	0.154	0.069	0.402	0.134	0.288	0.004	0.03	0	0.006	0.006	0.004	0.013	0.119	0.01	0.012	0.035	0.008	0.013	0.101	0.212	0.027	0.061	0.678	0.401	0.642	0.031	5.112	0.133	0.441	0.263	0.016	0.002
ASV_36	0.997	12.7	0.0255977830258729	0.103000603127917	Enriched	0.675	0.367	0.131	0.305	0.612	2.169	0.033	0.339	0.007	0.002	0.018	0.123	0.01	0.019	0.118	3.62	0.629	0.053	1.76	0.261	0.346	0.242	4.744	0.261	0.068	0.701	0.341	0.528	0.338	0.075	1.571	0.89	0.19	1.654	0.112	0.405	0.451	0.244	0.244	0.355	0.452	0.152	0.132	0.014	0.009	0.015	0.051	0.018	0.058	0.037	0.816	0.549	0.83	0.155	0.178	0.128	1.95	0.122	0.101	0.21	0.167	0.219	0.168	0.702	0.434	0.307	0.306	0.158	0.117	2.234	0.786	1.015	0.044	0.002
