ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077	HS10P003	HS07P004	HS07P010	HS07P011	HS07P012	HS07P014	HS07P019	HS07P024	HS07P025	HS07P026	HS07P029	HS07P031	HS07P034	HS07P035	HS07P036	HS07P040	HS07P041	HS07P042	HS07P045	HS07P046	HS07P047	HS07P048	HS07P050	HS07P051	HS07P055	HS07P056	HS07P057	HS07P058	HS07P059	HS07P061	HS07P063	HS07P064	HS07P066	HS07P068	HS07P071	HS07P072	HS07P073	HS07P074	HS07P075	HS07P077
ASV_13	-0.436	14.451	0.363662026019488	0.548489574359505	NotSig	1.249	1.372	0.521	0.106	0.253	0.022	0.344	0.311	0.863	0.604	0.023	0.049	0.238	0.095	0.191	0.188	0.036	0.093	0.446	0.584	0.185	0.719	0.261	0.41	0.584	0.598	4.279	2.266	1.388	4.252	2.21	5.841	0.484	0.216	0.085	0.236	7.415	8.422	3.839	0.685	0.26	1.09	1.194	0.591	0.131	0.13	0.124	0.47	0.585	0.161	0.432	0.068	0.072	0.131	0.209	0.132	0.366	0.045	0.114	0.102	0.239	0.149	0.992	0.104	0.805	0.696	0.805	0.508	0.226	0.674	0.686	1.696	6.362	4.937	5.043	0.16	0.288	1.179	0.69	0.433	1.174	0.058	8.932	14.791
ASV_32	-0.373	11.616	0.370318775751095	0.548489574359505	NotSig	0.226	0.338	0.017	0.158	0.077	0.051	0.899	0.407	0.422	0.753	0.197	0.069	0.882	0.204	0.479	0.137	0.609	0.086	0.312	0.514	0.078	0.324	0.001	0.076	0.02	0.001	0.037	0.002	0.014	0.017	0.139	0.042	0.879	0.03	0.114	0.18	0.388	0.114	0.307	0.027	0.022	0.288	0.103	0.008	0.019	0.747	0.167	1.813	1.128	0.685	0.608	0.264	0.23	2.147	0.118	1.554	0.179	0.261	0.289	0.137	0.14	0.224	0.139	0.018	0.01	0.055	0.007	0.041	0.003	0.021	0.021	0.114	0.007	0.009	0.008	0.031	0.297	0.01	1.309	0.131	0.025	0.07	0.446	0.029
ASV_136	-0.534	10.784	0.374631733487116	0.548489574359505	NotSig	0.104	0.115	0	0.002	0.006	0	0.05	0.002	0	0.015	0.138	0.002	0.033	0.003	0.054	0.005	0.029	0.025	0.037	0.088	0.051	0.196	0.492	0.931	0.015	0.003	1.363	0	0.069	0.019	0.043	0.005	0.032	0.012	0.054	0.015	0.001	0.009	0.001	0.001	0.008	0.284	0.175	0.086	0	0	0	0.009	0.044	0.002	0.005	0.098	0.006	0	0.036	0.003	0.067	0.014	0.005	0.014	0.224	0.05	0.128	1.459	0.022	0.012	0.017	0.007	0.003	0.121	0.037	0.533	0	0.263	0.032	0.021	0.003	0	0.011	0.05	0.004	0.972	0.194	0.122
ASV_43	0.334	12.548	0.375273511920551	0.548489574359505	NotSig	0.475	0.397	0.622	0.126	0.295	0.307	0.541	3.127	0.722	0.767	0.157	0.053	0.824	0.558	0.501	0.572	0.509	1.076	0.247	0.369	1.476	0.157	0.027	0.291	0.663	0.017	0.211	0.047	0.1	0.08	0.849	0.098	0.474	0.107	0.085	0.203	1.083	1.894	0.249	0.022	0.038	0.223	0.172	0.026	0.238	0.302	0.297	0.594	0.473	0.816	0.423	0.188	0.189	0.496	0.369	0.254	0.27	0.581	0.509	0.324	0.224	0.291	0.358	0.01	0.015	0.564	0.107	0.043	0.018	0.054	0.034	0.13	0.231	0.088	1.861	1.507	1.997	0.073	0.485	0.766	0.203	0.019	0.291	0.191
ASV_78	0.385	10.937	0.37835911994188	0.548489574359505	NotSig	0.156	0.113	0.095	0.238	0.086	0.082	0.022	0.151	0.163	0.034	0.019	0.184	0.115	0.057	0.098	0.072	0.138	0.03	0.1	0.141	0.091	0.097	0.073	0.286	1.738	1.412	0.302	0.002	0.008	0	0.039	0.278	0.01	0.014	0.012	0.016	0.006	0.072	0.156	0.004	0.013	0.059	0.027	0.013	0.145	0.175	0.175	0.03	0.106	0.372	0.032	0.051	0.217	0.039	0.12	0.154	0.128	0.202	0.047	0.023	0.057	0.245	0.066	0.054	0.003	0.177	0.031	0.02	0.018	0.028	0.029	0.123	0.013	0.005	0.028	0.015	0.009	0.004	0.148	0.026	0.109	0.054	0.021	1.231
ASV_74	-0.413	11.803	0.379702301007206	0.548489574359505	NotSig	0.254	0.33	1.34	0.05	0.097	0.057	0.504	0.019	0.332	1.551	0.061	0.079	0.085	0.577	0.325	0.817	0.232	0.15	0.456	0.379	0.231	0.029	0.001	0.152	0.037	0	0.015	0.021	0.014	0.092	0.061	0.003	0.008	0.011	0.114	2.399	0.036	0.031	0.08	0.015	0.02	0.006	0.151	0.012	1.097	0.029	0.07	0.843	0.59	0.27	1.694	0.13	0.091	0.137	0.743	0.177	1.789	0.12	0.042	0.193	0.436	0.257	0.268	0.01	0.002	0.006	0.083	0.001	0.024	0.054	0.04	0.026	0.013	0.015	0	0.054	1.388	0.788	0.107	0.029	0.603	0.012	0.676	0.279
ASV_130	-0.39	10.924	0.379723551479658	0.548489574359505	NotSig	0.145	0.19	0.091	0.023	0.385	0.101	0.204	0.238	0.093	0.528	0.059	0.063	0.085	0.052	0.273	0.327	0.105	0.011	0.095	0.091	0.049	0.128	0.006	0.03	2.348	0.001	0.04	0.007	0.006	0.005	0.039	0.001	0.064	0.032	0.028	0.005	0.032	0.282	0.036	0.001	0.003	0.002	0.119	0.008	0.568	0.018	1.461	0.191	0.109	0.151	0.434	0.132	0.044	0.239	0.206	0.426	0.484	0.092	0.88	0.193	0.096	0.117	0.191	0.004	0.046	0.58	0.001	0.004	0.014	0.003	0.003	0.011	0.154	0.002	0.014	0.015	0.142	0.24	0.057	0.084	0.095	0.01	0.051	0.027
ASV_131	0.709	9.991	0.403850102057272	0.578395485149822	NotSig	0.198	0.092	0	0.002	0.002	0.003	0.002	0	0.004	0.002	0.013	0	0.403	7.411	0.089	0.126	0.002	0.009	0.112	0	0.004	0.002	0	0.002	0	0	0	0	0	0	0	0	0.036	0.001	0.001	0.002	0	0.001	0	0	0.006	0	0.005	0.081	0	0	0.003	0.004	0.007	0.002	0.002	0.006	0.318	0.263	2.638	0.172	0.112	0.012	0.017	0.012	0.01	0.008	0.051	0	0	0.012	0	0	0	0.006	0	0.002	0	0	0.002	0	0.003	0	0	0	0.005	0	0.005	0.002
ASV_65	0.325	12.127	0.423996335210801	0.598607575179577	NotSig	0.358	0.24	0.186	0.297	0.253	0.11	0.169	0.51	0.337	0.2	0.143	0.016	0.293	0.063	0.061	0.046	0.036	0.068	0.065	0.179	0.142	0.033	0.93	0.129	0.108	0.937	1.02	0.703	0.675	0.369	0.041	1.428	0.002	1.049	0.282	0.082	0.131	0.216	1.816	0.034	1.244	0.07	0.08	0.502	0.046	0.081	0.103	0.296	0.382	0.355	0.28	0.06	0.205	0.188	0.146	0.101	0.035	0.049	0.012	0.016	0.161	0.046	0.121	0.784	0.781	0.113	2.355	0.305	0.067	0.103	0.117	0.407	0.119	0.004	0.119	0.096	0.052	0.334	0.582	0.269	0.03	0.157	0.107	0.031
ASV_84	-0.425	11.193	0.430827897514588	0.598607575179577	NotSig	0.222	0.258	0.313	0.02	0.026	0.018	0.353	0.002	0.162	2.188	0.067	0.051	0.108	0.958	0.739	1.704	0.451	0.132	0.392	0.712	0.431	0.01	0.003	0.005	0.206	0.001	0.002	0.054	0.066	0.03	0.009	0.003	0.002	0.058	0.001	0.032	0.001	0.012	0.005	0	0.001	0.002	0.002	0	0.437	0.015	0.028	0.303	0.079	0.1	1.627	0.126	0.195	0.143	0.868	0.191	3.875	0.16	0.371	0.205	0.359	0.548	0.095	0	0.019	0.006	0.007	0.025	0.036	0	0.021	0.023	0	0.002	0.002	0.001	0.249	0.093	0.001	0.005	0.079	0.006	0.012	0.014
ASV_30	-0.408	12.655	0.43139056435702	0.598607575179577	NotSig	0.442	0.626	0.36	2.679	2.136	0.671	0.029	0.138	0.176	0.088	0.421	0.101	0.205	0.204	1.034	0.103	0.993	0.045	1.551	0.045	0.303	1.809	0.103	0.015	3.432	0.014	0.177	0.015	0.009	0.022	0.153	0.006	0.012	0.048	0.247	0.055	0.01	0.762	0.018	0	0.038	0.219	0.034	0.101	0.308	1.577	1.056	0.032	0.054	0.192	0.108	1.43	0.079	0.081	0.441	0.453	0.189	0.775	0.45	0.251	0.669	0.134	14.923	0.051	0.005	0.153	0	0.03	0.018	0.026	0.717	0.13	0.002	0.002	0.129	0.177	0.086	0.008	0.013	0.127	0.137	0.008	0.003	0.014
ASV_98	-0.787	9.576	0.432130912259813	0.598607575179577	NotSig	0.071	0.086	0	0.002	0	0	0.02	0	0.022	0.012	0	0	0.145	0.011	2.248	0.126	0	0	0	0	0	0.078	0.119	0.003	0	0	0.204	0	0.005	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.011	0.022	0.293	0.008	0	0.003	0.066	0.098	2.014	0.049	0	0.124	0.095	0	0	0	0.14	0.024	0.088	0.198	0.188	0	0.001	0.011	0	0	0	0	0	0	0	0	0	0	0	0	0.001
ASV_103	-0.348	11.243	0.45372679010804	0.623413231937063	NotSig	0.159	0.177	0	0.015	0.105	0.191	0.023	0.009	0.048	0.02	0.31	0.168	0.095	0.068	0.106	0.093	0.045	0.005	0.132	0.217	0.023	0.01	0.724	0.117	0.022	0.063	0.02	0.078	0.013	0.172	0.002	0.001	0.012	0.033	0.013	0.043	0.757	0.099	0.04	0.274	2.053	0.181	0.058	0.234	0.022	0.013	0.057	0.012	0.035	0.056	0.005	0.243	0.038	0.012	0.074	0.225	0.026	0.075	0.015	0.007	0.048	0.044	0.064	0.439	0.003	0.046	0.593	0.064	0.4	0.011	0.596	0.008	0.099	0.132	0.093	0.013	0.02	0.033	0.113	0.148	2.687	0.165	0.139	0.217
ASV_167	-0.478	10.711	0.459643783104663	0.626449994715226	NotSig	0.159	0.196	0.247	0.083	0.141	0.071	0.658	0	0.07	1.862	0.034	0.028	0.13	1.974	0.154	0.134	0.085	0.05	0.444	0.355	0.068	0.041	0	0.002	0.015	0	0.002	0.003	0.006	0.006	0.007	0.001	0	0.002	0.012	0	0	0	0.001	0.001	0	0	0	0	0.684	0.066	0.109	0.917	0.057	0.04	1.819	0.264	0.091	0.131	1.436	0.04	0.83	0.059	0.072	0.235	0.157	0.209	0.523	0	0	0	0.001	0	0.005	0	0.005	0.005	0	0.002	0.042	0.001	0.002	0	0.003	0.001	0.036	0.008	0.004	0.001
ASV_27	-0.341	13.459	0.494429467927205	0.668468640637582	NotSig	0.634	0.675	0.174	0.082	0.169	0.336	0.034	0.005	0.115	0.229	0.578	0.04	0.426	0.057	0.111	0.046	0.02	0.02	0.115	0.195	0.059	0.064	1.975	0.393	0.171	0.252	0.165	6.125	1.553	0.164	0.221	0.276	0.028	0.428	0.007	1.423	0.064	0.187	0.229	2.828	4.613	1.668	0.346	0.629	0.811	0.264	0.131	0.04	0.035	0.382	0.245	0.234	0.016	0.033	0.103	0.368	0.041	0.024	0.047	0.035	0.149	0.088	0.396	0.553	0.085	0.119	4.885	7.863	2.474	1.299	0.117	0.563	0.044	0.02	0.119	0.021	0.814	0.114	0.323	0.299	2.752	0.149	0.295	0.662
ASV_117	0.3	11.164	0.508602950309792	0.682173798431388	NotSig	0.188	0.144	0.011	0.305	0.708	0.889	0.112	0.024	0.031	0.029	0.023	0.059	0.21	0.011	0.421	0.247	0.098	0.007	0.042	0.795	0.023	0.035	0.118	0.052	0.276	0.138	0.059	0.109	0.023	1.164	0	0.024	0.024	0.376	0.013	0.01	0.415	0.039	0.419	0.493	0.025	0.009	0.01	0.002	0.006	0.486	0.762	0.244	0.027	0.021	0.035	0.015	0.022	0	0.211	0.426	0.14	0.306	0.032	0.044	0.034	0.019	0.222	0.093	1.151	0.122	0.156	0.06	0.114	0.054	0.145	0.002	0.015	0.022	0.345	0.015	0.003	0.025	0.237	0.043	0.016	0.035	0.023	0.016
ASV_93	-0.268	11.228	0.554158057315509	0.733487711381703	NotSig	0.226	0.274	0.04	0.018	0.044	0.037	0.2	0.063	0.246	0.063	0.054	0.399	3.493	0.103	0.241	0.178	0.181	0.247	1.9	0.45	0.297	0.345	0.009	0.005	0.02	0.004	0.04	0.003	0.003	0.023	0.05	0.067	0.016	0.015	0.004	0.01	0.027	0.259	0.009	0.045	0.005	0.013	0.254	0.01	0.033	0.071	0.075	0.656	0.635	0.421	0.089	0.237	0.34	3.048	0.103	0.175	0.171	0.17	0.892	1.164	0.874	0.291	0.158	0.003	0.003	0.082	0.001	0.001	0.005	0.003	0.035	0.015	0.022	0.002	0.012	0.089	0.033	0.019	0.27	0.576	0.099	0.019	0.021	0.047
ASV_60	-0.324	12.253	0.559321258419318	0.733487711381703	NotSig	0.261	0.347	0.591	0.161	0.45	0.051	0.016	0.048	0.016	0.36	0.048	0	0.471	0.169	0.011	0.003	0.049	0.027	0.022	0.01	0.036	0.012	0.772	0.157	0.812	1.913	0.034	0.167	0.017	0.025	0.025	0.024	0	0.019	0.003	0.048	2.62	0.047	0.002	0.011	0.035	0.053	0.02	1.624	3.672	0.098	0.057	0.016	0.04	0.7	0.204	0.09	0.035	0.734	0.036	0.029	0.01	0.035	0.074	0.026	0.084	0.006	0.02	5.057	0.389	0.491	0.457	0.632	0.021	0.089	0.211	0.095	0.029	0.002	0.006	0.003	0.025	0.044	0.102	0.005	0.008	0.01	0.206	0.029
ASV_85	-0.235	11.022	0.56241638741208	0.733487711381703	NotSig	0.137	0.139	0.025	0.236	0.235	0.35	0.133	0.328	0.145	0.243	0.059	0.119	0.13	0.095	0.085	0.026	0.027	0.163	0.032	0.095	0.047	0.016	0.139	0.278	0.009	0.025	0.015	0.217	0.009	0.002	0.005	0.075	0.032	0.109	0.012	0.392	0.131	0.372	0.228	0.02	0.136	0.775	0.081	0.106	0.09	0.277	0.116	0.137	0.101	0.122	0.256	0.147	0.035	0.057	0.106	0.045	0.024	0.019	0.01	0.03	0.094	0.04	0.02	0.079	0	0.107	0.231	0.052	0.032	0.003	0.17	0.003	0.011	0.382	0.204	0.807	0.239	0.025	0.046	0.088	0.969	0.05	0.053	0.281
ASV_77	-0.26	11.401	0.569016853858633	0.733487711381703	NotSig	0.236	0.295	0.047	0.05	0.017	0.018	0.15	0.085	0.33	0.168	0.122	0.883	1.797	1.171	0.243	0.193	0.176	0.506	0.663	0.845	0.036	0.066	0.004	0.059	0.044	0.001	0.066	0.011	0.005	0.006	0.043	0.074	0.006	0.023	0.018	0.013	0.053	1.77	0.018	0.045	0.005	0.007	0.07	0.008	0.026	0.109	0.065	0.172	0.629	1.35	0.114	0.537	0.413	2.129	0.597	0.156	0.224	0.202	0.741	1.183	0.279	0.473	0.053	0.001	0.008	0.381	0	0.006	0.003	0.006	0.01	0.033	0.204	0	0.008	0.444	0.039	0.015	0.625	0.436	0.035	0.014	0.028	0.049
ASV_92	-0.388	9.879	0.570372441355556	0.733487711381703	NotSig	0.062	0.06	0.002	0.136	0.183	0.008	0.002	0	0	0.002	0.006	0	0.003	0	0.03	0.003	0.051	0.007	0.012	0.095	0.008	0.025	0	0	0.015	0.001	0.708	0.005	0.002	0.002	0	0	0.002	0.029	0	0.021	0	0.002	0.055	0.006	0.006	1.099	0.06	0.002	0	0.212	0.056	0	0.003	0	0.009	0.017	0	0	0	0	0.008	0.009	0.005	0.002	0.006	0.019	0.026	0.008	0.005	0	0.004	0.873	0.015	0.001	0.707	0	0.009	0.002	0.162	0.165	0.002	0	0.017	0.011	0.006	0.023	0.011	0.007
ASV_69	0.318	13.488	0.572901644392809	0.733487711381703	NotSig	0.749	0.517	0.019	0.108	0.174	0.047	0.049	0.048	0.291	0.119	0.029	0.022	0.04	0.06	0.065	0.031	0.009	0.039	0.04	0.071	0.068	0.008	0.149	0.068	0.075	12.444	0.26	0.549	1.463	0.455	0.027	0.6	0.006	0.18	0.48	0.139	2.92	1.008	0.176	0.074	8.54	0.172	0.065	0.292	0.005	0.053	0.087	0.074	0.097	0.288	0.095	0.109	0.025	0	0.05	0.058	0.033	0.012	0.01	0.023	0.042	0.017	0.139	0.797	0.479	0.653	8.174	0.79	1.098	0.129	0.375	0.368	0.629	0.013	0.008	0.005	0.102	4.241	0.362	0.368	0.16	0.306	0.284	0.131
ASV_10	0.736	12.726	0.581517229251031	0.738920389048302	NotSig	0.482	0.328	0.002	0.011	0.073	0.004	0	0.043	0	0.003	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0.001	0.012	1.431	0	0.005	0	18.63	0	0	0	0	0.004	0	0.077	0.006	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.003	0	0.85	0	0	0.002	0.008	0.002	0	0.004	0.739	0	0.002	0	11.42	0.003	0.004	0.001	0
ASV_311	0.203	9.852	0.588770736903637	0.742554138333692	NotSig	0.086	0.076	0.186	0.212	0.088	0.033	0.268	0.015	0.099	0.059	0.052	0.075	0.108	0.079	0.089	0.07	0.583	0.025	0.127	0.403	0.004	0.095	0.149	0.005	0.233	0.011	0.094	0.011	0.005	0.009	0.039	0.161	0.02	0.014	0.004	0.011	0.008	0.075	0.025	0.001	0.006	0.049	0.022	0.001	0.038	0.148	0.106	0.051	0.047	0.024	0.052	0.092	0.032	0.015	0.118	0.069	0.065	0.351	0.067	0.084	0.419	0.418	0.095	0.031	0.003	0.079	0.014	0.012	0.002	0.006	0.092	0.039	0.022	0.009	0.022	0.037	0.011	0	0.315	0.031	0.013	0.004	0.013	0.009
ASV_123	-0.279	9.387	0.594808733078244	0.744612414001653	NotSig	0.048	0.07	0.016	0.117	0.013	0.004	0.132	0.105	0.156	0.065	0.05	0.004	0.296	0.267	0.08	0.062	0.007	0.002	0.025	0.007	0	0.01	0	0	0.002	0.001	0	0.01	0.033	0	0.298	0.013	0.016	0.001	0.128	0.003	0	0.005	0.046	0.001	0.004	0.003	0.007	0.029	0.005	0.087	0.01	0.117	0.164	0.288	0.043	0.002	0.217	0.203	0.863	0.331	0.055	0.009	0.01	0.009	0.015	0.004	0.015	0	0	0.012	0.007	0.009	0.08	0.05	0.005	0.068	0.009	0	0.097	0.005	0.003	0	0.007	0.006	0	0.002	0.003	0
ASV_407	0.361	10.439	0.62435453832154	0.775852330708384	NotSig	0.097	0.08	0	0	0.002	0.006	0.004	0	0	0	0.013	0.036	0	0	0.004	0.015	0.04	0.018	0.012	0.014	0	0.004	0.851	0.357	0.004	0.004	0.003	1.531	0.07	0.243	0	0	0.036	0.016	0.001	0.001	0	0	0	0.007	0.038	0.002	0.01	0.716	0	0	0.018	0.004	0.003	0.057	0	0.004	0.054	0	0	0.021	0.002	0.052	0.022	0.019	0.059	0.002	0.002	0.36	0.012	0.003	0.003	0.212	0.18	0.043	1.947	0.009	0	0	0.01	0.002	0	0	0.004	0.005	0	0.054	0.024	0.017
ASV_15	-0.22	13.71	0.634446673195574	0.782638596861694	NotSig	0.805	0.837	0.102	0.103	0.468	0.055	0.097	0.233	0.244	0.217	0.082	0.016	1.694	0.095	0.093	0.052	0.087	0.066	0.05	0.164	0.059	0.093	0.98	0.269	0.239	0.397	0.479	2.465	3.007	2.685	0.257	1.344	0.038	2.667	1.644	0.118	0.087	2.032	1.479	1.24	0.735	0.193	0.604	6.785	0.04	0.059	0.163	0.342	0.511	0.184	0.502	0.036	0.306	0.522	0.094	0.061	0.02	0.04	0.042	0.065	0.205	0.123	0.178	0.937	1.284	0.848	1.533	1.103	4.334	0.57	0.487	1.58	5.223	0.038	0.475	0.321	0.108	6.121	0.43	1.003	0.169	0.304	0.557	2.56
ASV_209	0.239	11.413	0.639572659139049	0.78324477822101	NotSig	0.189	0.173	0.081	0.102	0.246	0.143	0.014	0	0.014	0.035	0.021	0	0.1	0.082	0.26	0.217	0.009	0.002	0.05	0.369	0.017	0.019	0.001	0.163	0.108	1.222	0.074	0.036	0.742	0.011	0.121	0.49	0.018	0.07	0.077	0.008	0	0.024	0.035	0.758	1.244	0.042	0.005	0.894	0.055	0.124	0.309	0.004	0.003	0	0.051	0.006	0.088	0.051	0.204	0.259	0.177	0.021	0.242	0.033	0.019	0.002	0.389	0.067	0.048	0.018	0.774	0.08	0.044	0.008	0.082	0.111	0.013	0.016	0.495	0.018	0.002	0.01	0.066	0.504	2.349	0.101	0.024	0.045
ASV_51	0.179	11.966	0.669624540812485	0.81414782300223	NotSig	0.307	0.257	0.014	0.059	0.094	0.197	0.013	0.01	0.102	0.131	0.513	0.397	0.16	0.117	0.256	0.09	0.058	0.073	0.047	0.014	0.125	0.324	2.54	0.142	0.184	1.265	0.093	0.082	0.072	1.023	0.018	0.02	0.018	0.078	0.001	0.08	0.216	0.176	0.111	0.253	2.286	0.123	0.73	0.571	0.038	0.06	0.131	0.051	0.044	0.359	0.196	0.91	0.113	0.131	0.141	0.278	0.026	0.061	0.133	0.077	0.386	0.073	0.193	0.619	1.462	0.098	0.344	0.084	1.152	0.061	0.545	0.435	0.246	0	0.018	0.03	0.041	0.066	0.542	0.109	0.238	0.492	0.21	0.079
ASV_106	-0.272	11.787	0.691760332668288	0.83505354443529	NotSig	0.217	0.259	0.005	0.003	0.002	0.006	0.014	0	0.005	0	0.025	0.008	0	0.014	0.022	0.003	0.007	0.002	0.037	0.002	0.013	0.004	0.983	0.063	0.88	0	0.019	1.028	0.003	0.022	0	0.114	0.05	0.058	0.026	0.016	0.001	0	0.04	0.052	1.502	0.034	0.076	3.96	0.074	0.007	0.005	0.005	0.015	0.01	0	0.03	0	0	0.005	0.013	0	0	0.02	0.021	0.015	0	0.136	0.449	1.067	0.04	0	0.23	0.033	0.01	0.027	0.008	0.284	0.031	1.354	0.036	0.003	0	0.111	0.059	5.483	0.443	0.136	0.215
ASV_183	-0.317	10.558	0.70319943729086	0.84284187873869	NotSig	0.142	0.179	0	0.009	0.004	0.008	0.004	0	0	0	0.134	0.053	0.975	0.076	0.464	1.503	0.002	1.902	0.446	0.117	0.157	0.002	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.007	0.022	0.008	0.029	0.001	0.003	0.011	0	0	0.003	0.003	0	0	0	0	0.153	0.095	2.732	0.633	0.794	0.46	0.113	0.035	0.321	0.398	0.197	0.328	0	0	0	0	0.001	0	0	0	0.002	0	0	0	0.01	0	0.008	0.415	0.446	0.005	0.012	0.009	0
ASV_200	0.135	11.287	0.718430234348408	0.846829761883163	NotSig	0.233	0.228	0.042	0.13	0.196	0.227	0.139	0.056	0.235	0.142	0.321	0.142	0.749	0.626	0.167	0.242	0.42	1.142	0.479	0.717	0.138	0.25	1.573	0.007	0.059	0.021	0.02	0.273	0.22	0.066	0.13	0.128	0.002	0.042	0.022	0.066	0	0.041	0.083	0.027	0.03	0.016	0.342	0.043	0.045	0.126	0.1	0.193	0.221	0.2	0.188	0.262	1.118	1.039	0.475	0.124	0.069	0.181	0.242	0.698	1.367	0.651	0.172	0.265	0.003	0.015	0.067	0.054	0.039	0.154	0.236	0.235	0.077	0.002	0.012	0.069	0.045	0.128	0.119	0.049	0.004	0.027	0.02	0.007
ASV_38	0.168	12.893	0.718630616427278	0.846829761883163	NotSig	0.467	0.427	0.191	0.009	0.037	0.046	0.065	0.301	0.208	0.037	0.071	0.071	0.454	0.106	0.056	0.044	0.02	0.025	0.354	0.164	0.074	0.05	0.301	0.555	0.16	1.47	0.197	0.142	0.042	0.504	0.052	0.043	0.004	3.208	0.458	0.159	5.657	0.425	0.138	0.654	0.39	0.087	0.453	2.118	0.097	0.021	0.114	0.1	0.914	0.197	0.104	0.102	0.069	0.248	0.125	0.103	0.077	0.014	0.047	0.063	0.256	0.031	0.715	0.318	1.102	0.128	0.954	0.198	0.308	0.39	0.156	0.491	0.224	0.088	0.026	0.052	0.163	3.47	1.013	0.964	0.334	0.074	1.142	2.07
ASV_18	0.166	13.393	0.721559087048376	0.846829761883163	NotSig	0.815	0.714	0.064	0.065	0.376	2.133	0.249	0.005	1.246	0.296	0.44	3.455	0.14	0.599	0.661	0.526	0.614	0.22	0.18	0.712	0.023	0.014	1.137	0.107	0.05	0.923	0.056	0.742	0.248	4.427	0.039	0.907	0.038	0.098	0.004	0.062	1.375	0.165	0.081	3.037	3.82	0.494	0.437	3.962	0.092	0.068	0.756	0.074	0.201	1.351	0.163	0.467	2.772	0.17	0.213	0.535	0.051	1.208	0.109	0.265	0.126	0.665	0.062	7.724	0.015	0.095	0.345	0.317	2.118	0.294	6.259	0.288	0.499	0.011	0.016	0.058	0.013	0.027	0.25	0.133	0.31	0.134	0.211	0.082
ASV_2	-0.122	16.167	0.736655671697182	0.853734322090153	NotSig	5.533	5.951	5.372	3.302	2.029	0.981	7.106	0.527	12.699	5.322	2.301	14.609	4.207	1.459	1.838	3.407	12.425	0.924	9.272	6.347	0.725	2.963	1.941	0.642	6.771	2.442	3.395	0.263	0.777	2.915	13.737	2.188	9.378	0.518	0.165	10.789	3.831	9.331	2.899	0.31	1.837	7.28	52.21	0.965	18.488	4.636	6.745	6.415	5.587	10.091	4.751	3.229	10.15	2.69	3.357	3.448	4.677	23.147	4.067	2.584	8.242	9.563	2.157	0.49	0.163	12.229	0.4	2.737	0.346	0.721	9.056	1.118	1.444	1.895	0.885	24.064	2.544	0.495	6.399	6.606	19.696	0.749	9.24	2.731
ASV_138	-0.176	11.922	0.737545627367824	0.853734322090153	NotSig	0.346	0.38	0.22	0.008	0.015	0.049	0.196	0	1.208	0.031	3.793	0.411	0.268	0.354	0.668	1.041	0.078	2.426	1.229	0.95	0.125	0.004	0.013	0.127	0.36	0.004	0.059	0.08	0.153	0.095	0.036	0.008	0.016	0.135	0.003	0.001	0.001	0.041	0.076	0.232	0.018	0	0.005	0.009	0.081	0.018	0.039	0.147	0.195	1.437	0.014	1.307	0.079	0.027	0.484	0.056	0.567	0.191	0.205	4.135	1.162	1.506	0.024	0.013	2.794	0.088	0.006	0.255	0.032	0.046	0.034	0.088	0.053	0.007	0.014	0.007	0	0.012	0.012	0.005	0.006	0.002	0.025	0.011
ASV_31	-0.145	12.776	0.764542742946203	0.87896410583611	NotSig	0.435	0.381	0.051	0.082	0.347	0.273	0.056	0.039	0.095	0.089	0.138	0.02	0.205	0.052	0.063	0.072	0.036	0.023	0.062	0.102	0.083	0.091	0.714	0.213	0.079	0.075	0.094	5.504	0.527	1.623	0.073	0.14	0.185	0.869	0.048	0.067	0.087	0.097	1.506	1.194	1.2	1.215	0.535	0.237	0.118	0.027	0.059	0.016	0.097	0.316	0.116	0.107	0.022	0.066	0.046	0.071	0.022	0.009	0.02	0.03	0.099	0.103	0.451	0.321	0.007	0.012	1.899	2.971	1.013	0.133	0.44	0.22	0.637	0.075	0.19	0.12	0.081	0.017	0.25	0.165	0.795	3.954	0.081	0.057
