ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083
ASV_144	-1.896	9.199	0.0844135275018252	0.198137307608451	NotSig	0.026	0.087	0.082	0.041	0.055	0.118	0.004	0	0	0.355	0	0	0	0	0	0	0	0.004	0.001	0	0	0.009	0	0.009	0	0	0.001	0	0.035	0.019	0.035	0.032	0.15	0.554	0.027	0	0.341	0.017	0.006	0	0	0
ASV_140	-1.712	8.601	0.0924518006918753	0.214032250916807	NotSig	0.025	0.096	0.07	0.042	0.1	0.387	0.004	0.01	0	0.015	0.007	0	0	0	0	0	0	0	0	0	0	0	0.001	0.008	0	0	0.015	0.001	0.044	0.063	0.155	0.388	0.609	0.043	0	0	0	0.017	0.016	0.001	0.001	0
ASV_53	-1.476	10.304	0.100961753573081	0.230574815592578	NotSig	0.053	0.107	0.017	0.055	0.208	0.028	0.031	0.151	0.004	0	0.005	0.013	0	0	0	0.001	0	0.006	0.027	0.036	0.117	0.131	0.057	0.042	0	0.076	0	0.368	0.207	0.039	0.073	0.022	0.156	0.008	0.076	0.89	0.011	0	0.002	0.003	0	0.005
ASV_121	-1.205	9.112	0.105909090784295	0.238648484567279	NotSig	0.03	0.083	0.079	0.026	0.152	0.085	0.018	0.002	0	0.127	0.04	0.001	0	0.001	0	0.003	0.007	0.011	0.03	0.048	0.009	0.015	0.001	0.019	0	0.001	0	0.103	0.145	0.204	0.143	0.034	0.191	0.045	0.034	0.001	0	0.018	0.009	0.023	0.01	0.31
ASV_38	1.431	13.913	0.11415925064137	0.25385412313673	NotSig	0.485	0.419	0.211	0.177	0.039	0.122	0.444	0.125	5.139	0.008	0.089	2.386	0.046	1.583	0.456	0.059	0.013	0.024	0.027	0.073	0.515	0.124	0.185	0.395	0.182	0.142	0.037	0.006	0.34	0.051	0.143	0.106	0.141	0.054	1.173	1.911	0.126	0.487	0.181	0.956	0.141	0.061
ASV_207	-1.701	11.8	0.119484512537285	0.26058784281959	NotSig	0.107	0.449	0	0.003	0.003	0	0.048	0	0	0	0.119	0	0	0.177	0.015	0.031	0.258	0.034	1.636	0.088	0.018	0.149	0.014	0.016	0.002	0	0	0.185	0.002	0	0	0.061	0.009	0.027	1.652	0.019	0.005	0.125	4.353	0.036	0	0
ASV_29	1.216	13.651	0.12027131207058	0.26058784281959	NotSig	0.871	0.397	0.396	0.229	0.111	0.244	1.805	0.302	0.743	0.01	0.018	0.324	0.379	0.017	0.196	0.028	2.692	1.084	0.053	5.004	0.328	0.536	2.726	0.942	0.135	2.187	1.619	0.551	1.123	0.109	0.23	0.168	0.044	0.152	0.044	1.76	0.03	0.249	0.143	0.16	0.499	0.849
ASV_881	-1.65	11.522	0.124344917490233	0.266003684251258	NotSig	0.257	0.753	0.072	0.067	6.162	0.289	0.004	0.017	0	0.008	0.032	0.006	0	0.001	0	0	0	0.006	0.014	0.005	0.001	0.001	0.001	0.003	0	0	0	0	0.006	0.668	1.007	0.124	7.831	0.591	0.023	0	0	0.012	0.006	0.003	0.003	0.267
ASV_56	-1.423	12.195	0.127346719879812	0.269019945746104	NotSig	0.283	0.48	0.039	0.161	0.111	0.024	0.139	6.1	0.002	0.003	0.066	0.064	0.093	0.091	0	0.001	0	0.013	0.001	0	0.005	0	0.001	0.007	0	0.001	0.086	0.341	0.031	0.032	0.183	0.01	0.044	0.045	0.22	0.102	2.013	0.277	0.107	3.581	0.039	0.035
ASV_17	-1.08	11.296	0.1337733967893	0.279107457498663	NotSig	0.134	0.358	0.091	0.166	0.114	0.594	0.061	0.007	0.09	1.042	0.018	0.011	0.026	0	0.021	0.009	0.184	0.094	0.004	0.061	0.009	0.769	0.013	0.008	0	0.011	0.071	0.021	0.196	0.996	0.047	1.647	0.159	0.441	0.584	0.015	0.469	0.156	0.019	0.029	0.05	0.206
ASV_25	1.479	14.059	0.152746992343766	0.312283551886374	NotSig	0.857	1.029	0.293	0.448	3.977	0.722	0.185	0.055	0.003	0.106	0.601	0.031	0.001	0.053	0.001	14.709	0.005	0.351	0.556	0.079	0.008	0.006	0.004	0.005	0	0	0	0.07	0.141	0.743	3.032	0.625	7.059	1.067	0.19	0.023	0.253	0.27	0.371	0.109	0.048	0.471
ASV_55	-1.187	11.63	0.153744813085347	0.312283551886374	NotSig	0.122	0.305	0.128	0.071	0.449	0.246	0.08	0.329	0.014	0.176	1.453	0.001	0	0.015	0.001	0.011	0.007	0.003	0.042	0.015	0.017	0.074	0.004	0.029	0	0	0	0.014	0.062	0.066	0.287	0.221	0.39	0.171	0.049	0.028	1.689	0.325	0.65	0.079	0.017	0.231
ASV_43	1.05	12.537	0.155217860109203	0.312283551886374	NotSig	0.37	0.415	0.341	0.797	0.321	0.464	0.06	0.23	0.004	0.2	1.819	0.007	1.137	0.192	0.378	1.262	0.186	0.163	1.371	0.147	0.009	0.191	0.014	0.023	0.108	0.004	0.032	0.151	1.316	1.197	0.778	0.631	0.693	0.342	0.135	0.027	0.071	0.185	0.149	0.091	0.015	0.177
ASV_138	1.327	11.265	0.163187078961584	0.324454309935385	NotSig	0.276	0.152	0.005	3.418	0.468	0.096	0.114	0.228	0.028	0	0.02	0	0	0.325	0.007	0.028	0.029	0	0	0.004	0.001	0.004	0	0	0.486	0.922	0.457	0.542	0.033	0.017	0.828	0.106	0.665	0.078	0.092	0.082	0.005	0.087	0.003	0.015	0.004	0.107
ASV_83	-1.403	10.28	0.168454873317502	0.331033413844859	NotSig	0.104	0.29	0.503	1.086	0.701	0.237	0.003	0.062	0	0	0	0	0	0.001	0	0	0.003	0	0.016	0	0	0.004	0.006	0.007	0	0.031	0.001	0.034	0.059	0.112	2.239	0.12	0.89	0.249	0.007	0	0	0.007	0	0.023	0.004	0.345
ASV_108	-1.314	8.926	0.174997118880765	0.339936932078728	NotSig	0.035	0.102	0.005	0.463	0.127	0.214	0.001	0.005	0.001	0.025	0	0	0.004	0	0	0.039	0	0.006	0.004	0.006	0.005	0.009	0.003	0.004	0	0	0	0	0.294	0.01	0.282	0.657	0.019	0	0.002	0	0	0.008	0.008	0	0	0.151
ASV_94	1.143	12.654	0.188196559522269	0.357396802727543	NotSig	0.419	0.215	0.104	0.115	0.044	0.237	0.473	0.233	0.126	0.021	0.048	0.021	0.003	1.901	5.87	0	0.001	0.536	0.027	0.018	0.023	0.063	0.022	0.019	0.004	0.052	0.041	0.89	0.387	0.158	0.056	0.024	0.034	0.096	0.199	0.262	0.251	0.18	0.115	0.706	0.46	0.088
ASV_131	-1.691	8.715	0.188214884276635	0.357396802727543	NotSig	0.019	0.083	0	0	0.147	0.12	0	0	0	0.193	0.004	0	0	0	0	0.036	0	0	0	0	0	0	0	0	0	0	0	0	0	0.527	0.24	0.004	0.156	0.206	0	0	0.011	0.012	0.003	0.003	0.003	0
ASV_50	-1.402	10.099	0.192189557007088	0.357603285152894	NotSig	0.068	0.182	0.101	0.013	0.014	0.827	0.025	0.079	0	0.584	0.01	0	0	0	0	0	0	0.098	0	0.003	0	0.001	0	0.005	0	0	0	0	1.041	0	0.038	0.065	0.031	0.259	0.094	0	0	0.111	0.212	0.019	0.006	0.669
ASV_49	1.203	12.324	0.193081827808258	0.357603285152894	NotSig	0.506	0.282	0.464	0.136	0.108	1.793	0.015	0.036	0.001	0.049	0.132	0.001	0	0.003	0	0.129	3.176	2.026	0.053	4.673	0.048	0.258	0.028	0.025	0	0.002	0.006	0	0.336	0.33	0.444	0.243	0.253	0.642	0.022	0.001	0.012	0.6	0.065	0.184	0.137	0.673
ASV_58	-0.965	10.209	0.194671610852463	0.357603285152894	NotSig	0.087	0.222	0.058	0.932	0.119	0.261	0.006	0.041	0.007	0.415	0.019	0	0.003	0.006	0.004	0.001	0	0.049	0.087	0.017	0.005	0.149	0.031	0.036	0	0	0.002	0.003	0.437	0.073	0.524	0.988	0.131	0.532	0.005	0.021	0.037	0.069	0.066	0.192	0.015	0.016
ASV_54	1.185	13.285	0.200020364179274	0.363477866089218	NotSig	0.605	0.423	0.115	0.112	0.1	0.092	0.641	0.626	1.439	0.011	0.127	0.013	0.003	7.76	0	0	0.083	0.412	0.045	0.01	0.014	0.019	0.015	0.175	3.055	0.106	0.556	0.193	0.281	0.219	0.155	0.148	0.012	0.118	0.459	0.064	0.228	0.086	0.065	3.975	0.106	0.005
ASV_34	0.95	12.472	0.203506400713524	0.365878528942399	NotSig	0.434	0.202	0.247	0.503	0.061	0.085	0.136	0.575	0.076	0.001	0.066	0.094	0.069	0.015	0.757	0	0.509	0.955	0.05	0.944	0.237	0.249	0.353	1.093	2.409	0.045	0.602	1.15	0.2	0.029	0.089	0.158	0.081	0.035	0.038	0.481	0.05	0.235	0.387	0.526	0.478	0.034
ASV_48	1.364	10.898	0.208642122770105	0.371163355243661	NotSig	0.288	0.123	0.601	5.043	0.033	0.603	0.012	0.257	0.002	0.222	0.02	0	0	0	0.656	0.009	0	0	0.014	0	0	0	0.001	0.02	0	0	0	0.001	0.47	0	0.334	0.489	0.119	0.104	0.015	0.008	0.014	0.035	0.044	0.036	0.021	0.029
ASV_90	-1.05	10.694	0.212422319836247	0.373951792211726	NotSig	0.079	0.182	0.067	0.065	0.102	0.1	0.501	0.393	0.001	0.004	0.223	0.143	0	0.03	0.001	0.004	0.246	0	0.053	0.052	0	0.044	0.004	0.001	0	0	0	0.017	0.101	0.012	0.242	0.037	0.031	0.214	0.442	0.021	0.546	0.611	0.23	0.052	0.001	0.001
ASV_311	-1.115	9.897	0.215496765149598	0.375453126910124	NotSig	0.059	0.161	0.503	0.062	0.053	0.353	0.004	0.014	0	0.169	0.013	0	0	0	0	0.079	0.172	0.023	0.005	0.077	0.001	0.015	0	0	0	0	0	0	0.587	0.175	0.096	0.136	0.116	0.246	0.007	0.001	0.004	0.513	0.099	0.001	0.003	0.276
ASV_127	1.444	9.8	0.221610486494964	0.382165022629071	NotSig	0.096	0.038	0.123	0.125	0.003	0	0.031	0.489	0	0.001	0.002	0.001	0	0	0	0	0	0.049	0	0	0	0	0	0	0.296	0.007	0.022	1.346	0.127	0	0.035	0	0.012	0.003	0.059	0.02	0	0.132	0.002	0.087	0.004	0.045
ASV_74	-1.069	10.135	0.230820823165725	0.394027465808156	NotSig	0.091	0.196	0.317	0.283	0.969	0.122	0.009	0.01	0	0.024	0.001	0	0	0.03	0	0	0	0.001	0.094	0.008	0.003	0	0.004	0.009	0	0	0	0.475	0.105	0.537	0.543	0.057	0.89	0.147	0.08	0.003	0.002	0.053	0.083	0.035	0.017	0.189
ASV_93	-1.053	9.588	0.235611384119766	0.398183239162405	NotSig	0.057	0.14	0.149	0.417	0.299	0.214	0.003	0.002	0	0.251	0.049	0.003	0.009	0.01	0	0.013	0	0.033	0	0.027	0	0.001	0.001	0.001	0	0	0	0	0.332	0.185	0.108	0.262	0.668	0.171	0.023	0	0.036	0.035	0.008	0.011	0	0.126
ASV_89	1.126	12.266	0.241501627347529	0.404096782393391	NotSig	0.228	0.247	0.087	0.088	0.047	0.013	0.092	0.055	0.006	0.025	0.005	0.116	0.001	0.004	0.001	3.476	0.005	0.001	0.023	0.515	0.059	0.596	0.333	0.309	0	0.01	0.004	0.064	0.088	1.544	0.009	0.016	0.022	0.032	0.814	0.023	0	0.643	0.214	0.008	0.013	0.034
ASV_116	-0.966	9.807	0.250855796472572	0.415633623567301	NotSig	0.079	0.191	0.296	0.294	0.842	0.263	0.004	0.002	0.001	0.197	0.001	0	0	0.001	0	0	0	0.007	0.005	0.039	0.001	0.003	0.008	0.023	0	0.007	0.011	0.048	0.422	0.002	1.477	0.385	0.228	0.064	0.007	0.008	0.018	0.012	0.006	0.016	0.004	0.027
ASV_14	-0.879	13.865	0.255847941221697	0.417676064292204	NotSig	0.628	1.11	0.545	0.828	0.066	0.083	4.146	1.072	0.491	0.001	0.32	1.765	1.258	1.333	0.009	0.005	0.204	0.02	0.031	0.04	0.081	1.532	0.038	0.171	1.473	0.172	0.212	0.44	1.006	0.056	0.339	0.106	0.053	0.107	0.803	0.64	0.619	0.904	0.2	5.822	4.767	0.114
ASV_63	-0.942	10.838	0.257031424179818	0.417676064292204	NotSig	0.133	0.278	0.44	0.507	0.194	0.147	0.01	1.499	0.012	0.304	0.004	0.006	0.003	0	0.025	0	0.044	0.043	0.087	0.006	0.01	0.068	0.025	0.028	0	0	0.001	0	0.793	0.024	0.089	0.325	0.234	1.075	0.005	0	0.05	0.079	1.08	0.023	0.001	0.114
ASV_166	-1.435	10.074	0.259697624390979	0.417989509734052	NotSig	0.085	0.261	0.002	0	1.988	0.017	0	0.002	0	0	0	0	0	0	0	0	0	0.001	0.01	0.015	0.08	0.039	0.017	0.024	0	0	0	0.003	0	0.005	0.51	0.014	2.839	0.142	0	0	0	0.002	0	0	0	0.14
ASV_141	0.92	10.205	0.268968043942938	0.428826409682609	NotSig	0.086	0.075	0.017	0.062	0.781	0.036	0.006	0.055	0.01	0	0.024	0.003	0.001	0.387	0	0.047	0	0.014	0.031	0.004	0.445	0.01	0.034	0.14	0	0.002	0.061	0.062	0.072	0.202	0.143	0.03	0.172	0.136	0.024	0.017	0	0.06	0.02	0.127	0.036	0.007
ASV_235	-0.76	9.917	0.280197816295621	0.442555429476262	NotSig	0.05	0.152	0.026	0.068	0.108	0.182	0.001	0.01	0	0.19	0.068	0	0.137	0.004	0.016	0.081	0.032	0.011	0.034	0.045	0.023	0.128	0.025	0.019	0	0.008	0.048	0.034	0.134	0.253	0.122	0.189	0.128	0.928	0.037	0	0.034	0.074	0.197	0.001	0.001	0.034
ASV_13	-0.878	14.353	0.288043776073596	0.450735168115165	NotSig	0.718	1.998	0.399	0.299	0.291	0.271	0.36	0.48	0.031	0.018	3.043	0.186	0.001	3.761	0.01	6.057	0.228	0.335	0.213	1.378	0.053	0.167	0.021	0.073	0.13	0.002	0.103	0.766	0.204	0.058	0.336	0.085	0.128	0.238	11.304	0.146	2.694	1.099	8.485	3.016	0.087	0.089
ASV_156	-1.269	8.343	0.292193802237657	0.453034427322605	NotSig	0.029	0.068	0.002	0.006	0.017	0.707	0.003	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0.001	0.003	0	0	0	0	0	0	0.007	0.114	0.021	0.635	0.037	0.12	0.002	0	0.002	0	0	0	0	0.01
ASV_136	-1.232	14.664	0.299040101318845	0.45943433748077	NotSig	0.902	1.323	0.046	0	0	0.021	0.006	0.065	0	0.067	0.047	0.001	12.085	0.22	0	0	0.079	9.062	0.027	0.106	0.036	0.481	0.435	0.681	0	0	0	0	0.004	0.005	0.16	0.014	0.031	0.476	0.009	0.019	0.007	0.007	0.016	0.181	17.591	0.008
ASV_105	1.516	15.191	0.302417416642992	0.460437328042033	NotSig	1.071	0.628	0	0.002	0.069	0.024	0.254	0	13.531	0	0	0.113	0	0	0	0	0	0	0.094	0.148	1.358	0.715	8.074	0.802	0	0.468	2.179	0.004	0.002	0.002	0.052	0.02	0.009	0	0.043	8.495	0	0.013	0.002	0.095	0	0.055
ASV_99	-0.986	12.011	0.311568474972704	0.466781403085741	NotSig	0.188	0.468	0.086	0.057	0.039	0.169	0.047	0.067	0.079	0.008	0.047	0.126	0	3.728	0.001	0.001	0	0.006	0	0	0	0.001	0	0	0.011	0	0.006	0.412	0.162	0.226	0.118	0.037	0.022	0.067	0.728	0.111	0.007	0.288	0.146	4.367	0.133	0.14
ASV_51	0.855	13.964	0.312108275436028	0.466781403085741	NotSig	0.745	0.46	0.127	0.107	0.061	0.235	0.603	0.549	1.758	0.018	0.079	5.321	0.883	1.075	0.603	0.003	0.055	0.066	0.065	1.921	0.329	0.39	1.641	0.882	0.34	1.187	1.06	0.011	0.156	0.053	0.517	0.085	0.012	0.142	0.052	4.111	0.062	0.187	0.057	0.141	0.461	0.394
ASV_109	0.894	10.424	0.316696638539758	0.469488876431747	NotSig	0.11	0.056	0.014	0.019	0.006	0.013	0.006	0.808	0	0.004	0.017	0.025	0.042	0.006	0	0	0.005	0.001	0.001	0.001	0.014	0.131	0.015	0.049	1.65	0.007	0.022	0.013	0.04	0.022	0.052	0.02	0.006	0.005	0.198	0.162	0.002	0.084	0.074	0.061	0.013	0.048
ASV_189	0.74	11.253	0.327844637664716	0.481789076220321	NotSig	0.157	0.144	0.158	0.205	0.072	0.047	0.007	0.098	0.025	0.013	0.056	0.062	0.595	0.881	0.967	0.005	0.023	0.422	0.044	0.027	0.032	0.047	0.015	0.013	0.168	0.004	0.079	0.006	0.119	0.09	0.233	0.02	0.062	0.054	0.02	0.021	0.021	0.041	0.049	1.238	0.035	0.016
ASV_118	1.029	10.659	0.333629206293382	0.48606324020329	NotSig	0.126	0.074	0	0	0.003	0.25	0.06	0.379	0.014	0	0.127	0	0.472	0	0.001	0	0	0.472	0.026	0.956	0.013	0.435	0.029	0.038	0	0	0	0	0	0.002	0.054	0.219	0.016	0.187	0.179	0.024	0.139	0.043	0.077	0.057	0.038	0
ASV_36	-0.759	11.242	0.347929783036837	0.50256524216432	NotSig	0.204	0.383	0.468	0.937	0.498	0.648	0.013	1.475	0.006	0.582	0.012	0.006	0.001	0.006	0.009	0	0.067	0.195	0.02	0.003	0.009	0.192	0	0.017	0	0	0.001	0.133	0.677	0.087	1.228	0.82	0.44	0.714	0.006	0.008	0.057	0.031	0.074	0.019	0.003	1.201
ASV_130	-0.758	9.899	0.353576179751558	0.506393003203502	NotSig	0.064	0.14	0.116	0.268	0.307	0.079	0.01	0.007	0.002	0.637	0.098	0.001	0	0.035	0	0.001	0.003	0.003	0.052	0.008	0.001	0.01	0.014	0.011	0.002	0	0.001	0	0.081	0.304	0.103	0.055	0.219	0.059	0.028	0	0.005	0.986	0.041	0.005	0.018	0.051
ASV_119	-0.842	12.689	0.368695892703112	0.521856910158985	NotSig	0.29	0.643	0.065	0.005	0.017	0.004	0.013	0.005	0.003	0.036	0.017	0.078	0.001	0.046	0	0.007	0.077	1.598	0.034	0.251	0.986	0.121	0.775	0.5	0	0.103	0.04	2.754	0.013	0.007	0.007	0.02	0.003	0.005	8.723	0.017	0.052	0.054	0.009	0.037	0.025	0.033
ASV_120	0.971	11.805	0.370549285319989	0.521856910158985	NotSig	0.231	0.165	0.005	0.003	0.011	0.049	0.007	0.319	0.093	0.001	0.007	0.007	0.006	2.166	0.015	0	0	0.054	0.025	0.05	0.065	0.118	0.97	2.026	0	0	0	0	0.134	0.027	0.061	0	0.003	0.035	0.021	0.015	0.002	0.01	0	0.055	0.004	1.94
ASV_200	0.728	11.05	0.381663518230157	0.533067227941294	NotSig	0.137	0.187	0.142	0.183	0.21	0.348	0.035	0.07	0.009	0.006	0.01	0	1.759	0	0.003	0.003	0	0.047	0.008	0.018	0.237	0.061	0.02	0.313	0	0.007	0.045	0.041	0.422	0.16	0.452	0.339	0.428	0.423	0.017	0.007	0.012	0.109	0.121	0.101	0.021	0.012
ASV_67	-0.934	13.966	0.411013591808284	0.566285730537054	NotSig	0.448	0.877	0.002	0.002	0.108	0.083	0.274	0.046	0.006	0.066	0.035	10.689	0.001	0.008	0.128	0.001	0.163	0	0.005	0.003	0.005	0.006	0.003	0.004	0	0	0	0	0	0.053	0.075	0.14	0.062	0.118	0.094	11.46	0.03	0.031	0.008	0.083	0.022	0.108
ASV_97	0.596	11.97	0.412148786130518	0.566285730537054	NotSig	0.271	0.231	0.438	0.14	0.114	0.485	0.013	0.468	0.01	0.003	0.036	0.021	0.755	0.073	0.016	0	0.016	0.06	0.029	0.049	0.524	0.265	0.217	1.726	0.333	0.443	0.319	0.502	0.33	0.087	0.433	0.219	0.122	0.211	0.102	0.02	0.032	0.174	0.851	0.225	0.381	0.042
ASV_103	0.61	11.435	0.444759389158056	0.601296574686463	NotSig	0.195	0.163	0.036	0.057	0.072	0.028	0.019	0.276	0.04	0	0.055	0.001	0.257	0.069	0	0.004	0.502	0.054	0.014	0.04	0.047	0.023	0.064	0.443	0.818	0.673	1.122	0.348	0.007	0.019	0.106	0.166	0.012	0.024	0.012	0.038	0.012	0.127	0.127	1.538	0.063	0.033
ASV_870	-0.728	9.7	0.445475664536547	0.601296574686463	NotSig	0.085	0.136	0.026	0.05	1.603	0.152	0.016	0.084	0	0.001	0.006	0	0.005	0.001	0	0	0	0.023	0.059	0	0.003	0.003	0	0	0	0	0	0.19	0.004	0.163	0.51	0.138	0.725	0.104	0.104	0.003	0.046	0.042	0.008	0.057	0	0.005
ASV_75	-0.718	11.742	0.448303955091682	0.601296574686463	NotSig	0.267	0.543	1.827	0.075	0.194	1.276	0.013	0.038	0	0.934	0.087	0	0	0	0	0.061	2.229	0.094	0.016	0.023	0.006	0.051	0.014	0.009	0	0	0	0	1.666	0.012	0.228	0.698	0.153	0.388	0.008	0.003	0.005	3.736	0.375	0.024	0.006	0.299
ASV_159	-0.528	10.634	0.487745621090677	0.646405786658868	NotSig	0.089	0.147	0.113	0.068	0.028	0.058	0.012	0.01	0.003	0	0.061	0.021	0.099	0.984	0.001	0.004	0.18	0.097	0.023	0.003	0.006	0.162	0.001	0.013	0.053	0.053	0.251	0.007	0.128	0.097	0.005	0.02	0.025	0.029	0.718	0.028	0.052	0.258	0.669	0.012	0.007	0.003
ASV_32	-0.533	11.045	0.48958544788364	0.646405786658868	NotSig	0.169	0.238	1.175	0.227	0.183	0.526	0.035	0.132	0.033	0.156	0.03	0	0.001	0	0	0.005	0.433	0.068	0.01	0.064	0.009	0.032	0.031	0.017	0	0.003	0.007	1.205	0.072	1.464	0.141	0.237	0.1	0.233	0.068	0.005	0.089	0.105	0.035	0.043	0.049	0.695
ASV_61	-0.83	8.673	0.500377831584926	0.655533748355445	NotSig	0.029	0.053	0.01	0.218	0.011	0.265	0	0	0	0.007	0	0	0	0	0	0	0	0.233	0.003	0	0	0.003	0	0.004	0	0	0	0	0.083	0	0.242	0	0.275	0	0.007	0	0.11	0	0	0.019	0.008	0.003
ASV_4	-0.53	13.44	0.505591481353062	0.65726892575898	NotSig	1.12	1.646	0.856	4.704	10.376	4.79	0.464	0.698	0.023	1.849	0.138	0.004	0	0.105	0.134	0.012	0	0.107	0.548	0.128	0.084	0.951	0.147	0.168	0.002	0	0	2.824	0.376	0.881	4.52	2.633	7.993	1.177	0.232	0.099	0.313	0.495	0.636	0.443	0.081	3.164
ASV_183	-0.902	9.868	0.551195510174075	0.7110842841177	NotSig	0.071	0.206	0	0	0.717	0.581	0.001	0	0	0	0.008	0	0	0	0	0	0.001	0.531	0.005	0	0	0	0	0	0	0	0	0	0	0.202	2.528	0.002	0.119	0.005	0	0	0	0.023	0	0	0	0
ASV_78	-0.47	11.689	0.563927970769037	0.721998689848237	NotSig	0.207	0.319	0.142	0.083	0.086	0.509	0.022	0.014	0.007	0.446	0.014	0.011	0.004	0.001	0.001	0.044	0.32	0.245	0.025	1.667	0.048	0.69	0.208	0.772	0	0.003	0	0.017	0.229	0.202	0.049	0.063	0.106	0.404	0.118	0	0.028	0.144	0.019	0.081	0.054	2.97
ASV_5	-0.425	13.339	0.57208810320522	0.726939018358512	NotSig	0.592	1.632	0.766	2.048	1.85	2.618	0.518	0.23	0.052	0.105	0.205	0.028	0.035	0.006	0.004	0.352	0	0.408	0.2	0.075	3.02	0.486	0.133	2.007	0	0.049	0.133	0.062	3.819	0.644	2.629	5.303	3.826	3.127	0.04	0.03	0.1	0.841	0.552	0.862	0.119	0.956
ASV_115	-0.528	8.832	0.577453416334333	0.727292992302445	NotSig	0.047	0.069	0.043	0.174	0.695	0.1	0	0	0.008	0.035	0.001	0	0	0.01	0	0	0	0.006	0.001	0	0	0.001	0	0.007	0	0	0	0.131	0.024	0.044	0.092	0.061	0.369	0.302	0.001	0.001	0.023	0.005	0.019	0.003	0.004	0.018
ASV_42	-0.445	11.18	0.584866375422041	0.727292992302445	NotSig	0.164	0.201	0.026	0.01	0.324	0.526	0.072	1.328	0.002	0.046	0.034	0.057	0.001	0.003	0.001	0.008	0	1.236	0.023	0.117	0.01	0.023	0.004	0.053	0	0.001	0	0.363	0.022	0.228	0.129	0.394	0.141	0.305	0.027	0.003	0.736	0.101	0.239	0.251	0.011	0.227
ASV_177	0.489	8.483	0.585277200906109	0.727292992302445	NotSig	0.029	0.027	0.086	0.013	0.042	0.015	0.013	0.206	0.001	0	0.006	0	0	0	0	0.02	0.218	0	0.003	0.013	0.003	0.004	0.006	0.117	0	0	0	0	0.004	0	0.186	0.008	0.056	0.027	0.01	0.026	0.004	0.027	0.011	0.007	0.01	0.005
ASV_46	-0.473	10.705	0.589680787240554	0.727416445574114	NotSig	0.166	0.275	0.861	1.398	0.584	0.173	0.012	0.945	0.017	0.127	0.006	0	0.006	0	0.029	0	0.025	0.003	0.1	0	0.004	0.001	0	0.004	0	0	0.014	0.003	1.584	0.034	1.235	0.168	0.137	0.332	0.006	0.008	0.016	0.031	0.03	0.032	0.008	0.227
ASV_23	-0.375	13.355	0.61615409056593	0.753881424603849	NotSig	0.644	0.713	1.67	0.781	0.097	0.167	0.083	2.383	0.02	0	0.136	0.288	0.105	0.664	0.098	0	1.095	4.034	0.082	0.218	0.294	0.352	0.242	1.664	0.94	0.411	0.267	0.65	0.674	0.049	0.376	0.156	0.125	0.353	0.104	0.048	0.123	0.479	4.52	0.479	2.352	0.139
ASV_147	-0.408	9.486	0.620056319644586	0.753881424603849	NotSig	0.061	0.128	0.231	0.328	0.354	0.15	0.003	0.007	0.002	0.165	0.007	0	0.004	0.001	0	0	0	0.168	0.023	0.033	0.003	0.004	0.004	0.048	0.002	0.022	0.01	0.006	0.084	0.005	1.289	0.223	0.081	0.027	0.012	0	0.002	0.012	0.014	0.025	0	0.011
ASV_52	0.386	13.272	0.681326832543339	0.820523613557436	NotSig	0.548	0.621	0.125	0.075	0.025	0.068	0.095	0.468	0.007	0.054	0.456	0.161	0.001	0.852	0.044	0.023	0.264	0.004	11.214	0.048	0.059	0.066	0.062	0.064	0	0	0.001	0.025	0.066	0.01	0.047	0.172	0.178	0.198	0.314	0.016	0.041	0.514	4.575	2.42	0.063	0.076
ASV_21	0.369	10.752	0.684578872849695	0.820523613557436	NotSig	0.219	0.19	1.844	1.888	0.357	0.314	0	1.105	0.002	0.049	0.008	0	0.013	0	0	0.012	0.003	0.02	0.014	0.008	0.015	0.01	0.003	0.012	0	0	0.011	0.001	0.962	0.032	0.564	0.189	0.181	0.412	0.003	0.001	0.011	0.021	0.025	0.085	0.006	0.168
ASV_10	-0.606	13.825	0.689883099657744	0.821058055226469	NotSig	0.638	1.511	0	0.006	0	0	9.066	0	0	0	2.013	0	0	0	0	0	0	0	1.589	1.178	0.973	0.584	0.413	0.542	0.111	0.037	0.057	0.024	0	0	0	0	0	0	13.813	0	0	7.337	0	0	0.001	0.001
ASV_220	-0.243	9.765	0.710994240967808	0.836597994490707	NotSig	0.066	0.108	0.125	0.479	0.097	0.152	0.035	0.01	0.002	0.109	0.152	0	0.077	0.004	0.01	0.001	0.127	0.024	0.02	0.121	0.004	0.038	0.015	0.004	0.005	0.005	0.051	0.053	0.145	0.197	0.113	0.162	0.172	0.38	0.02	0	0.05	0.171	0.054	0.012	0.014	0.021
