ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HS00P003	HS00P004	HS00P010	HS00P011	HS00P012	HS00P014	HS00P019	HS00P025	HS00P029	HS00P034	HS00P036	HS00P040	HS00P041	HS00P042	HS00P044	HS00P045	HS00P046	HS00P047	HS00P048	HS00P050	HS00P051	HS00P055	HS00P056	HS00P057	HS00P058	HS00P059	HS00P061	HS00P063	HS00P064	HS00P068	HS00P071	HS00P072	HS00P073	HS00P074	HS00P075	HS00P077	HS00P082	HS00P93	HS00P96	HS00P109	HS00P110	HS00P118	HS00P137	HS00P142	HS00P167	HS00P176	HS00P179	HS00P192	HS00P198	HS00P201	HS03P003	HS03P004	HS03P005	HS03P010	HS03P011	HS03P012	HS03P014	HS03P019	HS03P024	HS03P025	HS03P026	HS03P029	HS03P031	HS03P034	HS03P035	HS03P040	HS03P041	HS03P042	HS03P044	HS03P045	HS03P046	HS03P047	HS03P048	HS03P050	HS03P051	HS03P055	HS03P056	HS03P057	HS03P058	HS03P059	HS03P061	HS03P063	HS03P064	HS03P066	HS03P067	HS03P068	HS03P071	HS03P072	HS03P073	HS03P074	HS03P075	HS03P077
ASV_141	-0.893	10.614	0.0529325764141534	0.131539823740476	NotSig	0.087	0.17	0.036	0.011	0.028	0.058	0.057	0.059	0.037	0.01	0.272	0.154	0.038	0.285	0.092	0.089	0.156	0.17	0.009	0.007	0.012	0.028	0.036	0.037	0.028	0.435	0	0.015	0.399	0.005	0.024	0.027	0.636	0.014	0.063	0.011	0.108	0.467	0.401	0	0	0	0.004	0.005	0.011	0	0	0	0.015	0.001	0.004	0	0.154	0.003	0.02	0.079	0.018	0.066	0.086	0.025	0.128	0.014	0.363	0.406	0.121	0.26	0.109	0.411	0.167	0.033	0.178	0.068	0.037	0.012	0.037	0.024	0.066	0.098	0.028	1.228	0.066	0.203	0.002	0	0.092	0.218	0.001	0.004	0.107	0.024	0.056	0.024	0.821	1.3
ASV_18	0.997	14.033	0.0537056085094253	0.131539823740476	NotSig	1.291	0.815	0.033	0.021	0.176	0.13	0.005	2.274	0.135	3.099	0.371	0.511	0.092	0.187	0.081	0.226	0.094	0.041	1.442	0.158	0.032	0.274	0.059	0.404	0.321	25.523	0.123	0.115	2.422	0.009	0.007	0.041	0.843	0.198	0.43	0.341	1.457	2.83	3.558	0.013	0.001	0.003	0	0.24	0.002	0.009	3.022	0.013	0.545	4.94	2.588	5.103	0.064	0.065	0.376	2.133	0.249	0.005	1.246	0.296	0.44	3.455	0.14	0.599	0.661	0.526	0.614	0.22	0.18	0.712	0.023	0.014	1.137	0.107	0.05	0.923	0.056	0.742	0.248	4.427	0.039	0.907	0.038	0.098	0.004	0.062	1.375	0.165	0.081	3.037	3.82	0.494	0.437	3.962
ASV_200	-0.825	10.914	0.0564568886588343	0.136303059762043	NotSig	0.127	0.233	0.038	0.19	0.148	0.072	0.065	0.165	0.087	0.151	0.281	0.147	0.132	0.664	0.451	0.427	0.096	0.205	0.037	0.017	0.014	0.02	0.049	0.051	0.078	0.004	0.021	0.014	1.401	0.028	0.024	0.098	0.233	0.092	0.056	0.011	0.106	0.554	0.086	0	0.001	0	0.001	0	0	0	0	0	0.001	0.005	0.003	0	0.042	0.13	0.196	0.227	0.139	0.056	0.235	0.142	0.321	0.142	0.749	0.626	0.167	0.242	0.42	1.142	0.479	0.717	0.138	0.25	1.573	0.007	0.059	0.021	0.02	0.273	0.22	0.066	0.13	0.128	0.002	0.042	0.022	0.066	0	0.041	0.083	0.027	0.03	0.016	0.342	0.043
ASV_60	1.139	12.877	0.0581766562738401	0.137646518272833	NotSig	0.603	0.261	0.106	0.323	0.093	0.103	0.023	0.056	0.071	0.008	0.136	0.089	0.07	0.012	0.046	0.027	0.009	0.002	0.25	0.116	10.563	0.203	0.07	0.019	0.017	0.016	0.002	0.105	0.15	0.005	0.002	0.207	0.002	0.005	0.03	0.032	0.035	0.899	0.033	9.491	0.178	0.008	0.02	0.404	0.002	0.001	0.005	4.148	0.003	0.001	1.952	0	0.591	0.161	0.45	0.051	0.016	0.048	0.016	0.36	0.048	0	0.471	0.169	0.011	0.003	0.049	0.027	0.022	0.01	0.036	0.012	0.772	0.157	0.812	1.913	0.034	0.167	0.017	0.025	0.025	0.024	0	0.019	0.003	0.048	2.62	0.047	0.002	0.011	0.035	0.053	0.02	1.624
ASV_174	1.08	10.829	0.0586423036428639	0.137646518272833	NotSig	0.177	0.106	0.005	0.018	0.157	0.01	0.015	0.518	0.076	0.551	0.228	1.182	0.022	0.059	0.032	0.16	0.011	0.025	0.044	0.061	2.66	0.086	0	0.207	0.022	0.006	0.012	0.019	0.003	0	0	0	0.003	0.024	0.021	0.04	0.003	0.007	0	0	0.971	0	0.001	0.053	0.002	0.065	1.3	0.159	0	0	0.01	0	0.161	0.027	0.048	0.051	0.117	0.007	0.135	0.038	0.44	0.15	0.739	0.188	0.147	0.085	0.022	0.325	0.05	0.243	0.025	0.014	0.036	0.129	0.746	0	0.096	0.105	0.089	0.116	0.014	0.003	0	0.065	0	0.001	0	0	0.002	0.024	0.006	0.007	0	0.001
ASV_13	0.845	14.77	0.0674092766251929	0.156057092461063	NotSig	2.02	1.249	0.757	0.149	0.103	0.068	0.34	0.123	0.408	0.38	0.053	0.945	0.025	0.104	0.152	0.269	0.193	0.337	0.536	6.967	0.089	0.444	1.463	0.909	15.573	1.232	12.024	1.32	0.08	0.143	3.554	0.051	1.82	1.011	1.5	0.267	1.963	0.433	1.072	0.087	2.113	2.523	2.757	0.024	5.243	3.692	1.041	15.757	7.643	2.509	0.057	0.677	0.521	0.106	0.253	0.022	0.344	0.311	0.863	0.604	0.023	0.049	0.238	0.095	0.191	0.188	0.036	0.093	0.446	0.584	0.185	0.719	0.261	0.41	0.584	0.598	4.279	2.266	1.388	4.252	2.21	5.841	0.484	0.216	0.085	0.236	7.415	8.422	3.839	0.685	0.26	1.09	1.194	0.591
ASV_78	0.862	11.705	0.0701335268684584	0.16016981136175	NotSig	0.277	0.156	0.674	0.606	1.217	0.233	0.262	0.197	0.204	0.049	0.253	0.057	0.076	0.128	0.157	0.473	0.819	0.043	0.007	0.712	0.005	0.054	0.016	0.005	0.084	0	0.544	2.256	0.341	0.003	0.002	0.115	0.485	0.019	0.029	0.034	0.026	0.026	0.161	0.003	0.939	0	0.114	0.259	0.027	1.682	0.001	0.02	0.016	0.004	0.38	0.021	0.095	0.238	0.086	0.082	0.022	0.151	0.163	0.034	0.019	0.184	0.115	0.057	0.098	0.072	0.138	0.03	0.1	0.141	0.091	0.097	0.073	0.286	1.738	1.412	0.302	0.002	0.008	0	0.039	0.278	0.01	0.014	0.012	0.016	0.006	0.072	0.156	0.004	0.013	0.059	0.027	0.013
ASV_46	-0.896	11.497	0.0741045471379679	0.163540440177429	NotSig	0.177	0.333	0.721	1.564	0.254	0.236	0.598	0.1	0.148	0.464	0.03	0.446	0.312	0.396	0.108	0.436	0.898	0.242	0.454	0.193	0.107	0.039	0.07	0.031	0.019	0.014	0.008	0.012	0.374	0.014	0.012	0.197	0.045	0.097	0.034	0.008	0.121	0.052	0.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0.248	0.417	0.27	0.416	0.213	0.652	0.58	1.041	0.132	0.49	0.163	0.515	0.431	1.198	0.1	0.558	0.414	0.707	3.875	0.128	0.311	0.12	0.097	0.001	0.007	0.083	0.042	0.103	0.041	0.069	0.018	0.012	0.004	0.422	0.012	0.014	0.004	0.036	0.024	0.006	0.001	0.007
ASV_50	-1.086	10.103	0.0752853076290301	0.163540440177429	NotSig	0.053	0.12	0.047	0.075	0.495	0.102	0	0.005	0.267	0.012	0	0.02	0.045	0.059	0.154	0.1	0.137	0.105	0	0.277	0.012	0.046	0.003	0.005	0.095	0	0.102	0	0.035	0	0	0.097	0.012	0.031	0.064	0.118	0.01	0.033	0.089	0	0	0	0	0	0	0	0	0	0	0	0	0	0.008	0.449	0.356	0.01	0.025	0	0.004	0.253	0.036	0	0	0	0.158	0.005	0.172	0.032	0.262	0.169	0.053	0.14	0.003	0.046	0.061	0	0.25	0.106	0	0	0.007	0	0.004	0.009	0.001	0.007	0.007	0.302	0.052	0.01	0.02	1.916	0.081	0.007
ASV_71	1.079	12.036	0.0753601876469887	0.163540440177429	NotSig	0.354	0.106	0.014	0.05	0.243	0.223	0.233	0.05	0.011	0.181	0.419	0.107	0.011	0.071	0.217	0.151	0.178	0.018	0.005	0.022	0	0.019	0	0.003	0.095	0	0	3.772	0.114	0.01	0.01	0.224	0.206	0.01	0.026	0.014	0.014	0.04	0.012	0.001	2.554	0	0.004	1.002	1.504	0.004	0.001	0.001	0.005	0.002	5.841	0.024	0.028	0.003	0.011	0.01	0.005	0.208	0.018	0.038	0.044	0.022	0.085	0.131	0.21	0.052	0.031	0.016	0.015	0.081	0.013	0.056	0.004	0.008	0.002	0.053	0.002	0.002	0	0	0.025	0.593	0.01	0.081	2.178	0.027	0.016	0.145	0.019	0.007	0.011	0.019	0.009	0.181
ASV_120	1.147	9.821	0.0754802031588133	0.163540440177429	NotSig	0.066	0.054	0.03	0.037	0	0	0	0.005	0	0.006	0.023	0.004	0	0.002	0.002	0.009	0.03	0.318	0.096	0.053	0.002	0.006	0.015	0.012	0.032	0.03	0.006	0.005	0.005	0.002	0.253	0.083	0.011	0.022	0.024	0.625	0.005	0.181	0.011	0	0	0	0	0	0	0.107	0.001	0	0.576	0.015	0.664	0.004	0.25	0	0	0.001	0	0	0	0.14	0.002	0.006	0.025	1.435	0.022	0.008	0	0.009	0.047	0.005	0.042	0.037	0.046	0.024	0	0	0.008	0.013	0.039	0.02	0	0.006	0	0.011	0.003	0	0	0.002	0.008	0.024	0.025	0.009	0	0.019
ASV_29	0.617	12.195	0.0846152561133905	0.178897233115583	NotSig	0.413	0.277	0.255	0.248	0.089	0.142	0.029	0.43	0.193	0.942	0.269	1.446	0.063	0.083	0.097	0.253	0.086	0.115	0.297	0.066	0.43	0.244	0.793	0.059	0.039	0.304	0.006	0.311	0.155	0.054	0.868	0.297	0.052	0.027	0.074	0.231	0.102	0.973	5.244	0.269	0.227	0.046	0.205	0.256	0.374	0.311	0.068	1.19	0.046	0.04	1.34	0.913	0.209	0.206	0.209	0.269	0.191	0.031	0.21	0.177	0.966	0.67	0.241	0.098	0.234	0.131	0.29	0.07	0.292	0.288	0.085	0.105	0.511	0.557	0.72	0.408	0.273	0.145	0.019	0.144	0.018	0.295	0.012	0.04	0.197	0.041	0.264	0.04	0.103	0.024	0.175	0.843	0.297	1.523
ASV_92	-1.13	9.274	0.0846850807647732	0.178897233115583	NotSig	0.028	0.062	0.006	0.004	0.219	0.009	0	0	0.01	0.01	0.014	0.02	0	0.014	0.007	0.114	0.019	0.008	0	0.006	0.002	0.006	0.01	0.02	0.072	0	0.046	0	0.058	0.002	0	0.004	0.031	0.022	0.027	0.042	0.513	0.004	0.062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.136	0.183	0.008	0.002	0	0	0.002	0.006	0	0.003	0	0.03	0.003	0.051	0.007	0.012	0.095	0.008	0.025	0	0	0.015	0.001	0.708	0.005	0.002	0.002	0	0	0.002	0.029	0	0.021	0	0.002	0.055	0.006	0.006	1.099	0.06	0.002
ASV_65	0.756	12.889	0.0879766748976975	0.181718656427007	NotSig	0.593	0.358	0.056	0.145	0.045	0.028	0.33	0.276	0.069	0.128	0.184	0.483	0.022	0.071	0.032	0.084	0.056	0.047	0.096	0.132	0.232	0.106	1.634	0.156	0.275	0.049	0.03	0.407	0.083	0.194	0.401	0.02	2.125	0.166	0.396	0.114	0.625	0.496	0.456	0.206	0.071	0.168	3.601	7.441	0.845	0.42	0.137	0.016	0.014	0.124	0.005	6.339	0.186	0.297	0.253	0.11	0.169	0.51	0.337	0.2	0.143	0.016	0.293	0.063	0.061	0.046	0.036	0.068	0.065	0.179	0.142	0.033	0.93	0.129	0.108	0.937	1.02	0.703	0.675	0.369	0.041	1.428	0.002	1.049	0.282	0.082	0.131	0.216	1.816	0.034	1.244	0.07	0.08	0.502
ASV_34	-0.723	12.156	0.08817118240837	0.181718656427007	NotSig	0.24	0.418	0.04	0.04	0.068	0.04	0.046	0.477	0.063	0.22	0.037	1.424	0.018	0.021	0.055	0.046	0.024	0.01	0.337	1.019	1.378	0.107	0.256	0.158	0.027	0.252	0.026	0.022	0.162	0.469	0.324	0.008	0.329	0.159	0.718	0.813	0.161	0.412	1.465	0.021	0.068	0.011	0.027	0.022	0.065	0.012	0.025	0.003	0.041	0.051	0.366	0.055	0.115	0.124	0.092	0.133	0.049	0.054	0.278	0.314	0.034	0.199	0.241	0.052	0.189	0.116	0.054	0.02	0.057	0.229	0.019	0.027	1.566	1.197	0.123	0.718	0.096	0.722	0.038	0.175	0.025	0.869	0.064	0.149	0.045	3.028	0.027	0.122	0.098	0.245	0.186	4.733	0.034	0.92
ASV_104	-1.012	11.461	0.0902299349393284	0.183721192828271	NotSig	0.122	0.294	0.04	0.144	0.036	0.075	0.042	0.334	0.114	1.329	0.016	0.232	0.049	0.093	0.032	0.443	0	0.016	0.117	0.004	0.014	0.01	0.031	0.076	0.032	2.247	0.002	0	0.003	0.033	0.005	0	0.003	0.265	0.019	0.144	0.004	0.003	0.001	0.042	0	0	0	0	0.027	0.001	0	0	0	0	0.001	0	0.2	0.07	0.191	0.103	0.074	0.014	0.075	0.031	7.247	0.593	0.877	0.035	0.089	0.064	0.018	0.275	0.045	0.179	0.032	0.004	0.048	0.01	0.031	0.015	0.002	0.091	0.08	1.311	0.007	0	0.002	0.281	0.003	0.008	0.017	0.014	0.008	0.165	0.038	0.008	0.004	0.012
ASV_121	0.847	10.167	0.0937762560682009	0.188668896137214	NotSig	0.122	0.078	0.298	0.029	0.076	0.718	0.046	0.674	0.185	0.594	0.182	0.113	0.027	0.344	0.279	0.153	0.171	0.394	0.01	0.004	0.021	0.012	0.001	0.003	0.196	0.006	0.012	0.01	0.399	0	0.002	0.785	0.015	0.002	0.038	0.001	0.003	0.021	0.011	0	0	0.003	0	0	0.002	0.239	0	0.003	0.016	0	0.01	0	0.025	0.006	0.037	0.008	0.074	0.005	0.022	0.336	0.344	0.192	0.058	0.125	0.13	0.608	0.074	0.048	0.658	0.181	0.053	0.047	0.06	0.003	0.024	0.015	0.003	0.005	0.002	0.022	0.016	0.022	0.004	0.004	0.02	0.021	0	0.002	0.007	0	0.003	0.005	0.016	0.005
ASV_143	-0.968	10.674	0.0961465937138105	0.191162051030988	NotSig	0.101	0.21	0.163	0.035	0.123	1.068	0.008	0.73	0.103	0.128	0.288	0.123	0.119	0.496	0.173	0.228	0.041	0.193	0	0.011	0.034	0.007	0.001	0.015	0.011	0.009	0.003	0.003	0	0.002	0	0.028	0.024	0.01	0.051	0.004	0.012	0.005	0	0.001	0.77	0.012	0	0	0	0	0	0	0	0	0	0	0.045	0.086	0.149	0.241	0.25	0.002	0.513	0.045	0.065	0.055	0.093	1.868	0.137	0.16	0.402	0.774	1.05	0.876	0.087	0.008	0.001	0.014	0.015	0	0.003	0.007	0.492	0.045	0.744	0.078	0	0	0.001	0.443	0.007	0.004	0.013	0.014	0.014	0	0	0
ASV_147	-0.96	10.55	0.0973394200421953	0.191283278920128	NotSig	0.103	0.175	0.068	1.601	0.256	0.068	0.06	0.1	0.058	0.114	0.166	0.281	0.135	0.826	0.175	0.276	0.045	0.039	0	0.015	0.002	0.03	0.003	0.005	0.005	0	0.001	0.02	0.401	0.009	0.003	0	0.004	0.01	0.021	0	0.001	0.112	0.119	0	0	0	0	0	0	0	0	0	0.004	0.001	0.131	0	0.053	0.594	0.149	0.465	0.108	0.276	0.059	0.042	0.078	0.063	0.073	0.338	0.254	0.729	0.098	1.945	0.359	0.962	0.134	0.006	0	0.032	0	0.072	0	0.02	0	0	0	0.003	0.002	0.006	0.015	0.221	0.002	0.13	0.004	0.01	0.023	0.014	0	0.013
ASV_15	0.742	14.003	0.104993218860939	0.203952344683892	NotSig	1.147	0.805	0.056	0.105	0.044	0.038	0.233	0.151	0.067	0.14	0.069	0.16	0.025	0.088	0.074	0.096	0.075	0.127	0.65	0.2	0.209	0.222	0.804	14.479	1.421	0.405	0.592	0.341	0.354	0.357	1.697	0.267	1.329	4.843	0.54	0.45	1.412	2.6	6.705	1.19	0.431	2.74	1.784	0.054	0.003	0.64	2.503	2.422	1.774	2.247	0.101	0.059	0.102	0.103	0.468	0.055	0.097	0.233	0.244	0.217	0.082	0.016	1.694	0.095	0.093	0.052	0.087	0.066	0.05	0.164	0.059	0.093	0.98	0.269	0.239	0.397	0.479	2.465	3.007	2.685	0.257	1.344	0.038	2.667	1.644	0.118	0.087	2.032	1.479	1.24	0.735	0.193	0.604	6.785
ASV_118	-1.064	12.494	0.113687095704544	0.218330899705318	NotSig	0.226	0.508	0	0	0.031	0.009	0	0	0	0.065	0.005	0.026	0.096	0.017	0.041	0.039	0.024	0.023	0.142	0.004	0.058	0.015	0	0.226	0.214	2.469	0.186	0.093	0.26	0.504	0.036	0	0.099	1.358	0.25	0.201	1.076	0.779	0.167	0.011	0.001	0	0	0.064	0.021	0	0.001	0.205	0.001	1.088	1.299	0.077	0	0.012	0.033	0.017	0	0	0	0	0.021	0.047	0.003	0.003	0	0.188	0.163	0.007	0.05	0.043	0.011	0.016	0.165	0.002	0.02	0.003	0.002	13.178	0.119	0.239	0	0	0.064	0.369	0.022	0.016	0.004	0.017	0.035	2.443	0.127	2.971	0.079	0.839
ASV_129	-0.749	10.808	0.115565199575607	0.219444030654804	NotSig	0.088	0.162	0.014	0.01	0.028	0.019	0.076	0.042	0.042	0.173	0.085	0.428	0.009	0.045	0.025	0.05	0.004	0.004	0.038	0.017	0.005	0.015	0.294	0.012	0.004	0.11	0.008	0.014	0.032	0.019	0.582	0	0.129	0.125	0.128	0.537	0.108	0.229	0.104	0	0.021	0.001	0.023	0.185	0.002	0	0.01	0.003	0.001	0.001	0.4	0.201	0.016	0.033	0.101	0.024	0.02	0.066	0.039	0.092	0.027	0.087	0.07	0.103	0.087	0.031	0.051	0.027	0.065	0.198	0.002	0.014	0.03	0.042	0.011	0	0.11	0.011	0.025	0.166	0.018	0.03	0.03	0.012	0.016	2.693	0.008	0.024	0.053	0.022	0.152	1.856	0.005	0.319
ASV_166	-1.324	9.346	0.119649195510761	0.224674600459095	NotSig	0.04	0.112	0	0	0.115	0.024	0.007	0	0	0.028	0.021	0.438	0.013	0.439	0.318	0.427	0.06	0.039	0	0	0	0	0	0	0.001	0	0.003	0.002	0	0	0.002	0	0.001	0.005	0.066	0	0	0.003	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.003	0.017	0.003	0	0	0	0	0.067	0.081	0.01	0.049	0.644	2.616	0.125	0.288	0.471	0.281	0.006	0	0	0	0	0.001	0.002	0.003	0.003	0.003	0.023	0.001	0	0.005	0	0	0	0	0	0.004	0	0.002	0	0
ASV_10	2.073	14.013	0.128937434646927	0.239455235772865	NotSig	1.566	0.482	0.003	0.003	0	0.035	0.426	0.066	0	0	0	0	0	0	0	0	0	0	0	0.744	0	62.752	0	0	1.706	0	4.073	0.015	0.003	0	0	0	0.001	0	8.434	0.002	0.001	0	0	0	0	0	0	0	0.002	0.008	0.005	0.003	0	0.002	0	0	0.002	0.011	0.073	0.004	0	0.043	0	0.003	0	0.008	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0.001	0.012	1.431	0	0.005	0	18.63	0	0	0	0	0.004	0
ASV_99	0.815	11.749	0.134982029905794	0.247956120153035	NotSig	0.28	0.152	0.137	0.012	0.001	0.003	0	0.633	0.029	0.401	0.074	0.143	0.009	0.047	0.081	0.048	0.094	0.123	0.33	0.04	0.043	0.017	0.092	1.004	0.027	0.549	0.084	0.008	0.04	0.016	0.019	0.034	0.013	0.133	0.099	0.461	0.075	0.051	3.085	0.001	0.114	2.342	0.003	0	0.002	0.181	0.061	0.578	0.004	2.673	0	0	0.079	0	0	0	0.031	0	0.029	0.211	0.034	0.071	0.09	0.038	0.028	0.034	0.011	0.02	0.155	0.136	0.083	0.07	0.031	0.027	0.031	0.051	0.221	0.415	0.009	0.3	0	0.001	0.014	3.164	0.133	0.037	0.059	0.166	0.016	0.039	0.115	0.368	0.036	0.036
ASV_122	0.659	11.078	0.146227782516929	0.263789029287247	NotSig	0.174	0.101	0.128	0.092	0.016	0.025	0.119	0.008	0.008	0.574	0.041	0.125	0.02	0.047	0.009	0.057	0.113	0.021	0.044	0.083	0.032	0.365	0.397	0.036	0.176	0.003	0.368	0	0.102	0.026	0.05	0.001	0.338	0.055	1.701	0.02	0.021	0.066	0.01	0.063	0.26	0.557	0.004	0.001	0.052	1.027	0.004	0.122	0.973	0.222	0.086	0.006	0.078	0.041	0.031	0.003	0.038	0.092	0.045	0.005	0.008	0.196	0.053	0.054	0.102	0.052	0.06	0.039	0.055	0.141	0.013	0.002	0.009	0.042	0.169	0.249	0.046	0.013	0.045	0.002	0.03	0.004	0.022	0.062	0.168	0.098	0.001	0.157	1.365	0.015	0.471	0.041	0.018	0.091
ASV_183	-1.258	9.944	0.146722892029593	0.263789029287247	NotSig	0.058	0.142	0	0	0.01	0.183	0	0	0	0	0.104	0.545	0.215	0.75	0.138	0.546	0.077	0.025	0	0.006	0.002	0.012	0	0	0.002	0	0.022	0.005	0	0	0	0	0.003	0.212	0.034	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.009	0.004	0.008	0.004	0	0	0	0.134	0.053	0.975	0.076	0.464	1.503	0.002	1.902	0.446	0.117	0.157	0.002	0	0	0	0	0	0	0	0	0	0	0	0.005	0	0	0.007	0.022	0.008	0.029	0.001	0.003	0.011	0
ASV_40	0.588	12.143	0.153942972091553	0.273856445089185	NotSig	0.321	0.254	0.789	0.614	0.254	0.414	0.249	0.223	0.625	0.153	0.373	0.17	0.07	0.133	0.398	0.338	0.148	0.154	0.024	0.352	0.012	0.346	0.013	0.022	0.292	0.107	1.302	0.029	0.175	0.042	0.815	1.145	0.119	0.012	0.381	0.394	0.049	0.023	0.064	0.004	0.488	0.533	1.007	0.015	0.163	0.09	0.005	0.129	2.727	0.019	0.015	0.027	1.199	0.045	0.117	0.111	0.6	0.359	0.28	0.579	0.042	0.002	0.413	0.074	0.323	0.126	0.188	0.064	0.232	0.229	0.055	0.211	0.012	0.325	0.68	0.004	0.897	0.003	0.044	0.094	0.551	0.116	0.532	0.021	0.035	0.201	0.135	0.407	0.411	0.004	0.022	0.249	0.665	0.015
ASV_407	1.052	10.982	0.16801213687305	0.290596887189427	NotSig	0.129	0.097	0	0	0	0	0	0.005	0	0.057	0	0.004	0.045	0.038	0.007	0.005	0.006	0.002	0.369	0.156	0.017	0.031	0.004	0.097	0.048	4.101	0.014	0.003	0.033	0.152	0.003	0	0.001	0.005	0.035	0.001	0.015	0.559	0.021	0.573	0	0	0	0	0.009	0	0	0.003	0	0.002	0.001	0.014	0	0	0.002	0.006	0.004	0	0	0	0.013	0.036	0	0	0.004	0.015	0.04	0.018	0.012	0.014	0	0.004	0.851	0.357	0.004	0.004	0.003	1.531	0.07	0.243	0	0	0.036	0.016	0.001	0.001	0	0	0	0.007	0.038	0.002	0.01	0.716
ASV_44	0.642	11.434	0.168353141385144	0.290596887189427	NotSig	0.219	0.173	0.604	0.255	0.161	0.569	0.062	0.284	1.3	0.033	0.934	0.099	0.074	0.052	0.242	0.053	0.009	0.031	0.002	0.026	0.003	0.026	0	0.014	0.586	0.019	0.202	0.062	0.037	0.099	0.043	0.556	0.005	0.007	0.2	0.497	0.012	0.02	0.06	0.013	0.201	0	0.229	1.807	0.186	1.081	0.001	0.013	0.001	0.005	0.004	0.186	1.63	0.086	0.029	0.015	0.378	0.066	0.323	1.004	0.006	0.126	0.251	0.125	0.514	0.088	0.411	0.023	0.097	0.031	0.008	0.134	0.004	0.039	0.768	0.008	0.046	0.003	0.017	0.006	0.041	0.216	0.081	0.039	0.015	0.016	0.045	0.074	0.026	0.003	0.008	0.198	0.262	0.012
ASV_870	-0.635	10.127	0.168511804405703	0.290596887189427	NotSig	0.077	0.142	0.348	0.015	0.019	0.04	0.059	0.133	0.178	0.03	0.203	0.335	0.031	0.456	0.097	0.345	0.394	0.224	0.014	0.029	0.04	0.018	0.109	0.029	0.109	0.009	0.036	0.003	0.027	0.002	0	0.011	0.038	0.121	0.207	0.005	0.05	0.005	0.06	0	0.022	0	0	0	0	0	0	0	0	0.011	0	0	0.039	0.005	0.015	0.008	0.083	0.007	0.133	0.186	0.031	0.093	0.133	0.536	0.735	1.273	0.292	0.077	0.574	0.481	0.07	0.012	0.006	0.029	0.044	0	0.04	0.046	0.269	0.156	0.018	0.005	0.004	0.018	0.031	0.054	0.008	0.062	0.021	0.032	0.303	0.002	0.005	0.012
ASV_113	0.564	12.463	0.177143929999467	0.302397213837474	NotSig	0.36	0.31	0.049	0.133	0.118	0.171	0.22	0.07	0.035	0.246	0.235	0.38	0.02	0.05	0.062	0.084	0.062	0.074	0.19	0.066	0.206	0.067	0.739	5.33	0.28	0.06	0.04	0.209	0.175	0.316	0.807	0.021	0.949	0.369	0.593	0.074	0.601	0.961	1.338	0.256	0.04	0.049	1.592	0.196	0.084	0.001	0.043	0.001	0.073	0.116	0.1	0.024	0.096	0.344	0.266	0.225	0.085	0.23	0.07	0.131	0.096	0.251	0.353	0.155	0.115	0.155	0.109	0.07	0.04	0.171	0.112	0.05	0.897	0.835	0.125	0.251	0.832	1.813	0.2	0.423	0.05	1.525	0.012	0.253	0.412	0.053	0.012	0.148	0.775	0.049	0.66	0.088	0.175	0.326
ASV_144	0.949	11.111	0.18087704777886	0.304232739171978	NotSig	0.233	0.123	0.014	0.007	0.023	0.038	0.089	0.07	1.787	0.002	0.177	0.004	0.265	0.038	0.249	0.084	0.299	3.273	0	0.018	0	0.011	0	0.005	0.165	0	0.028	0.005	0.172	0.005	0.003	4.779	0.001	0.002	0.045	0.001	0.001	0.001	0.002	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.006	0.006	0.191	0.146	0.141	0.047	0.731	0.004	0.002	0.479	0.049	0.225	0.157	0.362	0.186	0.04	0.045	0.668	1.225	0	0.003	0.29	0	0.002	0	0.006	0	0.046	0	0.026	0.011	0.007	0	0.012	0.014	0.015	0.001	0.001	0.001	0	0
ASV_137	-0.754	10.256	0.1831251352549	0.304232739171978	NotSig	0.063	0.106	0.002	0.017	0.019	0	0.007	0.031	0	0.098	0.002	0.036	0.004	0	0.005	0.002	0.011	0.004	0.01	0.044	0.023	0.119	0.012	0.003	0.007	0.043	0.096	0.008	0.003	0	0.002	0.001	0.029	0.041	0.101	0.029	0.032	0.012	0.021	0.176	0.409	0	0.076	0	0	0.012	0.095	1.012	0.003	0.449	0.003	0.046	0.006	0	0.009	0	0.009	0.003	0.014	0.003	0.015	0.034	0.115	0.003	0.009	0.005	0.002	0	0.007	0.033	0.008	0.014	0.004	0.008	0.105	0.034	0.003	0	0.008	0	0.005	0	0.022	0.078	0.001	0.144	0.331	1.713	0.634	0.015	0.009	0.394	0.628	0.01
ASV_158	1.081	10.387	0.183619759736933	0.304232739171978	NotSig	0.101	0.071	0.002	0.025	0.122	0.245	0	0.034	0.016	0	0.007	0.01	0.027	0	0	0	0	0	1.693	0	0.002	0.007	0	0	0.009	0.043	0.002	0	0.269	0.002	0.005	0	0.083	0.065	0.128	0.428	1.77	0.014	0.03	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0.191	0.059	0.158	0.643	0	0.018	0.092	0.004	0	0.271	0.019	0	0.008	0.004	0	0	0	0	0.002	0.857	0	0.018	0	0	0.031	0	0.03	0	0	0.002	0.007	0.001	0.045	0	0	0.04	0.025	0.043	0.177	0.238	0.01
