OTUID	variable	value
HS03P005	ASV_1220	0
HS03P010	ASV_1220	0
HS03P011	ASV_1220	2
HS03P012	ASV_1220	9
HS03P014	ASV_1220	2
HS03P019	ASV_1220	0
HS03P024	ASV_1220	0
HS03P025	ASV_1220	0
HS03P026	ASV_1220	0
HS03P029	ASV_1220	3
HS03P031	ASV_1220	1
HS03P034	ASV_1220	0
HS03P035	ASV_1220	1
HS03P040	ASV_1220	0
HS03P041	ASV_1220	1
HS03P042	ASV_1220	1
HS03P044	ASV_1220	0
HS03P045	ASV_1220	0
HS03P046	ASV_1220	0
HS03P047	ASV_1220	0
HS03P048	ASV_1220	1
HS03P050	ASV_1220	6
HS03P051	ASV_1220	0
HS03P055	ASV_1220	1
HS03P056	ASV_1220	0
HS03P057	ASV_1220	0
HS03P058	ASV_1220	0
HS03P059	ASV_1220	0
HS03P061	ASV_1220	0
HS03P063	ASV_1220	0
HS03P064	ASV_1220	0
HS03P066	ASV_1220	0
HS03P067	ASV_1220	0
HS03P068	ASV_1220	0
HS03P071	ASV_1220	0
HS03P072	ASV_1220	0
HS03P073	ASV_1220	0
HS03P074	ASV_1220	0
HS03P075	ASV_1220	0
HS03P077	ASV_1220	0
HS07P004	ASV_1220	0
HS07P010	ASV_1220	0
HS07P011	ASV_1220	1
HS07P012	ASV_1220	20
HS07P014	ASV_1220	0
HS07P019	ASV_1220	0
HS07P024	ASV_1220	1
HS07P025	ASV_1220	0
HS07P026	ASV_1220	0
HS07P029	ASV_1220	0
HS07P031	ASV_1220	1
HS07P034	ASV_1220	0
HS07P035	ASV_1220	3
HS07P036	ASV_1220	0
HS07P040	ASV_1220	0
HS07P041	ASV_1220	0
HS07P042	ASV_1220	1
HS07P045	ASV_1220	0
HS07P046	ASV_1220	0
HS07P047	ASV_1220	0
HS07P048	ASV_1220	0
HS07P050	ASV_1220	0
HS07P051	ASV_1220	0
HS07P055	ASV_1220	0
HS07P056	ASV_1220	0
HS07P057	ASV_1220	0
HS07P058	ASV_1220	1
HS07P059	ASV_1220	0
HS07P061	ASV_1220	0
HS07P063	ASV_1220	0
HS07P064	ASV_1220	0
HS07P066	ASV_1220	0
HS07P068	ASV_1220	0
HS07P071	ASV_1220	2
HS07P072	ASV_1220	0
HS07P073	ASV_1220	0
HS07P074	ASV_1220	0
HS07P075	ASV_1220	0
HS07P077	ASV_1220	0
HS10P003	ASV_1220	1
IE03P013	ASV_1220	0
IE03P020	ASV_1220	0
IE03P027	ASV_1220	0
IE03P052	ASV_1220	7
IE03P053	ASV_1220	0
IE03P062	ASV_1220	1
IE03P069	ASV_1220	0
IE03P070	ASV_1220	0
IE07P013	ASV_1220	0
IE07P020	ASV_1220	0
IE07P027	ASV_1220	2
IE07P052	ASV_1220	3
IE07P053	ASV_1220	0
IE07P062	ASV_1220	1
IE07P069	ASV_1220	0
IE07P070	ASV_1220	6
IG00P013	ASV_1220	0
IG00P020	ASV_1220	2
IG00P052	ASV_1220	1
IG00P053	ASV_1220	1
IG00P062	ASV_1220	0
IG00P069	ASV_1220	0
IG00P070	ASV_1220	0
IS00P013	ASV_1220	1
IS00P020	ASV_1220	1
IS00P027	ASV_1220	0
IS00P033	ASV_1220	0
IS00P038	ASV_1220	2
IS00P039	ASV_1220	1
IS00P043	ASV_1220	0
IS00P052	ASV_1220	0
IS00P053	ASV_1220	0
IS00P062	ASV_1220	0
IS00P069	ASV_1220	0
IS00P070	ASV_1220	0
IS00P081	ASV_1220	0
IS00P083	ASV_1220	20
IS03P020	ASV_1220	0
IS03P027	ASV_1220	1
IS03P033	ASV_1220	0
IS03P038	ASV_1220	0
IS03P039	ASV_1220	0
IS03P043	ASV_1220	0
IS03P052	ASV_1220	2
IS03P053	ASV_1220	0
IS03P062	ASV_1220	0
IS03P069	ASV_1220	0
IS03P070	ASV_1220	0
IS03P081	ASV_1220	0
IS03P082	ASV_1220	0
IS03P083	ASV_1220	0
IS07P013	ASV_1220	0
IS07P020	ASV_1220	0
IS07P027	ASV_1220	0
IS07P033	ASV_1220	1
IS07P038	ASV_1220	2
IS07P039	ASV_1220	0
IS07P043	ASV_1220	0
IS07P052	ASV_1220	0
IS07P053	ASV_1220	0
IS07P062	ASV_1220	0
IS07P069	ASV_1220	0
IS07P070	ASV_1220	0
DE03P016	ASV_327	10
DE03P017	ASV_327	8
DE03P049	ASV_327	0
DE03P054	ASV_327	2
DE03P060	ASV_327	9
DE03P065	ASV_327	0
DE03P076	ASV_327	1
DE03P081	ASV_327	0
DE03P083	ASV_327	0
DE07P016	ASV_327	18
DE07P049	ASV_327	0
DE07P054	ASV_327	0
DE07P060	ASV_327	20
DE07P065	ASV_327	0
DE07P076	ASV_327	0
DE08P017	ASV_327	25
DE10P016	ASV_327	0
DG00P016	ASV_327	3
DG00P017	ASV_327	217
DG00P049	ASV_327	2
DG00P054	ASV_327	3
DG00P060	ASV_327	2
DG00P076	ASV_327	7
DG00P081	ASV_327	14
DG00P083	ASV_327	0
DS00P030	ASV_327	0
DS00P037	ASV_327	1
DS00P049	ASV_327	0
DS00P054	ASV_327	0
DS00P060	ASV_327	2
DS00P065	ASV_327	1
DS00P076	ASV_327	0
DS00P119	ASV_327	447
DS00P138	ASV_327	24
DS00P140	ASV_327	565
DS00P166	ASV_327	1
DS00P172	ASV_327	104
DS00P180	ASV_327	275
DS00P191	ASV_327	15
DS00P193	ASV_327	196
DS00P194	ASV_327	134
DS00P196	ASV_327	2
DS03P016	ASV_327	4
DS03P017	ASV_327	0
DS03P030	ASV_327	0
DS03P037	ASV_327	3
DS03P049	ASV_327	4
DS03P054	ASV_327	0
DS03P060	ASV_327	22
DS03P065	ASV_327	0
DS03P076	ASV_327	1
DS03P237	ASV_327	8
DS03P239	ASV_327	1602
DS03P245	ASV_327	10
DS03P272	ASV_327	5
DS03P279	ASV_327	5
DS03P288	ASV_327	5
DS03P295	ASV_327	0
DS03P298	ASV_327	0
DS03P312	ASV_327	5
DS03P313	ASV_327	0
DS04P138	ASV_327	0
DS04P194	ASV_327	5
DS04P86	ASV_327	0
DS05P114	ASV_327	27
DS05P196	ASV_327	2
DS06P140	ASV_327	0
DS06P180	ASV_327	1
DS07P016	ASV_327	27
DS07P037	ASV_327	12
DS07P049	ASV_327	5
DS07P054	ASV_327	0
DS07P060	ASV_327	1
DS07P065	ASV_327	30
DS07P076	ASV_327	25
DS07P172	ASV_327	31
DS07P193	ASV_327	4
DS08P017	ASV_327	15
DS08P191	ASV_327	0
DS10P016	ASV_327	56
DS10P049	ASV_327	6
DS10P054	ASV_327	6
DS10P166	ASV_327	0
HE02P026	ASV_327	0
HE03P003	ASV_327	19
HE03P004	ASV_327	0
HE03P005	ASV_327	0
HE03P010	ASV_327	4
HE03P011	ASV_327	1
HE03P012	ASV_327	26
HE03P014	ASV_327	4
HE03P019	ASV_327	6
HE03P021	ASV_327	5
HE03P022	ASV_327	9
HE03P023	ASV_327	29
HE03P024	ASV_327	3
HE03P025	ASV_327	0
HE03P028	ASV_327	0
HE03P046	ASV_327	1
HE03P047	ASV_327	2
HE03P048	ASV_327	4
HE03P050	ASV_327	4
HE03P051	ASV_327	7
HE03P055	ASV_327	0
HE03P056	ASV_327	3
HE03P057	ASV_327	0
HE03P058	ASV_327	2
HE03P059	ASV_327	2
HE03P061	ASV_327	17
HE03P063	ASV_327	0
HE03P064	ASV_327	11
HE03P066	ASV_327	0
HE03P067	ASV_327	3
HE03P068	ASV_327	9
HE03P071	ASV_327	1
HE03P072	ASV_327	37
HE03P073	ASV_327	0
HE03P074	ASV_327	0
HE03P075	ASV_327	67
HE03P077	ASV_327	1
HE03P078	ASV_327	1
HE03P082	ASV_327	0
HE05P026	ASV_327	0
HE07P004	ASV_327	1
HE07P010	ASV_327	4
HE07P012	ASV_327	416
HE07P019	ASV_327	43
HE07P021	ASV_327	6
HE07P022	ASV_327	8
HE07P023	ASV_327	7
HE07P024	ASV_327	1
HE07P025	ASV_327	0
HE07P028	ASV_327	1
HE07P046	ASV_327	1
HE07P047	ASV_327	1
HE07P048	ASV_327	6
HE07P051	ASV_327	3
HE07P055	ASV_327	0
HE07P056	ASV_327	1
HE07P057	ASV_327	0
HE07P058	ASV_327	30
HE07P059	ASV_327	7
HE07P061	ASV_327	5
HE07P063	ASV_327	0
HE07P064	ASV_327	0
HE07P066	ASV_327	0
HE07P068	ASV_327	2
HE07P071	ASV_327	4
HE07P072	ASV_327	4
HE07P073	ASV_327	0
HE07P074	ASV_327	3
HE07P075	ASV_327	19
HE07P077	ASV_327	1
HE07P078	ASV_327	1
HE10P003	ASV_327	1
HE10P049	ASV_327	0
HE10P054	ASV_327	0
HG00P003	ASV_327	21
HG00P010	ASV_327	2
HG00P011	ASV_327	2
HG00P012	ASV_327	526
HG00P014	ASV_327	363
HG00P021	ASV_327	77
HG00P022	ASV_327	5
HG00P023	ASV_327	185
HG00P024	ASV_327	13
HG00P025	ASV_327	0
HG00P026	ASV_327	0
HG00P028	ASV_327	0
HG00P046	ASV_327	2
HG00P047	ASV_327	1
HG00P048	ASV_327	9
HG00P050	ASV_327	88
HG00P051	ASV_327	1
HG00P055	ASV_327	2
HG00P056	ASV_327	2
HG00P058	ASV_327	0
HG00P059	ASV_327	0
HG00P061	ASV_327	8
HG00P063	ASV_327	45
HG00P064	ASV_327	1
HG00P066	ASV_327	4
HG00P071	ASV_327	0
HG00P072	ASV_327	1
HG00P073	ASV_327	2
HG00P074	ASV_327	4
HG00P075	ASV_327	4
HG00P077	ASV_327	0
HG00P078	ASV_327	5
HG00P082	ASV_327	5
HS00P003	ASV_327	9
HS00P004	ASV_327	7
HS00P010	ASV_327	0
HS00P011	ASV_327	1
HS00P012	ASV_327	54
HS00P014	ASV_327	12
HS00P019	ASV_327	3
HS00P025	ASV_327	0
HS00P029	ASV_327	2
HS00P031	ASV_327	0
HS00P034	ASV_327	0
HS00P036	ASV_327	12
HS00P040	ASV_327	1
HS00P041	ASV_327	1
HS00P042	ASV_327	2
HS00P044	ASV_327	3
HS00P045	ASV_327	2
HS00P046	ASV_327	3
HS00P047	ASV_327	4
HS00P048	ASV_327	0
HS00P050	ASV_327	4
HS00P051	ASV_327	0
HS00P055	ASV_327	1
HS00P056	ASV_327	0
HS00P057	ASV_327	1
HS00P058	ASV_327	0
HS00P059	ASV_327	0
HS00P061	ASV_327	10
HS00P063	ASV_327	1
HS00P064	ASV_327	1
HS00P068	ASV_327	17
HS00P071	ASV_327	25
HS00P072	ASV_327	0
HS00P073	ASV_327	2
HS00P074	ASV_327	17
HS00P075	ASV_327	2
HS00P077	ASV_327	0
HS00P082	ASV_327	0
HS00P109	ASV_327	44
HS00P110	ASV_327	0
HS00P118	ASV_327	0
HS00P137	ASV_327	1
HS00P142	ASV_327	5
HS00P167	ASV_327	314
HS00P176	ASV_327	17
HS00P179	ASV_327	240
HS00P192	ASV_327	25
HS00P198	ASV_327	1482
HS00P201	ASV_327	891
HS00P93	ASV_327	155
HS00P96	ASV_327	73
HS03P003	ASV_327	24
HS03P004	ASV_327	1
HS03P005	ASV_327	0
HS03P010	ASV_327	0
HS03P011	ASV_327	2
HS03P012	ASV_327	45
HS03P014	ASV_327	4
HS03P019	ASV_327	2
HS03P024	ASV_327	0
HS03P025	ASV_327	0
HS03P026	ASV_327	0
HS03P029	ASV_327	4
HS03P031	ASV_327	6
HS03P034	ASV_327	0
HS03P035	ASV_327	0
HS03P040	ASV_327	3
HS03P041	ASV_327	0
HS03P042	ASV_327	2
HS03P044	ASV_327	3
HS03P045	ASV_327	4
HS03P046	ASV_327	0
HS03P047	ASV_327	32
HS03P048	ASV_327	0
HS03P050	ASV_327	7
HS03P051	ASV_327	0
HS03P055	ASV_327	0
HS03P056	ASV_327	0
HS03P057	ASV_327	0
HS03P058	ASV_327	0
HS03P059	ASV_327	0
HS03P061	ASV_327	0
HS03P063	ASV_327	217
HS03P064	ASV_327	7
HS03P066	ASV_327	1
HS03P067	ASV_327	1
HS03P068	ASV_327	3
HS03P071	ASV_327	0
HS03P072	ASV_327	0
HS03P073	ASV_327	0
HS03P074	ASV_327	1
HS03P075	ASV_327	0
HS03P077	ASV_327	1
HS07P004	ASV_327	0
HS07P010	ASV_327	0
HS07P011	ASV_327	1
HS07P012	ASV_327	4
HS07P014	ASV_327	12
HS07P019	ASV_327	0
HS07P024	ASV_327	1
HS07P025	ASV_327	0
HS07P026	ASV_327	0
HS07P029	ASV_327	1
HS07P031	ASV_327	1
HS07P034	ASV_327	0
HS07P035	ASV_327	1
HS07P036	ASV_327	0
HS07P040	ASV_327	0
HS07P041	ASV_327	1
HS07P042	ASV_327	0
HS07P045	ASV_327	3
HS07P046	ASV_327	0
HS07P047	ASV_327	34
HS07P048	ASV_327	0
HS07P050	ASV_327	0
HS07P051	ASV_327	0
HS07P055	ASV_327	0
HS07P056	ASV_327	0
HS07P057	ASV_327	0
HS07P058	ASV_327	0
HS07P059	ASV_327	0
HS07P061	ASV_327	0
HS07P063	ASV_327	0
HS07P064	ASV_327	1
HS07P066	ASV_327	0
HS07P068	ASV_327	0
HS07P071	ASV_327	5
HS07P072	ASV_327	1
HS07P073	ASV_327	2
HS07P074	ASV_327	0
HS07P075	ASV_327	2
HS07P077	ASV_327	123
HS10P003	ASV_327	22
IE03P013	ASV_327	5
IE03P020	ASV_327	6
IE03P027	ASV_327	8
IE03P052	ASV_327	6
IE03P053	ASV_327	22
IE03P062	ASV_327	3
IE03P069	ASV_327	9
IE03P070	ASV_327	36
IE07P013	ASV_327	9
IE07P020	ASV_327	23
IE07P027	ASV_327	1
IE07P052	ASV_327	1
IE07P053	ASV_327	3
IE07P062	ASV_327	3
IE07P069	ASV_327	6
IE07P070	ASV_327	0
IG00P013	ASV_327	48
IG00P020	ASV_327	347
IG00P052	ASV_327	1
IG00P053	ASV_327	2
IG00P062	ASV_327	0
IG00P069	ASV_327	2
IG00P070	ASV_327	3
IS00P013	ASV_327	14
IS00P020	ASV_327	1
IS00P027	ASV_327	0
IS00P033	ASV_327	0
IS00P038	ASV_327	1
IS00P039	ASV_327	0
IS00P043	ASV_327	0
IS00P052	ASV_327	1
IS00P053	ASV_327	0
IS00P062	ASV_327	0
IS00P069	ASV_327	0
IS00P070	ASV_327	1
IS00P081	ASV_327	1
IS00P083	ASV_327	3
IS03P020	ASV_327	6
IS03P027	ASV_327	0
IS03P033	ASV_327	3
IS03P038	ASV_327	2
IS03P039	ASV_327	0
IS03P043	ASV_327	3
IS03P052	ASV_327	0
IS03P053	ASV_327	27
IS03P062	ASV_327	2
IS03P069	ASV_327	3
IS03P070	ASV_327	0
IS03P081	ASV_327	0
IS03P082	ASV_327	0
IS03P083	ASV_327	6
IS07P013	ASV_327	1
IS07P020	ASV_327	1
IS07P027	ASV_327	2
IS07P033	ASV_327	0
IS07P038	ASV_327	0
IS07P039	ASV_327	1
IS07P043	ASV_327	3
IS07P052	ASV_327	0
IS07P053	ASV_327	0
IS07P062	ASV_327	0
IS07P069	ASV_327	8
IS07P070	ASV_327	140
DE03P016	ASV_297	0
DE03P017	ASV_297	6
DE03P049	ASV_297	49
DE03P054	ASV_297	18
DE03P060	ASV_297	2
DE03P065	ASV_297	31
DE03P076	ASV_297	3
DE03P081	ASV_297	8
DE03P083	ASV_297	30
DE07P016	ASV_297	0
DE07P049	ASV_297	89
DE07P054	ASV_297	13
DE07P060	ASV_297	0
DE07P065	ASV_297	7
DE07P076	ASV_297	5
DE08P017	ASV_297	0
DE10P016	ASV_297	0
DG00P016	ASV_297	0
DG00P017	ASV_297	20
DG00P049	ASV_297	69
DG00P054	ASV_297	1
DG00P060	ASV_297	0
DG00P076	ASV_297	9
DG00P081	ASV_297	7
DG00P083	ASV_297	387
DS00P030	ASV_297	0
DS00P037	ASV_297	2
DS00P049	ASV_297	5
DS00P054	ASV_297	9
DS00P060	ASV_297	2
DS00P065	ASV_297	19
DS00P076	ASV_297	0
DS00P119	ASV_297	99
DS00P138	ASV_297	14
DS00P140	ASV_297	0
DS00P166	ASV_297	21
DS00P172	ASV_297	0
DS00P180	ASV_297	285
DS00P191	ASV_297	76
DS00P193	ASV_297	35
DS00P194	ASV_297	79
DS00P196	ASV_297	19
DS03P016	ASV_297	0
DS03P017	ASV_297	47
DS03P030	ASV_297	3
DS03P037	ASV_297	13
DS03P049	ASV_297	4
DS03P054	ASV_297	11
DS03P060	ASV_297	0
DS03P065	ASV_297	35
DS03P076	ASV_297	374
DS03P237	ASV_297	0
DS03P239	ASV_297	0
DS03P245	ASV_297	0
DS03P272	ASV_297	0
DS03P279	ASV_297	5
DS03P288	ASV_297	0
DS03P295	ASV_297	0
DS03P298	ASV_297	3
DS03P312	ASV_297	12
DS03P313	ASV_297	455
DS04P138	ASV_297	1
DS04P194	ASV_297	538
DS04P86	ASV_297	0
DS05P114	ASV_297	38
DS05P196	ASV_297	423
DS06P140	ASV_297	2
DS06P180	ASV_297	25
DS07P016	ASV_297	11
DS07P037	ASV_297	9
DS07P049	ASV_297	53
DS07P054	ASV_297	16
DS07P060	ASV_297	0
DS07P065	ASV_297	48
DS07P076	ASV_297	0
DS07P172	ASV_297	2
DS07P193	ASV_297	2
DS08P017	ASV_297	42
DS08P191	ASV_297	1562
DS10P016	ASV_297	5
DS10P049	ASV_297	19
DS10P054	ASV_297	6
DS10P166	ASV_297	47
HE02P026	ASV_297	0
HE03P003	ASV_297	30
HE03P004	ASV_297	22
HE03P005	ASV_297	16
HE03P010	ASV_297	15
HE03P011	ASV_297	17
HE03P012	ASV_297	48
HE03P014	ASV_297	0
HE03P019	ASV_297	0
HE03P021	ASV_297	4
HE03P022	ASV_297	1
HE03P023	ASV_297	8
HE03P024	ASV_297	14
HE03P025	ASV_297	5
HE03P028	ASV_297	25
HE03P046	ASV_297	7
HE03P047	ASV_297	6
HE03P048	ASV_297	3
HE03P050	ASV_297	10
HE03P051	ASV_297	12
HE03P055	ASV_297	2
HE03P056	ASV_297	13
HE03P057	ASV_297	6
HE03P058	ASV_297	0
HE03P059	ASV_297	0
HE03P061	ASV_297	2
HE03P063	ASV_297	29
HE03P064	ASV_297	12
HE03P066	ASV_297	12
HE03P067	ASV_297	8
HE03P068	ASV_297	44
HE03P071	ASV_297	438
HE03P072	ASV_297	62
HE03P073	ASV_297	14
HE03P074	ASV_297	20
HE03P075	ASV_297	3
HE03P077	ASV_297	2
HE03P078	ASV_297	18
HE03P082	ASV_297	1
HE05P026	ASV_297	1
HE07P004	ASV_297	16
HE07P010	ASV_297	3
HE07P012	ASV_297	66
HE07P019	ASV_297	0
HE07P021	ASV_297	1
HE07P022	ASV_297	4
HE07P023	ASV_297	0
HE07P024	ASV_297	33
HE07P025	ASV_297	3
HE07P028	ASV_297	2
HE07P046	ASV_297	2
HE07P047	ASV_297	6
HE07P048	ASV_297	7
HE07P051	ASV_297	28
HE07P055	ASV_297	2
HE07P056	ASV_297	31
HE07P057	ASV_297	1
HE07P058	ASV_297	0
HE07P059	ASV_297	0
HE07P061	ASV_297	0
HE07P063	ASV_297	160
HE07P064	ASV_297	22
HE07P066	ASV_297	20
HE07P068	ASV_297	2
HE07P071	ASV_297	15
HE07P072	ASV_297	52
HE07P073	ASV_297	14
HE07P074	ASV_297	12
HE07P075	ASV_297	49
HE07P077	ASV_297	33
HE07P078	ASV_297	290
HE10P003	ASV_297	13
HE10P049	ASV_297	3
HE10P054	ASV_297	4
HG00P003	ASV_297	29
HG00P010	ASV_297	2
HG00P011	ASV_297	15
HG00P012	ASV_297	22
HG00P014	ASV_297	1
HG00P021	ASV_297	2
HG00P022	ASV_297	4
HG00P023	ASV_297	3
HG00P024	ASV_297	6
HG00P025	ASV_297	0
HG00P026	ASV_297	1
HG00P028	ASV_297	3
HG00P046	ASV_297	3
HG00P047	ASV_297	3
HG00P048	ASV_297	106
HG00P050	ASV_297	7
HG00P051	ASV_297	8
HG00P055	ASV_297	3
HG00P056	ASV_297	4
HG00P058	ASV_297	0
HG00P059	ASV_297	1
HG00P061	ASV_297	0
HG00P063	ASV_297	12
HG00P064	ASV_297	9
HG00P066	ASV_297	27
HG00P071	ASV_297	31
HG00P072	ASV_297	12
HG00P073	ASV_297	30
HG00P074	ASV_297	14
HG00P075	ASV_297	15
HG00P077	ASV_297	2
HG00P078	ASV_297	123
HG00P082	ASV_297	14
HS00P003	ASV_297	1
HS00P004	ASV_297	0
HS00P010	ASV_297	61
HS00P011	ASV_297	8
HS00P012	ASV_297	19
HS00P014	ASV_297	6
HS00P019	ASV_297	1
HS00P025	ASV_297	5
HS00P029	ASV_297	1
HS00P031	ASV_297	0
HS00P034	ASV_297	5
HS00P036	ASV_297	176
HS00P040	ASV_297	0
HS00P041	ASV_297	0
HS00P042	ASV_297	4
HS00P044	ASV_297	9
HS00P045	ASV_297	3
HS00P046	ASV_297	38
HS00P047	ASV_297	38
HS00P048	ASV_297	1
HS00P050	ASV_297	23
HS00P051	ASV_297	4
HS00P055	ASV_297	9
HS00P056	ASV_297	3
HS00P057	ASV_297	6
HS00P058	ASV_297	1
HS00P059	ASV_297	1
HS00P061	ASV_297	10
HS00P063	ASV_297	1
HS00P064	ASV_297	11
HS00P068	ASV_297	8
HS00P071	ASV_297	4
HS00P072	ASV_297	4
HS00P073	ASV_297	22
HS00P074	ASV_297	9
HS00P075	ASV_297	5
HS00P077	ASV_297	7
HS00P082	ASV_297	3
HS00P109	ASV_297	0
HS00P110	ASV_297	2
HS00P118	ASV_297	57
HS00P137	ASV_297	237
HS00P142	ASV_297	0
HS00P167	ASV_297	0
HS00P176	ASV_297	0
HS00P179	ASV_297	6
HS00P192	ASV_297	1
HS00P198	ASV_297	12
HS00P201	ASV_297	0
HS00P93	ASV_297	0
HS00P96	ASV_297	25
HS03P003	ASV_297	0
HS03P004	ASV_297	31
HS03P005	ASV_297	7
HS03P010	ASV_297	93
HS03P011	ASV_297	4
HS03P012	ASV_297	103
HS03P014	ASV_297	13
HS03P019	ASV_297	16
HS03P024	ASV_297	76
HS03P025	ASV_297	3
HS03P026	ASV_297	9
HS03P029	ASV_297	1
HS03P031	ASV_297	1
HS03P034	ASV_297	3
HS03P035	ASV_297	14
HS03P040	ASV_297	6
HS03P041	ASV_297	0
HS03P042	ASV_297	1
HS03P044	ASV_297	34
HS03P045	ASV_297	0
HS03P046	ASV_297	13
HS03P047	ASV_297	138
HS03P048	ASV_297	8
HS03P050	ASV_297	2
HS03P051	ASV_297	22
HS03P055	ASV_297	9
HS03P056	ASV_297	11
HS03P057	ASV_297	27
HS03P058	ASV_297	0
HS03P059	ASV_297	0
HS03P061	ASV_297	2
HS03P063	ASV_297	17
HS03P064	ASV_297	2
HS03P066	ASV_297	130
HS03P067	ASV_297	2
HS03P068	ASV_297	12
HS03P071	ASV_297	1
HS03P072	ASV_297	3
HS03P073	ASV_297	1
HS03P074	ASV_297	122
HS03P075	ASV_297	0
HS03P077	ASV_297	0
HS07P004	ASV_297	6
HS07P010	ASV_297	16
HS07P011	ASV_297	3
HS07P012	ASV_297	22
HS07P014	ASV_297	11
HS07P019	ASV_297	20
HS07P024	ASV_297	21
HS07P025	ASV_297	27
HS07P026	ASV_297	3
HS07P029	ASV_297	2
HS07P031	ASV_297	0
HS07P034	ASV_297	2
HS07P035	ASV_297	6
HS07P036	ASV_297	8
HS07P040	ASV_297	0
HS07P041	ASV_297	4
HS07P042	ASV_297	0
HS07P045	ASV_297	3
HS07P046	ASV_297	17
HS07P047	ASV_297	0
HS07P048	ASV_297	2
HS07P050	ASV_297	6
HS07P051	ASV_297	17
HS07P055	ASV_297	3
HS07P056	ASV_297	15
HS07P057	ASV_297	555
HS07P058	ASV_297	0
HS07P059	ASV_297	1
HS07P061	ASV_297	1
HS07P063	ASV_297	7
HS07P064	ASV_297	870
HS07P066	ASV_297	17
HS07P068	ASV_297	12
HS07P071	ASV_297	14
HS07P072	ASV_297	11
HS07P073	ASV_297	0
HS07P074	ASV_297	2
HS07P075	ASV_297	0
HS07P077	ASV_297	0
HS10P003	ASV_297	0
IE03P013	ASV_297	0
IE03P020	ASV_297	1
IE03P027	ASV_297	2
IE03P052	ASV_297	7
IE03P053	ASV_297	4
IE03P062	ASV_297	7
IE03P069	ASV_297	8
IE03P070	ASV_297	44
IE07P013	ASV_297	31
IE07P020	ASV_297	2
IE07P027	ASV_297	0
IE07P052	ASV_297	18
IE07P053	ASV_297	1
IE07P062	ASV_297	11
IE07P069	ASV_297	12
IE07P070	ASV_297	3
IG00P013	ASV_297	3
IG00P020	ASV_297	0
IG00P052	ASV_297	22
IG00P053	ASV_297	8
IG00P062	ASV_297	111
IG00P069	ASV_297	5
IG00P070	ASV_297	50
IS00P013	ASV_297	30
IS00P020	ASV_297	16
IS00P027	ASV_297	0
IS00P033	ASV_297	13
IS00P038	ASV_297	5
IS00P039	ASV_297	2
IS00P043	ASV_297	0
IS00P052	ASV_297	32
IS00P053	ASV_297	1129
IS00P062	ASV_297	3
IS00P069	ASV_297	475
IS00P070	ASV_297	4
IS00P081	ASV_297	6
IS00P083	ASV_297	0
IS03P020	ASV_297	545
IS03P027	ASV_297	2
IS03P033	ASV_297	12
IS03P038	ASV_297	3
IS03P039	ASV_297	0
IS03P043	ASV_297	7
IS03P052	ASV_297	7
IS03P053	ASV_297	1
IS03P062	ASV_297	0
IS03P069	ASV_297	39
IS03P070	ASV_297	7
IS03P081	ASV_297	0
IS03P082	ASV_297	0
IS03P083	ASV_297	3
IS07P013	ASV_297	45
IS07P020	ASV_297	186
IS07P027	ASV_297	1
IS07P033	ASV_297	5
IS07P038	ASV_297	3
IS07P039	ASV_297	1
IS07P043	ASV_297	8
IS07P052	ASV_297	32
IS07P053	ASV_297	5
IS07P062	ASV_297	4
IS07P069	ASV_297	17
IS07P070	ASV_297	15
DE03P016	ASV_1240	3
DE03P017	ASV_1240	0
DE03P049	ASV_1240	0
DE03P054	ASV_1240	1
DE03P060	ASV_1240	0
DE03P065	ASV_1240	0
DE03P076	ASV_1240	0
DE03P081	ASV_1240	0
DE03P083	ASV_1240	0
DE07P016	ASV_1240	0
DE07P049	ASV_1240	0
DE07P054	ASV_1240	0
DE07P060	ASV_1240	0
DE07P065	ASV_1240	0
DE07P076	ASV_1240	0
DE08P017	ASV_1240	2
DE10P016	ASV_1240	0
DG00P016	ASV_1240	1
DG00P017	ASV_1240	0
DG00P049	ASV_1240	0
DG00P054	ASV_1240	0
DG00P060	ASV_1240	0
DG00P076	ASV_1240	0
DG00P081	ASV_1240	1
DG00P083	ASV_1240	1
DS00P030	ASV_1240	1
DS00P037	ASV_1240	0
DS00P049	ASV_1240	0
DS00P054	ASV_1240	1
DS00P060	ASV_1240	0
DS00P065	ASV_1240	0
DS00P076	ASV_1240	1
DS00P119	ASV_1240	0
DS00P138	ASV_1240	0
DS00P140	ASV_1240	0
DS00P166	ASV_1240	0
DS00P172	ASV_1240	0
DS00P180	ASV_1240	0
DS00P191	ASV_1240	1
DS00P193	ASV_1240	34
DS00P194	ASV_1240	16
DS00P196	ASV_1240	0
DS03P016	ASV_1240	0
DS03P017	ASV_1240	0
DS03P030	ASV_1240	0
DS03P037	ASV_1240	0
DS03P049	ASV_1240	0
DS03P054	ASV_1240	0
DS03P060	ASV_1240	0
DS03P065	ASV_1240	0
DS03P076	ASV_1240	3
DS03P237	ASV_1240	0
DS03P239	ASV_1240	0
DS03P245	ASV_1240	4
DS03P272	ASV_1240	20
DS03P279	ASV_1240	0
DS03P288	ASV_1240	2
DS03P295	ASV_1240	10
DS03P298	ASV_1240	1
DS03P312	ASV_1240	26
DS03P313	ASV_1240	6
DS04P138	ASV_1240	0
DS04P194	ASV_1240	27
DS04P86	ASV_1240	0
DS05P114	ASV_1240	24
DS05P196	ASV_1240	0
DS06P140	ASV_1240	0
DS06P180	ASV_1240	0
