OTUID	variable	value
HS00P064	ASV_104	3
HS00P068	ASV_104	0
HS00P071	ASV_104	3
HS00P072	ASV_104	110
HS00P073	ASV_104	12
HS00P074	ASV_104	122
HS00P075	ASV_104	3
HS00P077	ASV_104	2
HS00P082	ASV_104	1
HS00P109	ASV_104	0
HS00P110	ASV_104	0
HS00P118	ASV_104	0
HS00P137	ASV_104	17
HS00P142	ASV_104	1
HS00P167	ASV_104	0
HS00P176	ASV_104	0
HS00P179	ASV_104	0
HS00P192	ASV_104	0
HS00P198	ASV_104	1
HS00P201	ASV_104	0
HS00P93	ASV_104	30
HS00P96	ASV_104	0
HS03P003	ASV_104	129
HS03P004	ASV_104	46
HS03P005	ASV_104	104
HS03P010	ASV_104	74
HS03P011	ASV_104	41
HS03P012	ASV_104	8
HS03P014	ASV_104	42
HS03P019	ASV_104	20
HS03P024	ASV_104	3458
HS03P025	ASV_104	300
HS03P026	ASV_104	350
HS03P029	ASV_104	13
HS03P031	ASV_104	41
HS03P034	ASV_104	25
HS03P035	ASV_104	8
HS03P040	ASV_104	121
HS03P041	ASV_104	18
HS03P042	ASV_104	75
HS03P044	ASV_104	15
HS03P045	ASV_104	2
HS03P046	ASV_104	32
HS03P047	ASV_104	6
HS03P048	ASV_104	14
HS03P050	ASV_104	11
HS03P051	ASV_104	1
HS03P055	ASV_104	56
HS03P056	ASV_104	51
HS03P057	ASV_104	838
HS03P058	ASV_104	3
HS03P059	ASV_104	0
HS03P061	ASV_104	1
HS03P063	ASV_104	241
HS03P064	ASV_104	2
HS03P066	ASV_104	7
HS03P067	ASV_104	14
HS03P068	ASV_104	11
HS03P071	ASV_104	7
HS03P072	ASV_104	118
HS03P073	ASV_104	30
HS03P074	ASV_104	7
HS03P075	ASV_104	3
HS03P077	ASV_104	10
HS07P004	ASV_104	411
HS07P010	ASV_104	71
HS07P011	ASV_104	39
HS07P012	ASV_104	25
HS07P014	ASV_104	730
HS07P019	ASV_104	16
HS07P024	ASV_104	1032
HS07P025	ASV_104	40
HS07P026	ASV_104	9
HS07P029	ASV_104	8
HS07P031	ASV_104	12
HS07P034	ASV_104	2
HS07P035	ASV_104	10
HS07P036	ASV_104	21
HS07P040	ASV_104	337
HS07P041	ASV_104	474
HS07P042	ASV_104	59
HS07P045	ASV_104	7
HS07P046	ASV_104	17
HS07P047	ASV_104	5
HS07P048	ASV_104	3
HS07P050	ASV_104	19
HS07P051	ASV_104	20
HS07P055	ASV_104	98
HS07P056	ASV_104	18
HS07P057	ASV_104	92
HS07P058	ASV_104	22
HS07P059	ASV_104	0
HS07P061	ASV_104	1
HS07P063	ASV_104	14
HS07P064	ASV_104	2
HS07P066	ASV_104	0
HS07P068	ASV_104	3
HS07P071	ASV_104	25
HS07P072	ASV_104	23
HS07P073	ASV_104	5
HS07P074	ASV_104	10
HS07P075	ASV_104	5
HS07P077	ASV_104	9
HS10P003	ASV_104	9
IE03P013	ASV_104	469
IE03P020	ASV_104	90
IE03P027	ASV_104	11
IE03P052	ASV_104	6
IE03P053	ASV_104	9
IE03P062	ASV_104	0
IE03P069	ASV_104	2
IE03P070	ASV_104	60
IE07P013	ASV_104	439
IE07P020	ASV_104	117
IE07P027	ASV_104	3
IE07P052	ASV_104	26
IE07P053	ASV_104	4
IE07P062	ASV_104	0
IE07P069	ASV_104	13
IE07P070	ASV_104	30
IG00P013	ASV_104	415
IG00P020	ASV_104	62
IG00P052	ASV_104	8
IG00P053	ASV_104	13
IG00P062	ASV_104	0
IG00P069	ASV_104	4
IG00P070	ASV_104	50
IS00P013	ASV_104	170
IS00P020	ASV_104	11
IS00P027	ASV_104	3
IS00P033	ASV_104	20
IS00P038	ASV_104	120
IS00P039	ASV_104	3
IS00P043	ASV_104	9
IS00P052	ASV_104	6
IS00P053	ASV_104	2
IS00P062	ASV_104	2
IS00P069	ASV_104	4
IS00P070	ASV_104	0
IS00P081	ASV_104	0
IS00P083	ASV_104	52
IS03P020	ASV_104	80
IS03P027	ASV_104	3
IS03P033	ASV_104	467
IS03P038	ASV_104	121
IS03P039	ASV_104	11
IS03P043	ASV_104	19
IS03P052	ASV_104	1
IS03P053	ASV_104	30
IS03P062	ASV_104	0
IS03P069	ASV_104	9
IS03P070	ASV_104	0
IS03P081	ASV_104	5
IS03P082	ASV_104	1
IS03P083	ASV_104	0
IS07P013	ASV_104	163
IS07P020	ASV_104	38
IS07P027	ASV_104	5
IS07P033	ASV_104	166
IS07P038	ASV_104	25
IS07P039	ASV_104	9
IS07P043	ASV_104	8
IS07P052	ASV_104	0
IS07P053	ASV_104	9
IS07P062	ASV_104	0
IS07P069	ASV_104	24
IS07P070	ASV_104	7
DE03P016	ASV_138	5
DE03P017	ASV_138	56
DE03P049	ASV_138	11
DE03P054	ASV_138	23
DE03P060	ASV_138	4
DE03P065	ASV_138	190
DE03P076	ASV_138	46
DE03P081	ASV_138	117
DE03P083	ASV_138	9
DE07P016	ASV_138	4
DE07P049	ASV_138	38
DE07P054	ASV_138	64
DE07P060	ASV_138	6
DE07P065	ASV_138	316
DE07P076	ASV_138	217
DE08P017	ASV_138	87
DE10P016	ASV_138	0
DG00P016	ASV_138	6
DG00P017	ASV_138	34
DG00P049	ASV_138	3
DG00P054	ASV_138	1191
DG00P060	ASV_138	6
DG00P076	ASV_138	160
DG00P081	ASV_138	62
DG00P083	ASV_138	6
DS00P030	ASV_138	144
DS00P037	ASV_138	3
DS00P049	ASV_138	22
DS00P054	ASV_138	36
DS00P060	ASV_138	27
DS00P065	ASV_138	1
DS00P076	ASV_138	1187
DS00P119	ASV_138	503
DS00P138	ASV_138	261
DS00P140	ASV_138	1
DS00P166	ASV_138	0
DS00P172	ASV_138	1
DS00P180	ASV_138	538
DS00P191	ASV_138	0
DS00P193	ASV_138	0
DS00P194	ASV_138	0
DS00P196	ASV_138	0
DS03P016	ASV_138	3
DS03P017	ASV_138	2105
DS03P030	ASV_138	169
DS03P037	ASV_138	45
DS03P049	ASV_138	78
DS03P054	ASV_138	95
DS03P060	ASV_138	25
DS03P065	ASV_138	0
DS03P076	ASV_138	17
DS03P237	ASV_138	0
DS03P239	ASV_138	3
DS03P245	ASV_138	1
DS03P272	ASV_138	3
DS03P279	ASV_138	0
DS03P288	ASV_138	0
DS03P295	ASV_138	446
DS03P298	ASV_138	869
DS03P312	ASV_138	368
DS03P313	ASV_138	388
DS04P138	ASV_138	235
DS04P194	ASV_138	22
DS04P86	ASV_138	0
DS05P114	ASV_138	0
DS05P196	ASV_138	0
DS06P140	ASV_138	5
DS06P180	ASV_138	21
DS07P016	ASV_138	0
DS07P037	ASV_138	131
DS07P049	ASV_138	63
DS07P054	ASV_138	11195
DS07P060	ASV_138	1953
DS07P065	ASV_138	0
DS07P076	ASV_138	4
DS07P172	ASV_138	0
DS07P193	ASV_138	5
DS08P017	ASV_138	920
DS08P191	ASV_138	0
DS10P016	ASV_138	166
DS10P049	ASV_138	57
DS10P054	ASV_138	998
DS10P166	ASV_138	192
HE02P026	ASV_138	13
HE03P003	ASV_138	86
HE03P004	ASV_138	173
HE03P005	ASV_138	8
HE03P010	ASV_138	58
HE03P011	ASV_138	43
HE03P012	ASV_138	0
HE03P014	ASV_138	1051
HE03P019	ASV_138	102
HE03P021	ASV_138	35
HE03P022	ASV_138	177
HE03P023	ASV_138	46
HE03P024	ASV_138	136
HE03P025	ASV_138	2
HE03P028	ASV_138	0
HE03P046	ASV_138	4
HE03P047	ASV_138	4
HE03P048	ASV_138	3
HE03P050	ASV_138	10
HE03P051	ASV_138	82
HE03P055	ASV_138	7
HE03P056	ASV_138	8
HE03P057	ASV_138	25
HE03P058	ASV_138	6
HE03P059	ASV_138	10
HE03P061	ASV_138	72
HE03P063	ASV_138	85
HE03P064	ASV_138	9
HE03P066	ASV_138	41
HE03P067	ASV_138	292
HE03P068	ASV_138	179
HE03P071	ASV_138	313
HE03P072	ASV_138	23
HE03P073	ASV_138	3587
HE03P074	ASV_138	108
HE03P075	ASV_138	304
HE03P077	ASV_138	184
HE03P078	ASV_138	10
HE03P082	ASV_138	1
HE05P026	ASV_138	17
HE07P004	ASV_138	104
HE07P010	ASV_138	27
HE07P012	ASV_138	0
HE07P019	ASV_138	67
HE07P021	ASV_138	17
HE07P022	ASV_138	111
HE07P023	ASV_138	125
HE07P024	ASV_138	228
HE07P025	ASV_138	13
HE07P028	ASV_138	9
HE07P046	ASV_138	3
HE07P047	ASV_138	6
HE07P048	ASV_138	4
HE07P051	ASV_138	35
HE07P055	ASV_138	8
HE07P056	ASV_138	9
HE07P057	ASV_138	23
HE07P058	ASV_138	64
HE07P059	ASV_138	7
HE07P061	ASV_138	11
HE07P063	ASV_138	81
HE07P064	ASV_138	8
HE07P066	ASV_138	101
HE07P068	ASV_138	68
HE07P071	ASV_138	33
HE07P072	ASV_138	501
HE07P073	ASV_138	67
HE07P074	ASV_138	5532
HE07P075	ASV_138	224
HE07P077	ASV_138	141
HE07P078	ASV_138	57
HE10P003	ASV_138	47
HE10P049	ASV_138	23
HE10P054	ASV_138	13
HG00P003	ASV_138	226
HG00P010	ASV_138	44
HG00P011	ASV_138	53
HG00P012	ASV_138	1
HG00P014	ASV_138	287
HG00P021	ASV_138	97
HG00P022	ASV_138	47
HG00P023	ASV_138	749
HG00P024	ASV_138	31
HG00P025	ASV_138	0
HG00P026	ASV_138	38
HG00P028	ASV_138	33
HG00P046	ASV_138	2
HG00P047	ASV_138	0
HG00P048	ASV_138	6
HG00P050	ASV_138	1
HG00P051	ASV_138	17
HG00P055	ASV_138	28
HG00P056	ASV_138	20
HG00P058	ASV_138	22
HG00P059	ASV_138	3
HG00P061	ASV_138	12
HG00P063	ASV_138	24
HG00P064	ASV_138	11
HG00P066	ASV_138	39
HG00P071	ASV_138	169
HG00P072	ASV_138	18
HG00P073	ASV_138	1967
HG00P074	ASV_138	133
HG00P075	ASV_138	10646
HG00P077	ASV_138	162
HG00P078	ASV_138	779
HG00P082	ASV_138	48
HS00P003	ASV_138	13
HS00P004	ASV_138	19
HS00P010	ASV_138	86
HS00P011	ASV_138	8
HS00P012	ASV_138	0
HS00P014	ASV_138	471
HS00P019	ASV_138	84
HS00P025	ASV_138	280
HS00P029	ASV_138	123
HS00P031	ASV_138	0
HS00P034	ASV_138	404
HS00P036	ASV_138	67
HS00P040	ASV_138	424
HS00P041	ASV_138	102
HS00P042	ASV_138	292
HS00P044	ASV_138	26
HS00P045	ASV_138	75
HS00P046	ASV_138	12
HS00P047	ASV_138	23
HS00P048	ASV_138	743
HS00P050	ASV_138	161
HS00P051	ASV_138	15
HS00P055	ASV_138	96
HS00P056	ASV_138	97
HS00P057	ASV_138	95
HS00P058	ASV_138	104
HS00P059	ASV_138	1
HS00P061	ASV_138	656
HS00P063	ASV_138	15
HS00P064	ASV_138	7
HS00P068	ASV_138	0
HS00P071	ASV_138	3
HS00P072	ASV_138	72
HS00P073	ASV_138	5
HS00P074	ASV_138	5
HS00P075	ASV_138	7
HS00P077	ASV_138	10
HS00P082	ASV_138	10
HS00P109	ASV_138	0
HS00P110	ASV_138	0
HS00P118	ASV_138	0
HS00P137	ASV_138	3
HS00P142	ASV_138	37
HS00P167	ASV_138	865
HS00P176	ASV_138	2
HS00P179	ASV_138	1
HS00P192	ASV_138	0
HS00P198	ASV_138	909
HS00P201	ASV_138	0
HS00P93	ASV_138	0
HS00P96	ASV_138	0
HS03P003	ASV_138	142
HS03P004	ASV_138	5
HS03P005	ASV_138	8
HS03P010	ASV_138	35
HS03P011	ASV_138	109
HS03P012	ASV_138	0
HS03P014	ASV_138	673
HS03P019	ASV_138	20
HS03P024	ASV_138	1810
HS03P025	ASV_138	208
HS03P026	ASV_138	107
HS03P029	ASV_138	130
HS03P031	ASV_138	308
HS03P034	ASV_138	404
HS03P035	ASV_138	35
HS03P040	ASV_138	1069
HS03P041	ASV_138	493
HS03P042	ASV_138	399
HS03P044	ASV_138	59
HS03P045	ASV_138	2
HS03P046	ASV_138	9
HS03P047	ASV_138	75
HS03P048	ASV_138	164
HS03P050	ASV_138	3
HS03P051	ASV_138	35
HS03P055	ASV_138	49
HS03P056	ASV_138	98
HS03P057	ASV_138	61
HS03P058	ASV_138	16
HS03P059	ASV_138	6
HS03P061	ASV_138	8
HS03P063	ASV_138	116
HS03P064	ASV_138	2
HS03P066	ASV_138	1
HS03P067	ASV_138	1
HS03P068	ASV_138	33
HS03P071	ASV_138	65
HS03P072	ASV_138	166
HS03P073	ASV_138	14
HS03P074	ASV_138	0
HS03P075	ASV_138	4
HS03P077	ASV_138	8
HS07P004	ASV_138	13
HS07P010	ASV_138	24
HS07P011	ASV_138	84
HS07P012	ASV_138	116
HS07P014	ASV_138	904
HS07P019	ASV_138	9
HS07P024	ASV_138	613
HS07P025	ASV_138	25
HS07P026	ASV_138	9
HS07P029	ASV_138	202
HS07P031	ASV_138	21
HS07P034	ASV_138	279
HS07P035	ASV_138	81
HS07P036	ASV_138	83
HS07P040	ASV_138	1776
HS07P041	ASV_138	554
HS07P042	ASV_138	720
HS07P045	ASV_138	11
HS07P046	ASV_138	10
HS07P047	ASV_138	1645
HS07P048	ASV_138	29
HS07P050	ASV_138	4
HS07P051	ASV_138	230
HS07P055	ASV_138	21
HS07P056	ASV_138	33
HS07P057	ASV_138	21
HS07P058	ASV_138	58
HS07P059	ASV_138	24
HS07P061	ASV_138	4
HS07P063	ASV_138	7
HS07P064	ASV_138	6
HS07P066	ASV_138	0
HS07P068	ASV_138	6
HS07P071	ASV_138	9
HS07P072	ASV_138	4
HS07P073	ASV_138	5
HS07P074	ASV_138	1
HS07P075	ASV_138	19
HS07P077	ASV_138	9
HS10P003	ASV_138	63
IE03P013	ASV_138	27
IE03P020	ASV_138	158
IE03P027	ASV_138	183
IE03P052	ASV_138	28
IE03P053	ASV_138	1
IE03P062	ASV_138	0
IE03P069	ASV_138	159
IE03P070	ASV_138	7073
IE07P013	ASV_138	46
IE07P020	ASV_138	87
IE07P027	ASV_138	6
IE07P052	ASV_138	23
IE07P053	ASV_138	134
IE07P062	ASV_138	0
IE07P069	ASV_138	1905
IE07P070	ASV_138	7
IG00P013	ASV_138	70
IG00P020	ASV_138	11
IG00P052	ASV_138	66
IG00P053	ASV_138	22
IG00P062	ASV_138	11
IG00P069	ASV_138	211
IG00P070	ASV_138	6635
IS00P013	ASV_138	170
IS00P020	ASV_138	9
IS00P027	ASV_138	1
IS00P033	ASV_138	106
IS00P038	ASV_138	48
IS00P039	ASV_138	116
IS00P043	ASV_138	149
IS00P052	ASV_138	109
IS00P053	ASV_138	353
IS00P062	ASV_138	7
IS00P069	ASV_138	66
IS00P070	ASV_138	0
IS00P081	ASV_138	3
IS00P083	ASV_138	1
IS03P020	ASV_138	18
IS03P027	ASV_138	7
IS03P033	ASV_138	352
IS03P038	ASV_138	52
IS03P039	ASV_138	213
IS03P043	ASV_138	29
IS03P052	ASV_138	80
IS03P053	ASV_138	61
IS03P062	ASV_138	3
IS03P069	ASV_138	73
IS03P070	ASV_138	2
IS03P081	ASV_138	11
IS03P082	ASV_138	3
IS03P083	ASV_138	103
IS07P013	ASV_138	190
IS07P020	ASV_138	26
IS07P027	ASV_138	3
IS07P033	ASV_138	131
IS07P038	ASV_138	61
IS07P039	ASV_138	193
IS07P043	ASV_138	14
IS07P052	ASV_138	137
IS07P053	ASV_138	57
IS07P062	ASV_138	1
IS07P069	ASV_138	388
IS07P070	ASV_138	6
DE03P016	ASV_27	175
DE03P017	ASV_27	445
DE03P049	ASV_27	6
DE03P054	ASV_27	31
DE03P060	ASV_27	115
DE03P065	ASV_27	70
DE03P076	ASV_27	7
DE03P081	ASV_27	517
DE03P083	ASV_27	2979
DE07P016	ASV_27	271
DE07P049	ASV_27	8
DE07P054	ASV_27	165
DE07P060	ASV_27	61
DE07P065	ASV_27	111
DE07P076	ASV_27	296
DE08P017	ASV_27	762
DE10P016	ASV_27	141
DG00P016	ASV_27	134
DG00P017	ASV_27	927
DG00P049	ASV_27	57
DG00P054	ASV_27	34
DG00P060	ASV_27	39
DG00P076	ASV_27	271
DG00P081	ASV_27	105
DG00P083	ASV_27	108
DS00P030	ASV_27	21
DS00P037	ASV_27	41
DS00P049	ASV_27	61
DS00P054	ASV_27	749
DS00P060	ASV_27	1144
DS00P065	ASV_27	4
DS00P076	ASV_27	3135
DS00P119	ASV_27	57
DS00P138	ASV_27	43
DS00P140	ASV_27	422
DS00P166	ASV_27	301
DS00P172	ASV_27	23
DS00P180	ASV_27	217
DS00P191	ASV_27	207
DS00P193	ASV_27	225
DS00P194	ASV_27	29
DS00P196	ASV_27	2
DS03P016	ASV_27	111
DS03P017	ASV_27	152
DS03P030	ASV_27	22
DS03P037	ASV_27	41
DS03P049	ASV_27	218
DS03P054	ASV_27	286
DS03P060	ASV_27	14
DS03P065	ASV_27	1
DS03P076	ASV_27	228
DS03P237	ASV_27	21
DS03P239	ASV_27	149
DS03P245	ASV_27	26
DS03P272	ASV_27	40
DS03P279	ASV_27	14
DS03P288	ASV_27	223
DS03P295	ASV_27	1096
DS03P298	ASV_27	1918
DS03P312	ASV_27	745
DS03P313	ASV_27	21
DS04P138	ASV_27	51
DS04P194	ASV_27	239
DS04P86	ASV_27	174
DS05P114	ASV_27	84
DS05P196	ASV_27	79
DS06P140	ASV_27	3608
DS06P180	ASV_27	101
DS07P016	ASV_27	5
DS07P037	ASV_27	107
DS07P049	ASV_27	2119
DS07P054	ASV_27	357
DS07P060	ASV_27	15
DS07P065	ASV_27	9
DS07P076	ASV_27	270
DS07P172	ASV_27	3858
DS07P193	ASV_27	179
DS08P017	ASV_27	329
DS08P191	ASV_27	143
DS10P016	ASV_27	67
DS10P049	ASV_27	182
DS10P054	ASV_27	248
DS10P166	ASV_27	1027
HE02P026	ASV_27	108
HE03P003	ASV_27	155
HE03P004	ASV_27	657
HE03P005	ASV_27	136
HE03P010	ASV_27	2008
HE03P011	ASV_27	1137
HE03P012	ASV_27	5
HE03P014	ASV_27	512
HE03P019	ASV_27	524
HE03P021	ASV_27	85
HE03P022	ASV_27	519
HE03P023	ASV_27	67
HE03P024	ASV_27	576
HE03P025	ASV_27	79
HE03P028	ASV_27	98
HE03P046	ASV_27	47
HE03P047	ASV_27	39
HE03P048	ASV_27	15
HE03P050	ASV_27	4
HE03P051	ASV_27	22
HE03P055	ASV_27	11
HE03P056	ASV_27	21
HE03P057	ASV_27	34
HE03P058	ASV_27	44
HE03P059	ASV_27	49
HE03P061	ASV_27	603
HE03P063	ASV_27	11
HE03P064	ASV_27	158
HE03P066	ASV_27	54
HE03P067	ASV_27	878
HE03P068	ASV_27	137
HE03P071	ASV_27	243
HE03P072	ASV_27	35
HE03P073	ASV_27	124
HE03P074	ASV_27	69
HE03P075	ASV_27	115
HE03P077	ASV_27	22
HE03P078	ASV_27	83
HE03P082	ASV_27	373
HE05P026	ASV_27	86
HE07P004	ASV_27	2768
HE07P010	ASV_27	651
HE07P012	ASV_27	2
HE07P019	ASV_27	1062
HE07P021	ASV_27	503
HE07P022	ASV_27	194
HE07P023	ASV_27	99
HE07P024	ASV_27	221
HE07P025	ASV_27	28
HE07P028	ASV_27	161
HE07P046	ASV_27	3
HE07P047	ASV_27	6
HE07P048	ASV_27	53
HE07P051	ASV_27	43
HE07P055	ASV_27	34
HE07P056	ASV_27	89
HE07P057	ASV_27	8
HE07P058	ASV_27	58
HE07P059	ASV_27	86
HE07P061	ASV_27	27
HE07P063	ASV_27	4
HE07P064	ASV_27	8
HE07P066	ASV_27	43
HE07P068	ASV_27	19
HE07P071	ASV_27	90
HE07P072	ASV_27	124
HE07P073	ASV_27	19
HE07P074	ASV_27	49
HE07P075	ASV_27	790
HE07P077	ASV_27	20
HE07P078	ASV_27	231
HE10P003	ASV_27	1481
HE10P049	ASV_27	6
HE10P054	ASV_27	17
HG00P003	ASV_27	277
HG00P010	ASV_27	239
HG00P011	ASV_27	137
HG00P012	ASV_27	0
HG00P014	ASV_27	1426
HG00P021	ASV_27	98
HG00P022	ASV_27	101
HG00P023	ASV_27	107
HG00P024	ASV_27	61
HG00P025	ASV_27	30
HG00P026	ASV_27	91
HG00P028	ASV_27	158
HG00P046	ASV_27	57
HG00P047	ASV_27	12
HG00P048	ASV_27	36
HG00P050	ASV_27	7
HG00P051	ASV_27	27
HG00P055	ASV_27	23
HG00P056	ASV_27	31
HG00P058	ASV_27	64
HG00P059	ASV_27	44
HG00P061	ASV_27	1386
HG00P063	ASV_27	1
HG00P064	ASV_27	57
HG00P066	ASV_27	39
HG00P071	ASV_27	245
HG00P072	ASV_27	80
HG00P073	ASV_27	146
HG00P074	ASV_27	219
HG00P075	ASV_27	44
HG00P077	ASV_27	111
HG00P078	ASV_27	71
HG00P082	ASV_27	286
HS00P003	ASV_27	75
HS00P004	ASV_27	24
HS00P010	ASV_27	40
HS00P011	ASV_27	97
HS00P012	ASV_27	1
HS00P014	ASV_27	142
HS00P019	ASV_27	16
HS00P025	ASV_27	33
HS00P029	ASV_27	36
HS00P031	ASV_27	0
HS00P034	ASV_27	243
HS00P036	ASV_27	14
HS00P040	ASV_27	24
HS00P041	ASV_27	29
HS00P042	ASV_27	37
HS00P044	ASV_27	10
HS00P045	ASV_27	24
HS00P046	ASV_27	1211
HS00P047	ASV_27	115
HS00P048	ASV_27	2083
HS00P050	ASV_27	97
HS00P051	ASV_27	6840
HS00P055	ASV_27	82
HS00P056	ASV_27	159
HS00P057	ASV_27	44
HS00P058	ASV_27	69
HS00P059	ASV_27	53
HS00P061	ASV_27	7
HS00P063	ASV_27	993
HS00P064	ASV_27	20
HS00P068	ASV_27	23
HS00P071	ASV_27	349
HS00P072	ASV_27	493
HS00P073	ASV_27	366
HS00P074	ASV_27	545
HS00P075	ASV_27	187
HS00P077	ASV_27	1986
HS00P082	ASV_27	3633
HS00P109	ASV_27	0
HS00P110	ASV_27	35
HS00P118	ASV_27	0
HS00P137	ASV_27	0
HS00P142	ASV_27	84
HS00P167	ASV_27	362
HS00P176	ASV_27	0
HS00P179	ASV_27	271
HS00P192	ASV_27	545
HS00P198	ASV_27	12
HS00P201	ASV_27	486
HS00P93	ASV_27	16
HS00P96	ASV_27	342
HS03P003	ASV_27	112
HS03P004	ASV_27	54
HS03P005	ASV_27	92
HS03P010	ASV_27	242
HS03P011	ASV_27	19
HS03P012	ASV_27	3
HS03P014	ASV_27	64
HS03P019	ASV_27	149
HS03P024	ASV_27	276
HS03P025	ASV_27	20
HS03P026	ASV_27	170
HS03P029	ASV_27	21
HS03P031	ASV_27	51
HS03P034	ASV_27	18
HS03P035	ASV_27	9
HS03P040	ASV_27	9
HS03P041	ASV_27	46
HS03P042	ASV_27	82
HS03P044	ASV_27	28
HS03P045	ASV_27	33
HS03P046	ASV_27	1326
HS03P047	ASV_27	232
HS03P048	ASV_27	78
HS03P050	ASV_27	179
HS03P051	ASV_27	98
HS03P055	ASV_27	3749
HS03P056	ASV_27	994
HS03P057	ASV_27	105
HS03P058	ASV_27	97
HS03P059	ASV_27	217
HS03P061	ASV_27	14
HS03P063	ASV_27	367
HS03P064	ASV_27	5
HS03P066	ASV_27	1247
HS03P067	ASV_27	53
HS03P068	ASV_27	150
HS03P071	ASV_27	195
HS03P072	ASV_27	2023
HS03P073	ASV_27	3641
HS03P074	ASV_27	1438
HS03P075	ASV_27	281
HS03P077	ASV_27	541
HS07P004	ASV_27	189
HS07P010	ASV_27	80
HS07P011	ASV_27	23
HS07P012	ASV_27	21
HS07P014	ASV_27	240
HS07P019	ASV_27	155
HS07P024	ASV_27	110
HS07P025	ASV_27	5
HS07P026	ASV_27	11
HS07P029	ASV_27	43
HS07P031	ASV_27	139
HS07P034	ASV_27	20
HS07P035	ASV_27	10
HS07P036	ASV_27	19
HS07P040	ASV_27	15
HS07P041	ASV_27	71
HS07P042	ASV_27	42
HS07P045	ASV_27	180
HS07P046	ASV_27	422
HS07P047	ASV_27	50
HS07P048	ASV_27	39
HS07P050	ASV_27	3482
HS07P051	ASV_27	7105
HS07P055	ASV_27	1632
HS07P056	ASV_27	935
HS07P057	ASV_27	73
HS07P058	ASV_27	372
HS07P059	ASV_27	20
HS07P061	ASV_27	11
HS07P063	ASV_27	60
HS07P064	ASV_27	18
HS07P066	ASV_27	520
HS07P068	ASV_27	59
HS07P071	ASV_27	244
HS07P072	ASV_27	238
HS07P073	ASV_27	2195
HS07P074	ASV_27	77
HS07P075	ASV_27	221
HS07P077	ASV_27	530
HS10P003	ASV_27	633
IE03P013	ASV_27	1022
IE03P020	ASV_27	927
IE03P027	ASV_27	75
IE03P052	ASV_27	14
IE03P053	ASV_27	46
IE03P062	ASV_27	2
IE03P069	ASV_27	26
IE03P070	ASV_27	86
IE07P013	ASV_27	619
IE07P020	ASV_27	1551
IE07P027	ASV_27	387
IE07P052	ASV_27	53
IE07P053	ASV_27	20
IE07P062	ASV_27	217
IE07P069	ASV_27	30
IE07P070	ASV_27	7
IG00P013	ASV_27	343
IG00P020	ASV_27	159
IG00P052	ASV_27	46
IG00P053	ASV_27	60
IG00P062	ASV_27	80
IG00P069	ASV_27	45
IG00P070	ASV_27	209
IS00P013	ASV_27	86
IS00P020	ASV_27	183
IS00P027	ASV_27	8
IS00P033	ASV_27	145
IS00P038	ASV_27	35
IS00P039	ASV_27	5
IS00P043	ASV_27	6
IS00P052	ASV_27	185
IS00P053	ASV_27	509
IS00P062	ASV_27	132
IS00P069	ASV_27	2942
IS00P070	ASV_27	207
IS00P081	ASV_27	75
IS00P083	ASV_27	11
IS03P020	ASV_27	198
IS03P027	ASV_27	22
IS03P033	ASV_27	120
IS03P038	ASV_27	38
IS03P039	ASV_27	1
IS03P043	ASV_27	8
IS03P052	ASV_27	135
IS03P053	ASV_27	117
IS03P062	ASV_27	19
IS03P069	ASV_27	255
IS03P070	ASV_27	218
IS03P081	ASV_27	6110
IS03P082	ASV_27	32
IS03P083	ASV_27	205
IS07P013	ASV_27	57
IS07P020	ASV_27	118
IS07P027	ASV_27	159
IS07P033	ASV_27	55
IS07P038	ASV_27	8
IS07P039	ASV_27	8
IS07P043	ASV_27	8
IS07P052	ASV_27	247
IS07P053	ASV_27	2255
IS07P062	ASV_27	1006
IS07P069	ASV_27	255
IS07P070	ASV_27	71
DE03P016	ASV_14	1083
DE03P017	ASV_14	719
DE03P049	ASV_14	9
DE03P054	ASV_14	44
DE03P060	ASV_14	424
DE03P065	ASV_14	59
DE03P076	ASV_14	3
DE03P081	ASV_14	602
DE03P083	ASV_14	6942
DE07P016	ASV_14	2554
DE07P049	ASV_14	8
DE07P054	ASV_14	81
DE07P060	ASV_14	73
DE07P065	ASV_14	113
DE07P076	ASV_14	27
DE08P017	ASV_14	1025
DE10P016	ASV_14	1936
DG00P016	ASV_14	639
DG00P017	ASV_14	3500
DG00P049	ASV_14	36
DG00P054	ASV_14	195
DG00P060	ASV_14	123
DG00P076	ASV_14	166
DG00P081	ASV_14	4807
DG00P083	ASV_14	2067
DS00P030	ASV_14	34
DS00P037	ASV_14	26
DS00P049	ASV_14	833
DS00P054	ASV_14	626
DS00P060	ASV_14	932
DS00P065	ASV_14	10
DS00P076	ASV_14	1799
DS00P119	ASV_14	98
DS00P138	ASV_14	545
DS00P140	ASV_14	10
DS00P166	ASV_14	1940
DS00P172	ASV_14	953
DS00P180	ASV_14	672
DS00P191	ASV_14	127
DS00P193	ASV_14	2810
DS00P194	ASV_14	3217
DS00P196	ASV_14	60
DS03P016	ASV_14	318
DS03P017	ASV_14	510
DS03P030	ASV_14	24
DS03P037	ASV_14	39
DS03P049	ASV_14	2841
DS03P054	ASV_14	447
DS03P060	ASV_14	443
DS03P065	ASV_14	1
DS03P076	ASV_14	267
DS03P237	ASV_14	23
DS03P239	ASV_14	31
DS03P245	ASV_14	64
DS03P272	ASV_14	1052
