feature	ko05340	ko00564	ko00680	ko00562	ko00563	ko03030	ko00561	ko00440	ko00250	ko00740	ko04111	ko04940	ko00010	ko05412	ko00195	ko03450	ko00760	ko00920	ko00311	ko00310	ko04146	ko00600	ko04141	ko04142	ko00604	ko04260	ko03040	ko04110	ko05142	ko00513	ko04973	ko00510	ko05110	ko04974	ko04976	ko00450	ko01051	ko00565	ko00524	ko00300	ko05222	ko00514	ko05416	ko00260	ko00190	ko03440	ko00750	ko00950	ko00592	ko00591	ko00590	ko00061	ko03070	ko00253	ko03060	ko00380	ko00500	ko05120	ko05322	ko04964	ko04962	ko00625	ko00624	ko00627	ko00626	ko00621	ko00620	ko00623	ko00622	ko00270	ko00940	ko00941	ko01053	ko00100	ko00945	ko05016	ko00071	ko00072	ko05219	ko05215	ko05211	ko05210	ko01055	ko04910	ko00531	ko00360	ko00633	ko00630	ko00363	ko00364	ko05130	ko04115	ko00121	ko04914	ko00430	ko02010	ko00130	ko03050	ko00361	ko00040	ko00730	ko00362	ko01040	ko00603	ko03018	ko00281	ko00280	ko03013	ko04626	ko05200	ko00601	ko03015	ko00312	ko05020	ko05143	ko00523	ko00520	ko00521	ko05146	ko05145	ko05144	ko00052	ko00053	ko00051	ko00401	ko00400	ko04020	ko00350	ko00480	ko00643	ko00642	ko00640	ko00720	ko00960	ko02020	ko00120	ko00965	ko03008	ko05414	ko00290	ko04614	ko03410	ko05010	ko05012	ko00980	ko00410	ko00983	ko05150	ko00791	ko00790	ko05131	ko00020	ko00710	ko02060	ko00340	ko00785	ko00550	ko00650	ko02030	ko03320	ko04612	ko04621	ko04622	ko00910	ko00460	ko00830	ko00780	ko00511	ko00970	ko00030	ko04972	ko00232	ko00230	ko04122	ko00540	ko05014	ko00660	ko03020	ko04512	ko00982	ko03010	ko00140	ko05100	ko00860	ko05410	ko00330	ko04080	ko04514	ko00908	ko04930	ko03430	ko00906	ko00900	ko00901	ko00903	ko00471	ko00472	ko00473	ko05111	ko04510	ko04810	ko04210	ko00240	ko04011	ko00944	ko04113	ko04070	ko03420	ko00770	ko02040	ko00670	ko04920	ko04144	ko00930	ko04112	ko04075
DS03P272	72796.7	695142.94	1049529.32	140252.36	78	825909.43	308260.99	54881.4	871940.62	319751.91	4	62967.5	1128413.69	211	417018.31	335.64	434829.73	391608.11	4972.15	119216.02	215921.83	58510.18	34975.37	31725.22	21813.36	22233.51	180	4	8295.52	2.5	24324.61	25019.57	4619.67	14068.74	1323	462551.2	119891.11	1059.64	46558.7	654563.41	2176.68	232	2176.68	825105.53	1078374.79	1206741.63	203421.48	60205.03	9524.37	22961	45958.89	610387.27	879808.42	169790.92	772386.68	142326.19	768538.62	86995.37	768	23402.25	6.4	83973.42	1294.79	164136.77	113102.63	30794.94	1147543.73	120730.7	24639.8	955148.14	23835.24	13426.3	24327.09	10	11757.97	79333.91	212083.2	41473.97	2680.25	29521.43	24710.35	2176.68	60461.93	107194.54	25826.5	152340.03	40436.46	393184.46	25331.65	2432.94	1	2176.68	1161.78	29521.43	140045.87	3445035.37	271971.96	5717.01	9973.06	210326.92	346316.56	153976.23	120189.75	30006.23	560641.82	18518.4	248212.12	71119.17	155501.62	56408.46	0	179	2678.35	8632.11	8293.02	185919.2	1383611.8	323258.79	2689.17	2176.68	1	536391.34	141630.85	699126.02	152671.81	889201.48	1	262256.09	337312.99	33597.32	62595.02	518002.87	818873.22	123456.91	1006870.33	1164.78	0	75302.78	211	696598.66	3	511554.29	84554.65	24409.19	34293.36	145766.52	318077.99	21996.17	10054.55	406141.69	13	660350.63	721899.71	674813.38	479322.98	71966.11	917696.47	608575.71	146437.09	143054.28	29521.43	34105.6	1799.18	779718.31	175666.68	23762.95	202727.02	85184.33	1389991.49	834396.98	1	1	2704153.07	366744.22	678061.88	22747.3	242389.16	489201.04	210	34498.53	2931732.77	1485.01	212.47	1140537.76	214	859644.93	0	210	61069.62	55287.67	1006524.38	6129.17	587865.1	0	69354.87	188116.47	3905.67	145462.3	87063.23	210	210	15919.71	2208550.42	61912.05	7.94	7433.17	143738.54	451003.5	566934.48	102447.72	638998.11	97495.69	4.06	5590.03	623358.12	0.6
DS03P279	87005.46	580273.68	1117128.9	76852.18	351	845274.72	312554.18	85308.36	905215.44	367258.58	4	62937.44	1218570.08	26	402580.7	275.26	433657.32	441028.86	1014.91	122631.26	188324.49	55852.38	51634.29	14068	7832.7	9053.49	6	4	4944.29	3.5	40027.17	22270.59	674.33	13841.99	149	531100.87	172565.13	9096.99	58584.31	800801.65	4742.32	598	4742.32	840771.49	1062899.04	1199746.79	212327.61	61805.83	5876.33	26806.54	27857.53	583287.85	962093.26	190732.08	805163.91	118393.08	847418.15	110685.96	102.43	16293.8	17.8	113080.67	314.59	92856.05	88138.26	39057.69	1185665.65	70948.25	32003.69	976639.79	29235.04	4044.2	15152.95	7	3022.87	56618.17	197977.67	49910.19	371.58	28964.53	15771.54	4742.32	57270.71	112144.37	9513.86	139017.12	34329.79	414219.1	28088.99	1148.7	0	4742.32	1510.96	28964.53	123922.83	3235157.91	141832.36	880.67	1436.5	237106.43	351973.18	110473.08	117915.44	23377.19	533321.87	9998.3	231465.72	75819.87	185225.67	49478.39	2.2	5	1353.97	3019.71	4946.29	207499.34	1460701.12	333497.87	2641.77	4742.32	0	703853.7	123414.61	857349.47	148563.24	909764.42	20	205636.61	190745.77	18168.26	19171.14	518693	826034.32	134381.25	1048895.65	1510.96	0	60711.65	26	752802.16	1	498459.35	76555.77	13775.81	31682.84	148465.39	362437.07	10200.83	3179.62	381188.87	6.15	610427.38	791288.59	816269.67	597575.8	55438.49	937714.58	566121.89	405720.17	123439.34	28964.53	33134.36	252.36	656200.84	168397.94	30992.82	155243.23	61882.85	1467378.78	906110.76	20	0	2685478.41	305513.6	619176.56	11677.65	233316.08	558375.03	6	31789.17	3084116.31	5043.68	139.36	1397207.66	26	1027730.41	0	6	70446.53	65857.44	1031600.58	5400.33	602305.62	0	26181.3	190369.93	6279	156243.67	82558.34	6	6	13213.98	2343754.53	73045.2	23	12875.17	108763.94	464809.09	613803.09	491900.69	649586.56	86233.01	14	2887.31	729780.71	0
DS03P288	78295.19	601926.1	1026503.24	79724.32	26	823156.53	287494.37	54557.39	913547.59	352855.3	3	67602.74	1048857.71	10	397523.62	390.26	488565.64	354420.25	1564.34	118798.3	181625.34	82072.55	64461.49	24726.03	16479	7290.49	83	3	2759.33	0	30941.06	36727.52	1081.33	31311	51	455627.77	128906.03	5721.24	57252.46	666383.78	2686.32	867	2686.32	825636.53	1076007.07	1196652.33	226120.35	66651.05	3964.15	30734.48	53815	524334.71	848208.4	134188.2	749279.59	128031.52	775029.01	114935.98	257	18962.46	9.8	83026.36	338.66	139655.34	98910.14	25076.03	1019645.14	91788.76	20927.3	929135.48	39336.53	18013.39	15354.15	5	10608.39	44398.88	202958.66	38704.54	376.29	42470.37	10713.24	2686.32	67123.77	88253.74	20163.43	133430.32	27923.64	375155.33	30976.8	1213.8	1.33	2686.32	3089.85	42470.37	135303.41	3085281.93	158663.22	565	1598.47	227183.32	385403.63	150035.42	100222.42	35803.63	543647.38	14897.6	232342.47	77898.49	178210.86	55869.93	0	81	313.46	2700.68	2756.33	225447.42	1335637.92	354497.83	3523.58	2686.32	0	571949.78	89537.62	768934.64	127336.87	830886.04	7	213363.69	228592.8	32499.94	55042.11	477344.72	844943.09	112765.69	965718.56	3092.85	0	59947.79	10	666341.4	3	475212.98	70207.15	9969.81	17395.96	170740.18	346017.82	7453.66	1860.49	419430.42	17.29	611880.99	753093.31	517900.87	509896.21	52430.83	927353.87	588140.61	326051.53	136560.87	42470.37	50957.37	101.25	690572.54	178931.25	17231	180943.73	97497.62	1422660.63	802534.88	7	0	2632470.96	271315.72	637170.71	8024.5	221719.06	614813.39	3	17545.29	3034086.12	4715.33	136.07	1283669.79	13	879752.6	0	3	77169.46	58968.67	1037768.98	6320.58	635396.01	0	58946.21	199467.4	3776.33	143585.58	95953.25	3	3	27964.82	2263324.27	60719.43	14.93	9589.25	99696.34	474461.32	597114.53	383148.09	664318.49	99340.89	5.6	3608.3	687173.93	0.6
DS03P295	86691.48	730891.72	1002289.73	142118.41	53	1054810.14	275996.67	15397.82	1254989.35	346421.73	60	87169.51	1139767.88	0	587203.2	134	707509.02	396953.49	1045.9	106976.94	250837.83	200410.24	114989.35	97340.02	85159.23	1948.5	0	60	865.03	272	49607.61	61893.41	94	93449.7	2	515557.67	99410.4	208	72154.06	791875.11	413	15	413	1059890.68	1582000.18	1553064.44	286714.79	122319.6	1722.82	63569.31	82670.88	529721.29	849497.77	69310.02	854943.75	121694.29	935602.21	142938.75	76	17053.18	0	85602.87	195.29	154188.8	114531.84	12301.81	1008022.65	158875.54	11330.41	1132453.87	32326.41	21375.57	48346.58	0	13095.57	52365.79	209413.93	16458.61	1427.43	66936	8070.37	413	81673.78	84103.28	90823.48	193831.73	5308.64	367383.97	63978.74	718.44	0	413	8673.67	66936	171952.54	2617689.35	275183.45	4183	2837.05	227344.26	413485.61	132745.48	131282.77	99676.84	753371.21	39929.18	202912.01	114746.02	182381.86	75419.37	0	0	350.33	265.43	926.53	284892.31	1570351.79	480922.74	5385.93	413	0	670324.31	77885.99	950492.61	182520.93	938409.61	0	268231.49	291128.12	32738.38	66369.37	404119.79	980391.24	178440.97	838233.32	8673.67	1.5	78195	0	487354.74	60	563348.5	80647.26	2361.5	8168.34	267458.52	511440.97	26120.23	1862.79	618721.32	0	809147.4	976106.78	198326.23	518403.33	101928.48	1221420.35	615492.32	185467.48	171575.24	66936	87850.17	1130.1	873315.72	232443.71	10868.36	183855.18	353425.31	1744491.04	848177.98	0	0	3525543.88	212922.98	777437.53	1852.36	124156.21	872139.05	0	8220.84	3926794.59	384.43	2475.47	841167.07	0	885506.03	0	0	121307.82	72469.16	1282110.57	1221.5	820694.85	1.5	67871.68	251594.86	579.34	179321.11	132389.27	0	0	90679.5	2883909.35	71829.03	0	2622.6	103822.53	621373.09	638186.93	187788.82	944027.05	141472.16	0.4	1159.15	845274.15	0
DS03P298	79354.46	736490.03	1406572.35	107618.5	732	1063976.17	395783.79	95652.24	1129225.82	375035.6	4	80020.23	1369497.24	7	398008.43	109.34	627847.47	362458.46	1994.08	142332.49	293220.4	135687.83	118174.5	70784.28	44272.42	11407.01	189	4	14993.95	4.5	48295.8	41966.3	708.67	38592.1	56	566423.4	129380.9	27518.01	73809.28	858263.32	5359.68	439	5359.68	1118217.92	1433538.89	1511158.92	268134.82	90368.11	9297.79	43148.08	67681.76	714800.66	1007101.25	170782.8	989764.19	177070.97	940880.44	121125.05	281	38712.79	36	119401.53	40.34	117376.97	80914.74	24360.61	1294008.83	130427.36	10989.86	1133086.43	74984.37	7469.45	29955.05	0	5939.45	63289.82	283462.11	54807.54	1430.84	57916.22	29030.78	5359.68	75921.31	136830.82	46437.52	210849.23	57278.63	519891.16	43268.42	947.36	0	5359.68	2035.66	57916.22	167561.09	3898538.94	227377.32	3091	1753.29	369234.63	396302	129367.12	149140.46	68271.42	742549.09	15210.67	314118.44	106584.86	257422.93	92306.68	0	189	391.75	3091.67	14993.95	252810.6	1588802.8	425135.77	12109.17	5359.68	0	700758.19	95622.88	834659.54	177404.76	1021482.05	0	236228.73	306784.38	27084.19	29989.01	620398.42	1185549.13	150440.06	1698809.38	2035.66	0	78043.13	7	766610.46	0	575284.31	95013.48	16766.69	13577.62	202467.1	442116.45	8112.03	933.51	446310.43	0	929979.68	936090.95	361247.01	658491.94	87793.16	1209709.49	642930.13	838398.25	212705.75	57916.22	64472.55	1386.33	911574.06	261752.44	22953.21	184208.62	199856.85	1860685.57	1056144.8	0	0	3372099.68	332406.86	644222.17	12384.85	264539.75	817027.14	7	14456.29	3979613.41	13536	1969.66	1261855.3	7	1263686.02	0	7	104579.06	93822.46	1290988.37	10148.67	805078.64	0	46804.68	249731.5	6132.01	183806.57	122497.03	7	7	35460.88	2895889.66	53528.57	0	42537.45	121383.44	633289.33	748015.58	1053061.52	815351.97	171857.16	0	3650.86	852727.37	0
DS03P312	83093.84	661964.15	1176731.08	126591.1	350	950722.03	332737.26	69155.69	1064414.39	343245.26	7	70561.8	1231936.97	590	431084.21	1284.6	556282.77	386302.7	2945.44	131386.13	262335.09	121955.94	78055.52	59414.9	35697.57	16592	401	7	8120.62	16	40527.68	37985.58	974.33	32476.86	16	507997.52	117895.12	10755.99	65173.73	813743.07	5989.32	347	5989.32	983641.5	1347353.88	1329974.67	231043.75	73172.02	9842.95	33048.85	52857.93	622974.62	936312.07	150180.52	862738.62	147838.29	889212.95	99019.4	636	32078.46	28.8	96982.19	3074.67	114162.96	80197.43	32761.81	1166222.48	121695.36	17985.48	1044098.86	53051.86	8240.81	35336.75	0	6683.14	71895.15	235423.09	44496.56	4230.96	43053.09	25569.44	5989.32	63136.48	120708.41	39169.05	175321.16	35456.21	450885.93	34652.84	1133.84	0	5989.32	3364.66	43053.09	149454.51	3218185.17	223074.3	9360.5	5504.55	297045	383487.3	128326.4	136653.99	62398.82	634283.76	16602.11	265418.62	80116.62	197101.71	74611.85	0	401	1167.53	4662.33	8120.79	217683.8	1471000.05	375084.46	9622.83	5989.32	0	668043.69	95045.49	779848.32	165361.92	969984.76	6	217012.78	271840.64	25415.27	28968.08	540391.97	1014732.09	140664.81	1289427.17	3364.66	0.17	73277.11	590	733470.01	0	551303.41	92057.22	22575.32	22040.6	181040.98	393765.68	14101.46	2146.5	421681.85	0	817127.34	820259.39	463181.76	576820.17	75867.28	1058985.03	592659.13	513880.68	178224.31	43053.09	54002.25	2561.33	829355.54	217394.05	25607.05	169051.58	165417.08	1606028.6	915219.31	6	0	3012683.08	310870.58	587669.29	16993.66	252228.54	671813.2	584	22364.1	3453805.38	7601.83	1931.98	1113724.34	590	1099017.58	0	584	84178.25	71309.07	1142124.28	6538.83	697328.23	0.17	37442.75	220475.14	6053.33	170402.44	103206.38	584	584	32341.7	2548674.17	52922.68	6.67	23997.78	114404.85	561708.43	688785.49	620732.78	725531.66	143643.57	0.2	3999.5	732431.17	0
DS03P313	80031.55	557348.69	1075062.74	117607.5	0	937127	370652.72	78726.35	1133176.03	355151.63	0	68131.31	1149860.41	29	505700.98	37.54	516116.19	382469.77	2446.18	107441.57	198675	170061.64	122024.59	85370.26	54805.17	15685.01	23	0	7064.25	5.5	55270.94	56923.48	520.67	39869	95	460486.69	111474.62	349.01	67326.57	824435.18	5523.68	52	5523.68	1039294.44	1525105.23	1329905.74	275198.37	103814.38	9057.59	38784.87	54341.14	567616.84	984328.43	68684.17	879188.29	116214.8	901622.19	134909.36	439	19093.97	1.6	114893.68	97.34	90302.63	30456.38	18653.96	915208.6	198689.39	8570.02	1247194.71	52412.05	5629.88	26906.5	0	5127.88	57322.63	151001.07	24674.55	2512.94	55864.9	40045.74	5523.68	61850.12	113476.33	73015.42	228558.47	73540.38	608366.69	39457.21	1888.36	0	5523.68	2297.66	55864.9	115292.47	3135271.72	361524.4	7203	4860.36	284879.89	399117.9	126933.35	122111.28	102240.92	596745.61	14161.97	336146.09	75432.41	224923.96	101434.32	0	23	766.34	4493.67	7064.25	238775.15	1691581.4	367176.78	11511.67	5523.68	0	720161.55	83644.96	1157626.02	207945.68	1135154.3	0	204939.22	253775.64	16943.7	20313	555174.3	1199753.69	164246.67	1617362.38	2297.66	0	70601.23	29	796264.03	0	574495.05	88107.35	21208.69	10665.21	224779.83	379289.54	6715	8294.01	438593	0	920796.8	856041.46	466848.28	580976.64	41418.57	988860.8	681172.37	810558.28	138835.27	55864.9	66253.07	1467.67	1015788.99	264454.78	20162.1	192548.2	223820.7	1569700.51	908040.58	0	0	2983129.03	273689.03	794948.01	14499.35	350216.61	731741.79	29	10893.88	3403857.95	7912.5	2983.66	1390878.6	29	1105122.45	0	29	80873.81	92257.67	1100172.32	1920.67	752378.17	0	19259.67	214756.11	12790	132287.67	115498.9	29	29	43549.68	2575322.77	41659.85	0	8418.25	89473.71	530081.83	779289.74	1105844.6	765867.4	107760.79	0	3217.36	764257.68	0
DS04P138	73583.2	524002.78	755486.14	84842.44	45	786838.34	294128.46	33033.22	957216.54	290075.88	192	57367.9	872729.31	1	415690.33	99.94	480586.72	205917.18	3946.46	68292.36	144389.76	83260.57	69321.18	54549.28	33619.1	2190.51	18	192	2062.23	3	29080.43	34129.98	224	40576.03	13	357117.56	105111.51	459	44654.39	611040.16	86	8	86	703932.61	954984.47	1114641.99	193607.63	89901.88	999.03	34467.91	56624.82	471595.81	656853.26	82623.5	662258.53	96760.76	750997.82	105623.37	420	11558.53	0.8	70600.28	121.68	75519	55060.06	25216.94	796100.34	99441.92	18513.1	914778.71	43951.22	5001.4	24247	5	4188.2	33522.89	151909.78	18791.43	860.63	44252.9	10893.78	86	41160.93	60694.8	49553.58	128103.01	28840.7	280198.04	34642.57	382.36	1.33	86	1471.66	44252.9	120493.93	2163932.59	197955.81	1025.83	1497.74	226076.01	411272.49	117865.51	90556.17	52261.71	497147.74	5630.07	178564.93	72607.96	152566.17	55232.68	0	17	1671.37	488.83	2119.4	148079.06	1200529.85	267761.61	3208.5	86	0	479754.39	97850.66	676014.25	127775.16	718942.89	1	170636.95	220450.58	23619.07	28703.3	402533.83	847017.5	125142.38	724312.56	1471.66	0.17	56848.26	1	412820.87	25	446963.29	69953.27	2275.51	4969.66	188884.35	359077.42	60578.67	459.51	340756.72	17.29	633171.11	722770.11	306248.38	307189.64	32022.06	882766.18	458508.63	179009.17	113452.7	44252.9	68868.57	1918.67	687623.39	184500.92	16074.68	144950.72	140111.61	1333942.07	781407.86	1	0	2492957.62	242107.47	438841.37	4042.34	140114.01	621950.48	0	4972.83	2900940.61	2924.5	401.7	961774.01	1	805022.02	0	0	75639.41	54702.57	977846.34	1075	598896.9	0.17	32995.32	178902.98	5982.66	164916.92	79334.54	0	0	33521.05	2126073.13	39261.3	2.33	1954.7	83462.91	475549.97	539360.03	167295.31	580340.29	80271.36	19	387.02	568277.59	0
DS04P194	69514.16	763161.48	1092047.3	149507.78	99	930803.82	338182.96	64294.16	981304.33	298424.85	20	65636.06	1144075.73	2	456397.73	51.6	501202.11	415476.58	8283.57	114214.92	252062.55	126443.88	49744.33	84625.27	55582.13	24779.5	4103	20	9042.1	1	28735	35271.42	1036	36684.6	118	462851.27	94050.36	788	34096.25	700865.88	5155.5	269	5155.5	921541.37	1169891.1	1332330.55	231557.33	78019.91	17172.1	29965.73	56326.3	752376.07	976597.22	182562.27	826786.79	143956.35	808063.08	85801.54	4427	20509.5	0.8	84444.82	250	111712.41	81765.6	38944.93	1171479.24	165553.34	27176.73	1005961.82	34047.6	10129.25	34480.46	0	9379.25	111874.07	184178.64	21409.98	1134.8	38920.83	39711.76	5155.5	50449.46	116038.14	60763.83	172048.46	62124.85	473185.27	30180.73	1166	2	5155.5	3857	38920.83	159384.23	3238872.92	339578.55	2160	9409.86	226993.13	385450.53	91505.02	159299.4	65239.88	660838.39	24497.6	227117.31	106930.57	171278.71	83788.09	0	4103	4734.07	17322.66	9087.1	150146.61	1506951.37	278985.51	1947	5155.5	1	595146.07	103396	716994.08	176651.26	938121.39	2	220636.94	400862.38	25541.95	22398.9	516551.35	956730.68	135956.05	1084558.76	3863	1	81838.72	2	704561.64	22	530959.45	98071.19	29933	37136.07	162628.15	382661.29	44066.23	2009	452913.9	26	818204.2	799775.98	470354.42	360157.44	91434.07	1028850.57	552633.93	211058.95	132556.48	38920.83	45199.5	3311.67	928175.01	229665.78	25983.67	218052.39	213554.27	1475314.07	871735.1	2	0	3024949.6	408209.88	683573.77	34071.66	249130.5	537501.23	0	37333.07	3229043.19	701.5	7916.8	791699.61	2	869293.04	0	0	71290.76	62393.94	1095364.66	6682.5	608001.36	1	27138.4	198076.33	6075.33	162359.31	122702.63	0	0	25852.65	2500435.82	56147.11	4	8480.6	165334.84	502798.46	633477.44	213736.45	667306.24	92618.92	0.4	1252	663904.23	0
DS04P86	57672.38	534199.13	1119634.56	80644.55	1444	825612.44	294554.62	46134.08	921281.16	340726.35	6	60708.35	1003006.04	2	299560.1	101.84	534929.85	232229.48	577.58	126827.99	188917.35	117613.57	85900.68	54081.92	23020.77	3686.51	23	6	8334.28	8	23417.53	50874.96	389	39483.93	291	399063.89	114652.79	6902.5	61001.07	710199.45	921	365	921	876374.45	1049664.35	1219810.93	226097.97	71871.25	5133.58	33343.91	39004.46	489186.16	777503.49	75093.12	767910.37	140540.31	700865.68	103489.5	93	23192.48	14	82909.32	139.68	127104.27	69242.59	13155.55	902153.38	118594.88	6868.14	884751.98	47963.83	4320.85	19554.79	0	4060.65	33401.68	199617.68	41298.02	1243.33	43872.62	19632.52	921	56181.09	84709.06	26100.98	155795.52	49104.25	421273.16	34114.57	703.86	11.33	921	1354	43872.62	120996.87	2726499.99	189433.61	1794.33	764.48	266359.79	370977.61	140321.45	113183.7	50054.63	568763.42	23437.62	307458.13	81213.36	177726.5	64426.14	0	19	510.07	621.67	8392.45	196990.86	1241122.61	322223.71	6663	921	0	523430.76	68338.58	714135.9	129199.73	804870.84	0	171774.27	216457.09	20754.9	32007.91	498991.6	995224.13	110589.98	1157142.36	1355	7.67	61517.54	2	599189.38	13	456839.09	69808.25	4607.51	7379.62	184570.9	358170.47	15066.09	1202.01	395806.01	147.29	716670.42	743749.36	278929.19	520902.99	62743.44	927889.51	607188.11	486030.17	139902.27	43872.62	46459.29	1341.67	684468.22	199281.68	7656.19	198543.84	163573.78	1433973.58	828313.43	0	0	2623151.57	245160.87	550213.46	10787.18	207141.16	625103.9	2	7416.79	3119876.65	3920.5	8100.69	1215635.42	2	980221.24	0	2	82472.42	69221.12	992894.05	4568	634082.01	7.67	39076.43	194916.16	6531.34	146915.9	89368.03	2	2	16212.35	2252118.01	46282.82	12.66	13640.25	85410.03	479371.19	634394.34	619108.16	668645.32	112653.1	0.2	2019.52	667128.84	0
DS05P114	70593.13	657387.71	852093.74	134128.82	0	780713.75	297327.4	60648.04	861127.59	237954.9	11	53639.34	979769.29	0	373274.02	70.14	463383.83	342487.7	11946.68	99087.02	170461.32	51887.84	31032.17	34780.56	17692.79	49030.51	15273	11	3038.3	0	19549.37	21628.1	456	14995.1	1	369915.48	85929.72	1864.25	45140.39	598479.4	829	334	829	758084.51	1145417.23	1092232.61	202026.98	65504.37	18896.13	19233.24	70760.12	623123.95	973901.09	158854.33	679495.89	136729.75	652694.69	85293.25	15395	27208.11	13.4	87729.71	128.18	134241.61	117605.08	38639.82	1086296.47	137799.67	30081.41	870439.07	23807.93	10534.53	12416.12	0	8488.53	94669.89	192426.66	21783.08	727.98	24177.1	25914.48	829	48960.34	86791.74	21107.12	150861.62	41247.51	366544.62	19248.4	390.36	13.33	829	2595.67	24177.1	150176	2749648.28	267505.37	1203.5	6838.26	184078.27	377442.07	116984.99	115504.68	24580.12	521311.52	21325.92	221830.64	84194.97	159635.76	50920.58	0	15273	5804.84	5118.25	3103.47	158768.21	1104095.72	305388.24	921	829	0	422184.66	96073.54	520113.36	150330.4	825946.84	0	245457.21	420038.93	51758.08	43681.52	513466.51	843135.35	107513.52	961846.21	2596.67	4.17	70965.87	0	631661.44	18	477489.94	116653.69	49859.51	86732.78	156440.73	269318.83	43810.72	355.01	350920.53	173.29	698822.46	650095.63	453588.27	362835.06	65903.71	873768.99	537212.51	129131.8	121730.47	24177.1	31589.27	4892.92	736594.22	199210.02	27868.9	173070.13	86131.97	1263435.97	782608.03	0	0	2456412.51	262136.23	586979.2	6999.51	230822.11	459430.72	0	86782.95	2603846.53	1085.25	1908.29	753533.96	0	795446.95	142	0	56517.28	50006.6	939029.79	17052.5	525938.2	4.17	46780.88	167164.6	1341	134710.07	91135.05	0	0	11055	2012630.67	47539.24	13.33	4506.55	153970.87	452166.03	543711.21	119494.74	564725.91	80236.72	0	449.77	549816.99	0
DS05P196	78215.9	695833.97	986550.65	129219.88	1	905105.18	354430.3	75554.6	1010255.67	292812.02	9	64675.8	1143955.38	44	437047.47	99.34	501216.84	408164.39	3414.71	110621.11	214604.43	109713.04	44095.39	70850.49	45157.02	40507.51	7196	9	8951.42	0	24418.38	32743.08	4266	28021.3	427	446347.43	89801.43	286	48427.86	724866.64	2041	20	2041	926511.56	1295665.36	1272784.16	228056.25	80796.37	19935.9	16938.66	58794.36	676891.47	951060.06	158228.77	801206.42	159883.44	794895.59	101185.47	10207.14	25661.27	4	83077.82	297.15	107807.32	89053.62	31298.17	1157446.47	155709.57	26227.4	1099179.24	34700.23	12912.55	21385.46	0	9853.08	102122.39	195189.15	28903.4	2775.97	31906.89	33561.54	2041	54653.34	102494.18	54040.35	169213.24	52275.15	435300.12	17250.79	838.5	2.33	2041	2012.14	31906.89	159550.04	2761550.5	301213.12	6072.33	10251.31	219183	409547.55	112957.44	123925.52	62712.93	613329.73	26182.08	291778.05	90423.55	176194.89	67509.43	0	7176	1190.29	4475.28	9041.59	188845.09	1400359.11	334557.15	6434	2041	0	523424.99	85779.85	673306.52	173419.83	921550.2	0	231356.92	395778.5	42468.16	30188.38	548063.62	991272.74	125568.67	1073615.59	2020.14	0.17	79493.65	44	702800.5	17	554685.53	119743.81	42548.51	54854.86	192710.16	342322.08	36245.17	4021.01	390442.41	30.99	830261.66	755422.34	406708.6	396669.77	75863.92	955601.56	578016.55	233902.55	134556.35	31906.89	38244.06	923.67	866143.05	218796.01	25427.27	194962.37	163142.08	1450517.65	892103	0	0	2839407.13	317710.63	619104.41	14430.43	245152.55	549715.58	44	54886.03	3112228.5	3184.64	5210.29	964575.74	44	926231.33	0	44	67112.84	61648.9	1064711.79	12741	636764.49	0.17	37143.73	197370.23	4078	148853.14	104942.44	44	44	22700.39	2352704.75	53638.96	78.33	9932.73	149194.57	509718.48	652066.41	268154.64	659548.84	91613.13	10.4	1925.8	639867.85	0
DS06P140	65524.3	513199.97	788895.53	99692.05	2	819738.67	226876.87	26718.33	1027426.35	292018.78	10	59717.53	910685.72	17	421889.81	85.2	539285.03	272783.95	1815.74	72428.87	199168.85	169201.35	84065.2	113304.21	79788.81	7812	2378	10	1518.88	0	35124.66	45726.83	6	74234.3	0	367436.67	82382.31	67	61094.21	666603.69	369	28	369	797597.51	1183481.88	1192044	238565.71	95337.75	4113.05	41101.91	63889.46	446746.48	667787.33	59859.62	681594.11	85088.73	786488.18	111183.77	2386	6293.38	9.6	67789.54	206.33	73498.69	56493.11	13846.05	764648.99	136895.81	12235.21	869485.18	61723.77	2432.72	34891.13	0	2345.05	58379.4	143917.29	8271.53	802.6	50036.17	8739.87	369	48965.74	62524.02	107299.91	148741.77	9933.91	324535.63	41173.24	621	2	369	4390	50036.17	133978.3	1702175.14	231333.94	896.83	2383.6	316513.68	310389.92	56056.83	116080.63	100428.64	568697.95	30315.55	156090.37	94977.08	140294.5	59145.04	0	2378	986.41	390.33	1603.88	189998.89	1268530.07	342493.81	233.5	369	0	550460.7	74014.63	780186.92	152178.99	766540.85	1	175917.08	240203.61	13810.59	11372.02	326585.84	837979.92	142863.19	672663.84	4393	3	61109.06	17	402022.29	46	445764.29	74101.83	8180	15917.73	207744.57	417686.33	36685.22	292.5	440417.13	26	675067.57	775364.88	149313.73	335720.82	69771.19	931261.69	431803.77	176441.54	117954.9	50036.17	51279.17	798	667316.52	235809.07	24153.28	139475.38	318969.43	1339060.07	766522.28	1	1	2701818.91	168569.33	496352.75	1442.83	83903.97	681186.85	16	15937.73	3049021.89	690	2940.33	641069.79	18	749187.53	0	16	93365	53054.67	983234.27	2525	594312.02	3	13899.18	177673.92	587.66	140919.53	100098.07	16	16	67976.2	2295203.08	42058.94	4	2051.88	85424.75	496657.81	549994.68	160173.32	686730.83	98379.58	0.66	493.5	636705.63	0
