ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE10P016	DE08P017	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076
ASV_77	0.367	12.516	0.738390885363274	0.94437656731841	NotSig	0.417	0.409	0.087	0.061	1.926	0.454	0.624	0.265	0.338	0	0	0.096	0.011	0.051	1.283	1.013	0.319	0.164	0.334
ASV_144	-0.387	10.39	0.743648783789638	0.94437656731841	NotSig	0.072	0.135	0.008	0	0.013	0.106	0.096	0.077	0.348	0.003	0	0.002	0	0.006	0.062	0.1	0.538	0.123	0.249
ASV_200	0.258	10.625	0.746544447173323	0.94437656731841	NotSig	0.15	0.12	0.08	0.138	0.065	0.075	0.673	0.122	0.049	0.104	0.042	0.119	0.018	0.044	0.146	0.318	0.154	0.031	0.134
ASV_47	0.326	11.965	0.750206803219953	0.94437656731841	NotSig	0.359	0.303	0.085	0.002	0.736	0.506	1.325	0.431	0.145	0.004	0	0.057	0.293	0.045	0.494	0.815	0.265	0.404	0.054
ASV_20	0.312	11.994	0.754116285688972	0.94437656731841	NotSig	0.332	0.305	0.054	0.012	0.101	0.577	0.492	0.829	0.897	0.012	0.018	0.012	0.032	0.02	0.092	0.464	0.194	0.335	1.292
ASV_137	-0.29	8.513	0.76962787782044	0.94437656731841	NotSig	0.024	0.031	0.095	0.016	0.007	0.067	0.021	0.003	0	0.003	0	0.059	0.036	0.035	0.027	0.024	0.056	0.003	0.008
ASV_85	0.253	10.892	0.770784162609966	0.94437656731841	NotSig	0.167	0.153	0.238	0.441	0.109	0.241	0.384	0.038	0.008	0.023	0.023	0.245	0.115	0.406	0.055	0.034	0.268	0.089	0.01
ASV_65	-0.309	12.948	0.770816562263027	0.94437656731841	NotSig	0.518	0.727	2.201	0.604	0.012	0.099	0.338	0.053	0.007	0.809	0.543	3.498	1.508	0.544	0.015	0.069	0.07	0.103	0.008
ASV_870	-0.267	10.53	0.777034557884169	0.94437656731841	NotSig	0.086	0.129	0.03	0.007	0.233	0.319	0.043	0.027	0.063	0.043	0.009	0.072	0.065	0.009	0.343	0.42	0.052	0.014	0.053
ASV_61	0.379	11.734	0.777186638404657	0.94437656731841	NotSig	0.262	0.248	0.002	0.692	0.007	0.07	0.462	0.161	0.96	0	0	0.003	0	0	0.004	0.299	0.489	0.123	1.066
ASV_881	0.274	11.924	0.783209345284957	0.94437656731841	NotSig	0.381	0.323	0.089	0.004	0.064	0.445	0.059	2.265	0.472	0.021	0.011	0.038	0.044	0.038	0.05	0.398	0.237	0.91	0.871
ASV_209	-0.239	9.781	0.798494847521396	0.94437656731841	NotSig	0.05	0.08	0.01	0.009	0.017	0.171	0.048	0.005	0.084	0.031	0.078	0.006	0.061	0.053	0.016	0.294	0.006	0.038	0.163
ASV_36	-0.233	13.263	0.805402727654895	0.94437656731841	NotSig	0.821	0.879	0.174	0.168	0.18	2.814	2.445	1.366	0.125	0.103	0.016	0.178	0.071	0.074	2.655	2.761	0.44	0.53	0.323
ASV_63	-0.221	12.341	0.807611330635464	0.94437656731841	NotSig	0.424	0.449	0.077	0.184	0.156	1.339	1.173	0.676	0.033	0.166	0.012	0.149	0.102	0.08	1.575	1.105	0.222	0.256	0.104
ASV_35	-0.231	12.05	0.809598395106637	0.94437656731841	NotSig	0.253	0.411	0.36	0.505	0.011	0.023	0.096	0.091	0.03	0.341	0.824	0.297	0.296	1.428	0.009	0.023	0.805	0.082	0.347
ASV_126	-0.274	9.757	0.813645367759029	0.94437656731841	NotSig	0.055	0.082	0.279	0.016	0	0.012	0.018	0.019	0.008	0.115	0.031	0.419	0	0.078	0	0.003	0.124	0.031	0.005
ASV_59	-0.233	11.497	0.819262683747314	0.94437656731841	NotSig	0.166	0.274	0.084	0.123	0.022	0.3	0.047	0.043	0	0.361	0.519	0.143	0.547	0.333	0.004	0.875	0.11	0.174	0.003
ASV_87	0.221	10.598	0.822994797948482	0.94437656731841	NotSig	0.134	0.125	0.266	0.624	0.016	0.007	0.182	0.012	0.003	0.065	0.028	0.33	0.068	0.321	0.004	0.221	0.027	0.017	0.016
ASV_143	0.217	10.78	0.825127625763826	0.94437656731841	NotSig	0.116	0.132	0.034	0.082	0.403	0.135	0.041	0.135	0.206	0.001	0.004	0.006	0.005	0.072	0.147	0.134	0.035	0.154	0.504
ASV_25	0.177	13.129	0.829878294190965	0.94437656731841	NotSig	0.745	0.723	1.036	0.056	0.494	0.962	0.501	2.173	0.624	0.744	0.113	0.16	1.308	0.175	0.092	1.055	0.958	0.927	1.107
ASV_40	0.181	12.616	0.834207011970701	0.94437656731841	NotSig	0.489	0.533	0.939	0.387	0.616	0.323	0.853	0.49	0.665	0.025	0.102	0.364	0.016	0.074	0.458	0.218	2.209	0.581	0.346
ASV_90	0.188	10.496	0.835119729290333	0.94437656731841	NotSig	0.094	0.103	0.141	0.025	0.05	0.02	0.068	0.074	0.013	0.066	0.388	0.125	0.369	0.044	0.015	0.026	0.024	0.068	0.157
ASV_24	-0.339	11.654	0.84531689482387	0.94437656731841	NotSig	0.212	0.341	0	0	0.001	1.893	0	0.009	0	0.007	0	0	0	0	0.011	2.392	0.292	0.021	0.009
ASV_73	0.203	13.136	0.845683323954151	0.94437656731841	NotSig	0.892	0.911	0.35	0.056	1.27	0.025	0.36	5.592	0.236	0.123	0.016	0.077	0.104	0.057	0.394	0.028	0.073	6.039	0.516
ASV_52	-0.168	11.883	0.865447645492221	0.94437656731841	NotSig	0.266	0.322	1.58	0.096	0.067	0.019	0.158	0.06	0.025	0.195	0.194	0.199	1.222	0.104	0.009	0.026	0.905	0.048	0.06
ASV_76	0.137	11.701	0.870046305128292	0.94437656731841	NotSig	0.217	0.248	0.202	0.084	0.656	0.094	0.226	0.159	0.437	0.04	0.054	0.142	0.324	0.125	0.711	0.151	0.157	0.215	0.156
ASV_141	-0.146	10.576	0.870809107267529	0.94437656731841	NotSig	0.113	0.139	0.1	0.012	0.242	0.103	0.394	0.103	0.056	0.006	0.001	0.029	0.113	0.011	0.198	0.121	0.235	0.294	0.11
ASV_30	0.127	11.495	0.872565113209771	0.94437656731841	NotSig	0.257	0.247	0.09	0.322	0.155	0.351	0.355	0.779	0.102	0.142	0.012	0.137	0.045	0.092	0.127	0.211	0.348	0.51	0.508
ASV_235	0.137	10.246	0.875928711624835	0.94437656731841	NotSig	0.083	0.094	0.061	0.074	0.13	0.125	0.119	0.039	0.188	0.006	0.005	0.071	0.019	0.009	0.167	0.102	0.243	0.027	0.111
ASV_117	-0.144	9.06	0.882857380936087	0.94437656731841	NotSig	0.031	0.054	0.038	0.03	0.006	0.042	0	0.029	0.005	0.043	0.088	0.021	0.045	0.02	0.007	0.087	0.005	0.243	0.003
ASV_151	0.145	10.616	0.885946706042656	0.94437656731841	NotSig	0.143	0.116	0.008	0.065	0.03	0.489	0.421	0.197	0.008	0.07	0	0.012	0.005	0.014	0.471	0.135	0.151	0.109	0.032
ASV_49	-0.125	11.146	0.888496297062883	0.94437656731841	NotSig	0.202	0.219	0.079	0.128	0.132	0.045	0.993	0.296	0.096	0.004	0.043	0.158	0.013	0.122	0.087	0.027	1.059	0.205	0.08
ASV_41	-0.099	11.118	0.922778326577817	0.972129035699474	NotSig	0.154	0.208	0.135	0.002	0.047	0.219	0.264	0.255	0.412	0.029	0.022	0.012	0	0.011	0.08	0.072	1.026	0.168	0.294
ASV_2	0.071	16.262	0.935892383556963	0.972129035699474	NotSig	5.651	6.615	2.275	4.014	6.094	3.257	7.295	11.431	16.075	0.33	0.085	4.245	1.353	0.924	6.997	5.823	19.292	3.7	10.586
ASV_189	-0.057	11.448	0.940422896069187	0.972129035699474	NotSig	0.205	0.258	0.163	0.24	0.09	0.609	0.151	0.236	0.112	0.21	0.035	0.142	0.218	0.407	0.09	0.406	0.138	0.448	0.215
ASV_86	-0.096	10.051	0.940857004152671	0.972129035699474	NotSig	0.075	0.113	0	0	0.026	0.118	0.121	0.104	0.002	0.289	0.015	0	0	0	0.114	0.109	0.016	0.663	0.003
ASV_51	0.06	10.867	0.943367821625525	0.972129035699474	NotSig	0.14	0.172	0.115	0.081	0.018	0.057	0.408	0.058	0.02	0.251	0.252	0.102	0.057	0.666	0.02	0.114	0.06	0.294	0.065
ASV_149	0.053	10.413	0.953713615703289	0.975366444821201	NotSig	0.11	0.116	0.335	0.287	0.047	0.122	0.089	0.091	0.015	0.001	0.005	0.111	0.021	0.101	0.088	0.06	0.48	0.014	0.054
ASV_17	0.047	12.365	0.962615713464354	0.975366444821201	NotSig	0.481	0.468	0.266	0.019	0.259	0.528	1.944	0.859	0.422	0.013	0.015	0.062	0	0.053	0.671	0.188	1.711	0.756	0.306
ASV_72	0.042	9.652	0.968895869143508	0.975366444821201	NotSig	0.052	0.064	0.021	0.005	0.193	0.08	0	0.115	0.015	0.012	0.026	0.002	0.024	0	0.103	0.152	0.003	0.085	0.14
ASV_127	-0.046	9.834	0.969595045739419	0.975366444821201	NotSig	0.066	0.076	0.327	0.191	0.002	0	0.008	0.007	0.002	0.016	0.044	0.286	0.11	0.179	0	0.005	0.006	0	0.021
ASV_43	0.013	12.514	0.987164199913061	0.987164199913061	NotSig	0.431	0.512	0.189	0.179	0.175	1.163	0.623	0.591	0.704	0.044	0.21	0.28	0.201	0.101	0.623	0.651	1.36	0.527	0.351
