orig_model	model	color	OTU	X1	X2
357	67	mini_model	#C1C1C1	ASV_900	6.22221568432877	-8.74730563397157
358	33	mini_model	#C1C1C1	ASV_742	10.1531465719245	-10.2350275981183
359	93	mini_model	#C1C1C1	ASV_747	-10.8894273534554	-13.8739034428045
360	80	model_80	#F8FCB4	ASV_998	-9.05434657347328	-9.76845240415523
361	35	mini_model	#C1C1C1	ASV_1135	-10.4342514749699	-6.21296324755909
362	92	mini_model	#C1C1C1	ASV_839	-5.66417502741731	6.39977321314296
363	2	model_2	#BA2148	ASV_690	0.517032074907702	1.0670333130361
364	118	mini_model	#C1C1C1	ASV_605	-13.0509751454851	0.747014297779629
365	115	model_115	#5E4FA2	ASV_856	-2.5045369564233	-17.1146828063126
366	5	model_5	#B4E0A2	ASV_906	-4.13878622877654	-10.5033758684816
367	47	mini_model	#C1C1C1	ASV_735	14.5719545053282	6.85073581053785
368	80	model_80	#F8FCB4	ASV_872	-9.14048599964397	-11.7892762681047
369	2	model_2	#BA2148	ASV_929	-0.0282006431268584	1.36877908936157
370	36	mini_model	#C1C1C1	ASV_1221	-0.0499033505678424	11.4843478040493
371	58	model_58	#50A9AF	ASV_1014	-7.7753744719289	-7.53430064467749
372	60	mini_model	#C1C1C1	ASV_1197	-6.40552381835307	8.89912629592838
373	30	mini_model	#C1C1C1	ASV_1232	8.43018959315554	6.38620535298636
374	65	mini_model	#C1C1C1	ASV_921	-8.14910360802231	10.7433596232633
375	25	mini_model	#C1C1C1	ASV_718	5.42047910217423	-6.97741065916078
376	68	mini_model	#C1C1C1	ASV_1092	-5.82304404488363	12.0547634360882
377	73	model_73	#D6404E	ASV_1007	5.20782371858539	11.2297391739743
378	72	mini_model	#C1C1C1	ASV_1200	-8.41648247250115	6.63524405518457
379	96	model_96	#EBF7A0	ASV_1061	-5.49086578752419	-14.900262481283
380	118	mini_model	#C1C1C1	ASV_770	-13.0572440625817	-0.114661850757574
381	80	model_80	#F8FCB4	ASV_992	-9.29519613614491	-10.7285050954742
382	73	model_73	#D6404E	ASV_1043	4.21400965750757	10.9230433453262
383	100	mini_model	#C1C1C1	ASV_1036	3.24065057726465	-16.4887289189828
384	36	mini_model	#C1C1C1	ASV_1191	0.584594570081885	12.1076763083088
385	105	model_105	#F99655	ASV_953	10.2853238682275	-3.24292692710436
