ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	DE07P016	DE10P016	DE08P017	DE07P049	DE07P054	DE07P060	DE07P065	DE07P076
ASV_203	-0.666	10.499	0.541423282599753	1	NotSig	0.028	0.044	0.033	0.081	0.005	0.019	0.078	0.012	0.008	0.003	0.012	0.059	0	0.145	0.009	0.017	0.016	0.089	0.018
ASV_146	-0.489	13.265	0.814808720691074	1	NotSig	0.168	0.236	0.031	0.067	0.524	0.371	0.353	0.122	0.043	0.001	0.001	0.03	0.013	0.011	0.984	0.194	0.459	0.089	0.109
ASV_142	-1.598	11.206	0.73565245946642	1	NotSig	0.016	0.049	0.002	0.005	0.008	0.099	0.001	0.009	0.016	0.003	0.003	0	0	0.139	0	0.236	0.003	0.007	0.008
ASV_143	-0.19	12.3	0.814808720691074	1	NotSig	0.116	0.132	0.034	0.082	0.403	0.135	0.041	0.135	0.206	0.001	0.004	0.006	0.005	0.072	0.147	0.134	0.035	0.154	0.504
ASV_108	-0.948	13.127	0.961532239658224	1	NotSig	0.089	0.171	0.002	0.056	0.112	0.241	0.273	0.096	0.005	0.016	0	0.003	0	0	0.894	0.202	0.192	0.058	0.022
ASV_123	-0.84	14.393	0.961532239658224	1	NotSig	0.178	0.318	0.069	0.084	0.036	0.019	0.24	0.146	1.006	0	0	0.143	0	0.077	0.004	0.009	0.106	0.055	2.152
ASV_125	-0.806	7.084	0.959486386565679	1	NotSig	0.002	0.004	0.002	0	0	0.013	0.003	0.002	0	0.001	0	0.011	0	0.014	0.001	0	0.006	0	0
ASV_407	2.97	9.431	0.154925412037164	1	NotSig	0.016	0.002	0	0	0.004	0.012	0.056	0.002	0	0.069	0.007	0	0	0	0	0.01	0.003	0.003	0
ASV_141	-0.297	11.944	0.276593994241053	1	NotSig	0.113	0.139	0.1	0.012	0.242	0.103	0.394	0.103	0.056	0.006	0.001	0.029	0.113	0.011	0.198	0.121	0.235	0.294	0.11
ASV_127	-0.196	11.674	0.961532239658224	1	NotSig	0.066	0.076	0.327	0.191	0.002	0	0.008	0.007	0.002	0.016	0.044	0.286	0.11	0.179	0	0.005	0.006	0	0.021
ASV_140	-1.01	15.389	0.742986425339367	1	NotSig	0.3	0.605	0.048	0.005	0.182	0.534	0.044	1.705	0.162	0.01	0.012	0.006	0.003	0.018	0.222	0.225	0.003	4.292	0.067
ASV_135	2.439	13.712	0.268178638798815	1	NotSig	0.206	0.038	0.021	1.342	0.011	0.006	0.012	0.457	0	0.006	0	0.027	0.066	0.071	0.054	0.006	0.003	0.027	0.049
ASV_147	1.446	13.103	0.962566844919786	1	NotSig	0.169	0.062	0.015	0.142	0.88	0.046	0.163	0.25	0.007	0.015	0.001	0.063	0.019	0.045	0.161	0.047	0.016	0.133	0.01
ASV_158	4.716	12.505	0.186584336649995	1	NotSig	0.071	0.003	0.005	0	0.001	0.015	0	0.01	0	0.581	0.026	0	0.003	0	0	0.011	0	0.007	0
ASV_220	0.601	14.556	0.888358700123406	1	NotSig	0.399	0.263	0.223	2.409	0.131	0.428	0.121	0.062	0.196	0.022	0	1.11	0.024	0.119	0.264	0.208	0.203	0.055	0.122
ASV_134	0.175	11.539	0.888358700123406	1	NotSig	0.11	0.098	0.03	0.035	0.144	0.254	0.154	0.151	0.193	0.012	0.02	0.027	0.036	0.03	0.019	0.298	0.13	0.065	0.176
ASV_207	1.167	10.431	0.809779770643472	1	NotSig	0.024	0.011	0.002	0	0	0.01	0.013	0.019	0.002	0.138	0.035	0.012	0.053	0.002	0.003	0.001	0.005	0.007	0.004
ASV_101	0.737	5.997	0.46425873710382	1	NotSig	0.002	0.001	0	0	0.005	0.003	0	0.005	0.002	0	0	0	0	0	0.001	0.006	0	0	0
ASV_167	1.461	10.957	0.32532429590873	1	NotSig	0.061	0.022	0.199	0	0.092	0.129	0.057	0.024	0.048	0	0	0	0	0	0.015	0.066	0.049	0.027	0.019
ASV_149	-0.075	12.228	0.888358700123406	1	NotSig	0.11	0.116	0.335	0.287	0.047	0.122	0.089	0.091	0.015	0.001	0.005	0.111	0.021	0.101	0.088	0.06	0.48	0.014	0.054
ASV_870	-0.581	12.037	0.321266968325792	1	NotSig	0.086	0.129	0.03	0.007	0.233	0.319	0.043	0.027	0.063	0.043	0.009	0.072	0.065	0.009	0.343	0.42	0.052	0.014	0.053
ASV_210	-0.174	11.545	0.888358700123406	1	NotSig	0.049	0.056	0.005	0.009	0.004	0.17	0.005	0.017	0.012	0.132	0.09	0.017	0.01	0.015	0.011	0.299	0	0.092	0.001
ASV_157	-1.85	10.104	1	1	NotSig	0.006	0.02	0.025	0.012	0.002	0	0	0.002	0.002	0.003	0.005	0.041	0	0.11	0	0	0.008	0.003	0.001
ASV_144	-0.899	12.395	0.530658286123947	1	NotSig	0.072	0.135	0.008	0	0.013	0.106	0.096	0.077	0.348	0.003	0	0.002	0	0.006	0.062	0.1	0.538	0.123	0.249
ASV_121	0.303	11.515	0.962566844919786	1	NotSig	0.099	0.08	0.028	0.011	0.074	0.064	0.191	0.293	0.218	0.01	0.001	0.021	0.002	0.041	0.058	0.015	0.133	0.25	0.122
ASV_311	-0.947	11.39	0.4234471410942	1	NotSig	0.058	0.113	0.057	0.091	0.065	0.064	0.102	0.106	0.026	0.009	0.005	0.253	0	0.033	0.048	0.074	0.268	0.065	0.159
ASV_166	-1.157	14.427	0.884529121400225	1	NotSig	0.161	0.359	0	0	0.006	0.02	0.008	0.904	0.505	0.001	0.003	0.002	0	0	0.004	0.018	0.019	2.202	0.624
ASV_177	-1.119	12.564	0.772694498089087	1	NotSig	0.044	0.095	0	0.077	0.02	0.003	0.022	0.142	0.015	0.004	0.109	0.003	0.005	0.006	0	0.015	0.008	0.116	0.605
ASV_235	-0.178	11.247	0.962566844919786	1	NotSig	0.083	0.094	0.061	0.074	0.13	0.125	0.119	0.039	0.188	0.006	0.005	0.071	0.019	0.009	0.167	0.102	0.243	0.027	0.111
ASV_151	0.301	12.255	0.962566844919786	1	NotSig	0.143	0.116	0.008	0.065	0.03	0.489	0.421	0.197	0.008	0.07	0	0.012	0.005	0.014	0.471	0.135	0.151	0.109	0.032
ASV_169	-1.86	11.886	0.370382558617853	1	NotSig	0.025	0.09	0.01	0.012	0.062	0.038	0.012	0.048	0.04	0.001	0	0.003	0.002	0.003	0.155	0.103	0.057	0.017	0.379
ASV_128	0.973	11.832	0.550515695568655	1	NotSig	0.041	0.021	0	0	0	0	0.001	0.365	0	0	0	0	0	0	0	0.003	0.013	0.15	0
ASV_131	3.224	14.311	1	1	NotSig	0.273	0.029	0	0	0	0.009	2.032	0.413	0	0	0.003	0	0	0	0	0.003	0.103	0.051	0.076
ASV_156	-1.512	7.017	0.309647263267582	1	NotSig	0.001	0.004	0	0	0	0.006	0.001	0.002	0.003	0	0	0.008	0.013	0	0	0.001	0.006	0	0.003
ASV_183	-1.117	12.76	0.857862115653598	1	NotSig	0.041	0.088	0	0	0.05	0.309	0.005	0	0	0	0	0	0	0	0	0.694	0.01	0	0
