ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DE03P016	DE03P017	DE03P049	DE03P054	DE03P060	DE03P065	DE03P076	DE03P081	DE03P083	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_62	-0.21	13.687	0.585138236647849	0.965294924060784	NotSig	0.191	0.221	0.319	0.506	0.002	0.015	0.028	0.01	0.01	0.128	0.698	0.126	0.192	0.037	0.141	0.102	0.301	0.555	1.319	1.207	0.521	0.535	0.348	0.475	0.337	0.817	0.003	0.015	0.003	0.009	0.064	0.01	0.012	0.02	0.018	0.017	0.303	0.005	0.034	0.028	0.163	0.269	0.021	0.015	0.01	0.07	0.099	0.013	0.072	0.322
ASV_49	-0.266	13.876	0.515469139159809	0.965294924060784	NotSig	0.202	0.243	0.079	0.128	0.132	0.045	0.993	0.296	0.096	0.004	0.043	0.073	0.201	0.138	0.383	0.208	0.024	0.252	0.101	0.034	0.048	0.038	0.261	0.065	0.051	0	0.098	0.145	0.079	0.468	0.02	0.114	0.77	0.434	0.168	0.13	0.661	0.052	0.229	1.504	0.179	0.251	1.055	0.696	0.08	0.104	0.258	0.091	0.002	0.005
ASV_28	2.777	12.053	0.785992762577857	0.965294924060784	NotSig	0.047	0.007	0	0	0.001	0.425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.009	0	0	0.008	0	0.088	0.107	0.05	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_50	-0.627	16.348	0.73106253556807	0.965294924060784	NotSig	0.315	0.487	0.008	0.049	0.02	0.268	0.035	0.103	2.334	0.018	0.001	0.142	0.172	1.816	0.034	0	0	0	0.023	0.008	0.014	0.3	0.011	0	0	0	0.509	0.009	0.037	1.87	0.016	0.146	1.023	0.133	0.037	0.013	0.014	0.11	0.732	0.264	0.272	0.58	0.322	8.341	0.125	0.488	0.18	1.208	0.002	0.034
ASV_58	1.348	14.753	0.61571950847483	0.965294924060784	NotSig	0.686	0.269	0.061	0.144	0.204	2.761	2.709	0.13	0.02	0.109	0.034	0.491	0.282	0.052	0.065	0.709	0.017	0.019	0.109	0.012	0.007	0.026	0	0.011	0.058	0	1.491	1.022	0.322	0.156	0.211	0.143	0.628	0.08	0.079	0.357	0.657	0.378	0.027	0.066	0.262	0.043	0.113	0.038	0.127	0.469	0.78	1.017	0.181	0
ASV_81	0.23	14.488	0.968394074846724	0.99791828444571	NotSig	0.325	0.277	1.536	0.31	0.01	0.009	0.185	0.048	0	0.53	0.297	0.047	0.26	0.062	0.891	0.134	0.966	0.19	0.389	0.603	0.832	0.684	0.464	1.137	0.714	2.298	0.055	0.034	0.041	0.013	0.035	0.01	0.021	0.003	0.045	0.003	0.027	0.015	0.076	0.009	0.109	0.067	0.15	0.072	0.024	0.023	0.043	0	0.2	0.057
ASV_56	-1.431	17.098	0.199193960617794	0.965294924060784	NotSig	0.2	0.54	0.056	0.147	0.006	0.077	0.032	0.096	0.079	0.396	0.914	0.096	0.048	0.013	0.399	0.256	0.033	14.025	0.191	0.302	0.055	0.02	0.053	0.099	0.021	0.007	0.013	0.081	0.026	0.118	0.022	0.025	0.037	0.032	0.025	0.015	0.862	0.02	0.183	0.006	0.023	0.054	0.029	0.004	0.006	0	0.27	0.029	0.162	3.413
ASV_47	0.303	14.457	0.578893623261333	0.965294924060784	NotSig	0.359	0.291	0.085	0.002	0.736	0.506	1.325	0.431	0.145	0.004	0	0.016	0.014	0.05	0.004	0	0.058	0.003	0.003	0	0.002	0.006	0.004	0.011	0	0	0.911	2.054	0.63	0.322	0.12	0.076	0.097	0.049	0.25	1.457	0.745	0.09	0.25	0.745	0.267	0.166	0.298	0.024	0.208	0.047	2.249	0.13	0.003	0.002
ASV_44	-0.339	15.08	0.640002503358999	0.965294924060784	NotSig	0.402	0.508	1.35	0.126	0.119	0.03	0.239	0.883	0.843	0.012	0.015	1.042	0.242	0.879	0.037	0.034	0.014	0.422	0.355	0.761	0.127	0.081	0.074	0.02	0.021	0.031	0.036	1.187	0.312	0.135	1.299	0.172	0.084	0.064	2.647	0.14	0.095	1.713	0.513	0.111	0.513	3.464	0.843	0.14	0.117	0.926	0.067	0.65	0.012	0.447
ASV_71	-0.556	13.336	0.597290966014448	0.965294924060784	NotSig	0.045	0.066	0.026	0.065	0.017	0.025	0.19	0.045	0.023	0.009	0.007	0.054	0.06	0.064	0.026	0.029	1.034	0.029	0.006	0.006	0.005	0	0.004	0.009	0.009	0.004	0.016	0.355	0.072	0.006	0.013	0.031	0.132	0.021	0.025	0.013	0.109	0	0.064	0.003	0.046	0.043	0.047	0.041	0.02	0.021	0.135	0.021	0.006	0.002
ASV_73	1.163	16.303	0.164221078988752	0.965294924060784	NotSig	0.892	0.398	0.35	0.056	1.27	0.025	0.36	5.592	0.236	0.123	0.016	0.241	0.438	0.141	0.021	0.016	0.243	0.234	0.216	0.002	0.011	0.015	0.004	0.016	0.002	0.002	0.356	0.043	0.119	0.116	0.129	0.025	0.087	0.064	0.189	0.11	0.955	0.261	8.086	0.121	0.295	0.329	0.021	0.052	0.209	0.021	1.915	0.384	0.03	0.011
ASV_94	0.613	13.743	0.755361531452764	0.965294924060784	NotSig	0.265	0.173	0.131	0.14	0.023	0.042	0.036	0.031	0.007	0.606	1.371	0.082	0.206	0.059	0.39	0.222	0.312	0.467	0.135	0.079	0.264	0.585	0.038	0.188	0.882	0.079	0.036	0.636	0.038	0.024	0.103	0.044	0.075	0.176	0.009	0.017	0.181	0.02	0.494	0.019	0.225	0.114	0.006	0.01	0.011	0.015	0.08	0.043	0.045	0.353
ASV_53	-1.758	13.139	0.404416432338495	0.965294924060784	NotSig	0.027	0.091	0.02	0.049	0.008	0.015	0.053	0.027	0	0.029	0.042	0.128	0.175	0.175	0.087	0.032	0.033	0.902	0.023	0.217	0.325	0.186	0.356	0.105	0.074	0.064	0.003	0.01	0.051	0.014	0.026	0.004	0.044	0.003	0.008	0.001	0.003	0.01	0.009	0.007	0.026	0.007	0.027	0.031	0.158	0.037	0.004	0.003	0.14	0.055
ASV_66	-0.493	13.023	0.172543013688789	0.965294924060784	NotSig	0.047	0.065	0	0.075	0.005	0.118	0.009	0.026	0	0.134	0.053	0	0	0.002	0.832	0.798	0	0.426	0	0	0.005	0.003	0.011	0.045	0.002	0	0.013	0.01	0.127	0.022	0.004	0.004	0.004	0.001	0.007	0.009	0.003	0.012	0.015	0.084	0.002	0	0	0	0	0.006	0	0	0.047	0.057
ASV_74	0.269	14.88	0.228653811781462	0.965294924060784	NotSig	0.406	0.337	0.279	0.096	0.49	0.267	0.2	1.974	0.289	0.023	0.031	0.325	0.228	0.271	0.043	0.018	0.027	0.179	0.097	0.063	0.016	0.006	0.017	0.036	0.002	0.004	2.929	0.065	0.403	0.184	0.142	0.085	0.091	0.073	0.312	0.071	1.645	0.889	3.015	0.222	0.218	0.146	0.121	0.016	0.415	0.058	0.39	0.246	0.045	0.012
ASV_63	0.299	15.409	0.450221824892423	0.965294924060784	NotSig	0.424	0.345	0.077	0.184	0.156	1.339	1.173	0.676	0.033	0.166	0.012	0.087	0.285	0.187	0.145	0.232	0.353	0.005	0.062	0.006	0.007	0.052	0.032	0.009	0.018	0.02	0.096	0.102	0.68	0.063	0.077	0.071	0.829	0.064	0.043	0.064	0.199	0.819	0.247	2.12	0.262	0.233	0.431	0.068	0.064	4.351	0.522	0.284	0.251	0
ASV_90	-1.368	15.06	0.434647111050732	0.965294924060784	NotSig	0.094	0.243	0.141	0.025	0.05	0.02	0.068	0.074	0.013	0.066	0.388	3.417	0.073	0.077	0.035	0.01	0.308	0.39	1.119	0.146	1.423	0.093	0.076	0.159	0.222	0.24	0.024	0.027	0.032	0.049	0.038	0.034	0.031	0.035	0.093	0.071	0.027	0.012	0.11	0.01	0.193	0.125	0.06	0.14	0.023	0.194	0.03	0.036	0.059	0.225
ASV_119	1.006	12.696	0.382300361993711	0.965294924060784	NotSig	0.101	0.05	0.664	0.033	0.006	0.001	0.083	0.026	0.016	0.05	0.034	0	0	0	0.103	0.075	0.051	0.034	0.048	0.18	0.239	0.192	0.246	0	0	0.194	0.03	0.018	0	0.068	0	0.015	0.01	0.004	0.009	0.001	0.006	0.01	0.122	0.013	0.016	0.031	0.076	0.039	0.016	0.005	0	0.003	0.017	0.097
ASV_881	0.769	14.467	0.492179630322253	0.965294924060784	NotSig	0.381	0.224	0.089	0.004	0.064	0.445	0.059	2.265	0.472	0.021	0.011	0.009	0.008	0.039	0.013	0.046	0	0.078	0.011	0.014	0.002	0	0	0.004	0.007	0.002	0.485	0.065	2.017	0.111	0.088	0.079	0.115	0.025	0.034	1.341	0.063	0.356	0.83	0.042	0.151	0.17	0.213	0.046	1.104	0.08	0.436	0.612	0.014	0.006
ASV_86	-3.06	16.858	0.49081117747969	0.965294924060784	NotSig	0.075	0.626	0	0	0.026	0.118	0.121	0.104	0.002	0.289	0.015	0	0	0	0.06	0.074	0.003	0.005	0	0	0	0	0.17	0.087	0.102	0.044	1.321	0.143	0.04	0.369	11.881	0.09	0.287	0.242	0.198	0.206	0.021	0.065	0.104	0.348	5.969	2.108	0.045	0.148	0.004	0.085	0.086	0.08	0.012	0.022
ASV_88	-1.282	16.605	0.603191669433734	0.965294924060784	NotSig	0.125	0.305	0.815	0.06	0.001	0.006	0.028	0.015	0.005	0.115	0.084	0.014	0.003	0.003	0.035	0.01	0.144	0.036	0.053	0.267	0.291	0.218	0.11	0.054	0.051	0.196	0.004	0.003	0.009	0.017	0.095	0.001	0.026	0.004	0.018	0.001	0.001	0	0.021	0.003	0.051	0.018	0.016	0.05	0.017	0.001	0.003	0.009	0.062	9.97
ASV_79	-0.19	14.304	0.585138236647849	0.965294924060784	NotSig	0.33	0.377	0.094	0.163	0.148	0.528	0.39	0.197	1.437	0.007	0.008	0.056	0.056	0.034	0.44	0.972	0.144	0.028	0.163	0.061	0.141	1.033	0.108	0.146	2.023	0.057	0.367	1.057	0.183	1.128	0.503	0.741	0.324	0.203	0.174	0.942	0.496	0.102	0.247	0.487	0.602	0.394	0.244	0.196	0.064	0.054	0.439	0.248	0.022	0.008
ASV_77	0.898	14.233	0.634424268151665	0.965294924060784	NotSig	0.417	0.224	0.087	0.061	1.926	0.454	0.624	0.265	0.338	0	0	0.051	0.071	0.032	0.001	0.011	0.111	0	0.088	0.006	0.023	0.02	0.006	0.016	0.016	0.002	0.369	0.278	0.444	0.844	0.188	0.191	0.4	0.187	0.675	0.709	0.277	0.396	0.226	0.423	0.244	0.045	0.285	0.323	0.259	0.591	0.589	0.318	0.012	0.006
ASV_124	-2.389	15.677	0.148510072084623	0.965294924060784	NotSig	0.062	0.324	0.159	0.144	0.019	0.052	0.052	0.009	0.002	0.116	0.004	0.023	0.107	0.022	0.329	0.267	0.002	0.498	0.16	0.073	0.07	0.794	0.091	0.22	0.074	0.015	0.772	0.124	0.013	0.344	0.635	0.015	0.093	0.83	0.01	0.02	0.057	0.005	0.326	0.022	5.237	0.674	0.158	0.015	0.003	0.007	0.344	0.001	0.005	0.166
ASV_99	-1.099	13.51	0.50057658859421	0.965294924060784	NotSig	0.047	0.101	0.136	0.144	0.005	0.016	0.027	0.021	0	0.072	0.005	0.117	0.218	0.069	0.054	0.016	0	0.16	0.142	0.111	0.009	0.006	0.004	0.096	0.055	0.029	0.021	0.003	0.026	0.04	0.043	0.009	0.138	0.408	0.042	0.053	1.167	0.01	0.207	0.012	0.441	0.022	0.045	0.007	0.004	0.001	0.035	0.12	0.005	0.003
ASV_85	-1.746	16.209	0.218519558183849	0.965294924060784	NotSig	0.167	0.561	0.238	0.441	0.109	0.241	0.384	0.038	0.008	0.023	0.023	0.334	7.577	1.042	0.772	4.523	0.317	0.279	0.367	0.053	0.161	0.047	0.774	0.309	0.734	1.067	0.131	0.166	0.123	0.217	0.104	0.045	0.074	0.039	0.076	0.372	0.301	0.251	0.168	0.131	0.177	0.04	0.47	0.084	0.017	0.081	0.239	0.027	0.19	0.005
ASV_75	-1.355	14.037	0.0329113025275483	0.965294924060784	NotSig	0.135	0.346	0.307	0.077	0.042	0.049	0.102	0.57	0.021	0.043	0.007	0.407	0.07	0.485	0.257	0.309	0.072	0.088	0.116	0.036	0.366	0.047	0.061	0.202	1.048	0.029	0.028	1.226	0.051	0.072	0.098	0.108	0.169	0.311	0.138	0.234	1.229	0.573	0.214	1.681	0.334	1.306	0.493	0.556	0.171	0.152	0.244	0.443	0.078	0.005
ASV_84	-0.005	13.648	0.561056972476639	0.965294924060784	NotSig	0.134	0.135	0.13	0.011	0.59	0.042	0.063	0.122	0.246	0.001	0.003	0.114	0.184	0.131	0	0	0	0.053	0.086	0.045	0.007	0	0.002	0.004	0.009	0.002	0.237	0.009	0.032	0.072	0.152	0.063	0.009	0.052	0.039	0.036	0.468	0.01	0.043	0.043	0.123	0.125	0.564	0.057	1.284	0.106	0.112	0.968	0.002	0.006
ASV_106	0.296	13.68	0.852168640494557	0.965294924060784	NotSig	0.079	0.064	0	0.018	0.008	0.009	0.098	0.003	0	0.559	0.015	0	0	0	0.295	0.205	0	0.103	0	0.01	0.025	0	0.125	0	0	0.007	0.007	0.006	0.021	0	0.01	0.007	0.003	0.055	0.016	0.008	0.052	0	0.027	0.084	1.312	0.043	0.004	0.005	0.003	0.023	0.016	0.003	0.02	0.012
ASV_76	-0.616	14.99	0.855828888734231	0.965294924060784	NotSig	0.217	0.333	0.202	0.084	0.656	0.094	0.226	0.159	0.437	0.04	0.054	0.063	0.112	0.118	0.449	0.104	0.212	0.091	0.097	3.254	0.214	0.218	0.498	1.119	0.328	2.014	0.12	0.092	0.117	0.082	0.136	0.092	0.156	0.329	0.846	0.064	0.139	0.07	0.207	0.134	0.105	0.141	0.185	0.118	0.063	0.19	0.129	0.521	0.036	0.012
ASV_78	-2.372	14.234	0.0265382540015464	0.965294924060784	NotSig	0.056	0.288	0.054	0.138	0.056	0.091	0.089	0.043	0.026	0	0.001	0.059	0.203	0.264	0.132	0.035	0.074	0.571	0.067	0.03	0.02	0.003	0.089	0.027	0.042	0.004	0.313	0.627	0.116	0.299	0.187	0.088	1.192	0.183	0.118	0.045	1.077	0.055	0.113	0.125	0.376	1.927	0.544	1.391	0.053	0.057	0.496	0.063	0.156	0.002
ASV_83	-0.166	14.681	0.7312801704227	0.965294924060784	NotSig	0.259	0.29	0.154	0.364	0.44	0.074	0.059	0.519	0.711	0.004	0	0.204	0.232	0.431	0.097	0.71	0.012	0.224	1.343	0.059	0.014	0.017	0.017	0.099	0.002	0	0.595	0.044	0.586	0.069	0.038	0.044	0.032	0.01	0.126	0.066	0.071	0.702	2.627	0.149	0.153	0.168	0.363	0.027	0.435	0.085	0.753	0.7	0.003	0
ASV_64	-0.959	12.191	0.60009755178809	0.965294924060784	NotSig	0.013	0.026	0.041	0.028	0.001	0	0	0.048	0	0	0	0.007	0.073	0.086	0.028	0.002	0.468	0	0.051	0	0.005	0.009	0	0.002	0	0.002	0.007	0.004	0	0	0.001	0.001	0.001	0	0	0.001	0	0.007	0.043	0.173	0	0	0	0	0	0.006	0.001	0.016	0	0
ASV_97	-0.463	13.394	0.549778814303663	0.965294924060784	NotSig	0.167	0.23	0.153	0.321	0.013	0.032	0.28	0.055	0.015	0.101	0.531	0.087	0.62	0.384	0.414	0.269	0.855	0.067	0.113	0.78	0.332	0.116	1.077	0.545	0.342	0.33	0.166	0.108	0.037	0.031	0.094	0.02	0.046	0.011	0.196	0.021	0.151	0.032	0.034	0.033	0.105	0.112	0.101	0.091	0.038	0.889	0.023	0.023	0.235	0.034
ASV_89	-0.075	12.757	0.603191669433734	0.965294924060784	NotSig	0.11	0.116	0.079	0.042	0.029	0.073	0.084	0.171	0.503	0.004	0.009	0.049	0.022	0.047	0.097	0.083	0.219	0.152	0.015	0.144	0.066	0.067	0.07	0.009	0.005	0.119	0.229	0.025	0.116	0.692	0.1	0.042	0.168	0.041	0.195	0.026	0.077	0.142	0.198	0.128	0.063	0.208	0.035	0.565	0.036	0.044	0.071	0.15	0.002	0.022
ASV_70	-1.355	16.073	0.863642305665374	0.965294924060784	NotSig	0.114	0.291	0.376	0.016	0.108	0.093	0.209	0.202	0.013	0	0.007	0.035	0.051	0.034	0.003	0.003	0.058	0.076	0.041	0.024	0	0.029	0.006	0	0.009	0.009	0.022	0.021	0.663	0.027	0.09	0.032	0.184	0.085	0.014	0.023	6.894	0.062	0.143	0.217	0.105	0.267	0.107	0.107	0.77	0.441	0.652	0.043	0.003	0
ASV_100	2.69	16.779	0.284133619553256	0.965294924060784	NotSig	1.41	0.219	0.131	0.713	0.007	0.149	0.173	0.036	0	0.238	11.242	0.107	0.147	0.007	0.097	1.134	0.063	0.481	1.214	0.002	0.339	0.023	0.1	0.282	0.125	2.678	0.015	0.043	0.029	0.008	0.252	0.018	0.012	0.003	0.03	0.042	0.015	0.01	0.015	0.031	0.321	0.533	0.06	0.01	0.017	0.07	0.006	0.004	0.126	0.054
ASV_93	0.562	13.639	0.341634616786777	0.965294924060784	NotSig	0.398	0.27	0.169	0.165	0.823	0.403	1.212	0.322	0.482	0.006	0.003	0.037	0.029	0.03	0.007	0.008	0.096	0.017	0.047	0.006	0.016	0	0.002	0	0.014	0.004	0.107	0.14	0.562	0.179	0.136	0.334	0.331	0.158	0.898	1.157	0.27	0.491	0.421	0.555	0.172	0.103	0.564	0.144	0.795	1.276	0.571	0.838	0.002	0.003
ASV_118	0.029	14.18	0.596101684304904	0.965294924060784	NotSig	0.094	0.093	0	0	0.008	0.366	0.071	0	0.005	0.396	0.004	0	0	0	0.17	0.026	0	0.007	0	0.002	0.032	0.003	0.015	0.004	0.009	0.002	0.052	0.297	0.019	0.018	0.006	0.02	0.065	0.206	0.062	0.036	1.856	0.002	0.012	0.019	0.014	0.018	0.023	0.079	0.003	0.043	0.409	0.081	0.002	0
ASV_98	-0.34	14.221	0.185354665470644	0.965294924060784	NotSig	0.054	0.069	0.1	0.091	0	0	0.001	0.092	0.002	0.009	0.194	0	0.006	0.061	0	0	0	0	0.133	0	0.014	0	0	0.009	0.005	0.011	0	0	0	0	0.001	0	0	0	0	0	0.001	0.11	0.058	0.145	0	0	0.045	0.005	0.014	0.115	0.004	0.029	0.011	1.91
ASV_61	0.003	14.477	0.832102422490036	0.965294924060784	NotSig	0.262	0.261	0.002	0.692	0.007	0.07	0.462	0.161	0.96	0	0	0.012	0.005	0.029	0.31	0.345	0	0.157	0.012	0.01	0.009	0.035	0.117	0.002	0	0	0.233	0.007	0.275	0.014	0.004	0.06	1.737	2.002	0.048	0.001	0.193	0	0.055	0	0.146	0.065	0.057	0.499	1.291	0.017	2.281	0.151	0	0
ASV_117	-1.887	14.064	0.33497176283343	0.965294924060784	NotSig	0.031	0.115	0.038	0.03	0.006	0.042	0	0.029	0.005	0.043	0.088	0.007	0.036	0.05	1.713	0.262	0.053	0.043	0.018	0.091	0.111	0.006	0.013	0.011	0.018	0	0.134	0.068	0.009	0.077	0.058	0.003	0.004	0.152	0.005	0.005	0.01	0.045	0.012	0.087	0.369	0.184	0.181	0.004	0.03	0.004	0.012	0.053	0.012	0.535
ASV_104	-0.2	13.946	0.815275465130828	0.965294924060784	NotSig	0.118	0.136	0.113	0.245	0.013	0.016	0.006	0.217	0	0.443	0.011	0.005	0.022	0.01	0.32	0.302	0.069	0.445	0.088	0.071	0.266	0.035	0.273	0.027	0.021	0.042	0.013	0.015	0.16	0.009	0.009	0.003	0.041	0.228	0.003	0.003	0.088	1.579	0.497	0.142	0.098	0.087	0.164	0.008	0.001	0.047	0.014	0.033	0.065	0.003
ASV_105	-2.924	13.734	0.848603606096906	0.965294924060784	NotSig	0.007	0.053	0	0	0.002	0.007	0.005	0.003	0	0.028	0.016	0	0	0	0.041	0.03	0	0.04	0	0	0	0	0	0.002	0.002	0	0	0	0.041	0	0	0.001	0.065	0.015	0.004	0	0	0.002	0.262	0.001	0.009	0.007	0.045	1.363	0.033	0.035	0.01	0.01	0.016	0.014
ASV_136	-1.249	13.284	0.233511405191655	0.965294924060784	NotSig	0.03	0.072	0.034	0.019	0.023	0.077	0.009	0.027	0.048	0.012	0.022	0	0	0	0.001	0	0.002	0	0.041	0.097	0.02	0.009	0.223	0.02	0.048	0	0.997	0.018	0.021	0.049	0.001	0.003	0.035	0.007	0.013	0.008	0.01	0.224	0.034	0.076	0.002	0	0.021	0.071	0.006	0.085	0	0.026	0.606	0.018
ASV_174	0.403	13.47	0.711381737175609	0.965294924060784	NotSig	0.173	0.131	0.053	0.31	0	0.006	0.006	0.031	0.002	1.135	0.016	0.031	0.057	0.013	0.273	0.277	0.036	0.241	0.051	0.522	0.448	0.035	0.36	0.085	0.037	0.004	0	0.003	0	0.006	0.13	0.009	0.012	0.034	0.001	0.001	0.008	0.017	1.068	0.003	0.783	0.278	0	0.007	0.007	0	0.175	0.02	0.03	0.043
ASV_112	0.979	14.03	0.855828888734231	0.965294924060784	NotSig	0.218	0.111	1.624	0.138	0.004	0.022	0.006	0.045	0.01	0.104	0.009	0.031	0.167	0.019	0.044	0.008	0.019	0.007	0.278	0.087	0.061	1.673	0.049	0.018	0.023	0.011	0.122	0.013	0.021	0.386	0.048	0.003	0.009	0.007	0.017	0.012	0.031	0.102	0.043	0.031	0.007	0.06	0.016	0.008	0.003	0.005	0.091	0.089	0.181	0.513
ASV_111	0.491	12.954	0.579089443173681	0.965294924060784	NotSig	0.185	0.132	0.128	0.063	0.708	0.358	0.377	0.002	0.012	0.009	0.008	0.009	0.081	0.01	0.139	0.793	0.026	0.052	0.003	0.01	0.091	0.003	0.006	0.027	0.051	0	0.515	0.059	0.165	0.304	0.171	0.169	0.256	0.74	0.215	0.548	0.388	0.007	0.082	0.001	0.021	0	0.041	0.001	0.009	0.009	0.096	0.007	0.023	0.005
ASV_126	0.934	11.447	0.526073049702787	0.965294924060784	NotSig	0.055	0.029	0.279	0.016	0	0.012	0.018	0.019	0.008	0.115	0.031	0.031	0.002	0.002	0.019	0.016	0.002	0.01	0.065	0.095	0.07	0.076	0.064	0.022	0.023	0.108	0.033	0.007	0.007	0.091	0.023	0.007	0.013	0.001	0.003	0.02	0.004	0	0.119	0.007	0.014	0.011	0.018	0.073	0.006	0.001	0	0.004	0.012	0.046
ASV_96	-4.028	17.005	0.27877744193363	0.965294924060784	NotSig	0.038	0.618	0	0.002	0	0	0	0	0	0.338	0.001	0.002	0.008	0.002	0.025	0.003	0	0.002	0.002	0	0	0.006	0	0.002	0.002	0	0	0.061	0	0.084	13.151	0.022	0.001	0	0	0.119	0	0	0	0	2.097	8.485	0	0	0	0	0.019	0	0.002	0
ASV_130	-1.18	14.719	0.876251151208846	0.965294924060784	NotSig	0.12	0.273	0.062	0.019	0.115	0.191	0.129	0.233	0.158	0.16	0.015	0.033	0.104	0.035	0.26	0.061	0.026	0.034	0.044	0.012	0.002	0.009	0.006	0.002	0.005	0	0.705	0.101	0.082	1.396	1.102	0.964	0.069	0.074	0.42	2.698	0.217	0.351	0.323	0.127	0.218	0.15	0.238	0.033	0.315	0.03	0.188	0.151	0.045	0.008
ASV_137	-1.663	14.053	0.302476393005626	0.965294924060784	NotSig	0.024	0.075	0.095	0.016	0.007	0.067	0.021	0.003	0	0.003	0	0.009	0.015	0	0.012	0.002	0.022	0.005	0.062	0.128	0.109	1.699	0.091	0.052	0.074	0.046	0.01	0.001	0.009	0.079	0.055	0.006	0.015	0.022	0.113	0.036	0.018	0	0.009	0.009	0.009	0.065	0.002	0.02	0	0.007	0.058	0.029	0	0.009
ASV_107	0.029	10.423	0.832390833568835	0.965294924060784	NotSig	0.022	0.021	0.015	0	0.113	0.026	0.013	0.014	0.015	0.001	0	0.009	0.011	0.008	0.006	0.005	0.005	0.043	0.008	0.004	0.002	0	0.002	0.007	0.007	0	0.108	0.004	0.098	0.038	0.02	0.004	0.015	0.032	0.014	0.021	0.137	0.005	0.034	0.001	0	0.002	0.018	0.001	0.105	0.004	0.052	0.001	0	0
ASV_109	-1.905	12.188	0.122187720684392	0.965294924060784	NotSig	0.014	0.051	0.021	0.019	0	0.006	0.032	0.002	0.002	0.031	0.009	0.007	0.029	0.012	0.078	0.078	0.065	0.048	0.003	0.016	0.043	0.038	0.187	0.222	0.072	0.467	0.003	0.007	0.01	0	0.006	0.006	0.119	0.059	0.039	0	0.01	0	0.027	0.003	0.012	0.002	0.016	0.162	0.01	0.06	0.013	0.007	0.042	0.008
ASV_189	0.061	12.709	0.795169645264776	0.965294924060784	NotSig	0.205	0.197	0.163	0.24	0.09	0.609	0.151	0.236	0.112	0.21	0.035	0.112	0.411	0.067	0.424	0.226	0.103	0.34	0.301	0.065	0.236	0.218	0.67	0.253	0.566	0.147	0.099	0.056	0.467	0.061	0.059	0.02	0.097	0.217	0.115	0.113	0.171	0.052	0.449	0.16	0.137	0.083	0.129	0.05	0.333	0.118	0.267	0.263	0.008	0.006
ASV_92	-1.424	14.005	0.56707322302713	0.965294924060784	NotSig	0.04	0.108	0	0	0.014	0.096	0.061	0.014	0.177	0.001	0	0.005	0.011	0.098	0.015	0	0	0	0	0	0.005	0.003	0.002	0	0.03	0.002	0.007	0.006	0.021	0.005	0.003	0.069	0.843	0.15	0.329	0.025	0.045	0	0.046	0.033	0.202	0.175	0.125	1.644	0.054	0.063	0.167	0.034	0	0
ASV_82	1.672	14.18	0.534384900074216	0.965294924060784	NotSig	0.353	0.111	0.062	0.063	0.019	0.026	1.856	0.26	0.874	0.016	0	0.131	0.043	0.148	0.016	0.102	0	0.009	0.018	0	0.002	0	0.013	0.002	0.002	0	0.163	0.098	0.026	0.026	0.017	0.582	0.04	0.057	0.085	0.064	0.714	0.035	0.07	0.397	0.2	0.269	0.242	0.027	0.033	0.166	0.412	0.107	0	0.003
ASV_95	-0.55	13.501	0.561152664037732	0.965294924060784	NotSig	0.093	0.136	0.003	0.016	0.128	0.113	0.133	0.423	0.021	0	0	0.063	0.039	0.037	0.007	0.037	0.007	0.005	0.021	0.002	0.014	0.009	0.004	0.007	0.021	0.002	0.273	0.104	0.226	0.01	0.055	0.077	1.16	0.063	0.846	0.077	0.06	0.167	0.235	0.318	0.042	0.06	0.045	0.685	0.442	0.023	0.023	0.023	0.012	0.015
ASV_110	2.308	13.801	0.428098126367463	0.965294924060784	NotSig	0.215	0.044	1.427	0.07	0.001	0.001	0	0.003	0	0.398	0.038	0.005	0.014	0.01	0.063	0.037	0.699	0.081	0.042	0.136	0.02	0.012	0.006	0.072	0.037	0.103	0.012	0.001	0.015	0.004	0.003	0.004	0.006	0.004	0.042	0.003	0.006	0.007	0.031	0.003	0.021	0.049	0.002	0.039	0.007	0.012	0.036	0.004	0.012	0.034
ASV_80	-4.565	13.003	0.429966104796928	0.965294924060784	NotSig	0.001	0.023	0	0	0	0.009	0	0	0	0	0	0	0.003	0	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0.006	0	0	0.003	0.821	0	0.001	0	0.046	0.003	0	0	0	0.002	0	0	0	0	0.001	0	0	0	0
