ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	DS03P016	DS03P017	DS03P030	DS03P037	DS03P049	DS03P054	DS03P060	DS03P065	DS03P076	DS04P86	DS05P114	DS04P138	DS06P140	DS06P180	DS04P194	DS05P196	DS03P237	DS03P239	DS03P245	DS03P272	DS03P279	DS03P288	DS03P295	DS03P298	DS03P312	DS03P313	IS03P020	IS03P027	IS03P033	IS03P038	IS03P039	IS03P043	IS03P052	IS03P053	IS03P062	IS03P069	IS03P070	IS03P081	IS03P082	IS03P083
ASV_53	-1.013	13.12	0.637974141850198	0.748733541476968	NotSig	0.053	0.107	0.017	0.055	0.208	0.028	0.031	0.151	0.004	0	0.005	0.013	0	0	0	0.001	0	0.006	0.027	0.036	0.117	0.131	0.057	0.042	0	0.076	0	0.368	0.207	0.039	0.073	0.022	0.156	0.008	0.076	0.89	0.011	0	0.002	0.003	0	0.005
ASV_66	-1.487	11.414	0.172963196787456	0.328435733225619	NotSig	0.019	0.054	0	0.062	0	0	0.036	0.007	0.013	0	0.113	0	0	0.004	0	0.083	0	0	0.004	0.003	0.004	0.007	0.055	0.107	0	0.002	0	0	0.092	0	0.273	0.004	0	0.107	0	0.003	0.011	0.093	0	0.1	0.071	0.002
ASV_74	-1.109	13.243	0.00407737800593357	0.0574230735835644	Depleted	0.091	0.196	0.317	0.283	0.969	0.122	0.009	0.01	0	0.024	0.001	0	0	0.03	0	0	0	0.001	0.094	0.008	0.003	0	0.004	0.009	0	0	0	0.475	0.105	0.537	0.543	0.057	0.89	0.147	0.08	0.003	0.002	0.053	0.083	0.035	0.017	0.189
ASV_63	-1.061	13.871	0.105455169697196	0.231453554270469	NotSig	0.133	0.278	0.44	0.507	0.194	0.147	0.01	1.499	0.012	0.304	0.004	0.006	0.003	0	0.025	0	0.044	0.043	0.087	0.006	0.01	0.068	0.025	0.028	0	0	0.001	0	0.793	0.024	0.089	0.325	0.234	1.075	0.005	0	0.05	0.079	1.08	0.023	0.001	0.114
ASV_90	-1.202	12.577	0.0628307079786596	0.163359840744515	NotSig	0.079	0.182	0.067	0.065	0.102	0.1	0.501	0.393	0.001	0.004	0.223	0.143	0	0.03	0.001	0.004	0.246	0	0.053	0.052	0	0.044	0.004	0.001	0	0	0	0.017	0.101	0.012	0.242	0.037	0.031	0.214	0.442	0.021	0.546	0.611	0.23	0.052	0.001	0.001
ASV_119	-1.15	16.413	0.452367141766764	0.616532636762767	NotSig	0.29	0.643	0.065	0.005	0.017	0.004	0.013	0.005	0.003	0.036	0.017	0.078	0.001	0.046	0	0.007	0.077	1.598	0.034	0.251	0.986	0.121	0.775	0.5	0	0.103	0.04	2.754	0.013	0.007	0.007	0.02	0.003	0.005	8.723	0.017	0.052	0.054	0.009	0.037	0.025	0.033
ASV_881	-1.549	16.257	0.02637538897018	0.119738031600162	Depleted	0.257	0.753	0.072	0.067	6.162	0.289	0.004	0.017	0	0.008	0.032	0.006	0	0.001	0	0	0	0.006	0.014	0.005	0.001	0.001	0.001	0.003	0	0	0	0	0.006	0.668	1.007	0.124	7.831	0.591	0.023	0	0	0.012	0.006	0.003	0.003	0.267
ASV_86	-2.021	14.355	0.0143280308151136	0.0864799002769359	Depleted	0.088	0.357	0	0	0.102	1.107	0.486	0.122	0.001	0.008	0.004	0.158	0	0.03	0.246	0.001	0.003	0.011	0	0	0	0.007	0	0	0	0	0	0	0	0.01	0.355	0.248	0.019	0.064	0.025	2.096	0	0.662	0.159	0.008	0.001	1.351
ASV_88	-0.771	14.638	0.491978701565291	0.639572312034878	NotSig	0.135	0.231	0.08	0.031	0.044	0.006	0.512	0.043	0.553	0.003	0.006	0.301	0.047	0.055	0.003	0.005	0.101	0.06	0.007	0.032	0.399	0.157	0.376	0.129	0.004	0.12	0.261	0.179	0.035	0.019	0.038	0.024	0.003	0.013	2.55	0.128	0.13	0.141	0.035	0.08	0.014	0.023
ASV_79	-0.68	13.774	0.164675021931265	0.316250894390724	NotSig	0.149	0.238	0.039	0.309	0.097	0.701	0.045	0.002	0.01	1.325	0.074	0	0.029	0.004	0.046	0.375	0.055	0.405	0.093	0.008	0.013	0.159	0.003	0.036	0.001	0.005	0.022	0.007	0.094	0.495	0.146	0.528	0.091	0.348	0.037	0	0.046	1.401	0.107	0.013	0.013	0.014
ASV_77	-0.316	13.041	0.0283736542314123	0.119878689127717	Depleted	0.1	0.124	0.158	0.843	0.471	0.186	0.007	0.002	0.001	0.717	0.023	0.003	0.003	0.008	0	0.012	0	0.04	0.004	0.106	0.001	0.007	0.001	0	0	0	0	0	0.136	0.17	0.061	0.359	0.578	0.177	0.053	0.001	0.073	0.047	0.02	0.011	0	0.052
ASV_124	0.213	13.988	0.435489751602619	0.603260393613464	NotSig	0.21	0.181	0.118	0.083	0.039	0.041	0.178	0.043	1.625	0	0.031	0.015	0.058	1.122	0.712	0.011	0.013	0.161	0.018	0.866	0.062	0.029	0.055	0.099	0	0.04	0.005	0.042	0.068	0.017	0.113	0.022	0.003	0.043	0.109	0.078	0.018	1.506	0.112	0.057	0.182	0.212
ASV_99	-1.315	15.414	0.00111548596410797	0.0235646409917809	Depleted	0.188	0.468	0.086	0.057	0.039	0.169	0.047	0.067	0.079	0.008	0.047	0.126	0	3.728	0.001	0.001	0	0.006	0	0	0	0.001	0	0	0.011	0	0.006	0.412	0.162	0.226	0.118	0.037	0.022	0.067	0.728	0.111	0.007	0.288	0.146	4.367	0.133	0.14
ASV_85	2.455	16.097	0.116393457929289	0.245881179875623	NotSig	0.553	0.101	0.192	0.531	0.036	0.026	0.026	0.235	0.01	0.071	7.009	0.024	0.376	0.037	0.225	0.104	0.807	2.677	0.05	0.259	0.427	0.229	0.185	0.123	0.034	0.138	0.512	0.038	0.226	0.051	0.278	0.13	0.037	0.021	0.015	0.038	0.007	0.149	0.098	0.284	0.05	0.028
ASV_75	-1.022	15.189	0.0794638487634261	0.19462884697129	NotSig	0.267	0.543	1.827	0.075	0.194	1.276	0.013	0.038	0	0.934	0.087	0	0	0	0	0.061	2.229	0.094	0.016	0.023	0.006	0.051	0.014	0.009	0	0	0	0	1.666	0.012	0.228	0.698	0.153	0.388	0.008	0.003	0.005	3.736	0.375	0.024	0.006	0.299
ASV_84	-1.905	14.547	0.000384898310830291	0.0174463404274268	Depleted	0.103	0.385	0.07	0.089	2.29	0.107	0.006	0.012	0	0.006	0.002	0	0	0.003	0	0	0	0	0.078	0.001	0	0	0	0	0	0	0	0.006	0.077	2.394	1.773	0.073	0.622	0.107	0.088	0.001	0.005	0.032	0.022	0.016	0.003	0.171
ASV_106	3.014	16.695	0.490278475144268	0.639572312034878	NotSig	0.461	0.057	0	0.018	0	0.013	0.053	0.192	10.612	0	0.057	0	0.302	0.006	0.639	0.004	0.001	0	0.003	0.057	0.003	0.003	0.001	0.011	0	0	0	0	0.006	0	0.028	0	0	0.04	0.002	0.001	0.043	0.189	0.002	0.117	0.112	0.259
ASV_76	1.676	15.524	0.474403107946829	0.631292324748142	NotSig	0.376	0.118	0.185	0.265	0.332	0.152	0.074	0.307	0.022	0.032	0.028	0.036	0.424	0.008	0.041	0	0.357	0.029	4.712	0.151	0.92	0.264	0.151	0.36	0.016	0.426	0.43	0.067	0.125	0.078	0.169	0.404	0.216	0.096	0.045	0.124	0.03	0.087	0.099	0.057	0.028	0.091
ASV_78	-0.625	14.858	0.274868920286897	0.446661995466207	NotSig	0.207	0.319	0.142	0.083	0.086	0.509	0.022	0.014	0.007	0.446	0.014	0.011	0.004	0.001	0.001	0.044	0.32	0.245	0.025	1.667	0.048	0.69	0.208	0.772	0	0.003	0	0.017	0.229	0.202	0.049	0.063	0.106	0.404	0.118	0	0.028	0.144	0.019	0.081	0.054	2.97
ASV_83	-1.482	14.451	0.0557767787352837	0.154529108299393	NotSig	0.104	0.29	0.503	1.086	0.701	0.237	0.003	0.062	0	0	0	0	0	0.001	0	0	0.003	0	0.016	0	0	0.004	0.006	0.007	0	0.031	0.001	0.034	0.059	0.112	2.239	0.12	0.89	0.249	0.007	0	0	0.007	0	0.023	0.004	0.345
ASV_64	6.403	17.589	0.936197175726208	0.958892864834722	NotSig	0.879	0.01	1.447	0.081	0.008	1.567	0.012	0	0	19.713	0.006	0	0	0	0	0	0.004	0	0	0.003	0	0.001	0	0	0	0	0	0	0.009	0	0.028	0.093	0	0	0	0	0.002	0.011	0	0	0	0.002
ASV_97	0.233	14.075	0.705348390108288	0.794692519522005	NotSig	0.271	0.231	0.438	0.14	0.114	0.485	0.013	0.468	0.01	0.003	0.036	0.021	0.755	0.073	0.016	0	0.016	0.06	0.029	0.049	0.524	0.265	0.217	1.726	0.333	0.443	0.319	0.502	0.33	0.087	0.433	0.219	0.122	0.211	0.102	0.02	0.032	0.174	0.851	0.225	0.381	0.042
ASV_89	-0.115	15.085	0.570611890561249	0.698792822498921	NotSig	0.228	0.247	0.087	0.088	0.047	0.013	0.092	0.055	0.006	0.025	0.005	0.116	0.001	0.004	0.001	3.476	0.005	0.001	0.023	0.515	0.059	0.596	0.333	0.309	0	0.01	0.004	0.064	0.088	1.544	0.009	0.016	0.022	0.032	0.814	0.023	0	0.643	0.214	0.008	0.013	0.034
ASV_70	1.465	12.022	0.773772255477932	0.838253276767759	NotSig	0.087	0.031	0.17	0.159	0.302	0.135	0.001	0	0.002	0.081	0	0.354	0	0	0.001	0	0	0.029	0.007	0.012	0.416	0.309	0.15	0.05	0	0.08	0	0	0.042	0.066	0.04	0.077	0.1	0.016	0.001	0.046	0	0	0.008	0.005	0	0.039
ASV_100	0.556	12.706	0.560004396475151	0.695887816208092	NotSig	0.107	0.073	0.19	0.167	0.006	0.019	0.193	0.149	0.012	0	0.115	0	0	0.668	0.003	0.001	0	0.076	0.087	0.102	0.146	0.379	0.155	0.109	0.134	0.001	0.068	0.001	0.051	0	0.014	0.085	0.022	0	0.031	0.345	0.016	0.113	0.047	0.115	0.179	0
ASV_93	-1.298	12.707	0.02637538897018	0.119738031600162	Depleted	0.057	0.14	0.149	0.417	0.299	0.214	0.003	0.002	0	0.251	0.049	0.003	0.009	0.01	0	0.013	0	0.033	0	0.027	0	0.001	0.001	0.001	0	0	0	0	0.332	0.185	0.108	0.262	0.668	0.171	0.023	0	0.036	0.035	0.008	0.011	0	0.126
ASV_118	0.769	13.223	0.242584916236462	0.414182605031704	NotSig	0.126	0.074	0	0	0.003	0.25	0.06	0.379	0.014	0	0.127	0	0.472	0	0.001	0	0	0.472	0.026	0.956	0.013	0.435	0.029	0.038	0	0	0	0	0	0.002	0.054	0.219	0.016	0.187	0.179	0.024	0.139	0.043	0.077	0.057	0.038	0
ASV_98	-6.027	18.314	0.305886846551932	0.474264927222721	NotSig	0.037	2.396	0.149	0.029	0.097	0.004	0.641	0.017	0	0.001	0	0.008	0	0.003	0.006	0	0	0	0	0	0	0	0	0	0	0	0	0	0.02	0.007	0.118	0.002	0	0	0.147	32.584	0	0	0	0	0	0.662
ASV_61	-0.881	11.425	0.126522433064772	0.263978903554895	NotSig	0.029	0.053	0.01	0.218	0.011	0.265	0	0	0	0.007	0	0	0	0	0	0	0	0.233	0.003	0	0	0.003	0	0.004	0	0	0	0	0.083	0	0.242	0	0.275	0	0.007	0	0.11	0	0	0.019	0.008	0.003
ASV_117	3.217	16.399	0.0538163395473975	0.154529108299393	NotSig	0.827	0.089	0.041	0.039	0.31	0.062	0.128	0.103	1.116	0.001	0.014	0.057	0.099	0.475	8.103	0.008	1.234	0.157	0.003	0.229	0	0.032	0.001	0.04	8.641	0.023	0.328	0.249	0.147	0.002	0.473	0.432	0.009	0.011	0.023	0.039	0.037	0.023	0.008	0.001	0.039	0
ASV_104	1.929	16.587	0.690217298175748	0.782863915380546	NotSig	0.447	0.117	0.072	0.193	0.008	0.038	0.064	0.098	0.002	0	0.002	0	0.068	0.108	0	0.009	0.004	0	0	0.29	0.003	0.026	0.003	0.004	9.844	0.025	0.469	0.289	0.147	0.007	1.098	0.245	0.034	0.051	0.001	0.04	0	0.011	0	0.007	0.001	0
ASV_105	0.77	17.046	0.81665328180505	0.879072640923907	NotSig	1.071	0.628	0	0.002	0.069	0.024	0.254	0	13.531	0	0	0.113	0	0	0	0	0	0	0.094	0.148	1.358	0.715	8.074	0.802	0	0.468	2.179	0.004	0.002	0.002	0.052	0.02	0.009	0	0.043	8.495	0	0.013	0.002	0.095	0	0.055
ASV_136	-0.552	17.424	0.658477622134608	0.759033337874224	NotSig	0.902	1.323	0.046	0	0	0.021	0.006	0.065	0	0.067	0.047	0.001	12.085	0.22	0	0	0.079	9.062	0.027	0.106	0.036	0.481	0.435	0.681	0	0	0	0	0.004	0.005	0.16	0.014	0.031	0.476	0.009	0.019	0.007	0.007	0.016	0.181	17.591	0.008
ASV_174	3.053	17.734	0.431925238266325	0.603260393613464	NotSig	0.871	0.105	0.048	0.347	0.033	0.015	0.201	0.014	0	0	0	0	0.003	0.015	21.801	0	0.021	0.001	0	0.009	0.001	0	0	0.007	0.049	0.033	0.021	0.018	0.905	0.019	0.155	0.203	0.075	0.078	0.007	0.001	0	0.02	0.002	0.001	0	0.002
ASV_112	-2.293	17.057	0.733637891476431	0.815689497759979	NotSig	0.213	1.044	0.233	0.047	0.006	0.006	0.592	0.024	0.014	0.001	0.183	0.003	0	0.019	0.047	0.017	1.672	0.004	0.038	1.17	0.017	0.867	0.013	0.008	0.183	0.04	0.217	0.116	0.018	0.015	0.019	0.02	0.009	0	0.269	0.008	0.096	0.097	0.055	0.205	13.631	0.168
ASV_111	-1.66	12.804	0.015965635148376	0.0930411151750185	Depleted	0.039	0.123	0.003	0.179	0.199	0.107	0.012	0.043	0.001	0	0.01	0	0	0	0	0	0.001	0.026	0.15	0.003	0.001	0.009	0.01	0.032	0	0	0	0.224	0.035	0.005	0.715	0.053	0.041	0.005	0.039	0.042	0.025	0.053	0.014	0.672	0.008	0.009
ASV_126	1.063	13.805	0.103527119897562	0.230211621877474	NotSig	0.242	0.116	0.06	0.003	0.017	0.013	0.099	0.014	1.26	0	0.025	1.166	0.019	0.199	0.001	0.077	0.015	0.01	0.011	0.639	0.017	1.432	0.017	0.004	0.269	0.126	0.446	0.363	0.022	0.022	0.009	0.012	0.006	0.003	0.143	0.011	0.002	1.315	0.014	0.041	0.014	0.009
ASV_96	-1.316	12.86	0.625325208287528	0.739020700703442	NotSig	0.023	0.057	0	0.005	0.003	0	0.553	0.005	0.013	0	0.004	0	0	0	0.001	0	0	0	0	0	0.003	0	0.003	0.007	0.001	0	0.002	0	0.006	0	0	0	0	0	0	0.001	0	0.744	0.052	0	0	0.001
ASV_130	-1.122	13.267	0.0369660825435014	0.132920594677697	Depleted	0.064	0.14	0.116	0.268	0.307	0.079	0.01	0.007	0.002	0.637	0.098	0.001	0	0.035	0	0.001	0.003	0.003	0.052	0.008	0.001	0.01	0.014	0.011	0.002	0	0.001	0	0.081	0.304	0.103	0.055	0.219	0.059	0.028	0	0.005	0.986	0.041	0.005	0.018	0.051
ASV_137	1.234	13.775	0.619153706689038	0.739020700703442	NotSig	0.144	0.061	0.026	0.013	0	0.004	0.044	0.002	0.004	0	0.065	0.138	0.084	1.402	0.36	0.231	0.04	0.304	0.014	0.629	0.041	0.201	0.085	0.026	0	0.011	0.021	0	0.028	0.005	0.021	0.028	0	0.037	0.017	0.103	0	0.313	0.241	0.012	0.013	0.039
ASV_107	4.423	18.65	0.295630492816325	0.471335408358103	NotSig	1.721	0.08	0.005	0.019	0.451	0.092	0	0.005	0	0	0.001	0.021	0	0	0	0	0	1.911	41.14	0.207	0.109	0.329	0.189	0.189	0	0	0	0.067	0.013	0.073	0.183	0.057	0.294	0.016	0.027	0.003	0.007	0.006	0.011	0.425	0.004	0.004
ASV_109	0.974	14.01	0.0322502767560419	0.126259012033367	Enriched	0.11	0.056	0.014	0.019	0.006	0.013	0.006	0.808	0	0.004	0.017	0.025	0.042	0.006	0	0	0.005	0.001	0.001	0.001	0.014	0.131	0.015	0.049	1.65	0.007	0.022	0.013	0.04	0.022	0.052	0.02	0.006	0.005	0.198	0.162	0.002	0.084	0.074	0.061	0.013	0.048
ASV_189	0.119	13.596	0.921953685968484	0.955890631464256	NotSig	0.157	0.144	0.158	0.205	0.072	0.047	0.007	0.098	0.025	0.013	0.056	0.062	0.595	0.881	0.967	0.005	0.023	0.422	0.044	0.027	0.032	0.047	0.015	0.013	0.168	0.004	0.079	0.006	0.119	0.09	0.233	0.02	0.062	0.054	0.02	0.021	0.021	0.041	0.049	1.238	0.035	0.016
ASV_92	-2.922	10.706	0.000592596180727163	0.0174463404274268	Depleted	0.004	0.027	0.002	0.002	0.022	0.034	0.001	0.01	0.002	0.015	0.002	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.167	0	0.005	0.02	0.009	0.019	0.057	0.003	0	0.043	0.041	0.008	0.003	0.002
ASV_82	-3.542	13.269	0.000619396701565449	0.0174463404274268	Depleted	0.016	0.185	0.057	0.042	0.111	0.15	0.004	0	0	0.022	0.004	0	0	0	0	0	0	0.017	0	0	0	0.003	0	0.003	0	0	0.001	0	0.987	0.012	0.125	0.377	0.106	0.032	0.008	0.003	0.004	0.005	0.014	0.015	0.001	0.903
ASV_95	-0.761	13.572	0.00081585950347853	0.0196971794411245	Depleted	0.067	0.113	0.007	0.096	0.191	0.073	0.003	0.002	0	1.218	0.007	0	0	0	0.001	0	0	0	0.016	0	0	0.003	0	0.122	0	0	0	0	0.415	0.44	0.282	0.12	0.131	0.027	0.055	0.005	0.037	0.017	0.002	0.007	0.013	0.037
ASV_110	3.398	16.046	0.0455556714150571	0.148055932098936	Enriched	0.394	0.037	0.067	0.006	0.014	0.019	6.764	0.036	0.148	0.008	0.041	0.074	0.508	0.22	0.004	0.001	0.494	0.019	0.003	0.024	0.034	0.632	0.109	0.045	0.038	0.468	0.394	0.064	0.075	0	0	0.018	0	0.003	0.014	0.128	0.101	0.103	0.011	0.023	0.036	0.011
ASV_80	10.262	16.954	0.935307885290813	0.958892864834722	NotSig	0.489	0	0.003	0.006	0	0.002	0.006	0	0	12.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0.002	0	0	0	0	0	0.001	0	0	0	0
ASV_114	5.65	15.521	0.0520777261421416	0.154405889789858	NotSig	0.817	0.016	0.13	0.01	0.003	0.013	0.006	0.002	3.545	0.001	0.013	0.599	0.086	0.006	0.003	0	0.001	0.003	0.057	4.702	1.015	0.613	3.768	1.785	0	3.205	1.196	0.482	0.106	0.002	0.002	0.006	0.003	0.005	0.001	0.066	0.002	0.016	0.008	0.005	0.001	0.003
ASV_199	0.136	15.997	0.472381009939159	0.631292324748142	NotSig	0.395	0.36	0.007	0.003	0	0	0.006	0.002	0	0	0.026	0	0.003	0.075	0.003	0	0.043	0.006	0.033	0.086	0.098	6.541	0.701	0.331	0	0.011	0.025	2.277	0.002	0.012	0	0	0	0	4.839	0	0.032	0.031	0.003	0.099	0.013	0.004
ASV_159	-0.721	13.264	0.440283542133551	0.604942427809513	NotSig	0.089	0.147	0.113	0.068	0.028	0.058	0.012	0.01	0.003	0	0.061	0.021	0.099	0.984	0.001	0.004	0.18	0.097	0.023	0.003	0.006	0.162	0.001	0.013	0.053	0.053	0.251	0.007	0.128	0.097	0.005	0.02	0.025	0.029	0.718	0.028	0.052	0.258	0.669	0.012	0.007	0.003
ASV_116	-1.275	13.85	0.0297939349104383	0.122809146338148	Depleted	0.079	0.191	0.296	0.294	0.842	0.263	0.004	0.002	0.001	0.197	0.001	0	0	0.001	0	0	0	0.007	0.005	0.039	0.001	0.003	0.008	0.023	0	0.007	0.011	0.048	0.422	0.002	1.477	0.385	0.228	0.064	0.007	0.008	0.018	0.012	0.006	0.016	0.004	0.027
ASV_122	-2.33	13.104	0.0755787859578187	0.193527497376839	NotSig	0.042	0.21	0.039	0.015	0.055	0.038	0.2	0.082	0.049	0	0.023	0.001	0	0.4	0.012	0.001	0	0	0.005	0.003	0	0.06	0	0.004	0.063	0	0.02	0.014	0.011	0.007	0.238	0.063	0.012	0.003	0.783	0.008	0.88	0.82	0.038	0.008	0.01	0.054
ASV_120	0.486	14.403	0.898063003996966	0.938634998608951	NotSig	0.231	0.165	0.005	0.003	0.011	0.049	0.007	0.319	0.093	0.001	0.007	0.007	0.006	2.166	0.015	0	0	0.054	0.025	0.05	0.065	0.118	0.97	2.026	0	0	0	0	0.134	0.027	0.061	0	0.003	0.035	0.021	0.015	0.002	0.01	0	0.055	0.004	1.94
ASV_91	4.251	15.42	0.085418999056421	0.202400266854939	NotSig	0.261	0.014	0.007	0.058	0.008	0.908	0.023	0.094	0.001	0.004	0.006	0.119	0.004	0	0	0.001	0	0.004	0.068	0.061	0.439	0.089	0.409	4.386	0.003	0.047	0.002	0.036	0.037	0.015	0.019	0.039	0.028	0.003	0.008	0.039	0	0	0	0	0.004	0.001
ASV_152	0.818	14.772	0.565543972791189	0.697641835048985	NotSig	0.221	0.126	0.053	0.023	0.105	0.1	0.01	0.017	0.001	0.497	0.277	0.078	0.031	0.475	0.004	0.007	0.019	0.16	0.056	0.372	0.079	2.798	0.357	0.06	0.054	0.003	0.029	0.092	0.125	0.226	0.052	0.128	0.241	0.23	0.14	0.004	0.071	0.203	0.044	0.017	0.008	0.27
ASV_129	2.751	15.265	0.39177269465128	0.570772287897124	NotSig	0.358	0.053	0.247	0.102	0.03	0.06	0.006	0.055	0.001	0.001	0.004	0.067	0.392	0.048	0.01	0	1.176	3.937	0.01	0.012	0.06	0.258	0.099	0.305	0.014	0.129	0.102	2.175	0.152	0.024	0.054	0.075	0.003	0.011	0.01	0.008	0.011	0.063	0.151	0.065	0.113	0.002
ASV_176	1.965	13.551	0.522781010466699	0.660165440023672	NotSig	0.166	0.043	0.017	0.002	0	0	0.267	0.041	0.003	0	1.201	0.001	0.001	0.848	0.001	0.873	0.003	0.425	0.042	0.444	0.001	0.007	0.001	0.004	0.002	0	0.001	0.138	0	0.126	0	0.012	0.006	0.005	0.014	0.003	0.032	0.278	0.054	0.02	0.015	0.031
ASV_200	-0.448	14.102	0.0425174200599909	0.143708879802769	Depleted	0.137	0.187	0.142	0.183	0.21	0.348	0.035	0.07	0.009	0.006	0.01	0	1.759	0	0.003	0.003	0	0.047	0.008	0.018	0.237	0.061	0.02	0.313	0	0.007	0.045	0.041	0.422	0.16	0.452	0.339	0.428	0.423	0.017	0.007	0.012	0.109	0.121	0.101	0.021	0.012
ASV_103	0.255	13.909	0.523444786764331	0.660165440023672	NotSig	0.195	0.163	0.036	0.057	0.072	0.028	0.019	0.276	0.04	0	0.055	0.001	0.257	0.069	0	0.004	0.502	0.054	0.014	0.04	0.047	0.023	0.064	0.443	0.818	0.673	1.122	0.348	0.007	0.019	0.106	0.166	0.012	0.024	0.012	0.038	0.012	0.127	0.127	1.538	0.063	0.033
ASV_154	2.313	15.951	0.220395700304319	0.392072351067683	NotSig	0.43	0.086	0.036	0.274	0.033	0.049	0.007	0.048	0.007	0.031	1.056	0.003	0.06	0.48	0.318	0.122	0.354	6.335	0.019	0.613	0.018	0.482	0.027	0.056	0.381	0.072	0.246	0.041	0.283	0.08	0.014	0.083	0.019	0.045	0.017	0.012	0.007	0.111	0.362	0.077	0.099	0
ASV_148	-4.993	15.45	0.381877002971288	0.56119316088824	NotSig	0.01	0.324	0.002	0	0	0.002	0.001	0.216	0	0	0.038	0	0.001	0	0	0	0	0	0	0.004	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0.009	0	0	0	0	0.044	4.475	0.004
ASV_209	1.287	14.071	0.765302321088558	0.834426401703008	NotSig	0.186	0.076	0.014	0.031	0.21	0.073	0.031	0.357	0.02	0	0.016	0.239	0	0	0	0	0	0	0.063	0.024	0.024	0.051	0.217	1.322	0.142	0.09	1.721	0.196	0.068	0.002	0.268	0.317	0.025	0.054	0.029	0.064	0.011	0.11	0.009	0.037	0.014	0.06
ASV_115	-0.564	12.763	0.010664673465077	0.0864799002769359	Depleted	0.047	0.069	0.043	0.174	0.695	0.1	0	0	0.008	0.035	0.001	0	0	0.01	0	0	0	0.006	0.001	0	0	0.001	0	0.007	0	0	0	0.131	0.024	0.044	0.092	0.061	0.369	0.302	0.001	0.001	0.023	0.005	0.019	0.003	0.004	0.018
ASV_188	-0.334	13.697	0.231326978407412	0.403033601555181	NotSig	0.128	0.162	0.005	0.01	0.017	0.009	0.133	0.012	0.007	0.039	0.022	0.001	0.044	0.003	1.011	0.235	0.122	0.037	0.064	0.29	0.006	0.117	0.008	0.001	0	0.006	1.073	0.07	0.013	0.007	0.014	0.051	0.056	0.024	0.339	0.122	0.023	0.232	1.328	0.012	0.031	0.017
ASV_203	1.217	14.302	0.469608023309408	0.631292324748142	NotSig	0.23	0.099	0.027	0.047	0.008	0.045	0.193	0.012	1.15	0.015	0.011	2.019	0	0.062	0.003	0.001	0.132	0.001	0.008	0.273	0.055	0.114	0.491	0.034	0.058	0.777	0.435	0	0.191	0.005	0.082	0.024	0.003	0.032	0.022	0.838	0.016	0.039	0.003	0.007	0.007	0.114
ASV_146	-0.281	11.928	0.146530012253382	0.294804429414543	NotSig	0.047	0.057	0.012	0.39	0.097	0.081	0.004	0.005	0.002	0.289	0.098	0	0.028	0.026	0.028	0.013	0	0.084	0.045	0.004	0	0.004	0	0.003	0.001	0	0	0	0.125	0.236	0.014	0.099	0.159	0.067	0.008	0	0.037	0.017	0.011	0.004	0.001	0.017
ASV_142	-1.999	12.734	0.00310203324827279	0.0510399720474176	Depleted	0.021	0.082	0.003	0.002	0.033	0.002	0.225	0.026	0.006	0	0.014	0.007	0	0.01	0.179	0	0	0	0	0	0.001	0	0	0	0.014	0	0.001	0.01	0.048	0.1	0.049	0.008	0.003	0	0.062	0.034	0.681	0.033	0.03	0.053	0.048	0
ASV_143	-2.13	13.253	0.0136273479154353	0.0864799002769359	Depleted	0.059	0.259	0.007	0.614	0.136	0.182	0.004	0.062	0.001	0.489	0	0	0	0	0	0	0	0.003	0.01	0.003	0.003	0	0.001	0	0	0	0	0.025	0.306	0.233	0.976	0.132	0.903	0.091	0.013	0.001	0	0.007	0.002	0.001	0.001	0.961
ASV_108	-1.529	12.682	0.33887633158183	0.52063727306663	NotSig	0.035	0.102	0.005	0.463	0.127	0.214	0.001	0.005	0.001	0.025	0	0	0.004	0	0	0.039	0	0.006	0.004	0.006	0.005	0.009	0.003	0.004	0	0	0	0	0.294	0.01	0.282	0.657	0.019	0	0.002	0	0	0.008	0.008	0	0	0.151
ASV_123	1.833	15.305	0.7646118231301	0.834426401703008	NotSig	0.284	0.08	0.257	0.055	0.047	0.024	0	0.175	0.003	0	0.001	0.131	0.013	0	0	0.184	0.455	1.615	0.045	0.066	0.051	4.049	0.071	0.134	0	0	0	0	0.123	0.432	0.073	0.004	0.044	0.054	0.028	0.015	0.092	0.004	0	0.005	0.004	0.237
ASV_125	-0.952	11.332	0.0786829774066741	0.19462884697129	NotSig	0.017	0.032	0.003	0	0	0	0.022	0	0.004	0.006	0.02	0.007	0	0.133	0.001	0	0	0.001	0.224	0.003	0	0.007	0	0	0	0	0	0.004	0.011	0.015	0	0.002	0	0	0.08	0.062	0.004	0.258	0.011	0.004	0.001	0.007
ASV_407	1.833	13.408	0.27470662433204	0.446661995466207	NotSig	0.075	0.021	0	0.003	0.003	0.139	0.133	0.23	0	0.001	0.013	0	1.087	0.001	0.221	0.001	0.003	0.001	0	0.089	0.009	0.003	0	0.007	0	0	0	0	0	0	0.045	0.053	0.006	0.024	0.003	0.047	0.055	0.027	0.002	0.016	0.015	0
