ID	log2FC	log2CPM	PValue	FDR	level	MeanA	MeanB	HG00P003	HG00P010	HG00P011	HG00P012	HG00P014	HG00P021	HG00P022	HG00P023	HG00P024	HG00P025	HG00P026	HG00P028	HG00P046	HG00P047	HG00P048	HG00P050	HG00P051	HG00P055	HG00P056	HG00P058	HG00P059	HG00P061	HG00P063	HG00P064	HG00P066	HG00P071	HG00P072	HG00P073	HG00P074	HG00P075	HG00P077	HG00P078	HG00P082	HE03P003	HE03P004	HE03P005	HE03P010	HE03P011	HE03P012	HE03P014	HE03P019	HE03P021	HE03P022	HE03P023	HE03P024	HE03P025	HE02P026	HE03P028	HE03P046	HE03P047	HE03P048	HE03P050	HE03P051	HE03P055	HE03P056	HE03P057	HE03P058	HE03P059	HE03P061	HE03P063	HE03P064	HE03P066	HE03P067	HE03P068	HE03P071	HE03P072	HE03P073	HE03P074	HE03P075	HE03P077	HE03P078	HE03P082
ASV_29	-0.324	14.805	0.621047326387882	1	NotSig	0.37	0.463	0.366	0.181	0.721	0.122	1.071	0.983	1.32	0.07	0.233	0.09	0.216	1.582	0.045	0.089	0.079	0.128	0.172	0.052	0.042	0.105	0.031	0.155	1.25	0.317	0.341	0.286	0.267	0.295	0.854	0.314	0.1	0.107	0.218	0.073	0.166	2.181	1.032	0.504	0.423	1.181	0.091	0.144	0.466	0.119	2.796	0.186	0.208	0.341	0.258	0.123	0.085	0.18	2.863	0.044	0.149	0.049	0.158	0.11	0.371	0.144	0.177	0.231	0.265	1.288	0.117	0.307	0.275	0.168	0.245	0.066	0.137	0.334
ASV_57	-0.693	14.063	0.890769936160845	1	NotSig	0.06	0.097	0.017	0	0.003	0.002	0	0.002	0	0	0	0	0.002	0	0.024	0.041	0.936	0.001	0.011	0.003	0.038	0	0	0.006	0.002	0.011	0.03	0.036	0.031	0.011	0.575	0.014	0.019	0.066	0.101	0.051	0.006	0.029	0	0	0.005	0	0.138	0	0	0	0	0.002	0	0	0.024	0.325	1.712	0.001	0	0.01	0.068	0.011	0.001	0.001	0	0.025	0.015	0.016	0.019	0	0.035	0.037	0.031	1.028	0.007	0.003	0.089	0.096
ASV_43	0.257	15.432	0.892799312848927	1	NotSig	0.571	0.478	0.16	0.092	0.349	1.011	0.113	0.117	0.08	0.075	0.109	0.092	0.11	0.107	0.491	0.701	4.42	1.083	2.016	1.755	0.828	0.319	0.747	0.28	0.092	0.698	0.583	0.291	0.14	0.373	0.143	0.288	0.774	0.251	0.157	0.949	0.249	0.199	0.069	0.082	0.389	0.034	0.253	0.391	0.102	0.338	0.15	0.096	0.286	0.055	0.635	0.418	1.107	3.168	0.352	0.331	0.389	0.186	0.399	1.199	0.478	0.207	0.433	0.137	0.321	0.363	0.991	0.102	0.616	0.236	0.758	1.758	0.385	0.025
ASV_46	-1.134	17.366	0.982081295936048	1	NotSig	0.366	0.804	0.388	0.023	0.069	0.134	0.045	0.247	0.054	0.002	0.004	0.02	0.034	0.021	0.204	3.26	0.218	0.05	0.368	0.413	0.511	1.073	0.728	0.457	0.019	0.384	0.179	0.08	0.059	0.129	0.146	1.991	0.125	0.309	0.349	4.593	2.623	0.433	0.081	0.077	0.411	0.029	1.346	0.032	0.039	0.015	0.019	0.276	0.062	0.02	0.322	0.282	0.196	0.12	0.172	0.102	0.112	0.126	0.1	0.159	0.254	0.951	0.22	0.122	0.072	0.078	0.164	0.03	0.143	0.277	0.133	0.146	16.887	0.143
ASV_59	0.966	15.96	0.973124732385547	1	NotSig	0.606	0.31	0.075	1.285	0.646	0.197	2.214	1.482	6.374	0.92	0.42	0.162	3.739	0.224	0.023	0.043	0.177	0.027	0.124	0.045	0.042	0.013	0.072	1.077	0.038	0.221	0.049	0.002	0.018	0.008	0.017	0.03	0.004	0.037	0.19	0.016	0.019	0.008	0.668	1.219	0.283	0.357	0.074	0.358	1.339	0.506	0.373	0.121	1.205	0.119	0.129	1.322	0.092	0.033	0.108	0.051	0.043	0.257	0.025	0.037	0.297	0.007	0.15	0.049	0.413	0.105	0.008	0.005	0.01	0.016	0.196	0.061	0.076	1.939
ASV_30	0.272	15.418	0.97295219688997	1	NotSig	0.567	0.47	0.117	0.265	0.104	0.057	0.102	0.65	0.005	0.002	0.011	0	0.003	0	1.055	0.014	0.081	0.098	0.668	0.07	0.978	0.034	0.032	0.338	0.835	2.1	0.943	0.239	4.377	1.069	1.226	0.134	1.993	1.087	0.036	0.17	0.15	1.092	0.74	0.146	0.036	0.231	0.107	0.004	0.018	0.009	0.028	0.036	0.088	0	0.316	0.204	0.114	4.167	0.055	0.21	1.416	0.165	0.071	0.019	0.247	0.07	0.336	2.301	0.555	1.071	0.316	1.822	0.39	0.657	0.187	0.774	0.003	0.003
ASV_138	1.164	17.162	0.927953411149287	1	NotSig	0.68	0.303	0.352	0.074	0.085	0.002	0.379	0.199	0.111	1.599	0.069	0	0.061	0.069	0.002	0	0.009	0.001	0.039	0.038	0.03	0.031	0.004	0.018	0.027	0.041	0.077	0.4	0.035	2.725	0.204	14.66	0.339	0.664	0.079	0.15	0.268	0.013	0.085	0.069	0	1.812	0.154	0.069	0.402	0.134	0.288	0.004	0.03	0	0.006	0.006	0.004	0.013	0.119	0.01	0.012	0.035	0.008	0.013	0.101	0.212	0.027	0.061	0.678	0.401	0.642	0.031	5.112	0.133	0.441	0.263	0.016	0.002
ASV_42	0.023	14.822	0.418131975239614	1	NotSig	0.337	0.332	0.017	0.406	1.141	0.858	0.113	0.127	0.4	0.041	0.147	0.065	0.083	0.088	0.456	0.036	0.072	0.56	1.368	0.06	0.42	0.024	0.042	0.158	0.236	0.351	0.158	1.226	0.515	0.144	0.256	0.15	1.203	0.189	0.007	0.014	0.015	0.015	0.092	0.09	0.039	0.238	0.029	0.041	0.027	0.381	0.081	0.195	0.065	0.68	0.325	0.455	0.06	0.415	0.088	0.136	0.556	0.169	0.09	0.179	0.038	0.107	0.308	0.257	1.398	1.799	2.896	0.946	0.161	0.282	0.155	0.093	0.014	0.002
ASV_72	-1.74	16.293	0.892799312848927	1	NotSig	0.15	0.501	0.069	0.037	0.366	0.033	0.024	0.023	0.409	0.162	0.331	0.337	0.016	0.029	0.013	0.437	0.149	0.071	0.048	0.07	0.033	0.003	0.003	0.006	0.022	0.181	0.863	0.149	0.051	0.27	0.348	0.132	0.05	0.138	0.079	0.115	0.079	0.252	0.252	1.798	0.269	0.247	0.002	5.493	0.225	0.306	8.029	0.013	0.035	0.143	0.042	0.106	0.062	0.305	0.019	0.02	0.056	0.008	0.001	0.008	0.007	0.107	0.061	0.536	0.037	0.054	0.529	0.035	0.034	0.157	0.038	0.036	0.023	0.005
ASV_60	-0.839	14.547	0.653154748057491	1	NotSig	0.162	0.29	0.981	0.069	0.216	0.02	0.109	0.047	0.419	0.023	0.029	0.004	0.325	0.178	0.013	0.064	0.009	0.248	0.181	0.045	0.021	0.001	0.098	0.017	0.115	0.262	0.106	0.585	0.209	0.022	0.359	0	0.006	0.041	0.521	0.336	1.71	0.769	0.241	0.014	0.017	0.422	0.104	0.03	0.227	0.084	0.114	0.007	0.058	0.004	0.03	0.024	0.012	0.483	2.394	0.016	0.172	0.179	0.021	0.025	0.01	0.037	0.137	0.193	0.736	1.918	0.082	0.265	0.017	0.244	0.022	0.023	0.084	0.032
ASV_41	1.092	15.6	0.875067056191051	1	NotSig	0.659	0.309	0.006	4.898	0.882	0.039	0.116	0.008	3.732	0.184	4.968	0.168	0.142	0.015	1.021	0.127	0.045	0.295	0.13	0.158	0.53	0.138	0.209	0.251	0.671	0.797	0.15	0.026	0.14	0.435	0.031	0.021	1.291	0.079	0.043	0.026	0.002	0.16	0.084	0.083	0.009	0.04	0.006	0.184	0.234	0.442	0.269	0.011	0.169	0.147	1.721	0.185	0.136	0.195	1.306	0.942	0.662	0.104	0.16	1.046	0.811	0.159	0.15	0.088	0.177	0.276	0.076	0.295	0.124	0.007	0.447	0.407	0.012	0.706
ASV_48	0.952	17.531	0.901685888108015	1	NotSig	0.896	0.463	0.093	0.141	0.157	0.151	0.03	0.162	0.064	0.041	0.029	0.01	0.013	0.159	0.346	0.451	2.012	0.048	1.817	0.785	0.22	0.249	18.936	0.53	0.024	0.173	0.209	0.208	0.072	0.018	2.053	0.085	0.128	0.104	0.048	1.578	1.48	0.089	0.087	0.453	1.147	0.238	0.742	0.081	0.082	0.46	0.144	0	0.046	0.024	1.951	0.104	1.107	0.123	0.08	0.053	0.068	0.171	0.136	0.335	0.448	0.199	0.079	0.426	0.093	0.011	0.068	0.029	0.02	0.269	1.092	0.071	4.466	0.02
ASV_24	-1.746	17.573	0.654070911167074	1	NotSig	0.247	0.83	0	0.002	0.003	0.002	0.001	0.002	0	0	0	0.004	0	0	0.007	0.003	0	0.009	0.22	0.161	0.191	0.004	0.072	0.088	0.013	0.413	0.006	0.653	5.674	0.273	0.343	0.003	0.008	0	0.003	0	0	0.002	0	0	0	0.002	0	0.002	0	0.009	0.002	0.002	0	0	0.018	0.001	0.201	0.017	0	0.163	6.757	2.577	0.013	0.001	0.081	0	1.037	0	0.425	0.168	0.587	19.505	0.262	0.223	0.297	0	0	0
ASV_32	1.002	15.754	0.211065312531686	1	NotSig	0.671	0.335	0.162	2.552	0.261	0.508	0.108	0.058	0.135	0.068	0.118	0.153	0.606	0.059	0.591	0.03	0.034	3.182	0.352	0.284	0.131	0.635	0.07	0.209	1.989	0.923	5.527	0.949	0.06	0.283	0.46	0.803	0.617	0.228	0.005	0.117	0.087	0.204	0.122	0.077	0.209	0.179	0.585	0.514	0.214	0.242	0.125	0.045	0.083	0.037	0.527	0.124	0.12	0.226	0.071	0.242	0.122	0.101	1.322	0.074	0.148	3.633	0.43	0.258	0.135	0.177	0.417	0.141	0.241	0.544	0.281	0.879	0.016	0
ASV_113	-0.179	15.623	0.744622989270374	1	NotSig	0.377	0.426	0.126	0.067	0.071	4.597	0.113	0.15	0.069	0.09	0.313	0.701	0.457	0.487	0.04	0.061	0.791	0.006	0.073	0.01	0.071	0.208	0.197	0.095	0.938	0.125	0.01	0.192	0.033	0.012	0.028	0.056	0.017	0.032	2.192	0.087	0.974	0.195	0.468	0.181	2.937	0.081	0.177	0.599	0.225	0.244	0.994	1.285	0.386	1.221	0.047	0.086	0.086	0.013	0.091	0.025	0.043	0.014	0.117	0.028	0.113	0.035	0.055	0.013	0.023	0.081	0.072	0.048	0.021	0.037	0.162	0.013	0.307	5.045
ASV_34	-1.255	14.917	0.0320866136546047	1	NotSig	0.156	0.373	1.006	0.097	0.24	0.055	0.189	0.027	0.114	0.036	0.104	0.082	0.094	0.209	0.06	0.039	0.089	0.012	0.034	0.052	0.03	0.038	0.01	0.065	0.414	0.192	0.471	0.277	0.152	0.157	0.31	0.043	0.029	0.073	0.354	0.465	3.094	0.283	0.36	0.433	0.277	0.476	2.432	0.055	0.059	0.087	0.231	0.464	0.432	0.726	1.294	0.055	0.045	0.05	0.289	0.012	0.087	0.422	0.014	0.009	0.076	0.06	0.186	0.402	0.274	0.455	0.094	0.193	0.031	0.145	0.13	0.151	0.118	0.068
ASV_69	-0.444	14.807	0.530499420408842	1	NotSig	0.161	0.219	0.086	0.337	0.098	0.204	0.491	0.016	0.054	0.401	0.171	0.568	0.929	1.032	0.057	0.005	0.03	0.048	0.124	0.003	0.02	0.034	0.025	0.018	0.171	0.011	0	0.192	0.012	0.017	0.014	0.012	0.029	0.008	0.102	0.274	0.141	0.045	0.578	0.117	0.617	0.364	2.867	0.279	0.239	0.247	0.521	0.276	0.189	0.832	0.042	0.024	0.016	0.07	0.056	0.018	0.004	0.004	0.035	0.003	0.043	0.007	0.021	0	0.084	0.049	0.096	0.035	0.019	0.021	0.036	0.004	0.207	0.065
ASV_62	0.115	13.914	0.556741793789721	1	NotSig	0.239	0.221	0.431	0.097	0.079	0.131	0.892	0.086	0.622	0.126	0.415	1.544	1.347	0.915	0	0.018	0.041	0.001	0.039	0	0.011	0.013	0.057	0.596	0.028	0.022	0.006	0.002	0.043	0.008	0.124	0.008	0.01	0.051	0.119	0.126	0.192	0.037	0.141	0.102	0.301	0.555	1.319	1.207	0.521	0.535	0.348	0.475	0.337	0.817	0.003	0.015	0.003	0.009	0.064	0.01	0.012	0.02	0.018	0.017	0.303	0.005	0.034	0.028	0.163	0.269	0.021	0.015	0.01	0.07	0.099	0.013	0.072	0.322
ASV_49	-0.288	13.876	0.374980541551665	1	NotSig	0.199	0.243	0.05	0.535	0.869	0.011	0.321	0.438	0.043	0.021	0.049	0.006	0	0.021	0.07	0.022	0.102	0.932	0.49	0.029	0.14	0.07	0.071	0.323	0.148	0.162	0.479	0.123	0.48	0.033	0.271	0.067	0.059	0.122	0.005	0.073	0.201	0.138	0.383	0.208	0.024	0.252	0.101	0.034	0.048	0.038	0.261	0.065	0.051	0	0.098	0.145	0.079	0.468	0.02	0.114	0.77	0.434	0.168	0.13	0.661	0.052	0.229	1.504	0.179	0.251	1.055	0.696	0.08	0.104	0.258	0.091	0.002	0.005
ASV_28	2.139	12.505	0.875482910405996	1	NotSig	0.03	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.581	0.052	0.154	0	0.216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0.009	0	0	0.008	0	0.088	0.107	0.05	0	0.005	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_50	0.399	17.076	0.803457167085134	1	NotSig	0.642	0.487	0.118	0.008	0.045	0.002	0.003	0.066	0.009	0	0.004	0	0	0.015	0.03	0.001	0.016	0.233	1.998	0.08	0.143	0.175	0.02	0.358	0.898	1.229	0.197	0.497	13.819	0.13	0.509	0.077	0.107	0.387	0.005	0.142	0.172	1.816	0.034	0	0	0	0.023	0.008	0.014	0.3	0.011	0	0	0	0.509	0.009	0.037	1.87	0.016	0.146	1.023	0.133	0.037	0.013	0.014	0.11	0.732	0.264	0.272	0.58	0.322	8.341	0.125	0.488	0.18	1.208	0.002	0.034
ASV_58	1.038	16.044	0.977457757491676	1	NotSig	0.553	0.269	0.098	0.096	0.152	0.072	0.032	0.341	0.005	0.002	0	0.07	0.006	0.013	0.129	6.756	0.387	0.02	2.062	0.182	0.23	0.134	3.086	1.62	0.056	0.233	0.215	0.142	0.053	0.109	0.567	0.048	0.069	1.261	0.007	0.491	0.282	0.052	0.065	0.709	0.017	0.019	0.109	0.012	0.007	0.026	0	0.011	0.058	0	1.491	1.022	0.322	0.156	0.211	0.143	0.628	0.08	0.079	0.357	0.657	0.378	0.027	0.066	0.262	0.043	0.113	0.038	0.127	0.469	0.78	1.017	0.181	0
ASV_81	0.44	15.286	0.704979996083699	1	NotSig	0.376	0.277	0.235	0.076	0.223	0.458	0.685	0.117	0.132	0.726	0.393	2.112	3.996	1.801	0.066	0.005	0.231	0.001	0.014	0	0.017	0.11	0.028	0.037	0.138	0.044	0.006	0.05	0.014	0.012	0.02	0.022	0.017	0.006	0.603	0.047	0.26	0.062	0.891	0.134	0.966	0.19	0.389	0.603	0.832	0.684	0.464	1.137	0.714	2.298	0.055	0.034	0.041	0.013	0.035	0.01	0.021	0.003	0.045	0.003	0.027	0.015	0.076	0.009	0.109	0.067	0.15	0.072	0.024	0.023	0.043	0	0.2	0.057
ASV_56	-1.642	17.098	0.999999999999996	1	NotSig	0.173	0.54	0.221	0.191	0.467	0.013	2.065	0.89	0.277	0.049	0.049	0.17	0.021	0.019	0.007	0.039	0.04	0.036	0.078	0.007	0.023	0.024	0.026	0.269	0.007	0.114	0.016	0.073	0.008	0.011	0.002	0.018	0.079	0.044	0.36	0.096	0.048	0.013	0.399	0.256	0.033	14.025	0.191	0.302	0.055	0.02	0.053	0.099	0.021	0.007	0.013	0.081	0.026	0.118	0.022	0.025	0.037	0.032	0.025	0.015	0.862	0.02	0.183	0.006	0.023	0.054	0.029	0.004	0.006	0	0.27	0.029	0.162	3.413
ASV_47	-0.131	14.457	0.892018748128697	1	NotSig	0.266	0.291	0.022	0.01	0.035	0.16	0	0.031	0	0.002	0.013	0	0	0.002	0.292	0.216	0.201	0.197	0.572	0.272	0.277	0.084	0.691	0.496	0.015	0.727	2.098	0.137	0.045	0.051	0.087	1.781	0.134	0.129	0	0.016	0.014	0.05	0.004	0	0.058	0.003	0.003	0	0.002	0.006	0.004	0.011	0	0	0.911	2.054	0.63	0.322	0.12	0.076	0.097	0.049	0.25	1.457	0.745	0.09	0.25	0.745	0.267	0.166	0.298	0.024	0.208	0.047	2.249	0.13	0.003	0.002
ASV_44	0.04	15.702	0.787501213841377	1	NotSig	0.523	0.508	0.701	0.975	0.117	0.077	0.239	0.006	0.071	0.038	0.071	0.1	0.082	0.008	0.258	0.065	0.14	2.388	0.483	0.084	0.172	1.045	0.127	0.103	0.089	5.33	0.357	1.965	0.273	0.143	0.777	0.058	0.753	0.113	0.038	1.042	0.242	0.879	0.037	0.034	0.014	0.422	0.355	0.761	0.127	0.081	0.074	0.02	0.021	0.031	0.036	1.187	0.312	0.135	1.299	0.172	0.084	0.064	2.647	0.14	0.095	1.713	0.513	0.111	0.513	3.464	0.843	0.14	0.117	0.926	0.067	0.65	0.012	0.447
ASV_71	1.412	14.635	0.564325974026454	1	NotSig	0.176	0.066	0.055	0.03	1.63	2.544	0.04	0.006	0.017	0	0.042	0.049	0.003	0	0.006	0.246	0.016	0.085	0.032	0.012	0.011	0.01	0.011	0.057	0.423	0.074	0.014	0.024	0.01	0.025	0.005	0.034	0.038	0.017	0.255	0.054	0.06	0.064	0.026	0.029	1.034	0.029	0.006	0.006	0.005	0	0.004	0.009	0.009	0.004	0.016	0.355	0.072	0.006	0.013	0.031	0.132	0.021	0.025	0.013	0.109	0	0.064	0.003	0.046	0.043	0.047	0.041	0.02	0.021	0.135	0.021	0.006	0.002
ASV_73	-1.025	16.303	0.727680038450742	1	NotSig	0.196	0.398	0.29	0.017	0.011	0.07	0.028	0.146	0.002	0.013	0.004	0.002	0.002	0	0.031	0.047	0.156	0.075	0.327	0.108	0.173	0.07	0.057	0.738	0.014	1.026	0.104	0.476	0.137	0.072	0.058	0.169	0.473	0.989	0.574	0.241	0.438	0.141	0.021	0.016	0.243	0.234	0.216	0.002	0.011	0.015	0.004	0.016	0.002	0.002	0.356	0.043	0.119	0.116	0.129	0.025	0.087	0.064	0.189	0.11	0.955	0.261	8.086	0.121	0.295	0.329	0.021	0.052	0.209	0.021	1.915	0.384	0.03	0.011
ASV_94	0.936	15.328	0.70251244642711	1	NotSig	0.332	0.173	0.304	0.139	0.322	0.228	4.112	0.294	1.114	0.57	0.02	0.28	1.081	0.284	0.022	0.029	0.079	0.004	0.039	0.016	0.069	0.013	0.021	0.075	0.152	0.273	0.018	0.005	0.035	0.024	0.04	0.018	0.008	0.015	1.243	0.082	0.206	0.059	0.39	0.222	0.312	0.467	0.135	0.079	0.264	0.585	0.038	0.188	0.882	0.079	0.036	0.636	0.038	0.024	0.103	0.044	0.075	0.176	0.009	0.017	0.181	0.02	0.494	0.019	0.225	0.114	0.006	0.01	0.011	0.015	0.08	0.043	0.045	0.353
ASV_53	0.115	13.139	0.777527744727112	1	NotSig	0.099	0.091	0.765	0.099	0.042	0	0.036	0.004	0.88	0.137	0.246	0.084	0.163	0.086	0.004	0.004	0.085	0.012	0.059	0.007	0.032	0.001	0.004	0.026	0.16	0	0.014	0.064	0.004	0.053	0.12	0.017	0.015	0.027	0.018	0.128	0.175	0.175	0.087	0.032	0.033	0.902	0.023	0.217	0.325	0.186	0.356	0.105	0.074	0.064	0.003	0.01	0.051	0.014	0.026	0.004	0.044	0.003	0.008	0.001	0.003	0.01	0.009	0.007	0.026	0.007	0.027	0.031	0.158	0.037	0.004	0.003	0.14	0.055
ASV_66	1.427	15.058	0.367522937098932	1	NotSig	0.176	0.065	0.002	0.354	0.943	0	0.303	3.41	0.002	0	0.002	0.002	0.002	0.025	0.008	0.013	0.414	0.003	0.041	0.016	0.017	0.004	0.068	0	0.003	0.022	0.047	0.002	0	0	0.006	0	0	0.012	0.084	0	0	0.002	0.832	0.798	0	0.426	0	0	0.005	0.003	0.011	0.045	0.002	0	0.013	0.01	0.127	0.022	0.004	0.004	0.004	0.001	0.007	0.009	0.003	0.012	0.015	0.084	0.002	0	0	0	0	0.006	0	0	0.047	0.057
ASV_74	-0.576	14.88	0.653154748057491	1	NotSig	0.226	0.337	0.308	0.035	0.082	0.006	0.16	0.111	0.017	0.013	0.007	0.276	0.026	0.015	0.279	0.04	0.166	0.212	0.6	0.027	0.298	0.113	0.572	0.887	0.018	0.583	0.215	0.739	0.023	0.193	0.144	0.547	0.153	0.305	0.283	0.325	0.228	0.271	0.043	0.018	0.027	0.179	0.097	0.063	0.016	0.006	0.017	0.036	0.002	0.004	2.929	0.065	0.403	0.184	0.142	0.085	0.091	0.073	0.312	0.071	1.645	0.889	3.015	0.222	0.218	0.146	0.121	0.016	0.415	0.058	0.39	0.246	0.045	0.012
ASV_63	-0.213	15.409	0.883926007593955	1	NotSig	0.297	0.345	0.136	0.055	0.04	0.387	0.015	0.084	0.014	0.006	0.013	0.014	0.01	0.002	0.043	0.194	0.367	0.032	0.675	0.06	0.167	0.263	0.523	0.077	0.135	0.926	0.886	0.421	0.219	0.065	1.656	0.559	0.092	1.674	0.003	0.087	0.285	0.187	0.145	0.232	0.353	0.005	0.062	0.006	0.007	0.052	0.032	0.009	0.018	0.02	0.096	0.102	0.68	0.063	0.077	0.071	0.829	0.064	0.043	0.064	0.199	0.819	0.247	2.12	0.262	0.233	0.431	0.068	0.064	4.351	0.522	0.284	0.251	0
ASV_90	-0.473	15.06	0.999999999999996	1	NotSig	0.175	0.243	0.09	0.289	0.147	0.05	0.131	0.031	0.797	0.053	0.437	0.765	0.825	0.155	0.116	0.012	0.009	0.032	0.027	0.025	0.077	0.052	0.155	0.078	0.001	0.074	0.004	0.121	0.031	0.032	0.118	0.12	0.036	0.109	0.774	3.417	0.073	0.077	0.035	0.01	0.308	0.39	1.119	0.146	1.423	0.093	0.076	0.159	0.222	0.24	0.024	0.027	0.032	0.049	0.038	0.034	0.031	0.035	0.093	0.071	0.027	0.012	0.11	0.01	0.193	0.125	0.06	0.14	0.023	0.194	0.03	0.036	0.059	0.225
ASV_119	3.256	16.27	0.667033902670112	1	NotSig	0.482	0.05	0.003	1.695	3.38	0.177	0.128	0	0.246	0.167	7.901	0.012	0	0.002	0.022	0.003	0.006	0.105	0.039	0.003	0.012	0.001	0.006	0.017	0.014	0.162	0.022	0	0.004	0.017	0.011	0.004	0.048	0.01	1.703	0	0	0	0.103	0.075	0.051	0.034	0.048	0.18	0.239	0.192	0.246	0	0	0.194	0.03	0.018	0	0.068	0	0.015	0.01	0.004	0.009	0.001	0.006	0.01	0.122	0.013	0.016	0.031	0.076	0.039	0.016	0.005	0	0.003	0.017	0.097
ASV_881	-0.673	14.3	0.738763653754994	1	NotSig	0.14	0.224	0.039	0.002	0.095	0	0.025	0.078	0.005	0.002	0	0.072	0.006	0	0.147	0.095	0.105	0.03	0.304	0.088	0.098	0.05	0.36	0.125	0.003	0.321	0.136	0.277	0.066	0.906	0.126	0.238	0.496	0.315	0.017	0.009	0.008	0.039	0.013	0.046	0	0.078	0.011	0.014	0.002	0	0	0.004	0.007	0.002	0.485	0.065	2.017	0.111	0.088	0.079	0.115	0.025	0.034	1.341	0.063	0.356	0.83	0.042	0.151	0.17	0.213	0.046	1.104	0.08	0.436	0.612	0.014	0.006
ASV_86	-2.063	16.858	0.704333620061094	1	NotSig	0.15	0.626	0	0.02	0.04	0	0.015	0.056	0	0	0.002	0.08	0.118	1.087	0.171	0.286	0.035	0.426	0.538	0.333	0.059	0.117	0.011	0.031	0	0.233	0.609	0.024	0.135	0.006	0.299	0.114	0.004	0.06	0.038	0	0	0	0.06	0.074	0.003	0.005	0	0	0	0	0.17	0.087	0.102	0.044	1.321	0.143	0.04	0.369	11.881	0.09	0.287	0.242	0.198	0.206	0.021	0.065	0.104	0.348	5.969	2.108	0.045	0.148	0.004	0.085	0.086	0.08	0.012	0.022
ASV_88	-0.104	16.605	0.405283516703878	1	NotSig	0.284	0.305	0.188	0.057	0.027	0.031	0.344	0.236	1.171	0.339	2.113	0.81	2.34	0.698	0.004	0.001	0.011	0.004	0.005	0.001	0.018	0.004	0.007	0.014	0.418	0.011	0.006	0.007	0.004	0.022	0.017	0.015	0.004	0.003	0.43	0.014	0.003	0.003	0.035	0.01	0.144	0.036	0.053	0.267	0.291	0.218	0.11	0.054	0.051	0.196	0.004	0.003	0.009	0.017	0.095	0.001	0.026	0.004	0.018	0.001	0.001	0	0.021	0.003	0.051	0.018	0.016	0.05	0.017	0.001	0.003	0.009	0.062	9.97
ASV_79	-0.306	14.304	0.424643999663351	1	NotSig	0.305	0.377	0.03	0.19	0.127	0.195	0.041	0.181	0.054	0.051	0.069	0.035	0.069	0.132	0.225	0.859	0.225	1.664	0.934	0.413	0.839	0.44	0.227	0.547	0.497	0.281	0.813	0.097	0.18	0.094	0.143	0.037	0.153	0.195	0.02	0.056	0.056	0.034	0.44	0.972	0.144	0.028	0.163	0.061	0.141	1.033	0.108	0.146	2.023	0.057	0.367	1.057	0.183	1.128	0.503	0.741	0.324	0.203	0.174	0.942	0.496	0.102	0.247	0.487	0.602	0.394	0.244	0.196	0.064	0.054	0.439	0.248	0.022	0.008
ASV_77	0.658	15.606	0.419049784150664	1	NotSig	0.353	0.224	0.031	0.023	0.003	0.079	0.001	0.025	0.009	0.009	0	0.002	0.01	0.002	0.272	0.323	0.106	0.343	0.515	4.987	0.166	0.231	0.208	0.804	0.053	0.162	1.818	0.185	0.121	0.177	0.288	0.032	0.31	0.365	0.002	0.051	0.071	0.032	0.001	0.011	0.111	0	0.088	0.006	0.023	0.02	0.006	0.016	0.016	0.002	0.369	0.278	0.444	0.844	0.188	0.191	0.4	0.187	0.675	0.709	0.277	0.396	0.226	0.423	0.244	0.045	0.285	0.323	0.259	0.591	0.589	0.318	0.012	0.006
ASV_124	-1.905	15.677	0.183488526757135	1	NotSig	0.086	0.324	0.153	0.054	0.213	0.007	0.074	0.148	0.414	0.487	0.027	0.072	0.062	0.075	0.112	0.043	0.026	0.134	0.098	0.06	0.047	0	0.013	0.012	0.15	0.048	0.014	0.097	0.088	0.004	0.018	0.056	0.017	0.01	0.02	0.023	0.107	0.022	0.329	0.267	0.002	0.498	0.16	0.073	0.07	0.794	0.091	0.22	0.074	0.015	0.772	0.124	0.013	0.344	0.635	0.015	0.093	0.83	0.01	0.02	0.057	0.005	0.326	0.022	5.237	0.674	0.158	0.015	0.003	0.007	0.344	0.001	0.005	0.166
ASV_99	1.258	15.201	0.663478894205254	1	NotSig	0.242	0.101	3.768	0.039	0.072	0	0.274	0.345	0.083	0.019	0.004	1.079	0.03	0.048	0.002	0.004	0.044	0.014	0.046	0.019	0.045	0.027	0.024	0.576	0.445	0.646	0.097	0.019	0.027	0.024	0.018	0.041	0.002	0.01	0.101	0.117	0.218	0.069	0.054	0.016	0	0.16	0.142	0.111	0.009	0.006	0.004	0.096	0.055	0.029	0.021	0.003	0.026	0.04	0.043	0.009	0.138	0.408	0.042	0.053	1.167	0.01	0.207	0.012	0.441	0.022	0.045	0.007	0.004	0.001	0.035	0.12	0.005	0.003
