OTUID	D	H
ASV_800	0.0413953939	0.0003447186
ASV_980	0.006594549	0.019028036
ASV_809	0.003887302	0.014081520
ASV_1020	0.00612913	0.01756199
ASV_703	0.007398287	0.012768183
ASV_784	0.002919634	0.016167443
ASV_1006	0.01422040	0.01041735
ASV_1131	0.02303585	0.00807094
ASV_383	0.003554502	0.015223214
ASV_572	0.005006315	0.015538712
ASV_1159	0.003594094	0.012390787
ASV_607	0.01096958	0.01518322
ASV_812	0.005365378	0.020328201
ASV_1228	0.002324619	0.013126733
ASV_633	0.034454287	0.004733772
ASV_1024	0.01362467	0.01235020
ASV_816	0.01624629	0.01124687
ASV_1137	0.024242671	0.006567333
ASV_631	0.00533253	0.01558125
ASV_845	0.007987644	0.013208864
ASV_911	0.021253627	0.007845662
ASV_849	0.015336330	0.008797393
ASV_1116	0.007758335	0.011836460
ASV_1045	0.019385846	0.007361055
ASV_1029	0.01130704	0.01241638
ASV_789	0.00000000	0.02262874
ASV_855	0.006634111	0.015691415
ASV_764	0.01812991	0.01025366
ASV_795	0.01117947	0.01358166
ASV_1011	0.006942545	0.013971729
ASV_1134	0.026424991	0.004248082
ASV_790	0.01045838	0.01228648
ASV_982	0.003675498	0.015621363
ASV_632	0.005126501	0.016250317
ASV_927	0.01444183	0.01390215
ASV_672	0.006253737	0.013633256
ASV_851	0.006537912	0.012907883
ASV_1042	0.003931072	0.014091520
ASV_691	0.018270702	0.008859239
ASV_689	0.007388775	0.012112546
ASV_1021	0.01155637	0.01159241
ASV_1136	0.020478469	0.007276767
ASV_1112	0.02422347	0.00525030
ASV_321	0.023940746	0.009213766
ASV_935	0.026359831	0.005199526
ASV_1107	0.01525041	0.01271723
ASV_794	0.024943071	0.005904697
ASV_554	0.01407273	0.01139083
ASV_1037	0.013572116	0.009376915
ASV_1115	0.018880927	0.008085666
ASV_1004	0.026695468	0.005071209
ASV_1003	0.026783201	0.004848005
ASV_798	0.018250639	0.007557341
ASV_1213	0.00998983	0.01028553
ASV_665	0.01199964	0.01056373
ASV_1117	0.005924765	0.015255146
ASV_879	0.023222179	0.007684821
ASV_649	0.017363574	0.009403429
ASV_988	0.006450927	0.012534760
ASV_576	0.002776895	0.017692553
ASV_719	0.004142235	0.014912816
ASV_914	0.022966690	0.006091408
ASV_1186	0.00266146	0.01457742
ASV_704	0.01721010	0.01063806
ASV_951	0.020596534	0.005685301
ASV_738	0.01658981	0.00943052
ASV_797	0.02131610	0.00755728
ASV_776	0.017187760	0.007240339
ASV_868	0.017643050	0.008369819
ASV_547	0.03215715	0.00000000
ASV_566	0.01290031	0.01194109
ASV_965	0.01108095	0.01042054
ASV_1187	0.015147178	0.008675291
ASV_603	0.019237583	0.008687676
ASV_586	0.004424889	0.010604837
ASV_981	0.012277153	0.009485201
ASV_818	0.023433439	0.005657764
ASV_1056	0.019718863	0.006504229
ASV_887	0.00548215	0.01151320
ASV_929	0.020883339	0.004680476
ASV_605	0.001006298	0.012617923
ASV_871	0.005276428	0.012727904
ASV_642	0.00739736	0.01243105
ASV_563	0.031263782	0.006500927
ASV_618	0.004015058	0.013509807
ASV_681	0.003211175	0.013118826
ASV_817	0.0296354485	0.0007737523
ASV_799	0.029327718	0.004781599
ASV_726	0.007416047	0.011952541
ASV_905	0.00699568	0.01145977
ASV_562	0.00745018	0.01234331
ASV_1009	0.001984926	0.012596212
ASV_741	0.0008606719	0.0123372826
ASV_991	0.008436418	0.010418622
ASV_752	0.008842480	0.009318962
ASV_705	0.01245069	0.01058233
ASV_654	0.030405194	0.002934895
ASV_970	0.002965288	0.014193654
ASV_1031	0.006143202	0.011421309
ASV_538	0.007002012	0.013048499
ASV_1144	0.009080909	0.010675128
ASV_1088	0.01184970	0.01145695
ASV_938	0.016577768	0.006142679
ASV_625	0.013296921	0.008798431
ASV_1227	0.00433168	0.01257607
ASV_765	0.008314246	0.011209553
ASV_722	0.00419113	0.01348726
ASV_569	0.0262637737	0.0006566932
ASV_1008	0.011527083	0.009027167
ASV_791	0.008953521	0.015009747
ASV_1073	0.01863101	0.01210362
ASV_1174	0.01414209	0.01297327
ASV_808	0.005927638	0.010355602
ASV_964	0.014570446	0.007315302
ASV_857	0.001457847	0.012901480
ASV_690	0.014756748	0.007535493
ASV_1229	0.012004813	0.008306755
ASV_648	0.0263762995	0.0006995816
ASV_778	0.001925454	0.011995390
ASV_660	0.002524237	0.014663279
ASV_806	0.004787438	0.011663433
ASV_788	0.028845913	0.007681709
ASV_1135	0.01867712	0.00665369
ASV_1124	0.00144002	0.01241523
ASV_1221	0.003166931	0.010334283
ASV_682	0.008110862	0.010250084
ASV_848	0.010518167	0.009708023
ASV_956	0.010621417	0.008729919
ASV_1061	0.0006493301	0.0104520269
ASV_1169	0.005079069	0.011148476
ASV_1161	0.004392908	0.014463475
ASV_773	0.014890549	0.005609223
ASV_946	8.627631e-05	1.739911e-02
ASV_921	0.002642194	0.010838364
ASV_813	0.025295793	0.001681312
ASV_913	0.001595235	0.011525372
ASV_1196	0.01134604	0.00704692
ASV_1036	0.001923015	0.010267908
ASV_770	0.0005761081	0.0115253663
ASV_732	0.019382718	0.006491613
ASV_1104	0.013444429	0.006781695
ASV_1123	0.018338524	0.005582351
ASV_758	0.01009421	0.01009085
ASV_1214	0.014295358	0.005754598
ASV_740	0.015241330	0.008153381
ASV_1158	0.009518262	0.008494396
ASV_768	8.256908e-05	1.710715e-02
ASV_1197	0.004345730	0.009331395
ASV_829	0.005646472	0.009834495
ASV_735	0.002412908	0.011246737
ASV_1200	0.005342711	0.009251196
ASV_1007	0.019588644	0.005013703
ASV_862	0.01487867	0.00839154
ASV_1014	0.00713583	0.01000805
ASV_796	0.006486977	0.009933668
ASV_987	0.006988652	0.012702893
ASV_1113	0.007759801	0.009532358
ASV_900	0.005723545	0.011002713
ASV_859	0.0002747994	0.0098443109
ASV_1195	0.004224121	0.009852333
ASV_1232	0.003113829	0.010398353
ASV_822	0.006620302	0.009496958
ASV_1075	0.011732549	0.007028319
ASV_884	0.010351785	0.008097477
ASV_680	0.022641622	0.001165053
ASV_850	0.001361148	0.011532892
ASV_742	0.0008430254	0.0099314384
ASV_889	0.001212043	0.010229654
ASV_1048	0.012600306	0.005805259
ASV_876	0.003953506	0.010756486
ASV_714	0.005901454	0.012558019
ASV_861	0.022048274	0.002963406
ASV_1043	0.016004238	0.004885564
ASV_1111	0.007868818	0.007516635
ASV_906	0.005320061	0.008652651
ASV_1139	0.001826376	0.011997870
ASV_814	0.005623057	0.009229229
ASV_838	0.0002266192	0.0099339799
ASV_748	0.0008040013	0.0166457505
ASV_958	0.007904115	0.008553316
ASV_856	0.001889274	0.011487133
ASV_936	0.005278155	0.006672001
ASV_692	0.005575212	0.009942504
ASV_820	0.00511444	0.01186391
ASV_666	0.006641409	0.010573001
ASV_955	0.013878679	0.006262135
ASV_747	0.003268515	0.010775431
ASV_787	0.009320760	0.008513915
ASV_775	0.003515496	0.014781636
ASV_901	0.003605285	0.011467004
ASV_667	0.009184113	0.006035883
ASV_947	0.006708022	0.009759429
ASV_1191	0.004069557	0.007889984
ASV_961	0.006184397	0.007722488
ASV_1041	0.012895716	0.006489679
ASV_1078	0.018548298	0.002744526
ASV_853	0.0008673267	0.0090206205
ASV_839	0.010317398	0.008002908
ASV_1101	0.003617397	0.009294509
ASV_826	0.010620247	0.006352033
ASV_1094	0.0005187163	0.0095233272
ASV_898	0.013438223	0.007427247
ASV_1218	0.012218396	0.007231887
ASV_928	0.007262754	0.007855986
ASV_1083	0.004693413	0.008768825
ASV_718	0.001475692	0.009575470
ASV_902	0.008507280	0.006974658
ASV_1146	0.010193651	0.007545004
ASV_1074	0.003475773	0.010905158
ASV_836	0.004770410	0.009011735
ASV_1148	0.005807535	0.006913165
ASV_1060	0.002489183	0.008372758
ASV_923	0.002314873	0.009656647
ASV_1179	0.011214557	0.005069451
ASV_837	0.005029487	0.009833847
ASV_866	0.008544705	0.007332503
ASV_907	0.003365165	0.006711756
ASV_949	0.01952523	0.00298289
ASV_942	0.016444345	0.003143273
ASV_909	0.005252200	0.007610334
ASV_825	0.00686165	0.01051024
ASV_941	0.0005172048	0.0080835495
ASV_834	0.008985664	0.006891148
ASV_658	0.006161459	0.008219432
ASV_1217	0.007198783	0.006771220
ASV_994	0.006664701	0.007856417
ASV_940	0.007805165	0.007135294
ASV_1046	0.010558489	0.005310914
ASV_1105	0.001265544	0.009792556
ASV_1022	0.008222567	0.006572554
ASV_1129	0.001392241	0.008590324
ASV_998	0.020990158	0.001624545
ASV_1175	0.006324299	0.006738310
ASV_1177	0.016046013	0.005547299
ASV_990	0.005063917	0.006269749
ASV_766	0.002586272	0.008562185
ASV_932	0.0002076055	0.0086498832
ASV_1154	0.014773958	0.003810767
ASV_869	0.004180751	0.008786795
ASV_890	0.004969139	0.008536465
ASV_997	0.004158257	0.008300986
ASV_1223	0.016033143	0.002889698
ASV_1170	0.005797405	0.007066865
ASV_1016	0.006286364	0.006579747
ASV_762	0.005788249	0.007135611
ASV_803	0.009364201	0.005367618
ASV_924	0.005530723	0.007164622
ASV_843	0.007308469	0.006659108
ASV_1002	1.344754e-05	8.285093e-03
ASV_573	0.02033519	0.00195156
ASV_1054	0.008495287	0.005199319
ASV_896	0.007356834	0.006402213
ASV_877	0.0006518906	0.0080319696
ASV_819	0.011117694	0.004298835
ASV_867	0.001823462	0.006546821
ASV_731	0.002906998	0.008507765
ASV_1185	0.002943427	0.007786103
ASV_966	0.007353504	0.005786362
ASV_854	0.008046145	0.005342480
ASV_960	0.004790094	0.007181960
ASV_846	0.002617473	0.011912381
ASV_878	0.001983066	0.008218121
ASV_1176	0.000573036	0.007121698
ASV_1067	0.006353984	0.006329399
ASV_1102	0.003209772	0.006820774
ASV_1062	0.005328834	0.007913890
ASV_858	0.0168277728	0.0002820381
ASV_1032	0.009420306	0.004352611
ASV_1157	0.017495553	0.001700988
ASV_1064	0.006832350	0.005476966
ASV_908	0.002809866	0.006331012
ASV_1027	0.001125740	0.007419149
ASV_1069	0.004644202	0.007837848
ASV_700	0.005752162	0.006589349
ASV_1122	0.004619241	0.006542001
ASV_986	0.003639493	0.007040459
ASV_1108	0.0242715936	0.0008280766
ASV_760	0.004476907	0.007514460
ASV_953	0.00000000	0.01138848
ASV_1065	0.003605983	0.006704534
ASV_1178	0.006561593	0.006402246
ASV_1080	0.0008033713	0.0082301275
ASV_1092	0.007962182	0.004707399
ASV_975	0.005885316	0.005439243
ASV_1093	0.008537377	0.004968915
ASV_952	0.001612757	0.007351131
ASV_993	0.0006508536	0.0077233937
ASV_1194	0.002850347	0.006561627
ASV_931	7.692318e-05	8.266683e-03
ASV_1071	0.003928262	0.005982527
ASV_917	0.006225123	0.005105505
ASV_1081	2.888978e-05	7.155950e-03
ASV_892	0.006909283	0.004859599
ASV_611	0.010088181	0.004248366
ASV_1155	0.00661040	0.00718426
ASV_1026	0.005152443	0.005354182
ASV_1052	0.009191277	0.003857856
ASV_1235	0.002117153	0.006926447
ASV_1030	0.0177098165	0.0005055061
ASV_933	0.008014421	0.004073930
ASV_919	0.01516722	0.00125437
ASV_912	0.010611682	0.003792215
ASV_967	0.005332658	0.004825550
ASV_864	0.001828804	0.006111407
ASV_977	0.003719891	0.006028090
ASV_640	0.010157713	0.003456248
ASV_1234	0.001677366	0.007211017
ASV_1038	0.003827166	0.006252082
ASV_895	0.0150922037	0.0009693387
ASV_1212	0.005293711	0.004976450
ASV_1025	0.004889775	0.005088820
ASV_804	0.002700875	0.006436443
ASV_1171	0.001065883	0.006148940
ASV_1089	0.0001729697	0.0056970648
ASV_1230	0.004432982	0.006229907
ASV_1055	0.005469506	0.004672985
ASV_1233	0.007495821	0.004470736
ASV_872	0.008797761	0.003687269
ASV_1068	0.005083393	0.005887490
ASV_1099	0.003541825	0.005330288
ASV_992	0.013814954	0.001687662
ASV_1010	0.003103756	0.005209251
ASV_1005	0.000000000	0.007851594
ASV_1070	0.002733563	0.005760486
ASV_1103	0.001196138	0.008598420
ASV_1226	0.005871325	0.004438074
ASV_1151	0.005814874	0.004508250
ASV_995	0.003156146	0.005875248
ASV_972	0.00000000	0.00922213
ASV_1076	0.004595396	0.004362084
ASV_1192	5.247804e-05	8.907394e-03
ASV_1142	0.010090749	0.002067287
ASV_1001	0.003659209	0.005844325
ASV_1034	0.0001057879	0.0075266973
ASV_1206	0.0121331018	0.0006976541
ASV_1035	0.011777447	0.001310754
ASV_1183	0.015405636	0.001072121
ASV_1039	0.005429342	0.004190383
ASV_957	0.003477099	0.004999429
ASV_916	0.0128959461	0.0007299013
ASV_1125	0.01230207	0.00151965
ASV_1203	0.005210438	0.004058789
ASV_1207	0.001235316	0.004768578
ASV_1047	0.008632778	0.002279953
ASV_1058	0.0001864212	0.0052313430
ASV_1057	0.002927911	0.004132222
ASV_882	0.001918186	0.005200913
ASV_1053	0.0006771498	0.0036948722
ASV_1143	0.003291072	0.003486368
ASV_810	0.003034427	0.004658093
ASV_888	0.001269428	0.004403149
ASV_1097	0.001487096	0.006248100
ASV_1164	0.002555732	0.004094631
ASV_1132	0.001245370	0.004918111
ASV_1240	0.003124102	0.003302822
ASV_1063	0.002387254	0.003972705
ASV_774	0.011363555	0.001794837
ASV_1193	0.005156404	0.002961533
ASV_1166	4.271576e-05	5.229907e-03
ASV_1162	6.122788e-05	4.556860e-03
ASV_1202	0.004096556	0.003260086
ASV_983	0.005270387	0.002808680
ASV_1201	0.001608229	0.003789661
ASV_828	0.003098716	0.002487731
ASV_1149	0.0002168841	0.0037997281
ASV_1086	0.0125343061	0.0002225595
ASV_1188	0.005233124	0.002045664
ASV_1167	0.001095566	0.003970024
ASV_1110	0.003336556	0.003878099
ASV_1220	0.003707248	0.002749465
ASV_1130	0.003647532	0.002771111
ASV_1120	0.002667849	0.003140148
ASV_1121	0.001686495	0.003248167
ASV_1087	0.003481350	0.002437204
ASV_1028	0.005121852	0.001925713
ASV_1205	0.002201854	0.003026895
ASV_875	0.003155543	0.002281560
ASV_1145	0.004387295	0.003407485
ASV_815	0.003772162	0.002095608
ASV_600	0.002561245	0.002986013
ASV_1106	0.0008788041	0.0026953761
ASV_1168	0.002927523	0.001760361
ASV_1040	0.0061549014	0.0002190377
ASV_617	0.0003368228	0.0028601745
ASV_1190	0.0061984856	0.0006365133
ASV_1173	0.0017469701	0.0002546064
ASV_263	0.000915466	0.000736086
ASV_1236	0.0003548965	0.0010001250
ASV_1239	0.0001941907	0.0002698165
ASV_429	1.296725e-04	7.476979e-05
ASV_1163	2.194425e-04	5.811896e-06
ASV_792	0.000000e+00	1.669322e-05
ASV_515	1.682755e-05	0.000000e+00
