OTUID	D	H
ASV_1059	0.01052273	0.01369077
ASV_852	0.019174777	0.005769559
ASV_701	0.018287040	0.004793518
ASV_1049	0.01009331	0.01083952
ASV_1095	0.008343774	0.017843615
ASV_757	0.01225042	0.01370221
ASV_720	0.019568259	0.006565718
ASV_1198	0.01545082	0.00749333
ASV_879	0.020507900	0.007684821
ASV_661	0.0005680962	0.0181872138
ASV_868	0.018695326	0.008369819
ASV_781	0.004082275	0.018110344
ASV_622	0.006347958	0.015063991
ASV_855	0.00860010	0.01569142
ASV_733	0.001379637	0.020446324
ASV_1187	0.016232383	0.008675291
ASV_1100	0.021256277	0.005012763
ASV_435	2.248073e-02	8.873832e-06
ASV_1020	0.007213591	0.017561990
ASV_863	0.004785221	0.020206768
ASV_600	0.032086587	0.002986013
ASV_727	0.007976548	0.018728070
ASV_764	0.01573247	0.01025366
ASV_562	0.01193154	0.01234331
ASV_851	0.007937885	0.012907883
ASV_1231	0.003689937	0.014816406
ASV_750	0.00392889	0.01334636
ASV_798	0.014834219	0.007557341
ASV_1141	0.019572580	0.004458258
ASV_631	0.008567555	0.015581248
ASV_927	0.01225916	0.01390215
ASV_678	0.009255452	0.010488039
ASV_911	0.016367547	0.007845662
ASV_812	0.007307885	0.020328201
ASV_854	0.01971794	0.00534248
ASV_728	0.003565812	0.015937530
ASV_809	0.004327488	0.014081520
ASV_1006	0.01047982	0.01041735
ASV_1073	0.01982750	0.01210362
ASV_1131	0.01513279	0.00807094
ASV_1229	0.016472796	0.008306755
ASV_618	0.01117659	0.01350981
ASV_554	0.01216796	0.01139083
ASV_617	0.031284966	0.002860175
ASV_1174	0.01764996	0.01297327
ASV_586	0.007354745	0.010604837
ASV_667	0.015749516	0.006035883
ASV_790	0.009097763	0.012286482
ASV_1225	0.01166103	0.00987898
ASV_704	0.01513196	0.01063806
ASV_633	0.021358890	0.004733772
ASV_816	0.01113934	0.01124687
ASV_1088	0.01665408	0.01145695
ASV_849	0.010356373	0.008797393
ASV_804	0.018299749	0.006436443
ASV_795	0.008934609	0.013581659
ASV_796	0.011919505	0.009933668
ASV_846	0.01783368	0.01191238
ASV_1228	0.002317848	0.013126733
ASV_794	0.016941644	0.005904697
ASV_1213	0.008751187	0.010285535
ASV_689	0.006729094	0.012112546
ASV_700	0.020696850	0.006589349
ASV_784	0.00187929	0.01616744
ASV_740	0.015705302	0.008153381
ASV_800	0.0235494231	0.0003447186
ASV_1115	0.013245789	0.008085666
ASV_1136	0.013528772	0.007276767
ASV_672	0.005468239	0.013633256
ASV_938	0.014845142	0.006142679
ASV_1116	0.005771526	0.011836460
ASV_845	0.005531359	0.013208864
ASV_1042	0.004337041	0.014091520
ASV_826	0.015583784	0.006352033
ASV_914	0.016235607	0.006091408
ASV_818	0.017005630	0.005657764
ASV_722	0.008610143	0.013487261
ASV_1112	0.01568646	0.00525030
ASV_1029	0.007789165	0.012416381
ASV_982	0.003616286	0.015621363
ASV_1137	0.014462756	0.006567333
ASV_726	0.008560236	0.011952541
ASV_1186	0.004265981	0.014577418
ASV_1037	0.009418891	0.009376915
ASV_719	0.006334603	0.014912816
ASV_1021	0.00816356	0.01159241
ASV_1117	0.005497491	0.015255146
ASV_951	0.013805990	0.005685301
ASV_705	0.01086141	0.01058233
ASV_649	0.011859292	0.009403429
ASV_760	0.01395113	0.00751446
ASV_1134	0.015602068	0.004248082
ASV_991	0.008606769	0.010418622
ASV_1107	0.009819069	0.012717228
ASV_956	0.011205746	0.008729919
ASV_965	0.008747337	0.010420542
ASV_871	0.005742192	0.012727904
ASV_905	0.007428189	0.011459769
ASV_640	0.020489647	0.003456248
ASV_789	0.00000000	0.02262874
ASV_665	0.007858634	0.010563729
ASV_1004	0.015823764	0.005071209
ASV_825	0.01727738	0.01051024
ASV_981	0.009468688	0.009485201
ASV_887	0.005413235	0.011513198
ASV_1056	0.013168770	0.006504229
ASV_573	0.02451645	0.00195156
ASV_658	0.014904495	0.008219432
ASV_1003	0.015854269	0.004848005
ASV_611	0.017333015	0.004248366
ASV_738	0.01067907	0.00943052
ASV_1227	0.006095059	0.012576073
ASV_765	0.008465382	0.011209553
ASV_741	0.003008735	0.012337283
ASV_603	0.012291330	0.008687676
ASV_1144	0.007664109	0.010675128
ASV_829	0.009672650	0.009834495
ASV_988	0.003995115	0.012534760
ASV_929	0.013179336	0.004680476
ASV_654	0.019527468	0.002934895
ASV_1124	0.004306877	0.012415234
ASV_776	0.010534378	0.007240339
ASV_797	0.01277085	0.00755728
ASV_681	0.00380738	0.01311883
ASV_569	0.0175476806	0.0006566932
ASV_810	0.019616388	0.004658093
ASV_1008	0.009193302	0.009027167
ASV_799	0.017958165	0.004781599
ASV_766	0.011973010	0.008562185
ASV_1031	0.005005696	0.011421309
ASV_547	0.01828112	0.00000000
ASV_806	0.006802052	0.011663433
ASV_752	0.006272241	0.009318962
ASV_1175	0.01061022	0.00673831
ASV_808	0.005487672	0.010355602
ASV_1169	0.006096472	0.011148476
ASV_666	0.0104017	0.0105730
ASV_876	0.006819435	0.010756486
ASV_605	0.000751307	0.012617923
ASV_958	0.009379165	0.008553316
ASV_660	0.005634395	0.014663279
ASV_788	0.020489944	0.007681709
ASV_970	0.002713383	0.014193654
ASV_1161	0.006462104	0.014463475
ASV_933	0.01438675	0.00407393
ASV_642	0.004224127	0.012431048
ASV_1092	0.012432225	0.004707399
ASV_1061	0.002808348	0.010452027
ASV_1197	0.005207699	0.009331395
ASV_1221	0.003806634	0.010334283
ASV_817	0.0168777346	0.0007737523
ASV_998	0.019262066	0.001624545
ASV_1195	0.006253136	0.009852333
ASV_1009	0.001592226	0.012596212
ASV_1148	0.008765792	0.006913165
ASV_848	0.008530971	0.009708023
ASV_692	0.007377869	0.009942504
ASV_913	0.003161916	0.011525372
ASV_964	0.009787029	0.007315302
ASV_923	0.006628320	0.009656647
ASV_762	0.009809164	0.007135611
ASV_906	0.006784164	0.008652651
ASV_742	0.005702151	0.009931438
ASV_778	0.002561948	0.011995390
ASV_1104	0.010085410	0.006781695
ASV_1158	0.007978082	0.008494396
ASV_648	0.0156557909	0.0006995816
ASV_813	0.015727535	0.001681312
ASV_898	0.015176331	0.007427247
ASV_1191	0.005797567	0.007889984
ASV_1230	0.018192536	0.006229907
ASV_857	0.001418428	0.012901480
ASV_690	0.009133150	0.007535493
ASV_1196	0.00769221	0.00704692
ASV_1200	0.004835559	0.009251196
ASV_1075	0.009493621	0.007028319
ASV_872	0.014885221	0.003687269
ASV_787	0.010039104	0.008513915
ASV_731	0.007908950	0.008507765
ASV_1036	0.001940033	0.010267908
ASV_921	0.002581851	0.010838364
ASV_1113	0.006102945	0.009532358
ASV_1074	0.006766102	0.010905158
ASV_1101	0.005931563	0.009294509
ASV_774	0.021890370	0.001794837
ASV_1121	0.018115086	0.003248167
ASV_1214	0.009233933	0.005754598
ASV_888	0.013676361	0.004403149
ASV_732	0.011858232	0.006491613
ASV_1135	0.01088493	0.00665369
ASV_718	0.004577244	0.009575470
ASV_1123	0.011387916	0.005582351
ASV_1218	0.011165849	0.007231887
ASV_758	0.006409273	0.010090852
ASV_822	0.004994955	0.009496958
ASV_735	0.002529915	0.011246737
ASV_1232	0.003320874	0.010398353
ASV_773	0.008615373	0.005609223
ASV_770	0.0005666975	0.0115253663
ASV_1043	0.010837551	0.004885564
ASV_946	6.118564e-05	1.739911e-02
ASV_837	0.007682246	0.009833847
ASV_820	0.006255216	0.011863906
ASV_884	0.006961811	0.008097477
ASV_900	0.004001288	0.011002713
ASV_1007	0.011901647	0.005013703
ASV_1111	0.005775653	0.007516635
ASV_680	0.013571792	0.001165053
ASV_803	0.010215345	0.005367618
ASV_987	0.004466878	0.012702893
ASV_862	0.008842316	0.008391540
ASV_768	7.258712e-05	1.710715e-02
ASV_955	0.009818512	0.006262135
ASV_992	0.016264858	0.001687662
ASV_747	0.004315236	0.010775431
ASV_961	0.005441804	0.007722488
ASV_859	0.0003658058	0.0098443109
ASV_1139	0.002171645	0.011997870
ASV_1014	0.004118592	0.010008053
ASV_714	0.004145729	0.012558019
ASV_1048	0.007583446	0.005805259
ASV_839	0.008404628	0.008002908
ASV_1016	0.007854305	0.006579747
ASV_856	0.002313223	0.011487133
ASV_850	0.001040783	0.011532892
ASV_917	0.009559435	0.005105505
ASV_936	0.003872943	0.006672001
ASV_889	0.0007529625	0.0102296543
ASV_1041	0.008990853	0.006489679
ASV_942	0.012471044	0.003143273
ASV_861	0.012861501	0.002963406
ASV_909	0.006277944	0.007610334
ASV_1146	0.007890578	0.007545004
ASV_928	0.005969423	0.007855986
ASV_853	0.002125876	0.009020621
ASV_901	0.003483328	0.011467004
ASV_947	0.005235121	0.009759429
ASV_1217	0.006916017	0.006771220
ASV_836	0.004449068	0.009011735
ASV_907	0.004252128	0.006711756
ASV_1212	0.01023852	0.00497645
ASV_902	0.006252291	0.006974658
ASV_838	0.0002690203	0.0099339799
ASV_814	0.003268250	0.009229229
ASV_1179	0.008194394	0.005069451
ASV_775	0.002536847	0.014781636
ASV_748	0.0004870981	0.0166457505
ASV_1078	0.011030287	0.002744526
ASV_1154	0.012189003	0.003810767
ASV_866	0.006725041	0.007332503
ASV_949	0.01270696	0.00298289
ASV_896	0.007669911	0.006402213
ASV_1046	0.007977599	0.005310914
ASV_1102	0.004645448	0.006820774
ASV_828	0.009216722	0.002487731
ASV_919	0.01255100	0.00125437
ASV_1094	0.0008820964	0.0095233272
ASV_815	0.014605430	0.002095608
ASV_1022	0.006884715	0.006572554
ASV_994	0.005093946	0.007856417
ASV_1083	0.002942266	0.008768825
ASV_864	0.004989666	0.006111407
ASV_1170	0.005057835	0.007066865
ASV_1178	0.007684173	0.006402246
ASV_890	0.004992470	0.008536465
ASV_1064	0.006924265	0.005476966
ASV_1129	0.002775220	0.008590324
ASV_819	0.008772471	0.004298835
ASV_1093	0.008425490	0.004968915
ASV_875	0.01135242	0.00228156
ASV_1062	0.005197901	0.007913890
ASV_941	0.0006604164	0.0080835495
ASV_1060	0.001448139	0.008372758
ASV_1105	0.001650022	0.009792556
ASV_1177	0.010265465	0.005547299
ASV_997	0.003522775	0.008300986
ASV_834	0.005108289	0.006891148
ASV_975	0.005689064	0.005439243
ASV_940	0.004501491	0.007135294
ASV_867	0.002494601	0.006546821
ASV_966	0.005452028	0.005786362
ASV_990	0.003047275	0.006269749
ASV_869	0.002687821	0.008786795
ASV_1065	0.004625320	0.006704534
ASV_1223	0.009499458	0.002889698
ASV_878	0.002500878	0.008218121
ASV_882	0.007112546	0.005200913
ASV_932	0.0001704063	0.0086498832
ASV_892	0.006245138	0.004859599
ASV_1039	0.007819108	0.004190383
ASV_1067	0.004993763	0.006329399
ASV_877	0.001014283	0.008031970
ASV_1054	0.005505757	0.005199319
ASV_1069	0.004161632	0.007837848
ASV_1055	0.006697226	0.004672985
ASV_1001	0.006541918	0.005844325
ASV_1142	0.008924778	0.002067287
ASV_1176	0.001139365	0.007121698
ASV_983	0.01059145	0.00280868
ASV_908	0.002720715	0.006331012
ASV_843	0.004362151	0.006659108
ASV_967	0.005514867	0.004825550
ASV_1032	0.006286859	0.004352611
ASV_986	0.003458507	0.007040459
ASV_1002	0.0001210268	0.0082850934
ASV_924	0.003144178	0.007164622
ASV_995	0.005214281	0.005875248
ASV_1185	0.002126748	0.007786103
ASV_792	1.551520e-02	1.669322e-05
ASV_1235	0.004683177	0.006926447
ASV_1080	0.001366241	0.008230127
ASV_1155	0.005347928	0.007184260
ASV_895	0.0105160289	0.0009693387
ASV_960	0.002733007	0.007181960
ASV_1052	0.007277952	0.003857856
ASV_912	0.008504222	0.003792215
ASV_993	0.001499823	0.007723394
ASV_1157	0.010238576	0.001700988
ASV_858	0.0096376103	0.0002820381
ASV_977	0.004312526	0.006028090
ASV_1026	0.004302356	0.005354182
ASV_1122	0.003193419	0.006542001
ASV_952	0.001869314	0.007351131
ASV_1027	0.0007509015	0.0074191490
ASV_1240	0.006431368	0.003302822
ASV_1234	0.002667498	0.007211017
ASV_1035	0.009373561	0.001310754
ASV_1226	0.005726478	0.004438074
ASV_1108	0.0138056500	0.0008280766
ASV_953	1.684099e-05	1.138848e-02
ASV_1038	0.003921398	0.006252082
ASV_1010	0.003464462	0.005209251
ASV_1171	0.002395444	0.006148940
ASV_1194	0.002001553	0.006561627
ASV_1163	1.431670e-02	5.811896e-06
ASV_916	0.0099564847	0.0007299013
ASV_1068	0.004466478	0.005887490
ASV_1047	0.008139258	0.002279953
ASV_931	0.000473440	0.008266683
ASV_1071	0.002605530	0.005982527
ASV_1081	0.0001060508	0.0071559501
ASV_1233	0.005891842	0.004470736
ASV_1030	0.0104379386	0.0005055061
ASV_1025	0.003863098	0.005088820
ASV_1132	0.004131797	0.004918111
ASV_957	0.004063339	0.004999429
ASV_1097	0.006203021	0.006248100
ASV_1070	0.002432864	0.005760486
ASV_1120	0.007786756	0.003140148
ASV_1099	0.002549772	0.005330288
ASV_1192	0.001198229	0.008907394
ASV_1151	0.004009385	0.004508250
ASV_1089	0.0001640203	0.0056970648
ASV_1106	0.005575399	0.002695376
ASV_1103	0.001075493	0.008598420
ASV_972	0.0008970473	0.0092221296
ASV_1076	0.002986440	0.004362084
ASV_1087	0.005151984	0.002437204
ASV_1005	1.213815e-05	7.851594e-03
ASV_1183	0.009472864	0.001072121
ASV_1152	0.01201351	0.00000000
ASV_1063	0.003783050	0.003972705
ASV_1202	0.004779311	0.003260086
ASV_1130	0.005991401	0.002771111
ASV_1034	0.0003041598	0.0075266973
ASV_1206	0.0069890288	0.0006976541
ASV_1057	0.002879937	0.004132222
ASV_1207	0.001194271	0.004768578
ASV_1164	0.002690472	0.004094631
ASV_1125	0.00721451	0.00151965
ASV_1040	0.0082566486	0.0002190377
ASV_1110	0.005161590	0.003878099
ASV_1203	0.002962098	0.004058789
ASV_1058	0.000345471	0.005231343
ASV_1215	0.01036642	0.00000000
ASV_1143	0.002130368	0.003486368
ASV_1145	0.006090247	0.003407485
ASV_1053	0.0004105108	0.0036948722
ASV_1193	0.003655054	0.002961533
ASV_926	0.009582204	0.000000000
ASV_1028	0.005352202	0.001925713
ASV_1205	0.002951275	0.003026895
ASV_1166	0.0002407712	0.0052299075
ASV_1162	0.0001101273	0.0045568600
ASV_1201	0.001291192	0.003789661
ASV_1236	0.007909933	0.001000125
ASV_1188	0.003460245	0.002045664
ASV_1190	0.0081449037	0.0006365133
ASV_1220	0.002791302	0.002749465
ASV_1149	0.0001232971	0.0037997281
ASV_1086	0.0071256671	0.0002225595
ASV_1167	0.000632211	0.003970024
ASV_1168	0.003794995	0.001760361
ASV_1173	0.0053908833	0.0002546064
ASV_1239	0.0059300995	0.0002698165
