OTUID	All	med	post	pre
ASV_809	0.0226	0.045697947	0.004643453	0.017562134
ASV_443	0.025563	0.008960047	0.010895524	0.051244219
ASV_1126	0.022362	0.006213744	0.005975236	0.049037080
ASV_781	0.027305	0.005088014	0.002462730	0.065840285
ASV_1237	0.021708	0.005261310	0.004728362	0.049107046
ASV_224	0.026331	0.02490751	0.03373945	0.02159876
ASV_546	0.02617	0.01552557	0.01827106	0.04142990
ASV_885	0.029778	0.02302626	0.04414982	0.02395090
ASV_1159	0.019703	0.001512237	0.049881084	0.010841965
ASV_751	0.024681	0.01111632	0.01801541	0.04140882
ASV_338	0.035014	0.02090478	0.03977138	0.04305867
ASV_736	0.022981	0.02343715	0.02496000	0.02101473
ASV_619	0.027123	0.02276939	0.02378208	0.03345311
ASV_504	0.025199	0.04187569	0.02085075	0.01466923
ASV_713	0.024955	0.007982064	0.048988128	0.019985427
ASV_721	0.025012	0.02463640	0.02809457	0.02286193
ASV_584	0.022897	0.01682165	0.02706508	0.02466714
ASV_1118	0.023814	0.03308622	0.01931922	0.01962106
ASV_532	0.021967	0.02428028	0.02919339	0.01424192
ASV_291	0.023369	0.01556654	0.03280591	0.02237432
ASV_604	0.021916	0.010468396	0.009420015	0.041528498
ASV_540	0.020125	0.00752374	0.02849715	0.02401314
ASV_1009	0.022459	0.02557036	0.01475222	0.02601211
ASV_555	0.021765	0.01264044	0.03339235	0.02012755
ASV_583	0.021674	0.03520746	0.01321872	0.01707055
ASV_1116	0.020969	0.007464065	0.002263868	0.047277294
ASV_845	0.023501	0.0128148493	0.0008027131	0.0506365952
ASV_746	0.023451	0.007319576	0.019844777	0.039887405
ASV_520	0.022535	0.01857664	0.01661526	0.03059482
ASV_219	0.026246	0.04838096	0.01721263	0.01487986
ASV_1208	0.021149	0.01059675	0.03318048	0.02038718
ASV_172	0.020359	0.01945535	0.01418161	0.02606122
ASV_439	0.022025	0.02028561	0.01395628	0.02994038
ASV_976	0.020985	0.01328003	0.00896818	0.03707146
ASV_455	0.02385	0.01676789	0.01648491	0.03569079
ASV_264	0.021115	0.011028812	0.009825578	0.038619696
ASV_377	0.021646	0.01197409	0.02108725	0.03021855
ASV_855	0.025704	0.002638289	0.072892568	0.007327267
ASV_893	0.020489	0.002621323	0.001325202	0.050829053
ASV_325	0.024287	0.02212221	0.02618440	0.02458771
ASV_996	0.019448	0.005096462	0.007650448	0.040942631
ASV_1186	0.02274	0.01479594	0.02182895	0.03014207
ASV_1061	0.018549	0.006985960	0.002133855	0.041394981
ASV_446	0.02391	0.01287158	0.01848765	0.03752100
ASV_557	0.020196	0.01925995	0.01477071	0.02532208
ASV_685	0.02181	0.033174945	0.004208316	0.026344675
ASV_288	0.023491	0.02418507	0.02345983	0.02293368
ASV_785	0.019292	0.003312197	0.001253782	0.047146268
ASV_596	0.022827	0.01249298	0.01845230	0.03500707
ASV_306	0.021035	0.01292215	0.02069296	0.02812369
ASV_404	0.021455	0.009488709	0.029214074	0.025300059
ASV_505	0.026188	0.02866695	0.01214463	0.03534082
ASV_1184	0.020232	0.003028861	0.007581754	0.044802675
ASV_316	0.023968	0.044441545	0.021287974	0.008914025
ASV_655	0.022069	0.03207128	0.02186059	0.01383437
ASV_759	0.020019	0.02234482	0.01313374	0.02357451
ASV_227	0.032419	0.02620184	0.06589883	0.01085804
ASV_550	0.022561	0.031957381	0.000165074	0.032585082
ASV_527	0.020086	0.02658908	0.01984286	0.01481665
ASV_485	0.019993	0.01180303	0.01440471	0.03134401
ASV_859	0.017824	0.0009169794	0.0569372677	0.0007357291
ASV_519	0.023926	0.03482332	0.02880012	0.01087232
ASV_1090	0.018724	0.007098504	0.014128426	0.032165675
ASV_406	0.032891	0.009514360	0.086867066	0.009346121
ASV_447	0.01784	0.035336426	0.015014250	0.005404071
ASV_586	0.016564	0.0005724368	0.0495384803	0.0036169076
ASV_874	0.018549	0.01644282	0.02058550	0.01868798
ASV_779	0.018552	0.02779394	0.01820675	0.01106426
ASV_503	0.021238	0.01462596	0.01399958	0.03258336
ASV_1150	0.020152	0.02006244	0.02179080	0.01891742
ASV_734	0.022291	0.047093361	0.006335446	0.014220995
ASV_536	0.019113	0.02472339	0.01472985	0.01790661
ASV_408	0.021371	0.008395896	0.013257884	0.038761587
ASV_1079	0.018447	0.01802665	0.01036808	0.02526205
ASV_739	0.019178	0.01130334	0.01662374	0.02783666
ASV_451	0.022864	0.016444970	0.050164719	0.006416523
ASV_357	0.020891	0.00903512	0.04103119	0.01473796
ASV_1138	0.020704	0.007757807	0.006783235	0.042714342
ASV_982	0.020216	0.028677266	0.007419536	0.023344836
ASV_645	0.02727	0.05241416	0.02116047	0.01103630
ASV_777	0.01822	0.01393448	0.01275963	0.02618929
ASV_763	0.02473	0.012437262	0.057306592	0.008993371
ASV_707	0.018015	0.01576687	0.01859618	0.01943838
ASV_497	0.017843	0.018830943	0.009878813	0.023384646
ASV_356	0.019409	0.01392252	0.02861315	0.01665415
ASV_430	0.019242	0.01112703	0.02071036	0.02488281
ASV_1036	0.016854	0.037012931	0.003189744	0.010853097
ASV_366	0.017185	0.014395746	0.031192805	0.008321454
ASV_1161	0.024868	0.015294190	0.056725827	0.007423541
ASV_913	0.01798	0.010802384	0.008792557	0.031359734
ASV_1221	0.016623	0.02129876	0.01720991	0.01222522
ASV_495	0.017952	0.01375983	0.02032938	0.01957182
ASV_588	0.019555	0.009808031	0.013317847	0.032731902
ASV_728	0.019323	0.006355566	0.017921070	0.031335948
ASV_549	0.025072	0.03074167	0.01542206	0.02803033
ASV_558	0.017714	0.007740670	0.007529951	0.034239200
ASV_1232	0.018022	0.007938389	0.027976371	0.018528232
ASV_689	0.017109	0.005547572	0.039978497	0.008525111
ASV_632	0.022953	0.02142681	0.03211075	0.01690782
ASV_733	0.015999	0.001975643	0.049143004	0.001264626
ASV_769	0.022974	0.035039868	0.027892221	0.008903776
ASV_522	0.019567	0.02599048	0.02022185	0.01364794
ASV_1095	0.022927	0.02100370	0.02752870	0.02086031
ASV_80	0.018826	0.040082530	0.013615042	0.005140101
ASV_592	0.021388	0.02004995	0.02461890	0.01992777
ASV_421	0.020288	0.02149660	0.01880737	0.02045653
ASV_312	0.017066	0.034015171	0.010372833	0.008184208
ASV_1021	0.017866	0.01470100	0.02377059	0.01580104
ASV_576	0.022451	0.047979084	0.021723533	0.001589094
ASV_631	0.019029	0.03003213	0.01109927	0.01613136
ASV_382	0.015862	0.006132833	0.011753654	0.027321103
ASV_469	0.015323	0.012295738	0.031878601	0.004622248
ASV_735	0.017588	0.029981078	0.023154132	0.002724857
ASV_725	0.016081	0.006843848	0.003990309	0.033513463
ASV_698	0.021497	0.02891773	0.02719917	0.01070209
ASV_381	0.021996	0.01753075	0.02259893	0.02526457
ASV_659	0.017246	0.001908576	0.004648104	0.040207566
ASV_383	0.015528	0.006466413	0.028219254	0.012985671
ASV_544	0.018817	0.01597834	0.02957834	0.01259294
ASV_448	0.018462	0.0312764735	0.0003095841	0.0222198532
ASV_1216	0.014804	0.006420512	0.002870026	0.031393935
ASV_672	0.018163	0.02580592	0.01721548	0.01250007
ASV_351	0.018699	0.00726800	0.03305427	0.01681730
ASV_514	0.01699	0.007000660	0.004024916	0.035753854
ASV_695	0.019122	0.01130743	0.01414382	0.02966979
ASV_686	0.017694	0.033313939	0.013495690	0.007930697
ASV_473	0.019439	0.01424284	0.02681751	0.01790031
ASV_492	0.01797	0.01738849	0.01529528	0.02059856
ASV_941	0.014014	0.038346503	0.000655158	0.004260580
ASV_755	0.015671	0.022954070	0.005725495	0.017508769
ASV_710	0.015844	0.004452709	0.009335562	0.030619766
ASV_974	0.015282	0.029931112	0.009615406	0.007510426
ASV_579	0.020358	0.01721878	0.02709222	0.01760717
ASV_857	0.015625	0.019972228	0.018510040	0.009664796
ASV_1049	0.014035	0.001457168	0.003125981	0.033327865
ASV_932	0.015559	0.0441144485	0.0001106523	0.0039298847
ASV_744	0.02004	0.02790025	0.02100875	0.01266361
ASV_860	0.015052	0.025644721	0.014107230	0.006909994
ASV_1197	0.014171	0.002476983	0.001180850	0.034384891
ASV_452	0.016312	0.007518882	0.014903572	0.024825361
ASV_1037	0.014432	0.007503647	0.003482540	0.029011469
ASV_1124	0.016326	0.006340452	0.022965266	0.019402498
ASV_390	0.014155	0.005417282	0.009716788	0.025046223
ASV_664	0.021153	0.034685202	0.024917142	0.006775738
ASV_616	0.016134	0.006988522	0.016520535	0.023508213
ASV_844	0.016264	0.01063788	0.01775751	0.01979397
ASV_706	0.0159	0.012662927	0.005080422	0.027274099
ASV_1174	0.021788	0.023340173	0.037216349	0.008140418
ASV_1002	0.014968	0.015383877	0.009304521	0.019148651
ASV_454	0.015719	0.01592837	0.01225711	0.01831179
ASV_1169	0.016043	0.005259867	0.015437229	0.025586500
ASV_903	0.015476	0.031869775	0.003791291	0.011051753
ASV_807	0.013015	0.017204765	0.004802271	0.016066929
ASV_471	0.015285	0.012662247	0.009280065	0.022292759
ASV_1013	0.013503	0.009329879	0.002893810	0.025496091
ASV_1020	0.016609	0.01157127	0.01471331	0.02235670
ASV_724	0.013883	0.007925267	0.010585493	0.021526112
ASV_771	0.014119	0.007080122	0.009074768	0.024066876
ASV_457	0.016113	0.01436329	0.01362885	0.01957006
ASV_962	0.014262	0.006646715	0.005483839	0.027681867
ASV_1006	0.014645	0.005772602	0.016035216	0.020985224
ASV_621	0.019147	0.007936440	0.044945198	0.007924483
ASV_702	0.012877	0.015624373	0.007840213	0.014599398
ASV_906	0.013467	0.025837278	0.011812361	0.004399748
ASV_551	0.014228	0.012234470	0.004853519	0.023402986
ASV_905	0.014161	0.008571571	0.005221820	0.026008651
ASV_832	0.01541	0.005854772	0.011207398	0.026799185
ASV_1073	0.020427	0.025541948	0.032326376	0.006610453
ASV_907	0.011401	0.030431036	0.003350892	0.001856382
ASV_537	0.014215	0.01508654	0.01278155	0.01462950
ASV_849	0.013041	0.004526999	0.001486443	0.029437413
ASV_395	0.014318	0.006147134	0.012021415	0.023019085
ASV_1213	0.01291	0.020351600	0.006917649	0.011452302
ASV_927	0.018166	0.01399926	0.02335351	0.01751578
ASV_790	0.013815	0.007945746	0.021668216	0.012463194
ASV_991	0.013873	0.018467892	0.007354266	0.015227767
ASV_627	0.014113	0.008715045	0.015826994	0.017277331
ASV_1139	0.017446	0.0006973295	0.0550823768	0.0014069583
ASV_384	0.019331	0.023956689	0.030624217	0.006411167
ASV_831	0.01251	0.003380698	0.002578115	0.028124954
ASV_1094	0.013157	0.003605096	0.007269647	0.025891795
ASV_582	0.012191	0.003272902	0.002393974	0.027521094
ASV_1191	0.011575	0.017676569	0.012147293	0.005990574
ASV_315	0.014529	0.009341814	0.021534557	0.013282882
ASV_479	0.012222	0.017865893	0.007512614	0.011247417
ASV_653	0.013171	0.003086327	0.007241483	0.026384694
ASV_743	0.015383	0.026026684	0.014392764	0.007234475
ASV_543	0.017962	0.01140849	0.03403894	0.01060418
ASV_607	0.016871	0.021291687	0.021202727	0.009691683
ASV_934	0.013044	0.009940434	0.012383256	0.016179274
ASV_851	0.012221	0.020324814	0.002033885	0.013564654
ASV_591	0.019321	0.01535919	0.02088028	0.02140064
ASV_508	0.01649	0.008938977	0.018715519	0.021053362
ASV_623	0.012773	0.01018865	0.01840793	0.01043560
ASV_717	0.013013	0.016250553	0.008248107	0.014105228
ASV_816	0.014606	0.004393884	0.038255133	0.004265566
ASV_775	0.019692	0.01529814	0.03390724	0.01201028
ASV_842	0.012026	0.002504732	0.002548825	0.027606643
ASV_1081	0.012931	0.014180522	0.008256034	0.015620930
ASV_272	0.018311	0.015057601	0.034959205	0.007725105
ASV_493	0.013024	0.02197830	0.01207482	0.00626139
ASV_820	0.017758	0.033855269	0.017511470	0.004434528
ASV_1209	0.018039	0.01866680	0.02496425	0.01197274
ASV_1176	0.011535	0.0006370850	0.0363003292	0.0008759455
ASV_637	0.014368	0.005546544	0.018100462	0.018792135
ASV_1012	0.012101	0.004656398	0.008505347	0.021230105
ASV_856	0.015755	0.002301519	0.047012564	0.002050339
ASV_415	0.014497	0.006234746	0.018633668	0.018126708
ASV_1083	0.013875	0.017927767	0.001692047	0.020216877
ASV_509	0.015357	0.030600639	0.008985092	0.007649133
ASV_752	0.01162	0.003358661	0.030585729	0.003385818
ASV_1045	0.011882	0.006595558	0.005508670	0.021420757
ASV_602	0.013988	0.0012531404	0.0438306821	0.0008102985
ASV_1029	0.012549	0.01635368	0.00149335	0.01819831
ASV_535	0.015023	0.01593652	0.01055762	0.01782859
ASV_936	0.009695	0.02617403	0.00296426	0.00123775
ASV_677	0.011469	0.007456794	0.010025331	0.015994006
ASV_887	0.012091	0.002455578	0.007243074	0.024063945
ASV_726	0.014465	0.008114968	0.009226362	0.023989515
ASV_825	0.017076	0.007703689	0.018990536	0.023416881
ASV_1059	0.013571	0.01025393	0.02002505	0.01119372
ASV_894	0.012173	0.006803659	0.008690009	0.019470757
ASV_1031	0.011763	0.012716929	0.013248619	0.009773235
ASV_715	0.014118	0.018303528	0.017338155	0.008026904
ASV_548	0.012992	0.007247471	0.008532313	0.021385320
ASV_190	0.014752	0.009611129	0.015812103	0.018221825
ASV_871	0.012074	0.027134529	0.002684221	0.006935470
ASV_378	0.012658	0.009893760	0.005935896	0.020357939
ASV_608	0.012822	0.002384661	0.006953234	0.026283702
ASV_1227	0.01252	0.007528256	0.014976676	0.014747376
ASV_839	0.013796	0.003592219	0.036705804	0.004038432
ASV_753	0.010839	0.007853936	0.004506149	0.018411617
ASV_722	0.012279	0.006613655	0.024571258	0.007203287
ASV_684	0.011182	0.00615516	0.01074308	0.01575542
ASV_597	0.01092	0.0003959024	0.0098077011	0.0206507558
ASV_822	0.012741	0.005989529	0.010257455	0.020398361
ASV_853	0.009694	0.0263445472	0.0039603912	0.0002940657
ASV_525	0.011729	0.014847666	0.009669797	0.010757801
ASV_719	0.010275	0.007964914	0.007267294	0.014621710
ASV_1238	0.010931	0.007587484	0.005125331	0.018384376
ASV_1089	0.010315	0.0004333581	0.0330735859	0.0004090805
ASV_904	0.015875	0.028260483	0.017492529	0.004178017
ASV_635	0.011901	0.010794768	0.017472662	0.008372448
ASV_897	0.011222	0.006836696	0.006608674	0.018596550
ASV_1131	0.012004	0.00578011	0.00854112	0.02000346
ASV_663	0.011243	0.01241199	0.01088151	0.01054975
ASV_703	0.009839	0.003837019	0.012902505	0.012428615
ASV_613	0.012293	0.002880807	0.034252936	0.002631488
ASV_618	0.013632	0.01465430	0.01216468	0.01394813
ASV_572	0.014453	0.010120374	0.009312799	0.022204663
ASV_1198	0.01159	0.001300144	0.024400624	0.009985325
ASV_723	0.011013	0.013775696	0.008536487	0.010672416
ASV_538	0.015499	0.024514933	0.018256972	0.005719752
ASV_649	0.012308	0.003504054	0.003015539	0.027138173
ASV_1196	0.009957	0.003214041	0.003737878	0.020596434
ASV_716	0.010801	0.005344398	0.004192267	0.020671951
ASV_622	0.012013	0.006209612	0.022599396	0.008418282
ASV_431	0.014897	0.01227325	0.02021950	0.01284165
ASV_958	0.01217	0.003762596	0.022108212	0.011282829
ASV_915	0.009462	0.001238082	0.027176750	0.002199610
ASV_821	0.010057	0.0001928591	0.0004449033	0.0260330805
ASV_709	0.012693	0.014790119	0.016424400	0.007946723
ASV_972	0.016688	0.036192010	0.008345299	0.006978056
ASV_1019	0.011579	0.010496942	0.016007206	0.008945553
ASV_757	0.013932	0.008999499	0.023442168	0.010466342
ASV_554	0.013486	0.02118952	0.00541070	0.01347597
ASV_965	0.011315	0.027631403	0.002810060	0.004413287
ASV_1101	0.012199	0.008179701	0.007034481	0.019706619
ASV_603	0.011826	0.016459458	0.016873447	0.003896179
ASV_671	0.010774	0.003324744	0.024940512	0.005699331
ASV_484	0.013339	0.01487813	0.01130604	0.01367219
ASV_808	0.010717	0.00496081	0.01265215	0.01400316
ASV_1185	0.012111	0.002854679	0.003012679	0.027164924
ASV_593	0.011497	0.008786839	0.009398108	0.015452969
ASV_823	0.012695	0.017876115	0.015017824	0.006484636
ASV_444	0.01062	0.017506483	0.008146531	0.006814354
ASV_1111	0.009889	0.0011934145	0.0008545171	0.0244210180
ASV_802	0.010119	0.002398645	0.004862279	0.020810053
ASV_523	0.01189	0.003842581	0.020340758	0.011889227
ASV_848	0.012491	0.008299466	0.017322208	0.012148117
ASV_379	0.010083	0.003844060	0.001879642	0.021887127
ASV_349	0.010428	0.009017214	0.001476419	0.018774645
ASV_705	0.012553	0.01263871	0.01128363	0.01349694
ASV_1091	0.00996	0.001323032	0.007674713	0.019043890
ASV_1137	0.010655	0.005211308	0.019187841	0.008401839
ASV_614	0.010645	0.007914020	0.020064778	0.005402486
ASV_1075	0.010659	0.002212969	0.002473607	0.024300860
ASV_954	0.011384	0.012331506	0.008897112	0.012578398
ASV_1103	0.015193	0.01203338	0.02262421	0.01190303
ASV_899	0.012335	0.006461323	0.006857186	0.021652278
ASV_575	0.011388	0.01062171	0.01089638	0.01242431
ASV_1148	0.009109	0.010345745	0.014401866	0.003837047
ASV_890	0.012799	0.009566796	0.019235519	0.010364603
ASV_1122	0.011184	0.0307766302	0.0034585485	0.0009065127
ASV_990	0.009183	0.0006825940	0.0288600500	0.0005823069
ASV_1225	0.010586	0.012216989	0.012152584	0.007963929
ASV_994	0.012542	0.002417298	0.036727412	0.001698964
ASV_1229	0.009955	0.001118836	0.003183797	0.022793117
ASV_784	0.01	0.0022528374	0.0006038428	0.0240232301
ASV_944	0.00924	0.001437237	0.002317883	0.021330851
ASV_1065	0.010555	0.012790954	0.006492344	0.011926024
ASV_758	0.011985	0.013260148	0.008584646	0.013634001
ASV_1017	0.010474	0.012516078	0.010704932	0.008574364
ASV_667	0.008513	0.002862164	0.013979984	0.008887103
ASV_911	0.010085	0.004006179	0.005246638	0.019061876
ASV_641	0.010814	0.004471879	0.006000973	0.019992063
ASV_1181	0.010383	0.010724123	0.017922635	0.004064572
ASV_1027	0.009483	0.005239674	0.022529586	0.002610074
ASV_772	0.009829	0.006514984	0.001195842	0.019519426
ASV_1194	0.009915	0.005806474	0.001575654	0.020038624
ASV_636	0.009316	0.004633828	0.005185302	0.016553199
ASV_566	0.014627	0.026449022	0.013539307	0.005567441
ASV_951	0.009544	0.004229277	0.002382957	0.019737847
ASV_647	0.010116	0.008092546	0.008728179	0.012924705
ASV_628	0.012012	0.010127796	0.017592505	0.009130811
ASV_798	0.00896	0.009086636	0.006351584	0.010941292
ASV_1200	0.009046	0.008956270	0.006032023	0.011532514
ASV_923	0.01	0.006150805	0.007835598	0.014963659
ASV_696	0.011735	0.012142863	0.014646082	0.009063053
ASV_489	0.011573	0.019912003	0.004565875	0.010174800
ASV_969	0.010661	0.010490627	0.012905728	0.009009532
ASV_980	0.011368	0.014699944	0.008579475	0.010799511
ASV_1048	0.009579	0.001356942	0.004541243	0.020514742
ASV_943	0.008771	0.001994269	0.001871540	0.019983719
ASV_682	0.010426	0.009961306	0.012880748	0.008851404
ASV_1170	0.010259	0.005736459	0.007711315	0.016097282
ASV_1115	0.009049	0.001986220	0.002023657	0.020600719
ASV_993	0.010327	0.021475260	0.002850129	0.006944573
ASV_307	0.00849	0.003903737	0.007648090	0.013015434
ASV_478	0.010743	0.012023330	0.011629016	0.008959422
ASV_796	0.010519	0.005866825	0.011219071	0.013867734
ASV_956	0.009319	0.004886841	0.009558895	0.012849953
ASV_487	0.009444	0.0100455438	0.0196465746	0.0007762358
ASV_852	0.007997	0.003392258	0.002565422	0.016210453
ASV_673	0.00847	0.001012484	0.001232773	0.020523790
ASV_518	0.009101	0.005971283	0.016343754	0.005935774
ASV_964	0.008688	0.010249732	0.010500257	0.005926532
ASV_867	0.007364	0.011761537	0.001823288	0.008103708
ASV_1214	0.009266	0.004728939	0.012451270	0.010528525
ASV_1082	0.011821	0.019371531	0.006715151	0.009562573
ASV_997	0.010407	0.020522814	0.004674947	0.006496645
ASV_1114	0.008198	0.011284789	0.007737200	0.005973357
ASV_765	0.01055	0.006846782	0.017859542	0.007813853
ASV_1098	0.008973	0.005546279	0.006759156	0.013621397
ASV_847	0.008448	0.004993390	0.016220399	0.005132379
ASV_740	0.010375	0.006163449	0.012835216	0.011945401
ASV_863	0.007741	0.0078604752	0.0009443328	0.0130771034
ASV_683	0.012631	0.017886493	0.004283906	0.014892840
ASV_585	0.008995	0.003040529	0.006043929	0.016357149
ASV_868	0.009704	0.006716411	0.005685972	0.015427694
ASV_542	0.009033	0.008850466	0.006985367	0.010825308
ASV_610	0.008829	0.00430784	0.00621681	0.01471550
ASV_690	0.010801	0.012911605	0.015845285	0.004991947
ASV_955	0.009018	0.003370718	0.005429121	0.016633666
ASV_564	0.010585	0.009933413	0.018509661	0.004793721
ASV_1056	0.00898	0.003376821	0.004121391	0.017572482
ASV_595	0.007709	0.004238572	0.001720120	0.015414019
ASV_704	0.011495	0.020713664	0.009421705	0.005410253
ASV_1144	0.009737	0.018204533	0.004030155	0.007190740
ASV_830	0.008121	0.003013703	0.002718624	0.016733623
ASV_1117	0.007847	0.001206740	0.002798408	0.017464005
ASV_714	0.012643	0.01093062	0.01649161	0.01100337
ASV_981	0.008777	0.011921262	0.004362412	0.009667919
ASV_204	0.007963	0.005923951	0.005032298	0.012020362
ASV_762	0.009141	0.0075387952	0.0214880598	0.0006103599
ASV_425	0.008907	0.003342743	0.016310943	0.007658682
ASV_1062	0.010546	0.007376871	0.014621043	0.009947195
ASV_1014	0.009447	0.0154853132	0.0001697826	0.0117962348
ASV_652	0.009368	0.011197304	0.002552876	0.013283499
ASV_738	0.008412	0.006726562	0.017857471	0.002270235
ASV_353	0.008709	0.011683292	0.009701826	0.005417337
ASV_1165	0.007762	0.008571337	0.005564967	0.008841006
ASV_1136	0.007862	0.002775102	0.003227078	0.015842689
ASV_770	0.009123	0.002045935	0.021382033	0.005259888
ASV_1175	0.007785	0.002634188	0.005533289	0.013914333
ASV_642	0.009233	1.572658e-02	8.357746e-05	1.109823e-02
ASV_1234	0.009749	0.001999213	0.025715821	0.003484246
ASV_1038	0.009377	0.006361492	0.019578802	0.003748935
ASV_500	0.010327	0.005705114	0.010093429	0.014395389
ASV_1162	0.008184	2.551306e-02	1.443306e-04	5.859615e-05
ASV_459	0.008581	0.010540916	0.013250485	0.003198944
ASV_1070	0.008497	0.004049301	0.001727081	0.017649079
ASV_732	0.009013	0.022179703	0.001182496	0.004216571
ASV_741	0.007718	0.006091100	0.013452318	0.004498071
ASV_840	0.00925	0.01068349	0.01134144	0.00637225
ASV_1022	0.008867	0.008820900	0.007556231	0.009954774
ASV_711	0.008806	0.006633060	0.014383147	0.006169581
ASV_1046	0.007095	0.006560131	0.011189791	0.004267900
ASV_290	0.008349	0.005107041	0.007191958	0.011999119
ASV_812	0.010924	0.007990741	0.012083264	0.012461463
ASV_918	0.008773	0.012556123	0.006820321	0.007158549
ASV_1158	0.008676	0.007935793	0.005412889	0.011907425
ASV_914	0.007836	0.009621645	0.006746877	0.007207092
ASV_666	0.009437	0.010269613	0.008879860	0.009182813
ASV_1074	0.009282	0.005174961	0.019274955	0.004737517
ASV_1042	0.009885	0.009507010	0.010445815	0.009754317
ASV_1011	0.010226	0.009609909	0.011998808	0.009326456
ASV_1113	0.007392	0.006617000	0.004928821	0.010012317
ASV_1024	0.009975	0.012867899	0.009131078	0.008219745
ASV_826	0.007987	0.007630713	0.012533534	0.004648750
ASV_605	0.008097	4.881118e-04	2.616798e-02	3.205693e-05
ASV_216	0.010695	0.019185356	0.009828610	0.004256267
ASV_837	0.008879	0.008641311	0.003411044	0.013454142
ASV_420	0.009946	0.005251778	0.014098585	0.010566260
ASV_747	0.009014	0.016488120	0.007513128	0.003937023
ASV_1055	0.007279	0.003795697	0.011893080	0.006514160
ASV_1071	0.007717	0.010405802	0.006034802	0.006805066
ASV_814	0.008054	0.0088965564	0.0001542839	0.0136661993
ASV_1155	0.010271	0.008202614	0.011273866	0.011205546
ASV_128	0.012872	0.016009465	0.017585638	0.006465822
ASV_681	0.008159	0.01175118	0.00881822	0.00461386
ASV_836	0.008463	0.010608365	0.007405014	0.007508007
ASV_1102	0.006744	0.006371479	0.003193832	0.009897060
ASV_764	0.008611	0.012066007	0.010090168	0.004525773
ASV_902	0.006952	0.002600144	0.004691958	0.012415710
ASV_876	0.008268	0.003022167	0.006445778	0.014131782
ASV_1171	0.006787	0.004373710	0.003229033	0.011660727
ASV_239	0.006847	0.001550758	0.006029609	0.011948997
ASV_975	0.006948	0.005969102	0.003005560	0.010924228
ASV_296	0.007262	0.004191357	0.015663084	0.003119540
ASV_665	0.00781	0.001614949	0.004110427	0.015972344
ASV_660	0.010164	0.020180564	0.009651411	0.002159879
ASV_1092	0.006762	0.003743403	0.003740738	0.011715272
ASV_1105	0.010354	0.016252008	0.005725848	0.009101440
ASV_879	0.007312	0.007418486	0.005395589	0.008755735
ASV_1008	0.007141	0.009722717	0.009275449	0.003265270
ASV_1104	0.007086	0.003508039	0.004507358	0.012154055
ASV_889	0.007249	1.568000e-04	2.367663e-02	6.427768e-05
ASV_1043	0.006789	0.001888665	0.003543275	0.013502794
ASV_892	0.006858	0.005226088	0.005618636	0.009220245
ASV_626	0.00753	0.009288868	0.007586616	0.006006707
ASV_967	0.006483	0.007669774	0.005787879	0.006042579
ASV_480	0.008817	0.005644976	0.015182368	0.006389055
ASV_917	0.006695	0.002936519	0.004915259	0.011276703
ASV_1134	0.006617	0.003982891	0.005388801	0.009811617
ASV_929	0.006415	0.002201937	0.002466241	0.013112814
ASV_795	0.008304	0.011476605	0.008919062	0.005147428
ASV_1132	0.007153	0.002947696	0.019559409	0.000760221
ASV_534	0.005949	0.004253086	0.003922456	0.008994097
ASV_691	0.00649	0.007376676	0.004626310	0.007234912
ASV_776	0.006421	0.002801002	0.008429124	0.007856268
ASV_989	0.006929	0.009201877	0.005524119	0.006144570
ASV_884	0.005777	0.003716498	0.003313951	0.009476961
ASV_966	0.006414	0.002527834	0.005496876	0.010411713
ASV_877	0.005778	0.002077943	0.008847882	0.006430331
ASV_1146	0.008932	0.014166272	0.010858435	0.002994656
ASV_1010	0.005796	0.009372079	0.002106989	0.005742132
ASV_720	0.006054	0.002160010	0.008159593	0.007639399
ASV_938	0.005777	0.009652807	0.004870633	0.003246804
ASV_791	0.006596	0.005505815	0.008548376	0.005949970
ASV_708	0.006325	0.003677015	0.006111982	0.008720031
ASV_838	0.006324	0.000000e+00	2.083122e-02	3.119054e-05
ASV_1088	0.006923	0.008920594	0.006014632	0.005972473
ASV_298	0.007441	0.013638936	0.008798040	0.001150119
ASV_940	0.006421	0.005169825	0.000261207	0.012399266
ASV_562	0.007197	0.007574288	0.007340553	0.006766160
ASV_952	0.006777	0.006989457	0.006308869	0.006972008
ASV_773	0.006895	0.0003422395	0.0017786677	0.0164927345
ASV_935	0.006078	0.005637253	0.004794555	0.007474505
ASV_678	0.006154	0.006754875	0.005117965	0.006477442
ASV_824	0.005647	0.001023934	0.001964553	0.012477539
ASV_928	0.006845	0.004856655	0.009741824	0.006196680
ASV_834	0.006169	5.922245e-04	3.957763e-05	1.575605e-02
ASV_1212	0.005838	0.002695368	0.002822258	0.010890433
ASV_699	0.006042	0.007628618	0.006881274	0.004038118
ASV_658	0.005791	0.005257682	0.007144869	0.005155746
ASV_461	0.00568	0.003968071	0.009260345	0.004254937
ASV_321	0.005997	0.003234905	0.003131642	0.010609167
ASV_675	0.0047	0.003995034	0.009682051	0.001307471
ASV_922	0.006716	0.002059052	0.003753836	0.012997367
ASV_843	0.006115	0.0043807136	0.0002161318	0.0122911737
ASV_1240	0.005125	0.002265842	0.001219061	0.010650571
ASV_760	0.006555	0.003916073	0.007963157	0.007645382
ASV_516	0.005607	0.006630287	0.002728628	0.007050138
