OTUID	D	H	I
ASV_676	 2.614458	14.644351	 5.301587
ASV_699	 3.963855	13.368201	 8.333333
ASV_523	23.746988	 7.715481	 3.698413
ASV_505	 3.228916	14.510460	 4.873016
ASV_597	 3.674699	12.836820	10.619048
ASV_694	38.8072289	 3.3598326	 0.2539683
ASV_746	10.192771	11.297071	 7.619048
ASV_962	11.361446	11.347280	 5.460317
ASV_468	34.542169	 4.004184	 2.761905
ASV_647	19.578313	 8.025105	 7.063492
ASV_918	 9.108434	 8.317992	19.492063
ASV_650	 0.02409639	16.33054393	 1.03174603
ASV_492	 8.493976	 8.778243	18.507937
ASV_835	27.000000	 5.753138	 5.317460
ASV_544	12.204819	 9.221757	11.460317
ASV_656	 4.036145	14.430962	 2.428571
ASV_1085	 9.807229	11.953975	 4.206349
ASV_552	 4.108434	13.811715	 4.365079
ASV_540	 7.614458	12.422594	 4.841270
ASV_441	18.614458	 5.443515	16.539683
ASV_709	14.554217	 8.351464	10.857143
ASV_771	12.397590	 9.891213	 7.730159
ASV_582	 1.722892	13.430962	 8.333333
ASV_823	 5.325301	 9.769874	17.047619
ASV_638	 5.216867	12.422594	 7.111111
ASV_840	20.566265	 7.364017	 5.619048
ASV_807	21.590361	 7.640167	 3.095238
ASV_710	16.301205	 9.154812	 4.142857
ASV_1147	 6.204819	13.326360	 1.603175
ASV_737	23.578313	 4.857741	10.698413
ASV_509	 1.265060	15.050209	 1.365079
ASV_832	22.638554	 6.983264	 3.777778
ASV_534	31.277108	 3.430962	 5.222222
ASV_713	 3.759036	10.665272	13.682540
ASV_1189	 3.108434	13.418410	 3.984127
ASV_444	29.987952	 4.393305	 2.206349
ASV_893	18.00000	 8.16318	 3.52381
ASV_621	 6.493976	 9.853556	12.253968
ASV_944	15.120482	 6.033473	15.365079
ASV_579	 6.602410	 8.648536	16.349206
ASV_484	 6.060241	11.682008	 5.492063
ASV_984	 6.698795	12.175732	 2.714286
ASV_543	 4.698795	11.610879	 7.301587
ASV_593	 5.192771	10.916318	 9.142857
ASV_614	 5.120482	11.543933	 6.746032
ASV_759	10.060241	10.468619	 4.269841
ASV_860	15.409639	 8.397490	 5.015873
ASV_1160	 6.879518	11.891213	 2.888889
ASV_628	 3.036145	10.012552	14.619048
ASV_563	15.903614	 3.485356	22.365079
ASV_785	17.2048193	 8.6485356	 0.7619048
ASV_641	 4.698795	12.301255	 3.222222
ASV_682	 5.614458	 6.020921	25.825397
ASV_1024	 9.072289	 7.263598	16.380952
ASV_935	19.180723	 3.209205	18.412698
ASV_711	23.096386	 4.359833	 8.857143
ASV_791	 4.915663	 6.682008	23.650794
ASV_1012	14.180723	 8.694561	 3.698413
ASV_625	 9.433735	 5.251046	23.015873
ASV_1181	6.855422	9.669456	9.619048
ASV_677	11.554217	 9.125523	 5.444444
ASV_493	 2.373494	13.062762	 2.571429
ASV_897	20.277108	 6.171548	 5.000000
ASV_1098	13.542169	 7.338912	 9.428571
ASV_899	 1.457831	12.016736	 7.333333
ASV_708	31.614458	 3.050209	 1.476190
ASV_602	16.819277	 5.104603	12.984127
ASV_572	 3.060241	 9.502092	14.222222
ASV_1045	14.433735	 5.150628	15.619048
ASV_610	24.421687	 4.949791	 3.190476
ASV_568	 1.120482	13.117155	 2.888889
ASV_725	9.325301	9.790795	4.555556
ASV_779	13.024096	 8.560669	 4.269841
ASV_1114	9.759036	9.447699	5.190476
ASV_686	 2.554217	12.334728	 3.666667
ASV_1138	12.807229	 8.941423	 2.952381
ASV_513	31.493976	 1.995816	 4.634921
ASV_575	10.759036	 8.447699	 7.253968
ASV_696	 3.301205	11.037657	 7.253968
ASV_514	6.421687	9.615063	8.380952
ASV_910	 1.132530	12.418410	 4.666667
ASV_703	 4.771084	 9.079498	12.142857
ASV_565	 0.6265060	13.5690377	 0.5079365
ASV_1238	14.072289	 7.552301	 5.428571
ASV_510	26.253012	 2.682008	 7.809524
ASV_645	 2.385542	11.527197	 5.476190
ASV_564	4.542169	9.765690	9.285714
ASV_943	27.602410	 3.799163	 1.539683
ASV_968	28.867470	 2.673640	 4.095238
ASV_1017	5.891566	9.949791	6.746032
ASV_1159	 2.409639	 9.682008	12.174603
ASV_1019	 4.349398	11.041841	 4.444444
ASV_969	5.638554	9.765690	7.587302
ASV_429	 0.08433735	 0.04184100	51.74603175
ASV_548	 4.289157	11.493724	 2.746032
ASV_566	 8.879518	 6.171548	16.698413
ASV_1091	20.951807	 4.966527	 5.222222
ASV_674	 1.915663	12.443515	 1.857143
ASV_607	 5.927711	 8.460251	11.666667
ASV_712	 3.096386	10.585774	 7.333333
ASV_487	19.722892	 4.744770	 7.539683
ASV_695	18.036145	 5.933054	 5.222222
ASV_613	22.2530120	 5.6820084	 0.5555556
ASV_874	 3.578313	10.615063	 6.428571
ASV_673	22.819277	 4.389121	 4.603175
ASV_1013	18.277108	 6.539749	 2.412698
ASV_1150	8.867470	8.845188	6.031746
ASV_585	14.228916	 6.782427	 6.777778
ASV_620	 8.614458	10.000000	 1.936508
ASV_903	18.385542	 6.372385	 2.730159
ASV_974	6.421687	9.435146	6.841270
ASV_844	9.289157	7.807531	8.968254
ASV_1184	8.783133	9.075314	4.730159
ASV_576	 1.698795	 8.907950	14.603175
ASV_925	 4.963855	10.518828	 4.031746
ASV_1011	 4.506024	 8.523013	12.158730
ASV_434	34.6867470	 1.2092050	 0.1269841
ASV_736	6.927711	9.928870	3.603175
ASV_706	8.493976	9.225941	4.158730
ASV_755	9.445783	7.857741	8.000000
ASV_954	11.542169	 7.401674	 6.968254
ASV_980	3.686747	9.502092	9.317460
ASV_551	8.144578	9.096234	4.841270
ASV_915	24.795181	 4.112971	 1.746032
ASV_880	 2.5903614	12.1715481	 0.3333333
ASV_515	 0.01204819	 0.00000000	49.82539683
ASV_612	 4.144578	11.418410	 1.000000
ASV_632	 3.493976	 8.820084	11.507937
ASV_716	9.698795	8.451883	4.682540
ASV_824	10.855422	 8.175732	 4.079365
ASV_626	16.144578	 5.728033	 6.158730
ASV_675	23.795181	 3.832636	 3.031746
ASV_598	 5.216867	10.008368	 3.920635
ASV_802	16.783133	 5.439331	 6.000000
ASV_671	13.927711	 7.401674	 2.222222
ASV_691	13.289157	 5.343096	10.619048
ASV_1059	7.084337	8.623431	6.142857
ASV_852	23.228916	 4.205021	 1.476190
ASV_701	23.566265	 3.301255	 4.000000
ASV_1049	11.204819	 7.878661	 2.698413
ASV_1095	3.409639	9.719665	5.968254
ASV_757	8.590361	7.853556	6.047619
ASV_720	22.108434	 4.025105	 2.714286
ASV_1198	17.240964	 4.882845	 5.841270
ASV_879	14.132530	 4.686192	10.634921
ASV_661	 0.4698795	12.1673640	 0.1587302
ASV_868	12.469880	 4.974895	11.492063
ASV_781	 1.421687	10.790795	 3.793651
ASV_622	2.927711	9.887029	5.142857
ASV_855	4.144578	8.690377	8.079365
ASV_733	 0.4096386	11.6610879	 1.6984127
ASV_1187	10.975904	 5.401674	11.412698
ASV_1100	25.614458	 2.786611	 2.015873
ASV_435	35.0722892	 0.0041841	 0.1111111
ASV_1020	4.108434	9.322176	5.444444
ASV_863	 4.614458	10.121339	 1.730159
ASV_600	 1.373494	 1.460251	38.714286
ASV_727	8.156627	8.841004	1.555556
ASV_764	12.373494	 5.828452	 7.365079
ASV_562	 4.650602	 7.184100	12.365079
ASV_851	4.204819	8.539749	7.698413
ASV_1231	 3.506024	10.359833	 1.476190
ASV_750	 3.506024	10.100418	 2.222222
ASV_798	12.783133	 5.255230	 8.285714
ASV_1141	23.554217	 2.782427	 3.365079
ASV_631	3.084337	9.259414	5.761905
ASV_927	7.939759	7.267782	6.888889
ASV_678	10.469880	 7.702929	 1.809524
ASV_911	15.168675	 4.970711	 5.952381
ASV_812	3.012048	9.460251	4.730159
ASV_854	 5.39759	 3.51046	24.12698
ASV_728	 2.975904	10.246862	 1.634921
ASV_809	2.698795	9.841004	3.380952
ASV_1006	11.012048	 6.824268	 3.857143
ASV_1073	 7.602410	 5.728033	12.412698
ASV_1131	16.036145	 5.079498	 3.269841
ASV_1229	 7.963855	 5.401674	12.619048
ASV_618	2.240964	8.221757	9.380952
ASV_554	9.325301	6.577406	6.238095
ASV_617	 0.2409639	 1.3347280	37.5873016
ASV_1174	 6.240964	 6.171548	11.190476
ASV_586	2.963855	8.138075	8.031746
ASV_667	 7.289157	 4.284519	16.825397
ASV_790	7.722892	7.380753	4.460317
ASV_1225	12.771084	 6.439331	 1.238095
ASV_704	10.662651	 5.707113	 6.682540
ASV_633	21.903614	 2.845188	 2.603175
ASV_816	9.843373	6.991632	2.761905
ASV_1088	7.132530	6.146444	9.507937
ASV_849	11.578313	 6.213389	 3.238095
ASV_804	 1.506024	 3.811715	25.603175
ASV_795	5.650602	8.154812	3.587302
ASV_796	 3.722892	 6.213389	13.380952
ASV_846	 1.542169	 4.820084	21.190476
ASV_1228	1.710843	9.899582	1.666667
ASV_794	18.060241	 3.560669	 4.174603
ASV_1213	7.313253	7.154812	4.634921
ASV_689	5.228916	8.142259	3.603175
ASV_700	 4.216867	 3.665272	21.698413
ASV_784	 1.7951807	10.1129707	 0.3492063
ASV_740	 8.409639	 4.774059	11.825397
ASV_800	30.66265060	 0.15062762	 0.01587302
ASV_1115	13.566265	 5.083682	 3.730159
ASV_1136	14.807229	 4.794979	 3.174603
ASV_672	4.349398	8.510460	2.857143
ASV_938	12.349398	 4.276151	 8.333333
ASV_1116	5.481928	8.280335	2.000000
ASV_845	5.903614	8.267782	1.380952
ASV_1042	2.746988	9.012552	2.698413
ASV_826	 7.445783	 4.012552	15.365079
ASV_914	15.951807	 3.937238	 4.396825
ASV_818	16.289157	 3.456067	 5.761905
ASV_722	2.843373	7.443515	8.333333
ASV_1112	18.096386	 3.610879	 2.761905
ASV_1029	8.228916	7.288703	1.777778
ASV_982	2.265060	9.267782	2.126984
ASV_1137	17.6506024	 4.2594142	 0.7936508
ASV_726	4.795181	7.205021	6.412698
ASV_1186	1.457831	8.941423	4.206349
ASV_1037	9.469880	6.514644	2.730159
ASV_719	2.891566	8.489540	3.904762
ASV_1021	7.686747	7.280335	2.142857
ASV_1117	3.891566	8.271967	3.111111
ASV_951	15.867470	 3.861925	 3.984127
ASV_705	7.301205	6.192469	6.349206
ASV_649	11.349398	 5.615063	 3.079365
ASV_760	 2.819277	 4.117155	19.936508
ASV_1134	21.0240964	 2.7824268	 0.9365079
ASV_991	5.554217	6.828452	5.825397
ASV_1107	10.975904	 6.029289	 1.507937
ASV_956	7.289157	5.414226	8.619048
ASV_965	7.602410	6.594142	3.666667
ASV_871	3.240964	7.895397	4.444444
ASV_905	4.277108	7.359833	4.952381
ASV_640	 6.373494	 2.255230	21.523810
ASV_789	 0.00000	10.13808	 0.00000
ASV_665	8.096386	6.845188	1.555556
ASV_1004	19.072289	 3.125523	 0.984127
ASV_825	 3.168675	 5.087866	14.476190
ASV_981	8.614458	6.133891	3.333333
ASV_887	4.265060	7.581590	3.555556
ASV_1056	14.867470	 3.933054	 3.396825
ASV_573	12.939759	 1.037657	16.920635
ASV_658	 4.301205	 4.635983	14.349206
ASV_1003	19.2530120	 3.0125523	 0.7460317
ASV_611	 5.879518	 2.702929	19.539683
ASV_738	10.843373	 5.585774	 1.888889
ASV_1227	3.349398	7.347280	4.920635
ASV_765	4.674699	6.853556	5.031746
ASV_741	0.5783133	8.5899582	3.7460317
ASV_603	11.325301	 5.271967	 1.920635
ASV_1144	6.253012	6.472803	4.000000
ASV_829	3.542169	6.368201	7.968254
ASV_988	4.6867470	7.8995816	0.5396825
ASV_929	16.951807	 3.150628	 2.380952
ASV_654	19.626506	 1.912134	 3.523810
ASV_1124	0.9759036	7.6569038	6.2380952
ASV_776	12.26506	 5.07113	 1.15873
ASV_797	14.481928	 4.313808	 0.968254
ASV_681	2.168675	8.188285	2.460317
ASV_569	23.0361446	 0.4267782	 4.2222222
ASV_810	 2.253012	 2.560669	23.142857
ASV_1008	7.891566	5.669456	3.650794
ASV_799	17.530120	 2.790795	 1.587302
ASV_766	 1.469880	 5.338912	13.000000
ASV_1031	4.566265	7.087866	2.238095
ASV_547	26.66265	 0.00000	 0.00000
ASV_806	3.180723	6.924686	4.603175
ASV_752	6.397590	6.527197	1.873016
ASV_1175	 4.313253	 4.460251	12.428571
ASV_808	4.481928	6.765690	3.412698
ASV_1169	3.204819	6.820084	4.587302
ASV_666	3.795181	5.627615	8.222222
ASV_876	2.301205	6.472803	6.984127
ASV_605	0.6265060	8.8158996	0.2539683
ASV_958	5.361446	5.146444	7.857143
ASV_660	1.289157	7.623431	3.809524
ASV_788	10.638554	 4.330544	 3.984127
ASV_970	1.722892	8.117155	1.349206
ASV_1161	2.542169	7.041841	4.253968
ASV_933	 5.831325	 2.539749	17.000000
ASV_642	4.38554217	7.49372385	0.03174603
ASV_1092	 5.759036	 3.004184	15.174603
ASV_1061	0.4337349	7.7907950	4.0158730
ASV_1197	3.120482	6.523013	5.174603
ASV_1221	2.156627	7.230126	3.682540
ASV_817	24.46987952	 0.41422594	 0.04761905
ASV_998	14.6746988	 0.8661088	11.2380952
ASV_1195	2.819277	6.489540	5.476190
ASV_1009	1.3132530	8.3389121	0.4126984
ASV_1148	4.036145	4.924686	9.746032
ASV_848	6.674699	5.652720	3.396825
ASV_692	3.795181	5.656904	7.158730
ASV_913	0.9638554	7.5523013	3.6984127
ASV_964	10.144578	 4.732218	 2.269841
ASV_923	1.469880	5.786611	9.253968
ASV_762	 3.590361	 4.405858	11.460317
ASV_906	3.240964	5.991632	5.888889
ASV_742	0.5180723	7.1841004	4.8730159
ASV_778	1.240964	7.682008	1.968254
ASV_1104	9.915663	4.343096	2.857143
ASV_1158	6.650602	5.359833	3.269841
ASV_648	22.0120482	 0.5146444	 1.2380952
ASV_813	19.433735	 1.142259	 2.253968
ASV_898	6.313253	4.384937	7.158730
ASV_1191	2.578313	5.836820	6.539683
ASV_1230	 2.626506	 3.410042	15.666667
ASV_857	0.9638554	7.8953975	0.7936508
ASV_690	12.2048193	 3.9707113	 0.8253968
ASV_1196	8.265060	5.004184	1.936508
ASV_1200	3.734940	6.284519	2.873016
ASV_1075	8.433735	4.493724	3.412698
ASV_872	 5.867470	 2.263598	15.174603
ASV_787	6.228916	4.711297	5.301587
ASV_731	 1.734940	 4.853556	10.634921
ASV_1036	1.542169	7.338912	1.333333
ASV_921	1.650602	7.326360	1.238095
ASV_1113	5.144578	5.698745	2.650794
ASV_1074	2.325301	5.606695	6.698413
ASV_1101	2.469880	5.748954	5.920635
ASV_774	 5.698795	 1.108787	19.253968
ASV_1121	 1.132530	 1.958159	22.015873
ASV_1214	11.650602	 3.661088	 1.698413
ASV_888	 0.8192771	 3.0041841	18.4126984
ASV_732	11.301205	 3.878661	 1.269841
ASV_1135	12.5421687	 3.6569038	 0.4285714
ASV_718	0.8795181	6.2175732	6.0793651
ASV_1123	13.036145	 3.251046	 1.111111
ASV_1218	8.144578	3.732218	5.619048
ASV_758	5.481928	5.841004	1.111111
ASV_822	4.602410	5.841004	2.238095
ASV_735	1.469880	7.087866	1.619048
ASV_1232	1.987952	6.769874	2.015873
ASV_773	13.0000000	 3.3974895	 0.2222222
ASV_770	0.4096386	7.7322176	0.3333333
ASV_1043	11.397590	 3.259414	 2.682540
ASV_946	0.06024096	7.88284519	0.01587302
ASV_837	3.000000	5.217573	6.206349
ASV_820	3.192771	5.866109	3.380952
ASV_884	7.240964	4.903766	1.571429
ASV_900	3.337349	6.313808	1.126984
ASV_1007	13.9277108	 2.6861925	 0.8571429
ASV_1111	5.253012	5.330544	2.238095
ASV_680	18.7108434	 0.9079498	 1.2857143
ASV_803	5.987952	3.548117	7.809524
ASV_987	4.2891566	6.0083682	0.6984127
ASV_862	10.3975904	 3.9121339	 0.5873016
ASV_768	0.06024096	7.64016736	0.03174603
ASV_955	8.626506	3.941423	2.761905
ASV_992	 9.5421687	 0.9205021	13.0158730
ASV_747	1.710843	6.334728	2.714286
ASV_961	4.987952	4.991632	3.253968
ASV_859	0.2289157	7.3933054	0.3492063
ASV_1139	0.9638554	6.7364017	1.8571429
ASV_1014	4.3253012	6.0209205	0.0952381
ASV_714	2.469880	6.380753	1.158730
ASV_1048	10.1566265	 3.8284519	 0.6984127
ASV_839	5.710843	4.635983	3.476190
ASV_1016	4.710843	4.041841	6.984127
ASV_856	1.204819	6.589958	1.904762
ASV_850	0.8554217	7.0836820	0.3650794
ASV_917	 4.120482	 3.355649	10.206349
ASV_936	4.265060	5.523013	1.507937
ASV_889	0.7349398	7.1046025	0.0952381
ASV_1041	9.361446	3.460251	2.476190
ASV_942	12.204819	 1.991632	 4.238095
ASV_861	15.8072289	 1.7322176	 0.4285714
ASV_909	3.530120	5.004184	4.190476
ASV_1146	7.228916	4.000000	3.079365
ASV_928	5.048193	4.778243	2.984127
ASV_853	0.5783133	6.4225941	2.4603175
ASV_901	2.204819	6.062762	1.650794
ASV_947	4.144578	5.351464	1.793651
ASV_1217	5.060241	4.338912	4.396825
ASV_836	3.132530	5.322176	3.174603
ASV_907	2.277108	5.447699	3.825397
ASV_1212	 3.554217	 3.104603	10.984127
ASV_902	5.602410	4.569038	2.571429
ASV_838	0.1445783	6.9665272	0.2063492
ASV_814	3.7108434	5.7364017	0.0952381
ASV_1179	8.397590	3.364017	2.888889
ASV_775	1.4819277	6.3347280	0.7301587
ASV_748	0.56626506	6.82008368	0.04761905
ASV_1078	13.8554217	 1.8953975	 0.8412698
ASV_1154	10.325301	 2.238494	 4.158730
ASV_866	5.120482	4.464435	2.507937
ASV_949	12.506024	 1.895397	 2.507937
ASV_896	4.228916	4.033473	5.174603
ASV_1046	6.710843	3.698745	3.158730
ASV_1102	2.060241	4.569038	5.984127
ASV_828	 2.313253	 1.920502	15.666667
ASV_919	10.8072289	 0.8033473	 8.6825397
ASV_1094	0.3855422	6.4476987	0.9682540
ASV_815	 2.337349	 1.322176	17.730159
ASV_1022	5.771084	3.987448	2.714286
ASV_994	4.783133	4.405858	2.349206
ASV_1083	3.3855422	5.3514644	0.4444444
ASV_864	1.084337	4.104603	8.015873
ASV_1170	4.240964	4.251046	3.269841
ASV_1178	3.614458	3.815900	5.698413
ASV_890	3.156627	4.690377	2.888889
ASV_1064	4.433735	3.661088	5.095238
ASV_1129	0.7951807	5.7154812	2.0952381
ASV_819	8.578313	2.510460	3.746032
ASV_1093	5.457831	3.041841	5.730159
ASV_875	 2.253012	 1.426778	16.015873
ASV_1062	2.795181	4.309623	4.301587
ASV_941	0.3253012	6.0753138	0.5396825
ASV_1060	1.60240964	5.75313808	0.04761905
ASV_1105	0.8433735	5.7196653	1.0952381
ASV_1177	7.421687	3.334728	1.222222
ASV_997	2.373494	4.945607	1.476190
ASV_834	5.433735	4.246862	0.000000
ASV_975	3.819277	3.665272	4.317460
ASV_940	4.8072289	4.3891213	0.0952381
ASV_867	1.277108	5.020921	2.063492
ASV_966	4.879518	3.715481	2.269841
ASV_990	3.5301205	4.6820084	0.3015873
ASV_869	2.4457831	4.9748954	0.4761905
ASV_1065	2.602410	4.175732	3.142857
ASV_1223	11.3975904	 1.7740586	 0.6507937
ASV_878	1.108434	4.949791	2.095238
ASV_882	1.481928	2.878661	9.428571
ASV_932	0.15662651	5.78242678	0.07936508
ASV_892	4.819277	3.087866	4.142857
ASV_1039	3.626506	2.577406	7.587302
ASV_1067	4.301205	3.820084	1.904762
ASV_877	0.4939759	5.3221757	1.2063492
ASV_1054	6.698795	3.188285	1.015873
ASV_1069	3.409639	3.983264	2.301587
ASV_1055	3.518072	3.100418	5.444444
ASV_1001	1.903614	3.297071	6.777778
ASV_1142	7.397590	1.430962	6.476190
ASV_1176	0.373494	5.205021	1.380952
ASV_983	 3.481928	 1.732218	10.396825
ASV_908	1.819277	4.560669	1.761905
ASV_843	4.3734940	4.0627615	0.2539683
ASV_967	3.638554	3.234310	4.349206
ASV_1032	8.000000	2.476987	1.460317
ASV_986	2.397590	4.288703	1.968254
ASV_1002	0.01204819	5.56903766	0.20634921
ASV_924	3.481928	4.401674	0.000000
ASV_995	2.012048	3.389121	5.698413
ASV_1185	1.9879518	4.7280335	0.6031746
ASV_792	 0.0000000	 0.0125523	20.9206349
ASV_1235	1.301205	4.125523	3.587302
ASV_1080	0.5301205	4.8577406	1.4126984
ASV_1155	3.216867	3.585774	2.619048
ASV_895	10.8072289	 0.6820084	 3.5238095
ASV_960	2.87951807	4.35983264	0.01587302
ASV_1052	6.204819	2.464435	2.714286
ASV_912	6.373494	2.301255	3.079365
ASV_993	0.4337349	4.7615063	1.5079365
ASV_1157	12.0000000	 1.0460251	 0.3333333
ASV_858	14.6626506	 0.1715481	 0.0952381
ASV_977	2.253012	3.698745	3.047619
ASV_1026	3.662651	3.393305	2.333333
ASV_1122	3.1807229	4.0251046	0.5396825
ASV_952	0.9759036	4.5941423	1.2222222
ASV_1027	0.6867470	4.9456067	0.1269841
ASV_1240	2.313253	2.359833	7.730159
ASV_1234	1.000000	4.121339	2.714286
ASV_1035	8.4698795	0.9372385	4.8730159
ASV_1226	3.650602	2.870293	3.793651
ASV_1108	13.22891566	 0.51882845	 0.01587302
ASV_953	0.00000000	5.08786611	0.03174603
ASV_1038	2.397590	3.631799	2.269841
ASV_1010	2.084337	3.497908	3.142857
ASV_1171	0.7228916	4.0753138	2.7142857
ASV_1194	1.9759036	4.2008368	0.4761905
ASV_1163	 0.1084337	 0.0041841	18.8253968
ASV_916	9.2289157	0.5188285	4.7777778
ASV_1068	2.939759	3.263598	2.619048
ASV_1047	5.927711	1.418410	5.666667
ASV_931	0.04819277	4.80334728	0.53968254
ASV_1071	2.4698795	3.9414226	0.5079365
ASV_1081	0.01204819	4.76987448	0.09523810
ASV_1233	4.903614	2.615063	1.809524
ASV_1030	12.1204819	 0.3682008	 0.7301587
ASV_1025	3.156627	3.242678	1.619048
ASV_1132	0.746988	2.979079	5.761905
ASV_957	2.108434	3.096234	2.984127
ASV_1097	0.7831325	2.9832636	4.7936508
ASV_1070	1.843373	3.518828	1.317460
ASV_1120	1.807229	1.740586	8.079365
ASV_1099	2.2168675	3.4853556	0.7936508
ASV_1192	0.03614458	4.00000000	1.46031746
ASV_1151	4.457831	2.552301	1.095238
ASV_1089	0.1445783	4.2761506	0.1111111
ASV_1106	 0.6024096	 1.4476987	10.1904762
ASV_1103	0.6265060	3.9414226	0.5555556
ASV_972	0.0000000	4.0711297	0.8095238
ASV_1076	2.9518072	2.9916318	0.6031746
ASV_1087	2.457831	1.489540	6.952381
ASV_1005	0.00000000	4.16317992	0.01587302
ASV_1183	9.1686747	0.6820084	1.1269841
ASV_1152	 0.00000	 0.00000	15.68254
ASV_1063	1.674699	2.569038	3.666667
ASV_1202	2.686747	2.054393	4.047619
ASV_1130	2.518072	1.548117	6.031746
ASV_1034	0.06024096	3.89958159	0.25396825
ASV_1206	9.7349398	0.5230126	0.1587302
ASV_1057	1.879518	2.799163	1.714286
ASV_1207	0.7228916	3.3305439	0.6984127
ASV_1164	1.481928	2.732218	1.793651
ASV_1125	7.5180723	1.0125523	0.3492063
ASV_1040	4.156627	0.167364	7.920635
ASV_1110	1.602410	1.979079	4.047619
ASV_1203	3.156627	2.497908	0.000000
ASV_1058	0.1084337	3.4267782	0.3809524
ASV_1215	 0.00000	 0.00000	13.42857
ASV_1143	2.3493976	2.5481172	0.3968254
ASV_1145	2.084337	1.485356	4.555556
ASV_1053	0.55421687	3.19665272	0.04761905
ASV_1193	3.614458	1.799163	0.984127
ASV_926	 0.0000	 0.0000	12.4127
ASV_1028	3.385542	1.154812	3.555556
ASV_1205	1.686747	1.728033	3.365079
ASV_1166	0.02409639	3.04184100	0.28571429
ASV_1162	0.03614458	3.00418410	0.12698413
ASV_1201	0.9759036	2.4184100	0.5238095
ASV_1236	0.2289157	0.4518828	8.9682540
ASV_1188	3.722892	1.326360	0.984127
ASV_1190	2.6867470	0.3933054	5.6507937
ASV_1220	2.5060241	1.6025105	0.8730159
ASV_1149	0.1325301	2.6359833	0.0000000
ASV_1086	7.3855422	0.1046025	0.0000000
ASV_1167	0.69879518	2.37656904	0.01587302
ASV_1168	1.746988	1.008368	3.761905
ASV_1173	1.1566265	0.1715481	7.3333333
ASV_1239	0.1445783	0.2133891	7.5873016
